flyer_id,track,symposium,organizer,role_note,affiliation,source_url
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Remi Dingreville,,Sandia National Laboratories,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Saaketh Desai,,Sandia National Laboratories,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Hojun Lim,,Sandia National Laboratories,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Jeremy Mason,,"University of California, Davis",https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Sam Reeve,,Oak Ridge National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
023,Data-Driven and Computational Materials Design,Algorithms Development in Materials Science and Engineering,Vimal Ramanuj,,Oak Ridge National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-023.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Wenwu Xu,,San Diego State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Qiaofu Zhang,,University of Alabama,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Brandon Bocklund,,Lawrence Livermore National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Ram Devanathan,,Pacific Northwest National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Arezoo Emdadi,,Missouri University of Science and Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Victoria Miller,,University of Florida,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Pinar Acar,,Virginia Tech,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Avanish Mishra,,Los Alamos National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
024,Data-Driven and Computational Materials Design,Artificial Intelligence Applications in Integrated Computational Materials Engineering (AI-ICME),Ghanshyam Pilania,,GE Aerospace Research,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-024.pdf
025,Data-Driven and Computational Materials Design,Avoiding Plot Holes: Telling Compelling Stories (with Data),Benjamin Begley,,ATI,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-025.pdf
025,Data-Driven and Computational Materials Design,Avoiding Plot Holes: Telling Compelling Stories (with Data),Eric Payton,,University of Cincinnati,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-025.pdf
025,Data-Driven and Computational Materials Design,Avoiding Plot Holes: Telling Compelling Stories (with Data),Suveen Mathaudhu,,Colorado School of Mines,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-025.pdf
025,Data-Driven and Computational Materials Design,Avoiding Plot Holes: Telling Compelling Stories (with Data),Victoria Miller,,University of Florida,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-025.pdf
026,Data-Driven and Computational Materials Design,Bridging Scale Gaps in Multiscale Materials Modeling in the Age of Artificial Intelligence,Liang Qi,,University of Michigan,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-026.pdf
026,Data-Driven and Computational Materials Design,Bridging Scale Gaps in Multiscale Materials Modeling in the Age of Artificial Intelligence,Yue Fan,,University of Michigan,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-026.pdf
026,Data-Driven and Computational Materials Design,Bridging Scale Gaps in Multiscale Materials Modeling in the Age of Artificial Intelligence,Javier Segurado,,"E.T.S.I. Caminos, Canales y Puertos. Universidad Politécnica de Madrid",https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-026.pdf
026,Data-Driven and Computational Materials Design,Bridging Scale Gaps in Multiscale Materials Modeling in the Age of Artificial Intelligence,Katsuyo Thornton,,University of Michigan,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-026.pdf
027,Data-Driven and Computational Materials Design,Celebrating 50 Years of Building the Foundations of Materials Design: An FMD/MPMD/SMD Symposium Honoring John Agren,Carelyn Campbell,,National Institute of Standards and Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-027.pdf
027,Data-Driven and Computational Materials Design,Celebrating 50 Years of Building the Foundations of Materials Design: An FMD/MPMD/SMD Symposium Honoring John Agren,Paul Mason,,Thermo-Calc Software Inc.,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-027.pdf
027,Data-Driven and Computational Materials Design,Celebrating 50 Years of Building the Foundations of Materials Design: An FMD/MPMD/SMD Symposium Honoring John Agren,James Saal,,Citrine Informatics,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-027.pdf
027,Data-Driven and Computational Materials Design,Celebrating 50 Years of Building the Foundations of Materials Design: An FMD/MPMD/SMD Symposium Honoring John Agren,Wei Xiong,,University of Pittsburgh,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-027.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Nutth Tuchinda,,New Jersey Institute of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Rebecca Gallivan,,Dartmouth College,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Wenwu Xu,,San Diego State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Ryan Sills,,Rutgers University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Daniel Moore,,Sandia National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Sergii Divinskyi,,University of Muenster,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
028,Data-Driven and Computational Materials Design,Chemistry and Physics of Interfaces,Kaka Ma,,Texas A&M University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-028.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Sara Kadkhodaei,,University of Illinois Chicago,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Yong-Jie Hu,,Drexel University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Yanqing Su,,University of Oklahoma,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Wennie Wang,,University of Texas at Austin,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Xiaofeng Qian,,Texas A&M University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Satyajit Mojumder,,Washington State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
029,Data-Driven and Computational Materials Design,Computational Discovery and Design of Materials,Suhas Eswarappa Prameela,,University of Utah,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-029.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Aurelien Perron,,Lawrence Livermore National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Damien Tourret,,IMDEA Materials Institute,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Blas Uberuaga,,Los Alamos National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Theresa Davey,,Bangor University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Prashant Singh,,Ames National Labratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
030,Data-Driven and Computational Materials Design,Computational Thermodynamics and Kinetics,Greta Lindwall,,KTH Royal Institute of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-030.pdf
031,Data-Driven and Computational Materials Design,Hume-Rothery Symposium: Data-Driven Materials Discovery and Phase Stability,Bi-Cheng Zhou,,University of Virginia,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-031.pdf
031,Data-Driven and Computational Materials Design,Hume-Rothery Symposium: Data-Driven Materials Discovery and Phase Stability,Bin Ouyang,,Florida State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-031.pdf
031,Data-Driven and Computational Materials Design,Hume-Rothery Symposium: Data-Driven Materials Discovery and Phase Stability,Wei Chen,,University at Buffalo,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-031.pdf
031,Data-Driven and Computational Materials Design,Hume-Rothery Symposium: Data-Driven Materials Discovery and Phase Stability,James Saal,,Citrine Informatics,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-031.pdf
031,Data-Driven and Computational Materials Design,Hume-Rothery Symposium: Data-Driven Materials Discovery and Phase Stability,Vidvuds Ozolins,,Yale University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-031.pdf
032,Data-Driven and Computational Materials Design,Mechanistic and Experimental Thermodynamics & Kinetics of Alloys,Chuan Zhang,,CompuTherm LLC,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-032.pdf
032,Data-Driven and Computational Materials Design,Mechanistic and Experimental Thermodynamics & Kinetics of Alloys,Bin Ouyang,,Florida State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-032.pdf
032,Data-Driven and Computational Materials Design,Mechanistic and Experimental Thermodynamics & Kinetics of Alloys,Andrew K. Hoffman,,Catalyst Science Solutions LLC,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-032.pdf
032,Data-Driven and Computational Materials Design,Mechanistic and Experimental Thermodynamics & Kinetics of Alloys,Zhi Liang,,National Institute of Standards and Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-032.pdf
032,Data-Driven and Computational Materials Design,Mechanistic and Experimental Thermodynamics & Kinetics of Alloys,Ji-Cheng Zhao,,University of Connecticut,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-032.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",George Weber,,Nasa Langley Research Center,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Joshua Pribe,,Analytical Mechanics Associates,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Sai Yeratapally,,GE Aerospace Research,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Kirubel Teferra,,Naval Research Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Diwakar Naragani,,Cornell University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Andrea Rovinelli,,Los Alamos National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Brandon Mackey,,Pratt & Whitney,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
033,Data-Driven and Computational Materials Design,"Verification, Calibration, and Validation Approaches for Mechanical Modeling of Metals",Aaron E. Tallman,,Florida International University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-033.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Nuggehalli Ravindra,,New Jersey Institute of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Narasimha Prasad,,NASA Langley Research Center,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Madan Dubey,,US Army Research Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Hesam Askari,,University Of Rochester,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Arunima Singh,,Arizona State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Mengqiang Zhao,,New Jersey Institute of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Sufian Abedrabbo,,Khalifa University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Gerald Ferblantier,,University of Strasbourg - IUT LP / ICube Laboratory - CNRS,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
034,"Electronic, Magnetic, and Energy Materials","2D Materials – Preparation, Properties, Modeling & Applications",Ramana Chintalapalle,,University of Texas at El Paso,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-034.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Eric Theisen,,Energy & Environmental Research Center,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Matthew Kramer,,Ames Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Yongmei Jin,,Michigan Technological University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Alexander Baker,,Lawrence Livermore National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Daniel Salazar,,BCMaterials,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Zachary Morgan,,Oak Ridge National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
035,"Electronic, Magnetic, and Energy Materials",Advances in Magnetism and Magnetic Materials,Yaroslav Mudryk,,Ames National Laboratory/Iowa State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-035.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Hsin-Jay Wu,,National Taiwan University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Sinn-wen Chen,,National Tsing Hua University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Takao Mori,,National Institute for Materials Science,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Philippe Jund,,Montpellier University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Emmanuel Guilmeau,,CNRS,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Yoshisato Kimura,,Institute of Science Tokyo,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Wan-Ting Chiu,,Institute of Science Tokyo,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
036,"Electronic, Magnetic, and Energy Materials",Alloys and Compounds for Thermoelectric and Solar Applications XV,Hugo Bouteiller,,"Oak Ridge National Laboratory, UT-ORII",https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-036.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Yu-An Shen,,Feng Chia University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Christopher Gourlay,,Imperial College London,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Albert T. Wu,,National Central University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Fan-Yi Ouyang,,National Tsing Hua University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Chien-Lung Liang,,National Taiwan University of Science and Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,David Yan,,San Jose State University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Fu Guo,,Beijing University Of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Hannah Fowler,,Sandia National Laboratories,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Mohd Sharizal Abdul Aziz,,Universiti Sains Malaysia,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
037,"Electronic, Magnetic, and Energy Materials",Electronic Packaging and Interconnection Materials IV,Mohd Arif Anuar Mohd Salleh,,Universiti Malaysia Perlis,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-037.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Nawshad Haque,,Commonwealth Scientific and Industrial Research Organization,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Onuralp Yucel,,Istanbul Technical University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Shafiq Alam,,University of Saskatchewan,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Fiseha Tesfaye,,Metso Metals Oy,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Tuan Nguyen,,University of Queensland,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Leiting Shen,,Central South University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
038,"Electronic, Magnetic, and Energy Materials",Energy Technologies and CO2 Management: Resource Efficient Processes,Alafara Baba,,University of Ilorin,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-038.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Wenwen Song,,University of Kassel,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Donna Guillen,,Idaho National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Fiseha Tesfaye,,Metso Metals Oy,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Shafiq Alam,,University of Saskatchewan,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Eric Detsi,,University of Pennsylvania,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Hong Peng,,University of Queensland,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Tuan Nguyen,,University of Queensland,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Duhan Zhang,,Massachusetts Institute of Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
039,"Electronic, Magnetic, and Energy Materials","Energy Technology 2027: Advancement in Energy Materials - Theory, Simulation, Characterization and Application",Lei Zhang,,University of Alaska Fairbanks,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-039.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Keerti Kappagantula,,Pacific Northwest National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Michael Cai Wang,,University of South Florida,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Changhong Cao,,McGill University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Ying Zhong,,Harbin Institute of Technology (Shenzhen),https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Pilgyu Kang,,George Mason University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Aditya Nittala,,Pacific Northwest National Laboratory,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
040,"Electronic, Magnetic, and Energy Materials",Functional Nanomaterials 2027,Mostafa Bedewy,,University of Pittsburgh,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-040.pdf
041,"Electronic, Magnetic, and Energy Materials","Phase Stability, Phase Transformations, and Reactive Phase Formation in Electronic Materials XXVI",Yu-Chen Liu,,National Cheng Kung University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-041.pdf
041,"Electronic, Magnetic, and Energy Materials","Phase Stability, Phase Transformations, and Reactive Phase Formation in Electronic Materials XXVI",Hiroshi Nishikawa,,Osaka University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-041.pdf
041,"Electronic, Magnetic, and Energy Materials","Phase Stability, Phase Transformations, and Reactive Phase Formation in Electronic Materials XXVI",Shih-kang Lin,,National Cheng Kung University,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-041.pdf
041,"Electronic, Magnetic, and Energy Materials","Phase Stability, Phase Transformations, and Reactive Phase Formation in Electronic Materials XXVI",Yee-wen Yen,,National Taiwan University of Science and Technology,https://www.tms.org/tms2027/downloads/flyers/TMS2027-CFA-Flyer-041.pdf
