strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,4,0,0,4.23486,11.8177,0.900829,43.2334,0.844868,0.615378,186.056,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,0.846869,0.0763629,21.3374,9.20472,208.018,175.748,4.08,True,True,True,39.3893,0.844868,59.2432
heuristic,4,0,1,4.4,11.8177,0.900829,43.2334,0.846596,0.615408,186.065,20.23,0.82249,15.889,69.9116,5.91584,5.32916,55.4489,0.848166,0.0755879,20.3805,9.21701,208.009,176.1,4.08,True,True,True,40.1182,0.844868,55.4489
heuristic,4,0,2,4.4,16.4844,0.900829,43.2334,0.803246,0.615222,186.009,20.23,0.993795,19.1983,84.4726,5.12441,4.61621,97.8119,0.798412,0.0978064,30.3099,7.58283,208.036,167.104,4.08,True,True,True,46.9706,0.803246,55.4489
heuristic,4,0,3,4.4,7.15103,0.900829,43.2334,0.898599,0.615418,186.068,20.23,0.607099,11.728,51.6034,7.21621,6.50057,22.2987,0.923281,0.0533402,17.0132,11.3504,207.944,186.859,4.08,True,True,True,51.6153,0.803246,22.2987
heuristic,4,0,4,4.4,7.15103,0.916667,43.2334,0.899858,0.615435,186.073,20.23,0.601867,11.627,51.1587,7.15403,6.55786,21.7272,0.926266,0.0525417,17.1461,11.3007,207.942,187.119,4.08,True,True,True,51.6946,0.803246,21.7272
heuristic,4,0,5,4.4,7.15103,0.916667,57.2334,0.910454,0.615732,186.163,20.23,0.601921,11.628,51.1633,7.15467,6.55845,21.733,0.928965,0.0504564,17.205,10.5437,207.931,189.312,4.08,True,True,True,51.6946,0.803246,21.7272
heuristic,4,0,6,4.4,7.15103,0.916667,40,0.896976,0.615361,186.051,20.23,0.601829,11.6262,51.1554,7.15357,6.55744,21.723,0.925818,0.0528835,17.1779,11.727,207.946,186.522,4.08,True,True,True,51.7507,0.803246,21.723
heuristic,4,0,7,4.4,11.8177,0.916667,40,0.848721,0.615381,186.057,20.23,0.815742,15.7586,69.338,5.8673,5.37836,54.0953,0.851046,0.0751155,20.0195,9.68351,208.006,176.539,4.08,True,True,True,51.816,0.803246,21.723
heuristic,4,0,8,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,True,53.4499,0.803246,10.9988
heuristic,4,1,9,3.385,5,0.916667,40,0.849281,0.615465,186.082,20.23,0.466677,11.7186,39.6675,7.9335,7.27238,17.1134,0.91914,0.0412216,19.1118,14.6944,208.031,176.677,4.06,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,10,4.4,5,0.683333,40,0.894861,0.615422,186.069,20.23,0.550477,10.6342,46.7905,9.3581,6.3947,16.6233,0.922026,0.0553849,14.9035,11.4341,207.945,186.081,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,11,4.4,5,0.916667,54,0.918436,0.615673,186.145,20.23,0.479786,9.2686,40.7818,8.15637,7.47667,11.0064,0.974422,0.0412107,17.8084,10.7732,207.921,190.962,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,12,4.4,5,0.916667,54,0.918436,0.615673,186.145,20.23,0.479786,9.2686,40.7818,8.15637,7.47667,11.0064,0.974422,0.0412107,17.8084,10.7732,207.921,190.962,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,13,3.385,5,0.916667,40,0.849281,0.615465,186.082,20.23,0.466677,11.7186,39.6675,7.9335,7.27238,17.1134,0.91914,0.0412216,19.1118,14.6944,208.031,176.677,4.06,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,14,4.4,9.66667,0.916667,40,0.871397,0.615385,186.058,20.23,0.723939,13.9852,61.5348,6.36567,5.8352,37.81,0.881367,0.0650474,16.3144,10.6325,207.98,181.233,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,15,4.19418,7.36923,0.655901,68.1946,0.877226,0.615842,186.196,20.23,0.707955,14.3476,60.1762,8.16586,5.356,38.9161,0.874017,0.0690994,16.4626,10.2272,207.986,182.45,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,16,4.19418,12.0359,0.655901,68.1946,0.82348,0.615582,186.118,20.23,0.94426,19.1365,80.2621,6.66855,4.37391,92.3395,0.815349,0.101485,30.3842,6.37124,207.995,171.28,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,1,17,4.19418,5,0.655901,68.1946,0.913925,0.615745,186.167,20.23,0.556929,11.2868,47.339,9.4678,6.20994,18.9458,0.924733,0.053631,14.636,10.1093,207.935,190.037,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,2,18,4.19418,5,0.889234,68.1946,0.938429,0.615817,186.189,20.23,0.485003,9.82916,41.2252,8.24504,7.33178,12.5125,0.986974,0.0405916,17.7554,10.8707,207.863,195.065,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,2,19,4.19418,5,0.889234,80,0.938438,0.615865,186.203,20.23,0.484822,9.8255,41.2099,8.24198,7.32905,12.4986,0.990288,0.0392607,17.6985,8.69524,207.834,195.039,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,2,20,4.4,5,0.889234,80,0.938875,0.615882,186.208,20.23,0.48704,9.40873,41.3984,8.27968,7.36258,11.5132,0.983911,0.0391447,17.4785,8.33384,207.843,195.138,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,2,21,4.4,9.66667,0.889234,80,0.894172,0.615744,186.166,20.23,0.734036,14.1802,62.3931,6.45446,5.73953,39.4143,0.889503,0.057498,16.0311,8.8651,207.966,185.958,4.08,True,True,True,55.233,0.803246,10.9988
heuristic,4,2,22,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,2,23,4.4,5,0.916667,66,0.935339,0.615778,186.177,20.23,0.479767,9.26823,40.7802,8.15605,7.47638,11.0051,0.982239,0.0397429,17.7999,10.7213,207.873,194.432,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,2,24,3.385,5,0.916667,66,0.931254,0.615877,186.207,20.23,0.466783,11.7213,39.6766,7.93532,7.27404,17.1252,0.999715,0.0407072,19.0983,14.3108,207.861,193.572,4.1,True,True,True,55.2335,0.803246,10.9945
heuristic,4,2,25,4.4,5,0.683333,66,0.915828,0.615786,186.179,20.23,0.549943,10.6239,46.7451,9.34902,6.3885,16.575,0.929032,0.0514036,14.9127,10.1039,207.923,190.422,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,2,26,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,3,27,4.4,5,0.916667,52,0.915303,0.615638,186.135,20.23,0.479779,9.26846,40.7812,8.15625,7.47656,11.0059,0.973394,0.0413695,17.7976,10.7066,207.931,190.32,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,3,28,3.385,5,0.916667,52,0.894442,0.615585,186.118,20.23,0.466813,11.722,39.6791,7.93583,7.27451,17.1285,0.964657,0.0413266,19.1338,14.0445,207.945,185.995,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,3,29,4.4,9.66667,0.916667,52,0.876327,0.615616,186.128,20.23,0.724011,13.9866,61.5409,6.3663,5.83578,37.8213,0.880735,0.062698,16.3457,10.591,207.988,182.265,4.08,True,True,True,55.2335,0.803246,10.9945
heuristic,4,3,30,4.27989,9.66583,0.399181,60.8835,0.745565,0.614802,185.882,20.23,0.95981,19.0622,81.5839,8.44044,3.36926,93.1318,0.736604,0.17522,49.7278,5.96376,208.049,155.114,4.06,True,True,True,65.0945,0.745565,10.9945
heuristic,4,3,31,4.27989,9.66583,0.632514,60.8835,0.837224,0.615554,186.109,20.23,0.845408,16.7901,71.8597,7.4344,4.70236,63.6415,0.831349,0.0903106,24.5086,7.2101,208.001,174.143,4.08,True,True,True,65.3138,0.745565,10.9945
heuristic,4,3,32,4.4,9.66583,0.399181,60.8835,0.752066,0.614892,185.909,20.23,0.96119,18.5684,81.7011,8.45257,3.3741,88.497,0.742809,0.174275,47.2268,5.80191,208.042,156.461,4.06,True,True,True,65.6976,0.745565,10.9945
heuristic,4,3,33,3.26489,9.66583,0.399181,60.8835,0.737332,0.613437,185.469,20.23,0.943929,24.5748,80.234,8.30079,3.31351,152.226,0.734473,0.184867,82.4255,8.30466,208.142,153.469,4.08,True,True,True,66.605,0.737332,10.9945
heuristic,4,3,34,4.27989,9.66583,0.399181,74.8835,0.77109,0.615151,185.987,20.23,0.957453,19.0153,81.3835,8.41971,3.36099,92.4472,0.760817,0.170254,46.881,5.33581,208.015,160.399,4.06,True,True,True,66.605,0.737332,10.9945
heuristic,4,3,35,4.27989,9.66583,0.399181,46.8835,0.733079,0.614467,185.78,20.23,0.961783,19.1013,81.7516,8.45779,3.37619,93.7072,0.726721,0.180107,53.1118,6.50391,208.075,152.536,4.06,True,True,True,67.8044,0.733079,10.9945
heuristic,4,4,36,4.27989,5,0.399181,46.8835,0.840192,0.615445,186.076,20.23,0.654872,13.006,55.6641,11.1328,4.44401,29.5809,0.835432,0.108275,22.2642,8.72115,207.987,174.749,4.08,True,True,True,68.0836,0.733079,10.9945
heuristic,4,4,37,4.27989,9.66583,0.632514,46.8835,0.823334,0.615321,186.039,20.23,0.846215,16.8061,71.9283,7.4415,4.70685,63.8239,0.820514,0.0947254,25.965,7.88403,208.018,171.268,4.08,True,True,True,68.4263,0.733079,10.9945
heuristic,4,4,38,4.4,9.66583,0.399181,46.8835,0.734166,0.614579,185.814,20.23,0.963067,18.6047,81.8607,8.46908,3.38069,89.0165,0.725336,0.179347,50.5024,6.31741,208.068,152.756,4.06,True,True,True,68.5065,0.733079,10.9945
heuristic,4,4,39,4.4,9.66583,0.399181,60.8835,0.752066,0.614892,185.909,20.23,0.96119,18.5684,81.7011,8.45257,3.3741,88.497,0.742809,0.174275,47.2268,5.80191,208.042,156.461,4.06,True,True,True,68.5065,0.733079,10.9945
heuristic,4,4,40,4.4,9.66583,0.399181,40,0.743837,0.614546,185.804,20.23,0.963814,18.6191,81.9242,8.47565,3.38332,89.2239,0.738719,0.181219,52.4236,6.57271,208.078,154.777,4.06,True,True,True,68.5065,0.733079,10.9945
heuristic,4,4,41,4.4,5,0.399181,46.8835,0.841003,0.615464,186.082,20.23,0.655828,12.6694,55.7454,11.1491,4.4505,28.1107,0.836466,0.107641,21.3054,8.40903,207.982,174.914,4.08,True,True,True,68.5187,0.733079,10.9945
heuristic,4,4,42,4.4,9.66583,0.632514,46.8835,0.824987,0.615349,186.047,20.23,0.847942,16.3807,72.075,7.45668,4.71646,60.7574,0.821911,0.0940288,24.9221,7.74836,208.013,171.608,4.08,True,True,True,68.5648,0.733079,10.9945
heuristic,4,4,43,4.4,9.66583,0.399181,60.8835,0.752066,0.614892,185.909,20.23,0.96119,18.5684,81.7011,8.45257,3.3741,88.497,0.742809,0.174275,47.2268,5.80191,208.042,156.461,4.06,True,True,True,68.5648,0.733079,10.9945
