strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,6,0,0,3.06068,9.57694,0.496045,54.9799,0.792619,0.614051,185.655,20.23,0.888295,24.6694,75.5051,7.88405,3.91084,144.359,0.789846,0.138166,65.7516,7.56349,208.127,164.965,4.08,True,True,True,29.0601,0.792619,144.359
heuristic,6,0,1,3.06068,9.57694,0.729378,54.9799,0.841816,0.615199,186.002,20.23,0.770418,21.3958,65.4855,6.83783,4.98737,94.1784,0.851312,0.0861529,35.2576,10.8491,208.101,175.183,4.06,True,True,True,38.9404,0.792619,94.1784
heuristic,6,0,2,4.07568,9.57694,0.729378,54.9799,0.847976,0.615504,186.094,20.23,0.792461,16.5271,67.3592,7.03348,5.13006,57.8018,0.84644,0.0787571,22.1394,8.96115,208.019,176.395,4.08,True,True,True,45.8786,0.792619,57.8018
heuristic,6,0,3,4.07568,9.57694,0.729378,68.9799,0.863971,0.615862,186.202,20.23,0.791768,16.5127,67.3002,7.02732,5.12557,57.6501,0.85894,0.0746507,20.2833,10.3173,207.996,179.702,4.08,True,True,True,45.9052,0.792619,57.6501
heuristic,6,0,4,4.07568,9.57694,0.729378,40.9799,0.841523,0.615332,186.042,20.23,0.792841,16.535,67.3914,7.03684,5.13252,57.8848,0.841565,0.0823758,22.8615,9.77218,208.023,175.056,4.08,True,True,True,46.1541,0.792619,57.6501
heuristic,6,0,5,4.07568,14.2436,0.729378,40.9799,0.790981,0.614988,185.938,20.23,0.995836,20.7686,84.6461,5.94274,4.33451,114.702,0.782975,0.112139,38.2871,6.59296,208.061,164.572,4.06,True,True,True,47.8464,0.790981,57.6501
heuristic,6,0,6,4.07568,5,0.729378,40.9799,0.893732,0.615411,186.066,20.23,0.531699,11.0888,45.1944,9.03888,6.59276,17.4584,0.932726,0.0519892,15.9536,11.8754,207.954,185.855,4.08,True,True,True,53.6733,0.790981,17.4584
heuristic,6,0,7,4.07568,5,0.729378,54.9799,0.913287,0.615667,186.143,20.23,0.531542,11.0855,45.181,9.03621,6.59081,17.4429,0.941782,0.0505334,15.9596,10.995,207.929,189.899,4.08,True,True,True,53.6753,0.790981,17.4429
heuristic,6,0,8,4.07568,5,0.729378,40,0.892322,0.615418,186.068,20.23,0.531702,11.0889,45.1947,9.03893,6.5928,17.4587,0.932396,0.0520492,15.94,11.9684,207.956,185.564,4.08,True,True,True,53.7319,0.790981,17.4429
heuristic,6,1,9,4.07568,5,0.916667,40,0.884946,0.615421,186.069,20.23,0.476128,9.92985,40.4709,8.09417,7.41966,12.5365,0.966156,0.0419585,18.0599,12.1403,208.002,184.07,4.06,True,True,True,54.7833,0.790981,12.5365
