strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,3,0,0,1.74838,8.15747,0.784183,63.2865,0.821474,0.61416,185.688,20.23,0.623029,30.2894,52.9574,6.49189,5.09083,152.636,0.828964,0.0887054,73.6775,20.4968,208.327,171.136,4.06,True,True,0,True,23.8546,0.821474,152.636
random,3,0,1,3.63027,6.51563,0.510819,60.6696,0.851591,0.615513,186.097,20.23,0.709832,16.6201,60.3357,9.26015,4.73026,52.3593,0.851284,0.0927405,26.5772,9.13031,208.013,177.142,4.08,True,True,1,True,42.6184,0.821474,52.3593
random,3,0,2,2.74882,12.824,0.741892,78.2507,0.862776,0.615179,185.996,20.23,0.893045,27.615,75.9088,5.91929,4.39147,181.858,0.869994,0.105958,58.3394,6.75751,208.054,179.504,4.08,True,True,1,True,42.6184,0.821474,52.3593
random,3,0,3,4.08596,12.8022,0.564206,70.9311,0.78523,0.615312,186.036,20.23,1.02126,21.2452,86.8073,6.78067,3.8257,123.092,0.776032,0.132303,43.1189,5.17021,208.013,163.338,4.06,True,True,3,True,48.559,0.78523,52.3593
random,3,0,4,3.90667,13.7687,0.705199,72.803,0.818212,0.615564,186.112,20.23,0.984715,21.4251,83.7008,6.07906,4.28695,120.705,0.810108,0.105251,35.8914,5.92056,207.997,170.186,4.06,True,True,6,True,48.6386,0.78523,52.3593
random,3,0,5,2.74286,15.1161,0.835653,44.0928,0.821648,0.613569,185.509,20.23,0.933846,28.9395,79.3769,5.25116,4.38815,208.846,0.823726,0.112781,67.3858,8.64609,208.204,171.07,4.06,True,True,6,True,48.6386,0.78523,52.3593
random,3,0,6,3.96433,10.2524,0.569789,45.8534,0.797051,0.615003,185.943,20.23,0.903313,19.3681,76.7816,7.48916,4.26724,90.4863,0.788109,0.115669,37.0697,6.19794,208.048,165.825,4.06,True,True,6,True,50.3373,0.78523,52.3593
random,3,0,7,3.52544,8.89305,0.830759,51.015,0.865095,0.615417,186.068,20.23,0.705891,17.0194,60.0008,6.74693,5.60508,54.6003,0.875131,0.0688347,20.9554,11.9908,208.052,179.985,4.08,True,True,6,True,50.3373,0.78523,52.3593
random,3,0,8,3.12925,10.3287,0.658606,47.8656,0.82014,0.614666,185.841,20.23,0.842761,22.892,71.6347,6.93547,4.56774,117.934,0.815845,0.103656,44.9741,9.24447,208.113,170.682,4.06,True,True,6,True,50.3373,0.78523,52.3593
random,3,1,9,4.17113,7.74367,0.817267,46.7595,0.881944,0.615365,186.052,20.23,0.66479,13.5472,56.5071,7.29721,5.96377,32.5801,0.893357,0.0617233,16.1508,10.4957,207.982,183.428,4.08,True,True,7,True,53.438,0.78523,32.5801
random,3,1,10,4.29664,13.3159,0.654589,78.8224,0.828465,0.615643,186.136,20.23,1.00072,19.7972,85.0613,6.38794,4.18148,104.734,0.818775,0.107293,31.1812,5.9371,207.967,172.294,4.08,True,True,7,True,53.438,0.78523,32.5801
random,3,1,11,1.86759,8.95677,0.578565,73.9784,0.871792,0.612511,185.189,20.23,0.757749,34.4876,64.4086,7.19106,4.16049,240.669,0.877719,0.128251,118.17,10.7178,208.274,181.571,4.06,True,True,9,True,53.438,0.78523,32.5801
random,3,1,12,3.54728,5.69177,0.703256,54.7313,0.894755,0.615256,186.019,20.23,0.578428,13.8603,49.1664,8.63816,6.07484,29.6731,0.91677,0.0588018,16.0391,13.1844,208,186.109,4.08,True,True,10,True,53.8564,0.78523,29.6731
