strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
lhs,7,0,0,3.3533,8.86461,0.653686,53.8347,0.837432,0.615248,186.017,20.23,0.777301,19.7031,66.0706,7.4533,4.87212,80.5804,0.841616,0.0896376,32.127,9.41445,208.066,174.241,4.08,True,True,0,True,36.6056,0.837432,80.5804
lhs,7,0,1,2.82732,5.25508,0.633075,45.5267,0.849749,0.615137,185.983,20.23,0.561986,16.8955,47.7688,9.09003,5.75467,42.8385,0.859084,0.0673819,21.8622,16.1881,208.121,176.851,4.08,True,True,0,True,43.7373,0.837432,42.8385
lhs,7,0,2,3.54712,15.9767,0.416913,52.4102,0.629739,0.611281,184.817,20.23,1.18024,28.2823,100.321,6.27918,2.61787,252.099,0.631332,0.271186,124.8,11.9515,208.252,131.144,4.08,False,True,0,False,43.7373,0.837432,42.8385
lhs,7,0,3,4.20764,15.8567,0.289643,52.6637,0.592647,0.61151,184.886,20.23,1.23148,24.8776,104.676,6.60137,1.91204,203.523,0.592259,0.447491,142.723,14.1757,208.27,123.43,4.06,False,True,0,False,43.7373,0.837432,42.8385
lhs,7,0,4,1.63141,12.2841,0.804813,46.6998,0.805201,0.610212,184.494,20.23,0.779699,40.6241,66.2744,5.39515,4.34209,343.608,0.801822,0.117733,133.529,17.1637,208.478,167.867,4.06,False,True,0,False,43.7373,0.837432,42.8385
lhs,7,0,5,2.29656,11.1333,0.269784,49.3602,0.633277,0.608801,184.068,20.23,1.04815,38.7939,89.0925,8.00232,2.15889,421.228,0.630646,0.351472,273.582,26.8886,208.554,132.072,4.06,False,True,0,False,43.7373,0.837432,42.8385
lhs,7,0,6,3.64477,17.3398,0.530409,71.85,0.665036,0.613159,185.385,20.23,1.16687,27.2126,99.1835,5.72,3.03394,230.743,0.66009,0.204477,88.7796,8.09828,208.135,138.417,4.08,True,True,0,True,49.2028,0.665036,42.8385
lhs,7,0,7,3.38237,9.79991,0.399266,69.5471,0.737651,0.613912,185.613,20.23,0.950722,23.8919,80.8114,8.24613,3.2924,144.919,0.737825,0.183439,76.5927,7.39053,208.104,153.508,4.08,True,True,0,True,57.7664,0.665036,42.8385
lhs,7,0,8,1.98771,17.9465,0.325284,42.9443,0.508087,0.610163,184.479,20.23,1.23037,52.6141,104.581,5.82738,1.89555,909.51,0.505989,0.376105,364.243,42.8375,208.701,106.038,4.06,False,True,0,False,57.7664,0.665036,42.8385
lhs,7,1,9,2.72775,11.8345,0.573625,76.9953,0.82852,0.614095,185.668,20.23,0.94039,29.3037,79.9332,6.75426,3.87441,215.637,0.835008,0.135984,80.98,7.12005,208.104,172.419,4.08,True,True,0,True,57.7664,0.665036,42.8385
lhs,7,1,10,2.2507,8.44186,0.388775,64.0603,0.791047,0.610973,184.724,20.23,0.853469,32.2321,72.5448,8.59347,3.34092,236.774,0.788574,0.186521,140.425,12.9061,208.311,164.784,4.06,True,True,0,True,57.7664,0.665036,42.8385
lhs,7,1,11,3.18877,7.22448,0.677188,67.7662,0.885365,0.615972,186.235,20.23,0.672855,17.9357,57.1927,7.91651,5.36096,57.7996,0.894453,0.0716631,23.599,13.9932,208.04,184.191,4.08,True,True,0,True,57.7664,0.665036,42.8385
lhs,7,1,12,2.88563,5.57125,0.260252,66.1946,0.761231,0.612497,185.185,20.23,0.736223,21.6864,62.5789,11.2325,2.92327,92.4597,0.759169,0.240464,103.903,9.72052,208.185,158.477,4.08,False,True,0,False,57.7664,0.665036,42.8385
lhs,7,1,13,3.76117,11.6891,0.721833,56.5246,0.82038,0.615296,186.031,20.23,0.887626,20.0598,75.4482,6.45456,4.65912,95.3786,0.817939,0.0947142,32.5483,7.21728,208.042,170.673,4.08,True,True,0,True,58.6111,0.665036,42.8385
lhs,7,1,14,1.70234,8.62745,0.850368,78.4071,0.882325,0.615015,185.946,20.23,0.614783,30.6968,52.2565,6.05701,5.15069,154.696,0.887386,0.0860058,75.7294,19.0128,208.237,183.733,4.08,True,True,0,True,58.6111,0.665036,42.8385
lhs,7,1,15,1.95084,14.4901,0.473514,40.2588,0.717089,0.608064,183.845,20.23,1.06188,46.2672,90.26,6.22909,2.94956,607.005,0.714613,0.215956,246.77,24.9103,208.567,149.561,4.06,False,True,0,False,58.6111,0.665036,42.8385
lhs,7,1,16,2.03853,12.8531,0.743594,58.0127,0.807005,0.612205,185.096,20.23,0.860558,35.8825,73.1474,5.69102,4.23181,295.879,0.805171,0.122145,108.779,11.9063,208.318,168.114,4.06,False,True,0,False,58.6111,0.665036,42.8385
lhs,7,1,17,4.37161,9.392,0.464357,60.1087,0.790477,0.615235,186.013,20.23,0.917966,17.8486,78.0271,8.30783,3.8578,78.0916,0.782539,0.134299,36.2011,5.17896,208.013,164.429,4.06,True,True,0,True,60.935,0.665036,42.8385
lhs,7,2,18,2.43298,10.2222,0.3667,55.1157,0.751697,0.609704,184.34,20.23,0.964998,33.7138,82.0249,8.02418,2.94247,292.893,0.751056,0.226897,165.516,15.6436,208.374,156.634,4.06,False,True,0,False,60.935,0.665036,42.8385
lhs,7,2,19,1.8752,14.876,0.592151,50.2172,0.7536,0.608657,184.024,20.23,1.00361,45.4922,85.307,5.73454,3.39571,554.637,0.752055,0.173136,197.233,20.4994,208.507,157.131,4.06,False,True,0,False,60.935,0.665036,42.8385
lhs,7,2,20,3.95043,8.12884,0.546875,73.5238,0.854779,0.615808,186.186,20.23,0.796778,17.144,67.7262,8.33159,4.55634,62.5361,0.847861,0.0937677,25.4437,8.94927,207.973,177.771,4.08,True,True,0,True,60.935,0.665036,42.8385
lhs,7,2,21,2.16552,6.08587,0.912642,70.3611,0.875495,0.615859,186.201,20.23,0.498391,19.5626,42.3632,6.96092,6.35283,50.9321,0.88805,0.0549954,27.1148,22.3156,208.177,182.258,4.08,True,True,0,True,60.935,0.665036,42.8385
lhs,7,2,22,3.09489,16.3554,0.639262,51.1874,0.754631,0.612902,185.307,20.23,1.08274,29.737,92.0328,5.62705,3.59716,255.675,0.759001,0.158352,89.2555,9.35385,208.194,157.109,4.08,False,True,0,False,60.935,0.665036,42.8385
lhs,7,2,23,1.52952,15.2912,0.298488,61.0311,0.441985,0.610296,184.519,20.23,1.13162,62.8875,96.188,6.29043,1.87762,1195.09,0.440294,0.345623,404.95,54.4107,208.815,92.293,4.06,False,True,0,False,60.935,0.665036,42.8385
lhs,7,2,24,4.30289,13.5602,0.488534,62.8517,0.733563,0.614625,185.828,20.23,1.08556,21.4444,92.2727,6.8047,3.32432,133.306,0.72439,0.175949,55.2754,6.25073,208.064,152.628,4.06,True,True,0,True,61.9468,0.665036,42.8385
lhs,7,2,25,3.02921,10.792,0.782085,63.9489,0.855331,0.6155,186.093,20.23,0.800417,22.4598,68.0354,6.30422,4.93043,107.819,0.861895,0.0856581,36.7456,11.0985,208.081,177.978,4.06,True,True,0,True,61.9468,0.665036,42.8385
