strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
sobol,8,0,0,3.68988,7.71269,0.319166,44.5091,0.747835,0.613363,185.447,20.23,0.87905,20.2498,74.7193,9.68783,3.09203,96.2549,0.750749,0.217097,77.0808,8.28509,208.14,155.655,4.08,True,True,0,True,48.3409,0.747835,96.2549
sobol,8,0,1,1.84853,16.8154,0.691405,61.1611,0.751317,0.60899,184.125,20.23,1.00639,46.2763,85.5432,5.08721,3.51732,575.509,0.747472,0.164033,191.587,18.304,208.469,156.626,4.06,False,True,0,False,48.3409,0.747835,96.2549
sobol,8,0,2,2.66997,10.7472,0.431593,58.1462,0.763172,0.611649,184.928,20.23,0.965536,30.7384,82.0706,7.63644,3.29583,243.613,0.763551,0.187807,119.88,11.4955,208.26,158.938,4.08,True,True,0,True,48.3409,0.747835,96.2549
sobol,8,0,3,3.59374,14.6141,0.891397,77.436,0.854939,0.615743,186.166,20.23,0.915232,21.6473,77.7947,5.32328,4.74516,114.527,0.849061,0.0857494,30.4214,10.1543,207.989,177.818,4.08,True,True,0,True,48.3409,0.747835,96.2549
sobol,8,0,4,2.97422,9.09845,0.606823,71.4212,0.86062,0.61554,186.105,20.23,0.800236,22.8699,68.0201,7.47601,4.53662,111.767,0.867277,0.100047,43.7717,9.46048,208.043,179.046,4.08,True,True,0,True,48.3409,0.747835,96.2549
sobol,8,0,5,2.56163,12.9425,0.403539,52.9187,0.723661,0.609545,184.292,20.23,1.06603,35.3732,90.6129,7.00119,2.82525,356.196,0.722646,0.238406,173.947,16.3383,208.384,150.8,4.06,False,True,0,False,48.3409,0.747835,96.2549
sobol,8,0,6,1.91014,6.09322,0.807792,65.2936,0.838527,0.615323,186.039,20.23,0.520185,23.1478,44.2157,7.25654,5.86178,74.4299,0.84881,0.0663385,40.4159,23.5779,208.294,174.66,4.06,True,True,0,True,52.7099,0.747835,74.4299
sobol,8,0,7,4.35047,15.1145,0.51499,49.1141,0.701618,0.614107,185.672,20.23,1.12726,22.0245,95.817,6.3394,3.26473,146.018,0.693897,0.186708,61.1602,7.02175,208.099,146.006,4.06,True,True,0,True,58.0908,0.701618,74.4299
sobol,8,0,8,4.05852,11.4606,0.781435,51.3254,0.831442,0.615366,186.052,20.23,0.854948,17.9057,72.6706,6.34092,4.95501,73.1968,0.829966,0.0848255,25.6639,7.87493,208.031,172.966,4.08,True,True,0,True,58.501,0.701618,73.1968
sobol,8,1,9,2.20584,13.8942,0.583034,73.0945,0.808575,0.610811,184.675,20.23,0.989788,38.1406,84.1319,6.05519,3.53038,384.49,0.813683,0.164134,145.996,11.9827,208.296,168.423,4.06,False,True,0,False,58.501,0.701618,73.1968
sobol,8,1,10,2.31337,6.99356,0.633201,45.0799,0.854112,0.614228,185.708,20.23,0.654726,24.0565,55.6517,7.95756,5.03874,101.18,0.851664,0.0896425,48.2199,18.9217,208.241,177.861,4.06,True,True,0,True,58.501,0.701618,73.1968
sobol,8,1,11,3.22582,17.528,0.335516,69.2526,0.522927,0.610392,184.549,20.23,1.23958,32.663,105.365,6.01123,2.01687,353.147,0.521202,0.388087,190.181,17.1442,208.361,108.957,4.08,False,True,0,False,58.501,0.701618,73.1968
sobol,8,1,12,3.34268,5.34806,0.498945,64.6436,0.876048,0.615722,186.16,20.23,0.628856,15.991,53.4528,9.99479,4.98685,42.9409,0.881027,0.083793,23.9629,12.5999,208.013,182.229,4.08,True,True,0,True,63.4225,0.701618,42.9409
sobol,8,1,13,2.91876,15.8532,0.865651,40.9459,0.823394,0.613847,185.593,20.23,0.950861,27.691,80.8232,5.09824,4.4133,194.699,0.82761,0.111426,61.5239,8.15186,208.182,171.416,4.06,True,True,0,True,63.4225,0.701618,42.9409
sobol,8,1,14,1.55372,9.83787,0.251753,78.3211,0.608406,0.60844,183.958,20.23,0.930721,50.9172,79.1113,8.04151,2.02448,644.345,0.607908,0.353312,384.798,36.4524,208.743,127,4.06,False,True,0,False,63.4225,0.701618,42.9409
sobol,8,1,15,3.98272,12.1966,0.717092,57.3369,0.816356,0.61534,186.044,20.23,0.916427,19.5586,77.8963,6.38673,4.57987,93.6139,0.811979,0.0967374,31.4468,6.59546,208.029,169.826,4.08,True,True,0,True,63.4623,0.701618,42.9409
sobol,8,1,16,3.9154,9.5251,0.559865,67.1016,0.82624,0.615522,186.099,20.23,0.867931,18.8421,73.7742,7.74524,4.33629,82.2831,0.81959,0.105606,32.2731,6.39319,208,171.858,4.08,True,True,0,True,63.5213,0.701618,42.9409
sobol,8,1,17,1.62092,11.6761,0.763146,48.5588,0.796315,0.610222,184.497,20.23,0.775159,40.6488,65.8885,5.64301,4.30644,342.022,0.792626,0.119704,135.854,17.2451,208.477,166.014,4.06,False,True,0,False,63.5213,0.701618,42.9409
sobol,8,2,18,2.80483,5.66001,0.358815,70.8656,0.84166,0.614716,185.856,20.23,0.699112,21.1865,59.4245,10.499,3.7672,83.7982,0.851363,0.14962,64.9804,6.74528,208.069,175.123,4.08,True,True,0,True,63.5213,0.701618,42.9409
sobol,8,2,19,3.45673,16.3744,0.651615,54.7263,0.736634,0.613898,185.609,20.23,1.08749,26.7411,92.4367,5.64518,3.67848,207.66,0.731924,0.149957,70.2665,7.66511,208.128,153.314,4.08,True,True,0,True,63.5213,0.701618,42.9409
sobol,8,2,20,3.20257,7.30552,0.847561,58.858,0.892657,0.615364,186.052,20.23,0.613124,16.2731,52.1156,7.13372,6.04626,43.3567,0.916027,0.0586717,18.0538,14.8791,208.05,185.718,4.08,True,True,0,True,63.5213,0.701618,42.9409
sobol,8,2,21,2.33685,18.0492,0.475324,75.472,0.690932,0.608662,184.025,20.23,1.16514,42.3804,99.0366,5.48703,2.60811,558.824,0.693302,0.258472,222.742,17.6663,208.431,144.012,4.06,False,True,0,False,63.5213,0.701618,42.9409
sobol,8,2,22,2.04783,11.1478,0.735052,42.5449,0.85418,0.611969,185.025,20.23,0.798299,33.1352,67.8554,6.08688,4.47417,234.053,0.853285,0.111901,92.5788,12.0867,208.347,177.966,4.04,True,True,0,True,63.5213,0.701618,42.9409
sobol,8,2,23,4.21629,13.3737,0.27525,61.8726,0.623103,0.611751,184.959,20.23,1.1601,23.3874,98.6082,7.37329,2.0295,169.445,0.622304,0.408001,122.728,12.1173,208.233,129.751,4.06,False,True,0,False,63.5213,0.701618,42.9409
sobol,8,2,24,4.28327,6.61453,0.667659,79.0351,0.899534,0.615728,186.162,20.23,0.658721,13.0721,55.9913,8.46489,5.65166,30.058,0.896398,0.059917,14.1477,9.42921,207.957,187.065,4.08,True,True,0,True,65.3143,0.701618,30.058
sobol,8,2,25,1.97746,15.4264,0.300956,55.3751,0.536704,0.609703,184.34,20.23,1.16899,50.2481,99.3638,6.44113,1.9385,788.164,0.5362,0.368169,345.053,38.1332,208.68,112,4.06,False,True,0,False,65.3143,0.701618,30.058
sobol,8,2,26,2.44758,8.57797,0.914932,62.6822,0.863572,0.615543,186.106,20.23,0.628738,21.835,53.4428,6.23024,5.70025,80.0468,0.871099,0.0665602,32.1149,18.8388,208.185,179.782,4.06,True,True,0,True,65.3143,0.701618,30.058
sobol,8,3,27,3.08815,12.6298,0.449597,41.6601,0.758479,0.611625,184.921,20.23,1.05038,28.9114,89.2826,7.06922,3.1783,234.452,0.760012,0.201302,114.366,11.3966,208.254,157.956,4.08,True,True,0,True,65.3143,0.701618,30.058
sobol,8,3,28,3.57026,10.2267,0.385213,46.8852,0.732014,0.613005,185.338,20.23,0.985689,23.4671,83.7836,8.19261,3.1559,144.953,0.735124,0.204717,84.1394,8.84157,208.163,152.378,4.08,True,True,0,True,65.3311,0.701618,30.058
