seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
1,0,0,2.2764,9.82339,0.724896,41.2405,0.861,0.613343,185.441,20.23,0.756757,28.257,64.3243,6.54808,4.74668,161.353,0.860608,0.100226,65.4171,15.1135,208.275,179.325,4.06,True,True,161.353,True,17.9653,0.861,161.353
1,0,1,3.05202,16.3234,0.252283,74.6493,0.482517,0.610925,184.71,20.23,1.23323,34.3461,104.825,6.42176,1.6201,388.48,0.485025,0.515994,242.116,23.0568,208.44,100.576,4.08,False,True,388.48,False,17.9653,0.861,161.353
1,0,2,3.84677,7.31678,0.835145,53.79,0.894033,0.615353,186.048,20.23,0.630563,13.9332,53.5979,7.32534,6.11771,32.6889,0.908903,0.0579216,16.8688,11.8675,207.989,185.949,4.08,True,True,32.6889,True,36.5799,0.861,32.6889
1,0,3,1.5298,13.8298,0.474104,60.3812,0.629949,0.607647,183.718,20.23,0.996592,55.3733,84.7103,6.1252,2.90398,815.994,0.631405,0.210982,292.971,31.0165,208.673,131.453,4.06,False,True,815.994,False,36.5799,0.861,32.6889
1,0,4,2.02594,6.21721,0.387201,68.5436,0.844361,0.612219,185.101,20.23,0.702053,29.4552,59.6745,9.59828,3.71646,162.654,0.852346,0.159387,120.112,11.3401,208.269,175.855,4.06,True,True,162.654,True,38.2403,0.844361,32.6889
1,0,5,4.08165,12.6395,0.588736,56.9707,0.774392,0.615034,185.952,20.23,1.00608,20.9515,85.5165,6.76583,3.98329,117.931,0.768328,0.126802,42.2836,5.60776,208.042,161.106,4.06,True,True,117.931,True,50.5304,0.774392,32.6889
1,0,6,3.37824,10.4033,0.505873,76.4234,0.804793,0.615101,185.972,20.23,0.929703,23.3923,79.0247,7.59612,3.84268,135.85,0.801309,0.13431,54.4914,5.5582,208.026,167.417,4.08,True,True,135.85,True,50.5304,0.774392,32.6889
1,0,7,2.68121,16.7865,0.804658,47.9963,0.802186,0.612929,185.315,20.23,1.00407,31.831,85.3455,5.08417,4.09102,271.663,0.804392,0.127181,84.7146,9.69812,208.229,167.039,4.08,False,True,271.663,False,50.5304,0.774392,32.6889
1,0,8,2.87408,7.82206,0.557963,58.1463,0.838139,0.614916,185.916,20.23,0.753267,22.2776,64.0277,8.18553,4.56722,99.8288,0.848986,0.103193,45.9823,9.8529,208.1,174.417,4.06,True,True,99.8288,True,51.5423,0.774392,32.6889
1,1,9,4.28652,10.3343,0.426803,47.9862,0.734356,0.614547,185.805,20.23,0.982718,19.4869,83.5311,8.0829,3.44981,99.6516,0.72554,0.171855,51.4209,6.38043,208.071,152.798,4.06,True,True,99.6516,True,59.235,0.734356,32.6889
1,1,10,4.4,18.3333,0.663753,40,0.724771,0.614421,185.767,20.23,1.15305,22.2748,98.0091,5.34595,3.54839,152.772,0.718893,0.161597,55.3146,6.80622,208.095,150.821,4.06,True,True,152.772,True,60.2863,0.724771,32.6889
1,1,11,4.4,13.2845,0.49073,78.3523,0.773793,0.615107,185.974,20.23,1.07401,20.7478,91.2904,6.87197,3.37228,123.458,0.76452,0.165008,47.8938,5.24436,208.015,160.961,4.06,True,True,123.458,True,60.2863,0.724771,32.6889
1,1,12,2.15539,5,0.813664,40,0.939388,0.614982,185.936,20.23,0.467099,18.4205,39.7034,7.94068,6.46105,42.3234,0.989233,0.055443,28.5955,25.6845,208.349,195.721,4.06,True,True,42.3234,True,60.2863,0.724771,32.6889
1,1,13,4.4,11.6002,0.450939,40,0.733402,0.614447,185.774,20.23,1.03071,19.9114,87.6103,7.55246,3.4057,109.121,0.728076,0.177346,54.5674,6.72036,208.087,152.612,4.06,True,True,109.121,True,60.328,0.724771,32.6889
1,1,14,2.40992,5,0.916667,80,0.909241,0.615569,186.114,20.23,0.445815,15.7243,37.8942,7.57885,6.94728,29.4351,0.941135,0.0456019,21.6457,16.0261,207.917,189.047,4.1,True,True,29.4351,True,60.7492,0.724771,29.4351
1,1,15,3.64698,10.1771,0.60019,40,0.81947,0.614894,185.91,20.23,0.878066,20.4651,74.6357,7.3337,4.40162,98.2026,0.820962,0.111509,39.9576,8.31661,208.074,170.511,4.06,True,True,98.2026,True,60.8573,0.724771,29.4351
1,1,16,4.4,17.6343,0.590714,66.0955,0.739078,0.61465,185.836,20.23,1.16377,22.4819,98.9203,5.60952,3.31362,157.073,0.730501,0.173729,55.7377,6.15971,208.061,153.773,4.06,True,True,157.073,True,60.8573,0.724771,29.4351
1,1,17,3.71898,18.3333,0.660098,80,0.742664,0.614516,185.795,20.23,1.13779,26.0049,96.7117,5.27519,3.48214,205.466,0.733743,0.156257,64.1058,5.95098,208.047,154.509,4.08,True,True,205.466,True,60.8573,0.724771,29.4351
1,2,18,3.52075,5.43287,0.263511,40,0.7913,0.613456,185.475,20.23,0.738396,17.8268,62.7636,11.5526,3.04423,62.6621,0.794432,0.2317,77.778,8.38054,208.141,164.702,4.08,True,True,62.6621,True,64.5493,0.724771,29.4351
1,2,19,3.358,10.6674,0.916667,80,0.894926,0.61605,186.259,20.23,0.746338,18.8918,63.4387,5.94696,5.45138,71.1296,0.901009,0.0652169,20.5311,11.8961,207.997,186.142,4.08,True,True,71.1296,True,64.5493,0.724771,29.4351
1,2,20,3.88121,8.14264,0.314624,42.7679,0.726791,0.613341,185.44,20.23,0.908885,19.905,77.2552,9.48774,2.98507,96.1613,0.728335,0.230977,77.6238,8.30836,208.142,151.275,4.06,False,True,96.1613,False,64.5493,0.724771,29.4351
1,2,21,3.9845,13.9923,0.916667,40,0.825155,0.615241,186.015,20.23,0.891362,19.0151,75.7657,5.4148,4.96357,86.0638,0.821238,0.0874696,28.0653,10.0283,208.048,171.671,4.08,True,True,86.0638,True,64.5493,0.724771,29.4351
