strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,0,0,0,3.85848,17.1701,0.654424,69.1799,0.744362,0.614755,185.868,20.23,1.11557,24.5754,94.8239,5.52262,3.61414,179.916,0.736069,0.148319,57.7437,6.09839,208.057,154.87,4.08,True,True,True,24.2926,0.744362,179.916
heuristic,0,0,1,4.4,17.1701,0.654424,69.1799,0.771986,0.615188,185.999,20.23,1.12577,21.7477,95.69,5.57307,3.64715,142.182,0.762433,0.143487,45.2918,5.36349,208.024,160.592,4.06,True,True,True,34.3571,0.744362,142.182
heuristic,0,0,2,4.4,17.1701,0.887757,69.1799,0.825829,0.615633,186.133,20.23,1.0222,19.747,86.887,5.06037,4.49238,106.441,0.817194,0.0943244,28.7845,6.89849,207.994,171.768,4.08,True,True,True,41.9657,0.744362,106.441
heuristic,0,0,3,4.4,18.3333,0.887757,69.1799,0.81726,0.615583,186.118,20.23,1.05901,20.4581,90.0156,4.90994,4.35883,118.358,0.808313,0.100119,31.3151,5.95883,207.997,169.987,4.08,True,True,True,42.1698,0.744362,106.441
heuristic,0,0,4,4.4,12.5034,0.887757,69.1799,0.859254,0.615784,186.179,20.23,0.855329,16.5234,72.703,5.81465,5.162,62.3593,0.853034,0.0722677,19.5857,9.53931,207.994,178.72,4.08,True,True,True,50.0805,0.744362,62.3593
heuristic,0,0,5,4.4,12.5034,0.887757,80,0.874174,0.615884,186.209,20.23,0.854906,16.5152,72.667,5.81178,5.15945,62.2669,0.86638,0.0694804,17.4374,8.58039,207.967,181.8,4.08,True,True,True,50.0957,0.744362,62.2669
heuristic,0,0,6,4.4,12.5034,0.887757,55.1799,0.844863,0.615543,186.106,20.23,0.855651,16.5296,72.7304,5.81684,5.16394,62.4298,0.841334,0.0765296,21.4727,9.04426,208.014,175.743,4.08,True,True,True,50.7291,0.744362,62.2669
heuristic,0,0,7,4.4,12.5034,0.916667,55.1799,0.848684,0.615571,186.114,20.23,0.843045,16.2861,71.6589,5.73115,5.25355,59.711,0.845649,0.074181,20.6906,9.46858,208.012,176.537,4.08,True,True,True,51.2179,0.744362,59.711
heuristic,0,0,8,4.4,12.5034,0.916667,69.1799,0.86226,0.615794,186.182,20.23,0.842787,16.2811,71.6369,5.72939,5.25194,59.6561,0.85645,0.0700261,18.884,9.66812,207.995,179.346,4.08,True,True,True,51.2276,0.744362,59.6561
heuristic,0,1,9,4.4,12.5034,0.916667,41.1799,0.841935,0.61538,186.056,20.23,0.843041,16.286,71.6585,5.73112,5.25352,59.71,0.842664,0.0780136,21.3793,9.49108,208.012,175.133,4.08,True,True,True,51.3748,0.744362,59.6561
heuristic,0,1,10,4.4,17.1701,0.916667,41.1799,0.800257,0.615205,186.004,20.23,1.00839,19.4802,85.7129,4.992,4.576,102.184,0.794,0.100014,31.341,7.58735,208.039,166.485,4.08,True,True,True,52.262,0.744362,59.6561
heuristic,0,1,11,4.4,7.83674,0.916667,41.1799,0.89209,0.615299,186.032,20.23,0.636999,12.3057,54.145,6.90912,6.33336,25.7584,0.912946,0.0561402,16.9072,11.7336,207.952,185.512,4.08,True,True,True,57.2321,0.744362,25.7584
heuristic,0,1,12,3.385,7.83674,0.916667,41.1799,0.86736,0.615039,185.953,20.23,0.619897,15.5661,52.6912,6.72361,6.16331,40.1095,0.898292,0.0585223,18.2195,12.1495,208.042,180.447,4.08,True,True,True,57.7155,0.744362,25.7584
