strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,5,0,0,3.83451,15.7725,0.59355,51.4321,0.718032,0.614048,185.654,20.23,1.10449,24.4833,93.8816,5.95222,3.53294,176.796,0.712313,0.161501,64.5411,7.28708,208.112,149.431,4.06,True,True,0,True,27.4661,0.718032,176.796
random,5,0,1,1.6564,10.1116,0.522315,41.811,0.774534,0.6085,183.976,20.23,0.841573,43.1863,71.5337,7.07443,3.69508,419.133,0.772711,0.153728,190.764,21.6327,208.542,161.523,4.06,False,True,0,False,27.4661,0.718032,176.796
random,5,0,2,1.6414,18.3223,0.684913,49.3804,0.690263,0.608014,183.829,20.23,1.03433,53.5629,87.918,4.7984,3.28649,792.421,0.689071,0.175926,243.714,26.7071,208.613,143.998,4.06,False,True,0,False,27.4661,0.718032,176.796
random,5,0,3,2.76135,17.9891,0.848452,73.7692,0.82153,0.614241,185.712,20.23,1.02013,31.4018,86.7112,4.82019,4.0897,268.617,0.828459,0.12157,76.5902,7.05126,208.113,170.971,4.08,False,True,0,False,27.4661,0.718032,176.796
random,5,0,4,2.63797,11.5736,0.701126,42.4321,0.839211,0.613549,185.503,20.23,0.861822,27.7694,73.2549,6.32946,4.43775,177.467,0.840469,0.111898,66.1086,8.76486,208.212,174.734,4.06,True,True,0,True,27.4661,0.718032,176.796
random,5,0,5,3.11123,8.61935,0.836434,42.5686,0.849226,0.615092,185.969,20.23,0.680904,18.6026,57.8768,6.71475,5.61645,62.9216,0.865279,0.0703855,24.0653,13.4283,208.107,176.73,4.08,True,True,0,True,49.0435,0.718032,62.9216
random,5,0,6,3.46963,16.6012,0.401546,75.8179,0.600309,0.611243,184.806,20.23,1.19561,29.2903,101.627,6.12164,2.45812,273.908,0.597298,0.289276,131.69,11.1511,208.234,125.004,4.08,False,True,0,False,49.0435,0.718032,62.9216
random,5,0,7,4.02937,5.2469,0.721664,40.048,0.889573,0.615353,186.048,20.23,0.550213,11.6068,46.7681,8.91348,6.43253,19.7936,0.923847,0.054484,15.807,11.7163,207.96,184.996,4.08,True,True,0,True,55.4754,0.718032,19.7936
random,5,0,8,2.95976,10.8222,0.385502,52.9977,0.737492,0.61139,184.85,20.23,0.999782,28.7123,84.9815,7.85249,3.02715,220.095,0.73878,0.217796,121.113,11.7187,208.258,153.589,4.08,True,True,0,True,55.4754,0.718032,19.7936
random,5,1,9,3.83802,9.21936,0.349359,67.9405,0.703317,0.61405,185.654,20.23,0.949761,21.0342,80.7297,8.75654,3.05918,112.211,0.696822,0.209342,69.489,7.067,208.091,146.354,4.08,True,True,0,True,66.1594,0.703317,19.7936
random,5,1,10,2.80078,15.6525,0.407011,52.7914,0.669673,0.609616,184.314,20.23,1.15938,35.1858,98.5477,6.29596,2.56252,383.294,0.668568,0.275325,182.491,16.9549,208.384,139.55,4.06,False,True,0,False,66.1594,0.703317,19.7936
random,5,1,11,3.81965,11.7609,0.58759,49.4478,0.777972,0.614789,185.878,20.23,0.963682,21.4452,81.913,6.96485,4.09248,118.348,0.770745,0.124045,44.573,6.07666,208.067,161.87,4.06,True,True,0,True,66.1594,0.703317,19.7936
random,5,1,12,1.54216,17.443,0.307217,73.7971,0.469806,0.610576,184.604,20.23,1.17142,64.5661,99.5709,5.70837,1.75371,1304.04,0.468501,0.377993,432.001,50.9999,208.813,98.1015,4.06,False,True,0,False,66.1594,0.703317,19.7936
random,5,1,13,2.56685,17.6803,0.516284,77.4577,0.715098,0.609718,184.345,20.23,1.14782,38.0093,97.5643,5.51825,2.84898,442.814,0.71785,0.227424,172.351,13.3256,208.321,148.97,4.06,False,True,0,False,66.1594,0.703317,19.7936
