strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,1,0,0,2.98428,17.6728,0.346106,77.946,0.551756,0.609968,184.42,20.23,1.23054,35.049,104.596,5.91846,2.04842,403.66,0.553152,0.37281,206.268,17.2463,208.38,114.975,4.08,False,True,0,False,0,inf,inf
random,1,0,1,2.40431,10.6444,0.801802,56.368,0.831901,0.614534,185.801,20.23,0.762675,26.963,64.8273,6.0903,4.88322,148.062,0.841956,0.0921017,55.227,12.5623,208.204,173.205,4.06,True,True,0,True,23.6557,0.831901,148.062
random,1,0,2,3.09382,5.36745,0.752342,61.5257,0.905767,0.615333,186.042,20.23,0.532751,14.6369,45.2838,8.43674,6.34732,30.4782,0.93563,0.0532861,17.711,15.4518,208.011,188.41,4.08,True,True,0,True,39.2876,0.831901,30.4782
random,1,0,3,2.45622,15.5124,0.45213,58.1399,0.701493,0.609261,184.207,20.23,1.12151,38.811,95.3284,6.14531,2.77848,451.11,0.701001,0.239996,191.012,17.5173,208.414,146.201,4.06,False,True,0,False,39.2876,0.831901,30.4782
random,1,0,4,1.88872,10.3748,0.385637,50.4925,0.728889,0.608121,183.862,20.23,0.940781,42.3389,79.9664,7.70772,2.97238,450.336,0.727782,0.216551,227.405,23.0188,208.542,152.004,4.06,False,True,0,False,39.2876,0.831901,30.4782
random,1,0,5,3.67606,8.73878,0.573461,79.2295,0.862595,0.615804,186.185,20.23,0.812882,18.7959,69.0949,7.9067,4.53418,76.6874,0.856625,0.0941829,28.3657,9.93137,207.963,179.388,4.08,True,True,0,True,42.369,0.831901,30.4782
random,1,0,6,4.28881,14.6639,0.610818,51.0756,0.751644,0.614833,185.891,20.23,1.07126,21.2313,91.0568,6.2096,3.79294,128.948,0.745016,0.140318,45.7631,5.96486,208.058,156.385,4.06,True,True,0,True,53.6698,0.751644,30.4782
random,1,0,7,1.96589,17.9323,0.594046,44.6346,0.727556,0.608271,183.907,20.23,1.09709,47.4352,93.2525,5.20024,3.08918,659.192,0.725456,0.198381,229.522,23.1741,208.544,151.727,4.06,False,True,0,False,53.6698,0.751644,30.4782
random,1,0,8,3.30812,15.3558,0.658669,76.6919,0.78565,0.614716,185.856,20.23,1.04736,26.9112,89.0254,5.79752,3.81864,202.548,0.782326,0.134642,63.4044,6.00693,208.052,163.456,4.08,True,True,0,True,53.6698,0.751644,30.4782
random,1,1,9,1.61482,12.0479,0.556224,42.494,0.735855,0.608121,183.862,20.23,0.904977,47.6357,76.9231,6.38479,3.55137,548.367,0.733924,0.160449,215.859,24.3836,208.585,153.488,4.06,False,True,0,False,53.6698,0.751644,30.4782
