strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
sobol,6,0,0,4.30148,8.78692,0.880991,50.4778,0.880969,0.615499,186.093,20.23,0.695132,13.7362,59.0862,6.72434,5.92408,35.0245,0.888223,0.0615834,16.3748,10.7531,207.984,183.227,4.08,True,True,0,True,35.8738,0.880969,35.0245
sobol,6,0,1,2.20302,5.76624,0.639925,45.8021,0.862902,0.614521,185.797,20.23,0.574567,22.1687,48.8382,8.46968,5.41996,75.4036,0.866292,0.0781138,39.2706,22.7761,208.271,179.717,4.06,True,True,1,True,39.2531,0.862902,35.0245
sobol,6,0,2,3.24497,7.16774,0.497252,73.5004,0.862361,0.615694,186.152,20.23,0.749104,19.6223,63.6739,8.88339,4.41729,77.0217,0.864127,0.104066,36.5967,8.91788,207.999,179.37,4.08,True,True,2,True,39.3533,0.862361,35.0245
sobol,6,0,3,3.70942,14.0219,0.696164,55.2325,0.781975,0.61491,185.914,20.23,0.996816,22.8417,84.7294,6.04267,4.20669,138.88,0.778586,0.115604,44.9851,5.91971,208.065,162.702,4.06,True,True,4,True,49.2862,0.781975,35.0245
sobol,6,0,4,3.92484,6.42382,0.369991,43.5386,0.806629,0.614892,185.909,20.23,0.772873,16.7381,65.6942,10.2267,3.78377,57.8214,0.806583,0.14989,42.2605,6.11053,208.045,167.815,4.06,True,True,4,True,54.1319,0.781975,35.0245
sobol,6,0,5,3.12054,13.3302,0.822121,65.2724,0.838229,0.615352,186.048,20.23,0.887966,24.1872,75.4771,5.66212,4.65495,138.719,0.840364,0.0948195,42.9428,8.69209,208.072,174.412,4.06,True,True,6,True,54.1319,0.781975,35.0245
sobol,6,0,6,3.62161,11.3798,0.590317,60.5942,0.793539,0.615035,185.952,20.23,0.939211,22.0435,79.8329,7.01534,4.14128,121.869,0.790215,0.118721,44.8927,5.73304,208.049,165.095,4.06,True,True,6,True,54.3546,0.781975,35.0245
sobol,6,0,7,2.79191,8.15074,0.847263,75.9188,0.896914,0.616111,186.277,20.23,0.644158,19.6114,54.7534,6.7176,5.69157,66.1576,0.907158,0.0626652,24.2319,15.1977,208.053,186.606,4.08,True,True,7,True,54.3546,0.781975,35.0245
sobol,6,0,8,4.06341,18.2737,0.560027,48.2559,0.665285,0.613254,185.414,20.23,1.18814,24.854,100.992,5.52662,3.09505,195.987,0.662618,0.20469,78.5799,8.34436,208.148,138.478,4.06,True,True,7,True,62.1097,0.665285,35.0245
sobol,6,1,9,4.20313,7.54454,0.718387,69.7195,0.886019,0.615796,186.182,20.23,0.692336,14.0011,58.8485,7.80015,5.60353,36.2419,0.884245,0.0632012,14.8827,10.2894,207.982,184.276,4.08,True,True,7,True,62.1097,0.665285,35.0245
