strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,0,0,0,3.34719,8.59716,0.277316,40.6611,0.706963,0.611026,184.74,20.23,0.943635,23.9631,80.209,9.32971,2.58728,144.697,0.706894,0.296637,129.45,12.4625,208.267,147.237,4.08,False,True,False,0,inf,inf
heuristic,0,0,1,3.34719,13.2638,0.277316,40.6611,0.582079,0.610125,184.468,20.23,1.15172,29.2472,97.896,7.38068,2.04678,263.078,0.580767,0.409704,189.845,18.3872,208.373,121.29,4.08,False,True,False,0,inf,inf
heuristic,0,0,2,3.34719,5,0.277316,40.6611,0.825882,0.613786,185.575,20.23,0.695001,17.6492,59.0751,11.815,3.27649,57.81,0.829256,0.203563,70.8128,7.92526,208.123,171.885,4.08,True,True,True,43.5523,0.825882,57.81
heuristic,0,0,3,3.34719,5,0.510649,40.6611,0.860831,0.615272,186.024,20.23,0.600719,15.2549,51.0611,10.2122,5.21486,37.3301,0.864165,0.0821705,22.1547,13.7861,208.045,179.092,4.08,True,True,True,47.1952,0.825882,37.3301
heuristic,0,0,4,4.36219,5,0.510649,40.6611,0.867605,0.615421,186.069,20.23,0.612562,11.9362,52.0678,10.4136,5.31767,23.305,0.872253,0.0777106,15.1525,9.80993,207.973,180.438,4.08,True,True,True,49.595,0.825882,23.305
heuristic,0,0,5,4.36219,5,0.510649,54.6611,0.874244,0.615589,186.12,20.23,0.611902,11.9233,52.0117,10.4023,5.31194,23.2297,0.875538,0.0745394,14.8177,9.76549,207.974,181.82,4.08,True,True,True,49.6074,0.825882,23.2297
heuristic,0,0,6,4.36219,5,0.510649,40,0.867568,0.615419,186.068,20.23,0.612586,11.9366,52.0698,10.414,5.31788,23.3077,0.872122,0.0778024,15.134,9.89655,207.973,180.431,4.08,True,True,True,49.6079,0.825882,23.2297
heuristic,0,0,7,4.4,5,0.510649,40.6611,0.867834,0.615425,186.07,20.23,0.612904,11.8402,52.0968,10.4194,5.32064,22.9445,0.872486,0.07756,14.9914,9.68516,207.971,180.484,4.08,True,True,True,49.6571,0.825882,22.9445
heuristic,0,0,8,4.4,5,0.743982,40.6611,0.899845,0.61548,186.087,20.23,0.530531,10.2489,45.0951,9.01902,6.70999,14.881,0.936601,0.0507764,15.8553,11.2791,207.944,187.117,4.08,True,True,True,50.7768,0.825882,14.881
heuristic,0,1,9,4.4,5,0.743982,54.6611,0.914885,0.615762,186.172,20.23,0.530424,10.2468,45.086,9.01721,6.70864,14.872,0.94203,0.0490779,15.8296,10.414,207.919,190.222,4.08,True,True,True,50.7779,0.825882,14.872
heuristic,0,1,10,4.4,5,0.743982,40,0.899105,0.61548,186.087,20.23,0.530531,10.2489,45.0952,9.01903,6.71,14.8811,0.936508,0.0508346,15.864,11.2543,207.945,186.964,4.08,True,True,True,50.7839,0.825882,14.872
heuristic,0,1,11,4.4,9.66667,0.743982,40,0.845707,0.615386,186.058,20.23,0.795705,15.3716,67.6349,6.99672,5.20543,50.2062,0.846161,0.079906,20.4098,9.78143,208.004,175.911,4.08,True,True,True,50.8989,0.825882,14.872
heuristic,0,1,12,3.385,5,0.743982,40,0.865178,0.615301,186.033,20.23,0.517498,12.9948,43.9873,8.79746,6.54516,23.3354,0.908462,0.0515467,17.1677,14.3433,208.013,179.969,4.08,True,True,True,50.9324,0.825882,14.872
heuristic,0,1,13,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,True,51.5302,0.825882,10.9988
