strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
lhs,2,0,0,2.38294,12.7767,0.699153,47.9678,0.822757,0.612548,185.2,20.23,0.90162,32.1609,76.6377,5.99825,4.1937,249.029,0.823508,0.123748,89.9615,10.6067,208.27,171.356,4.08,True,True,3,True,2.89747,0.822757,249.029
lhs,2,0,1,3.34208,15.7036,0.769659,43.3485,0.794815,0.614207,185.702,20.23,1.01028,25.6948,85.874,5.46844,4.20884,178.116,0.799251,0.119792,56.4488,7.28368,208.131,165.426,4.06,True,True,3,True,20.5677,0.794815,178.116
lhs,2,0,2,2.32914,7.37729,0.852983,60.9676,0.852888,0.615423,186.07,20.23,0.589246,21.504,50.0859,6.78921,5.79108,72.7618,0.859394,0.0655056,32.1653,19.5758,208.213,177.583,4.06,True,True,3,True,40.1448,0.794815,72.7618
lhs,2,0,3,4.35541,13.195,0.723689,72.5491,0.835627,0.615697,186.152,20.23,0.960618,18.7474,81.6525,6.18815,4.47829,90.1571,0.826906,0.0945824,27.0389,7.09895,207.98,173.794,4.08,True,True,3,True,41.663,0.794815,72.7618
lhs,2,0,4,1.75754,6.55159,0.547158,56.0459,0.817745,0.612509,185.188,20.23,0.639455,30.926,54.3536,8.29625,4.53936,163.315,0.811441,0.111977,94.671,15.2362,208.352,170.379,4.06,True,True,3,True,41.9277,0.794815,72.7618
lhs,2,0,5,4.07575,16.001,0.739795,65.9383,0.79276,0.615345,186.046,20.23,1.05228,21.9453,89.4438,5.58987,4.13536,135.327,0.784627,0.11404,39.4886,5.13751,208.021,164.911,4.06,True,True,3,True,43.6705,0.79276,72.7618
lhs,2,0,6,4.219,12.0798,0.425003,71.6929,0.734039,0.614534,185.801,20.23,1.05438,21.2424,89.6219,7.41918,3.15317,127.049,0.725083,0.191905,59.2035,6.21826,208.059,152.724,4.06,True,True,4,True,51.9761,0.734039,72.7618
lhs,2,0,7,2.69284,10.701,0.628304,58.2969,0.817586,0.614224,185.707,20.23,0.861098,27.1807,73.1934,6.83986,4.29751,169.88,0.826686,0.115951,65.9205,7.73206,208.155,170.184,4.08,True,True,4,True,51.9761,0.734039,72.7618
lhs,2,0,8,2.18837,5.56098,0.87806,54.7492,0.850401,0.614916,185.916,20.23,0.481517,18.7029,40.929,7.36003,6.46255,44.9779,0.856425,0.0545401,23.6804,22.671,208.265,177.109,4.06,True,True,4,True,57.2513,0.734039,44.9779
lhs,2,1,9,2.53032,10.042,0.656719,54.0595,0.823762,0.61407,185.661,20.23,0.809836,27.2045,68.8361,6.85481,4.50169,160.047,0.827855,0.107903,63.7221,9.65985,208.189,171.498,4.06,True,True,4,True,57.2513,0.734039,44.9779
lhs,2,1,10,3.08402,6.39301,0.583089,45.9573,0.848468,0.615154,185.988,20.23,0.661774,18.2394,56.2508,8.7988,5.13048,58.7898,0.856758,0.0841576,28.8342,13.4921,208.091,176.559,4.08,True,True,4,True,57.3119,0.734039,44.9779
