strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
lhs,6,0,0,3.95245,11.4761,0.505027,78.5251,0.78935,0.615312,186.036,20.23,0.990631,21.3042,84.2037,7.3373,3.70553,120.064,0.779742,0.13976,45.6082,5.00349,207.999,164.184,4.08,True,True,0,True,35.5045,0.78935,120.064
lhs,6,0,1,2.03374,11.0754,0.411975,55.8256,0.745713,0.60869,184.034,20.23,0.963773,40.2808,81.9207,7.39665,3.04723,417.58,0.74476,0.210121,200.455,19.4441,208.474,155.462,4.06,False,True,0,False,35.5045,0.78935,120.064
lhs,6,0,2,2.47536,8.67591,0.797288,58.0185,0.847591,0.615147,185.986,20.23,0.678867,23.3113,57.7037,6.65103,5.30279,98.5111,0.859069,0.0778754,39.4937,16.0859,208.185,176.456,4.06,True,True,0,True,39.6236,0.78935,98.5111
lhs,6,0,3,2.76132,14.4613,0.69414,52.9417,0.791508,0.613306,185.429,20.23,0.986442,30.365,83.8476,5.79807,4.02467,242.877,0.790135,0.130421,81.2401,9.02277,208.198,164.79,4.08,True,True,0,True,39.6236,0.78935,98.5111
lhs,6,0,4,3.83999,13.4669,0.652502,65.0143,0.792314,0.615244,186.015,20.23,1.00068,22.1505,85.0575,6.31607,4.12124,131.108,0.785622,0.116698,42.3279,5.35879,208.031,164.826,4.06,True,True,0,True,39.6236,0.78935,98.5111
lhs,6,0,5,2.28977,7.14102,0.576313,53.4817,0.835068,0.614131,185.679,20.23,0.686774,25.4942,58.3758,8.17472,4.71119,119.197,0.830643,0.101256,59.6055,14.4526,208.216,173.875,4.06,True,True,0,True,39.6344,0.78935,98.5111
lhs,6,0,6,3.0251,7.83694,0.63052,74.9438,0.885874,0.615965,186.233,20.23,0.722393,20.2979,61.4034,7.83513,4.9402,79.4779,0.894286,0.0831074,31.274,13.4527,208.017,184.277,4.08,True,True,0,True,42.5434,0.78935,79.4779
lhs,6,0,7,3.52839,13.7192,0.740526,67.5874,0.81723,0.615387,186.059,20.23,0.955583,23.0203,81.2245,5.92051,4.38429,135.225,0.812446,0.103858,41.1886,6.18941,208.034,170.011,4.06,True,True,0,True,42.5434,0.78935,79.4779
lhs,6,0,8,2.92105,8.87308,0.558411,59.677,0.826106,0.614754,185.867,20.23,0.812771,23.6509,69.0855,7.78596,4.34777,121.404,0.834793,0.112552,52.7554,7.57961,208.101,171.913,4.06,True,True,0,True,42.5434,0.78935,79.4779
lhs,6,1,9,3.71649,10.2437,0.335176,44.8091,0.691398,0.612313,185.129,20.23,1.00972,23.0932,85.8258,8.37842,2.80825,143.793,0.6937,0.252189,98.5637,9.89287,208.194,143.945,4.08,False,True,0,False,42.5434,0.78935,79.4779
lhs,6,1,10,1.99061,5.96493,0.613409,73.5269,0.880564,0.615559,186.111,20.23,0.58462,24.9635,49.6927,8.33081,5.1102,97.2869,0.884342,0.0856169,54.7305,19.7405,208.171,183.308,4.08,True,True,0,True,42.5499,0.78935,79.4779
lhs,6,1,11,4.07725,9.19367,0.518365,43.0257,0.802028,0.615064,185.961,20.23,0.876316,18.2689,74.4869,8.10198,4.19978,78.1008,0.794677,0.120233,35.902,6.42404,208.041,166.855,4.06,True,True,0,True,45.4363,0.78935,78.1008
lhs,6,1,12,4.39926,8.02125,0.816194,44.2228,0.878393,0.615451,186.078,20.23,0.682927,13.1951,58.0488,7.23687,5.90669,31.7519,0.888511,0.0630657,15.7908,11.1037,207.975,182.684,4.08,True,True,0,True,52.8668,0.78935,31.7519
lhs,6,1,13,4.19764,13.9342,0.860713,57.159,0.827528,0.615458,186.08,20.23,0.919383,18.617,78.1476,5.60834,4.82717,85.0916,0.82262,0.0865094,26.7451,7.41846,208.023,172.145,4.08,True,True,0,True,52.8668,0.78935,31.7519
lhs,6,1,14,1.91966,8.54688,0.567722,74.6309,0.878292,0.613046,185.351,20.23,0.74521,32.997,63.3428,7.41122,4.20751,216.668,0.883697,0.125321,108.795,9.94382,208.244,182.899,4.06,True,True,0,True,52.8668,0.78935,31.7519
lhs,6,1,15,3.76292,10.8909,0.755814,79.4943,0.871615,0.615856,186.2,20.23,0.834379,18.8477,70.9222,6.51207,4.92191,79.1494,0.86553,0.0787377,23.3841,10.1972,207.972,181.271,4.08,True,True,0,True,52.8668,0.78935,31.7519
lhs,6,1,16,3.04863,11.7164,0.721301,41.1042,0.831294,0.614403,185.761,20.23,0.871748,24.3055,74.0986,6.32434,4.56175,137.521,0.835031,0.105182,49.3675,9.46731,208.143,173.028,4.06,True,True,0,True,52.8668,0.78935,31.7519
lhs,6,1,17,3.62947,14.712,0.640639,50.9774,0.754284,0.614342,185.743,20.23,1.04695,24.519,88.9911,6.04888,3.87515,168.075,0.747439,0.13686,57.5409,6.89426,208.102,156.968,4.06,True,True,0,True,56.176,0.754284,31.7519
lhs,6,2,18,3.28669,13.2807,0.391903,47.9102,0.686949,0.611065,184.752,20.23,1.10319,28.5307,93.7714,7.06072,2.76712,239.797,0.687742,0.251368,128.457,12.3011,208.268,143.069,4.08,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,19,2.82754,15.4474,0.467049,42.4738,0.730127,0.609991,184.427,20.23,1.12968,33.9597,96.0227,6.21609,2.90322,347.898,0.729468,0.230379,157.969,14.9892,208.35,152.122,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,20,2.56973,16.5684,0.27746,65.8975,0.526982,0.610275,184.513,20.23,1.22367,40.4758,104.012,6.27771,1.74181,535.33,0.524989,0.452987,285.324,28.4628,208.54,109.897,4.08,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,21,2.36895,14.9458,0.318692,71.5119,0.604904,0.60902,184.134,20.23,1.15396,41.405,98.0865,6.56282,2.09152,528.282,0.601547,0.355676,268.738,23.6724,208.518,126.133,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,22,3.44156,12.0099,0.830067,49.3281,0.82781,0.615151,185.987,20.23,0.842024,20.7964,71.5721,5.95941,4.9467,97.2454,0.830566,0.0873348,32.6815,9.10689,208.08,172.251,4.06,True,True,0,True,56.176,0.754284,31.7519
lhs,6,2,23,3.2269,15.6739,0.707481,51.7128,0.770272,0.613967,185.629,20.23,1.03633,27.298,88.088,5.62005,3.97608,206.219,0.769555,0.131427,66.4536,7.66985,208.139,160.324,4.06,True,True,0,True,56.176,0.754284,31.7519
lhs,6,2,24,2.42771,17.4884,0.782494,45.8269,0.807531,0.611584,184.909,20.23,1.02255,35.8021,86.917,4.96997,3.88897,350.003,0.807714,0.139818,112.094,12.1971,208.309,168.216,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,25,1.84618,15.3189,0.376217,55.0913,0.598422,0.608688,184.033,20.23,1.12372,51.7371,95.5161,6.23519,2.34579,803.213,0.5982,0.285676,315.992,33.2627,208.663,124.869,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,2,26,1.6855,16.1086,0.480678,70.596,0.672225,0.607584,183.699,20.23,1.07182,54.0521,91.1048,5.65568,2.71856,836.213,0.675044,0.235146,301.398,27.0494,208.627,140.244,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,3,27,2.88656,9.97599,0.431061,76.6156,0.787254,0.613412,185.461,20.23,0.931043,27.4162,79.1386,7.93291,3.41957,186.876,0.793222,0.171648,91.9819,7.87483,208.127,163.849,4.08,True,True,0,True,56.176,0.754284,31.7519
lhs,6,3,28,1.77718,10.4364,0.259332,66.9445,0.58606,0.6086,184.006,20.23,0.984671,47.0953,83.697,8.01975,2.07978,583.198,0.585801,0.346244,336.808,34.2272,208.683,122.301,4.06,False,True,0,False,56.176,0.754284,31.7519
lhs,6,3,29,2.71425,6.5214,0.725229,61.6861,0.876141,0.615552,186.109,20.23,0.602318,18.8623,51.197,7.85062,5.6935,57.2247,0.890552,0.0664191,25.8249,17.5143,208.12,182.342,4.08,True,True,0,True,56.223,0.754284,31.7519
lhs,6,3,30,3.9212,7.63881,0.448568,62.8311,0.812653,0.615298,186.032,20.23,0.815323,17.6738,69.3024,9.07241,4.0696,68.0077,0.80729,0.122548,35.1561,5.60423,208.006,169.037,4.06,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,3,31,1.59706,6.86241,0.289296,60.9497,0.67953,0.607444,183.657,20.23,0.771985,41.0872,65.6187,9.56206,2.76627,348.009,0.682816,0.244746,259.99,27.0967,208.618,141.762,4.06,False,True,0,False,56.8638,0.754284,31.7519
lhs,6,3,32,2.10962,5.34142,0.88094,46.4394,0.904322,0.614859,185.899,20.23,0.465769,18.7666,39.5904,7.41196,6.52949,43.8037,0.941787,0.0541718,25.0798,24.9969,208.341,188.408,4.06,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,3,33,4.13903,12.5252,0.803802,50.5318,0.824161,0.61533,186.041,20.23,0.890579,18.2891,75.6992,6.04374,4.85797,79.5474,0.821849,0.0879164,26.9087,7.58563,208.03,171.451,4.08,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,3,34,3.61145,12.13,0.300613,64.5527,0.581392,0.611274,184.815,20.23,1.09828,25.8495,93.3541,7.69615,2.31356,195.969,0.579118,0.331491,130.15,12.1006,208.25,121.075,4.08,False,True,0,False,56.8638,0.754284,31.7519
lhs,6,3,35,3.39278,17.1801,0.844064,72.5614,0.811893,0.615279,186.026,20.23,1.02021,25.5596,86.718,5.04758,4.26048,177.978,0.807125,0.108781,48.2978,5.35082,208.035,168.902,4.06,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,4,36,1.54417,12.7097,0.349862,68.9602,0.587803,0.608169,183.876,20.23,1.0152,55.8825,86.292,6.78946,2.37538,846.587,0.584832,0.277329,352.033,35.7698,208.725,122.689,4.06,False,True,0,False,56.8638,0.754284,31.7519
lhs,6,4,37,2.22488,9.47284,0.358827,40.2464,0.779547,0.608731,184.046,20.23,0.93088,35.5636,79.1248,8.3528,2.99721,314.393,0.777937,0.223439,192.621,18.7523,208.451,162.497,4.06,False,True,0,False,56.8638,0.754284,31.7519
lhs,6,4,38,4.22963,17.9822,0.898517,56.693,0.798058,0.615281,186.027,20.23,1.03965,20.893,88.3699,4.91429,4.41557,121.187,0.791725,0.102248,34.3385,5.68087,208.032,166.021,4.06,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,4,39,4.28311,18.1982,0.421116,59.3833,0.647526,0.612303,185.126,20.23,1.24154,24.6389,105.531,5.79896,2.44203,201.266,0.644357,0.30031,99.7037,9.90926,208.187,134.807,4.06,False,True,0,False,56.8638,0.754284,31.7519
lhs,6,4,40,1.73604,6.24624,0.487654,69.7534,0.85728,0.612846,185.29,20.23,0.641959,31.4317,54.5665,8.7359,4.2601,169.36,0.867164,0.126429,111.898,11.575,208.303,178.574,4.06,True,True,0,True,56.8638,0.754284,31.7519
lhs,6,4,41,2.16329,5.6883,0.911971,48.4968,0.876716,0.614862,185.9,20.23,0.47788,18.7768,40.6198,7.14094,6.51233,44.9917,0.891258,0.053642,22.6681,23.2256,208.312,182.63,4.06,True,True,0,True,56.8844,0.754284,31.7519
lhs,6,4,42,3.12138,17.0716,0.598629,75.7314,0.732815,0.613015,185.341,20.23,1.11679,30.4119,94.9272,5.56053,3.3287,275.822,0.735559,0.174572,96.0556,8.16837,208.142,152.529,4.08,False,True,0,False,56.8844,0.754284,31.7519
lhs,6,4,43,2.60486,16.267,0.672856,63.3359,0.77259,0.612413,185.16,20.23,1.04477,34.0923,88.8057,5.45926,3.67329,324.268,0.779041,0.151762,109.051,10.225,208.23,160.876,4.08,False,True,0,False,56.8844,0.754284,31.7519
lhs,6,4,44,3.31344,5.19079,0.542225,77.6695,0.904474,0.616042,186.257,20.23,0.598543,15.3545,50.8762,9.80124,5.31448,37.6821,0.914484,0.0703454,18.4587,12.6118,207.972,188.106,4.08,True,True,0,True,56.8844,0.754284,31.7519
