strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,3,0,0,1.74838,8.15747,0.784183,63.2865,0.821474,0.61416,185.688,20.23,0.623029,30.2894,52.9574,6.49189,5.09083,152.636,0.828964,0.0887054,73.6775,20.4968,208.327,171.136,4.06,True,True,0,True,23.8546,0.821474,152.636
random,3,0,1,1.77297,10.775,0.569368,46.3896,0.799362,0.609408,184.251,20.23,0.852473,40.8693,72.4602,6.72483,3.8289,380.229,0.797701,0.145757,160.725,18.2637,208.477,166.648,4.06,False,True,0,False,23.8546,0.821474,152.636
random,3,0,2,3.63027,6.51563,0.510819,60.6696,0.851591,0.615513,186.097,20.23,0.709832,16.6201,60.3357,9.26015,4.73026,52.3593,0.851284,0.0927405,26.5772,9.13031,208.013,177.142,4.08,True,True,0,True,42.6184,0.821474,52.3593
random,3,0,3,2.74882,12.824,0.741892,78.2507,0.862776,0.615179,185.996,20.23,0.893045,27.615,75.9088,5.91929,4.39147,181.858,0.869994,0.105958,58.3394,6.75751,208.054,179.504,4.08,True,True,0,True,42.6184,0.821474,52.3593
random,3,0,4,2.32418,13.6473,0.714144,51.7088,0.809875,0.612342,185.138,20.23,0.924365,33.8059,78.571,5.75726,4.11151,282.096,0.809288,0.127666,98.7072,11.0765,208.282,168.682,4.08,False,True,0,False,42.6184,0.821474,52.3593
random,3,0,5,1.50432,17.9795,0.448934,52.5594,0.509261,0.609102,184.158,20.23,1.13298,64.0178,96.3034,5.3563,2.40462,1239.92,0.50851,0.254253,361.946,44.9848,208.774,106.321,4.06,False,True,0,False,42.6184,0.821474,52.3593
random,3,0,6,4.08596,12.8022,0.564206,70.9311,0.78523,0.615312,186.036,20.23,1.02126,21.2452,86.8073,6.78067,3.8257,123.092,0.776032,0.132303,43.1189,5.17021,208.013,163.338,4.06,True,True,0,True,48.559,0.78523,52.3593
random,3,0,7,1.588,14.4262,0.499496,43.6341,0.640621,0.607935,183.805,20.23,1.0182,54.5005,86.547,5.99929,2.99662,807.614,0.639562,0.200383,286.449,32.1978,208.674,133.681,4.06,False,True,0,False,48.559,0.78523,52.3593
random,3,0,8,3.41545,17.4195,0.388127,65.2036,0.562981,0.610792,184.669,20.23,1.22263,30.4275,103.923,5.96592,2.31554,302.27,0.562757,0.320723,150.869,13.6707,208.292,117.264,4.08,False,True,0,False,48.559,0.78523,52.3593
random,3,1,9,2.36467,14.8901,0.731443,48.7486,0.810733,0.611993,185.033,20.23,0.96371,34.6413,81.9153,5.50133,4.02391,308.818,0.811683,0.132341,103.893,11.5732,208.295,168.871,4.08,False,True,0,False,48.559,0.78523,52.3593
random,3,1,10,3.90667,13.7687,0.705199,72.803,0.818212,0.615564,186.112,20.23,0.984715,21.4251,83.7008,6.07906,4.28695,120.705,0.810108,0.105251,35.8914,5.92056,207.997,170.186,4.06,True,True,0,True,48.6386,0.78523,52.3593
random,3,1,11,2.74286,15.1161,0.835653,44.0928,0.821648,0.613569,185.509,20.23,0.933846,28.9395,79.3769,5.25116,4.38815,208.846,0.823726,0.112781,67.3858,8.64609,208.204,171.07,4.06,True,True,0,True,48.6386,0.78523,52.3593
random,3,1,12,3.96433,10.2524,0.569789,45.8534,0.797051,0.615003,185.943,20.23,0.903313,19.3681,76.7816,7.48916,4.26724,90.4863,0.788109,0.115669,37.0697,6.19794,208.048,165.825,4.06,True,True,0,True,50.3373,0.78523,52.3593
