strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,0,0,0,3.34719,8.59716,0.277316,40.6611,0.706963,0.611026,184.74,20.23,0.943635,23.9631,80.209,9.32971,2.58728,144.697,0.706894,0.296637,129.45,12.4625,208.267,147.237,4.08,False,True,0,False,0,inf,inf
random,0,0,1,3.85848,17.1701,0.654424,69.1799,0.744362,0.614755,185.868,20.23,1.11557,24.5754,94.8239,5.52262,3.61414,179.916,0.736069,0.148319,57.7437,6.09839,208.057,154.87,4.08,True,True,0,True,24.2926,0.744362,179.916
random,0,0,2,3.07651,17.4676,0.793902,40.1095,0.803202,0.613401,185.458,20.23,1.0448,28.8665,88.8081,5.08415,4.03632,232.483,0.808989,0.130406,73.6106,8.74334,208.189,167.218,4.06,True,True,0,True,24.2926,0.744362,179.916
random,0,0,3,3.98647,5.44781,0.736437,47.0262,0.898481,0.61542,186.069,20.23,0.557784,11.8931,47.4117,8.70289,6.40913,21.0682,0.92644,0.0541864,16.0381,11.6671,207.956,186.844,4.08,True,True,0,True,46.5676,0.744362,21.0682
random,0,0,4,4.00322,12.2195,0.449808,56.9075,0.703658,0.614112,185.673,20.23,1.04895,22.2722,89.1604,7.29658,3.28206,138.946,0.697067,0.18455,63.9724,7.06669,208.097,146.429,4.06,True,True,0,True,57.9087,0.703658,21.0682
random,0,0,5,1.58213,6.65711,0.697083,65.8876,0.819883,0.614001,185.639,20.23,0.570088,30.6281,48.4575,7.27906,5.07411,142.807,0.830078,0.0913591,82.299,23.0205,208.356,170.828,4.06,True,True,0,True,57.9087,0.703658,21.0682
random,0,0,6,3.28462,10.1157,0.914807,79.2334,0.897742,0.616075,186.267,20.23,0.721879,18.6809,61.3597,6.06579,5.54903,67.2715,0.90716,0.0633922,20.1645,12.3294,208.003,186.733,4.08,True,True,0,True,57.9617,0.703658,21.0682
random,0,0,7,3.48807,13.6728,0.708964,55.5569,0.789973,0.614836,185.892,20.23,0.970568,23.6515,82.4983,6.03375,4.27772,144.982,0.788328,0.112843,47.2306,6.12744,208.078,164.376,4.06,True,True,0,True,57.9617,0.703658,21.0682
random,0,0,8,1.89178,14.6198,0.600236,52.4097,0.759168,0.60892,184.103,20.23,0.991825,44.5639,84.3051,5.76649,3.46125,525.982,0.757573,0.168718,187.781,19.3275,208.485,158.275,4.06,False,True,0,False,57.9617,0.703658,21.0682
random,0,1,9,2.90892,16.8598,0.872696,54.3118,0.795946,0.614146,185.683,20.23,0.979699,28.6272,83.2744,4.93922,4.31044,214.398,0.798601,0.113509,64.3774,7.66357,208.156,165.681,4.06,True,True,0,True,57.9617,0.703658,21.0682
random,0,1,10,3.15744,9.29159,0.6462,53.5164,0.829843,0.615025,185.949,20.23,0.798171,21.4872,67.8445,7.30171,4.71837,98.4068,0.835386,0.096152,38.9224,9.36178,208.089,172.681,4.06,True,True,0,True,60.7143,0.703658,21.0682
random,0,1,11,2.6357,16.8703,0.401438,64.9275,0.632444,0.609326,184.226,20.23,1.18497,38.2149,100.723,5.97042,2.39675,462.108,0.631914,0.297698,209.6,18.5424,208.422,131.815,4.06,False,True,0,False,60.7143,0.703658,21.0682
random,0,1,12,1.74364,16.1019,0.774732,49.5748,0.769543,0.609237,184.199,20.23,0.938995,45.7746,79.8146,4.95684,3.84022,525.389,0.767229,0.142126,171.535,19.2066,208.497,160.448,4.06,False,True,0,False,60.7143,0.703658,21.0682
random,0,1,13,4.0418,5.78091,0.474078,46.0112,0.843892,0.615397,186.062,20.23,0.681726,14.3368,57.9467,10.0238,4.75207,37.4184,0.842316,0.095318,22.5025,9.19404,208.003,175.532,4.08,True,True,0,True,64.0206,0.703658,21.0682
random,0,1,14,2.80598,15.6177,0.403761,42.0809,0.684118,0.60935,184.233,20.23,1.16313,35.2339,98.8657,6.33038,2.55596,385.581,0.682604,0.281662,192.539,18.0248,208.406,142.574,4.06,False,True,0,False,64.0206,0.703658,21.0682
