strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
lhs,2,0,0,1.90983,14.5759,0.451134,65.2131,0.69301,0.607999,183.825,20.23,1.06143,47.2409,90.2219,6.1898,2.79243,632.554,0.6917,0.232225,253.333,22.9681,208.547,144.525,4.06,False,True,0,False,0,inf,inf
lhs,2,0,1,4.2862,16.7465,0.465518,75.5908,0.711237,0.613605,185.52,20.23,1.18813,23.562,100.991,6.0306,2.80736,176.14,0.705537,0.230969,74.8465,7.17428,208.102,148.01,4.06,False,True,0,False,0,inf,inf
lhs,2,0,2,3.58867,17.984,0.355206,74.22,0.584534,0.610967,184.722,20.23,1.24762,29.5508,106.048,5.89679,2.09457,290.931,0.583979,0.368687,154.415,13.5937,208.284,121.749,4.08,False,True,0,False,0,inf,inf
lhs,2,0,3,2.38294,12.7767,0.699153,47.9678,0.822757,0.612548,185.2,20.23,0.90162,32.1609,76.6377,5.99825,4.1937,249.029,0.823508,0.123748,89.9615,10.6067,208.27,171.356,4.08,True,True,0,True,2.89747,0.822757,249.029
lhs,2,0,4,3.34208,15.7036,0.769659,43.3485,0.794815,0.614207,185.702,20.23,1.01028,25.6948,85.874,5.46844,4.20884,178.116,0.799251,0.119792,56.4488,7.28368,208.131,165.426,4.06,True,True,0,True,20.5677,0.794815,178.116
lhs,2,0,5,2.32914,7.37729,0.852983,60.9676,0.852888,0.615423,186.07,20.23,0.589246,21.504,50.0859,6.78921,5.79108,72.7618,0.859394,0.0655056,32.1653,19.5758,208.213,177.583,4.06,True,True,0,True,40.1448,0.794815,72.7618
lhs,2,0,6,4.35541,13.195,0.723689,72.5491,0.835627,0.615697,186.152,20.23,0.960618,18.7474,81.6525,6.18815,4.47829,90.1571,0.826906,0.0945824,27.0389,7.09895,207.98,173.794,4.08,True,True,0,True,41.663,0.794815,72.7618
lhs,2,0,7,1.75754,6.55159,0.547158,56.0459,0.817745,0.612509,185.188,20.23,0.639455,30.926,54.3536,8.29625,4.53936,163.315,0.811441,0.111977,94.671,15.2362,208.352,170.379,4.06,True,True,0,True,41.9277,0.794815,72.7618
lhs,2,0,8,4.07575,16.001,0.739795,65.9383,0.79276,0.615345,186.046,20.23,1.05228,21.9453,89.4438,5.58987,4.13536,135.327,0.784627,0.11404,39.4886,5.13751,208.021,164.911,4.06,True,True,0,True,43.6705,0.79276,72.7618
lhs,2,1,9,2.8324,14.0504,0.383779,49.4536,0.686771,0.609669,184.33,20.23,1.12269,33.6916,95.4283,6.79185,2.60657,340.307,0.685694,0.271802,176.005,16.4021,208.373,143.104,4.06,False,True,0,False,43.6705,0.79276,72.7618
