strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,1,0,0,2.40431,10.6444,0.801802,56.368,0.831901,0.614534,185.801,20.23,0.762675,26.963,64.8273,6.0903,4.88322,148.062,0.841956,0.0921017,55.227,12.5623,208.204,173.205,4.06,True,True,True,23.6557,0.831901,148.062
heuristic,1,0,1,2.40431,5.97769,0.801802,56.368,0.849542,0.615066,185.962,20.23,0.535474,18.9307,45.5153,7.61419,6.10507,51.2436,0.857412,0.0595338,24.9205,19.7859,208.201,176.875,4.08,True,True,True,41.9706,0.831901,51.2436
heuristic,1,0,2,3.41931,5.97769,0.801802,56.368,0.904113,0.615339,186.044,20.23,0.559814,13.9163,47.5842,7.9603,6.38258,28.9507,0.93722,0.0532762,17.547,13.4214,207.99,188.047,4.08,True,True,True,44.9712,0.831901,28.9507
heuristic,1,0,3,3.41931,5.97769,0.801802,70.368,0.921592,0.61568,186.147,20.23,0.55942,13.9065,47.5507,7.9547,6.37809,28.8897,0.952551,0.0510018,17.5005,12.9155,207.957,191.651,4.08,True,True,True,44.9783,0.831901,28.8897
heuristic,1,0,4,3.41931,5.97769,0.801802,42.368,0.873598,0.615155,185.989,20.23,0.559942,13.9195,47.5951,7.96213,6.38405,28.9707,0.911997,0.054381,17.5441,13.4422,208.015,181.722,4.08,True,True,True,45.658,0.831901,28.8897
heuristic,1,0,5,3.41931,5.97769,0.916667,42.368,0.872785,0.61532,186.038,20.23,0.523784,13.0207,44.5217,7.44798,6.82731,23.713,0.925865,0.0473064,18.7691,14.1799,208,181.539,4.08,True,True,True,46.5386,0.831901,23.713
heuristic,1,0,6,3.41931,5.97769,0.916667,56.368,0.912219,0.615493,186.091,20.23,0.52388,13.023,44.5298,7.44933,6.82856,23.726,0.962234,0.0466804,18.811,13.3956,207.947,189.693,4.08,True,True,True,46.5386,0.831901,23.713
heuristic,1,0,7,3.41931,5.97769,0.916667,40,0.865556,0.615337,186.043,20.23,0.523746,13.0197,44.5184,7.44743,6.82681,23.7078,0.918825,0.0473269,18.735,14.1925,208.009,180.043,4.06,True,True,True,46.7386,0.831901,23.7078
heuristic,1,0,8,4.4,5.97769,0.916667,40,0.900789,0.61547,186.084,20.23,0.537707,10.3875,45.7051,7.64596,7.00879,15.4931,0.948402,0.0470034,17.5242,11.5218,207.954,187.323,4.08,True,True,True,47.8715,0.831901,15.4931
heuristic,1,1,9,4.4,10.6444,0.916667,40,0.860815,0.615385,186.058,20.23,0.766908,14.8153,65.1872,6.12411,5.61377,44.9502,0.866773,0.0696553,17.6987,10.1368,207.993,179.044,4.08,True,True,True,47.9014,0.831901,15.4931
