seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
3,1,11,4.4,5,0.916667,75.0088,0.940875,0.615869,186.204,20.23,0.479685,9.26663,40.7732,8.15464,7.47508,10.9994,0.987882,0.0386933,17.7939,8.93832,207.849,195.56,4.08,True,True,10.9994,True,58.8191,0.746538,10.9994
3,1,12,2.42319,18.3333,0.701937,80,0.805362,0.611301,184.823,20.23,1.07399,37.6731,91.289,4.9794,3.49523,407.034,0.807504,0.163028,133.125,10.1269,208.228,167.699,4.06,False,True,407.034,False,58.8191,0.746538,10.9994
3,1,13,2.06625,13.7744,0.532251,80,0.819535,0.609204,184.189,20.23,0.998436,41.0729,84.8671,6.1612,3.2793,449.781,0.820977,0.18529,181.72,13.547,208.351,170.751,4.06,False,True,449.781,False,58.8191,0.746538,10.9994
3,1,14,4.4,18.3333,0.851921,65.677,0.805158,0.615473,186.085,20.23,1.07631,20.7924,91.4863,4.99016,4.25122,124.255,0.796303,0.106408,33.868,5.24644,208.008,167.48,4.08,True,True,124.255,True,58.8191,0.746538,10.9994
3,1,15,4.4,12.3474,0.648522,70.4128,0.826054,0.61563,186.132,20.23,0.965199,18.6459,82.0419,6.64448,4.3091,89.609,0.817082,0.102987,29.0457,6.19536,207.985,171.807,4.08,True,True,89.609,True,58.8191,0.746538,10.9994
3,1,16,2.10171,10.5746,0.412646,80,0.814662,0.609143,184.171,20.23,0.932419,37.7101,79.2556,7.49488,3.09273,354.075,0.816795,0.206799,184.247,13.8165,208.356,169.74,4.06,False,True,354.075,False,58.8191,0.746538,10.9994
3,1,17,4.4,18.3333,0.882704,80,0.834575,0.615633,186.133,20.23,1.06101,20.4967,90.1854,4.91921,4.3422,119.029,0.824972,0.0979924,29.2545,6.45503,207.964,173.562,4.08,True,True,119.029,True,58.8191,0.746538,10.9994
3,2,18,4.06149,6.12004,0.365205,47.7693,0.801413,0.615045,185.955,20.23,0.753637,15.7723,64.0592,10.4671,3.82265,50.0638,0.794865,0.145536,37.1569,5.84663,208.024,166.714,4.06,True,True,50.0638,True,62.1338,0.746538,10.9994
3,2,19,2.79801,5,0.916667,40,0.809939,0.61541,186.066,20.23,0.455679,13.843,38.7327,7.74654,7.10099,23.3176,0.827315,0.0441946,20.3926,18.8246,208.12,168.565,4.06,True,True,23.3176,True,65.6358,0.746538,10.9994
3,2,20,4.4,10.6453,0.413543,52.3917,0.727273,0.614524,185.798,20.23,1.00334,19.3827,85.2839,8.01139,3.31305,100.657,0.719186,0.183277,52.4214,6.35359,208.069,151.323,4.06,True,True,100.657,True,69.8258,0.727273,10.9994
3,2,21,3.50756,5,0.536843,48.0865,0.866299,0.615389,186.059,20.23,0.592423,14.3564,50.3559,10.0712,5.40665,32.6055,0.879355,0.0750885,18.8731,12.5125,208.023,180.21,4.08,True,True,32.6055,True,69.8258,0.727273,10.9994
3,2,22,4.4,5,0.282159,63.4711,0.789503,0.615226,186.01,20.23,0.698134,13.4867,59.3414,11.8683,3.34874,33.9092,0.780661,0.182308,36.0186,5.11704,207.998,164.215,4.06,True,True,33.9092,True,70.718,0.727273,10.9994
3,2,23,2.68976,5,0.916667,57.8744,0.885969,0.615389,186.059,20.23,0.453397,14.328,38.5387,7.70774,7.06543,24.8551,0.913612,0.0434142,20.7756,17.5903,208.009,184.289,4.08,True,True,24.8551,True,70.718,0.727273,10.9994
3,2,24,3.53566,5,0.478371,80,0.899988,0.616046,186.258,20.23,0.612184,14.7174,52.0356,10.4071,4.97847,35.4087,0.902337,0.0788506,18.7553,11.388,207.949,187.151,4.08,True,True,35.4087,True,70.718,0.727273,10.9994
3,2,25,4.09988,8.97969,0.388323,57.1866,0.739613,0.61464,185.833,20.23,0.927124,19.2214,78.8055,8.77597,3.40791,91.4699,0.732859,0.174336,51.9312,6.22592,208.059,153.883,4.06,True,True,91.4699,True,71.1077,0.727273,10.9994
3,2,26,3.70175,5,0.440582,46.9947,0.849428,0.615373,186.054,20.23,0.632811,14.5307,53.7889,10.7578,4.73968,35.6791,0.848923,0.0969711,24.0474,11.0373,208.013,176.692,4.08,True,True,35.6791,True,71.1077,0.727273,10.9994
3,3,27,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,10.9988,True,71.6811,0.727273,10.9988
3,3,28,4.4,5,0.730003,40,0.898451,0.615471,186.084,20.23,0.535031,10.3358,45.4776,9.09553,6.63976,15.2629,0.933405,0.0517622,15.6233,11.3696,207.944,186.827,4.08,True,True,15.2629,True,71.6811,0.727273,10.9988
3,3,29,4.23823,6.71655,0.293353,58.9005,0.727684,0.614495,185.789,20.23,0.826618,16.5783,70.2626,10.4611,3.0688,60.6671,0.719153,0.215357,53.4186,6.31855,208.06,151.402,4.06,True,True,60.6671,True,73.6949,0.727273,10.9988
3,3,30,4.4,9.0433,0.916667,40,0.878287,0.615381,186.057,20.23,0.69534,13.4327,59.1039,6.53566,5.99102,33.5037,0.891447,0.0620974,16.5335,10.9357,207.971,182.658,4.08,True,True,33.5037,True,73.6949,0.727273,10.9988
3,3,31,2.1544,5,0.916667,40,0.955984,0.615011,185.945,20.23,0.438359,17.2951,37.2605,7.45211,6.8311,35.0142,1.01983,0.0527937,26.0663,26.1981,208.356,199.185,4.06,True,True,35.0142,True,73.6949,0.727273,10.9988
3,3,32,4.4,8.76805,0.339315,58.182,0.724121,0.614432,185.77,20.23,0.937713,18.1149,79.7056,9.09047,3.08453,82.1696,0.715328,0.209345,54.7653,6.41685,208.068,150.667,4.06,True,True,82.1696,True,74.2707,0.724121,10.9988
3,3,33,2.87874,7.21869,0.916667,40,0.838612,0.614979,185.935,20.23,0.577397,17.0487,49.0787,6.79884,6.23227,44.815,0.849357,0.0567705,19.4998,15.3702,208.13,174.54,4.08,True,True,44.815,True,74.2707,0.724121,10.9988
3,3,34,3.82719,5,0.916667,40,0.874634,0.615427,186.071,20.23,0.473062,10.5065,40.2103,8.04206,7.37189,13.9445,0.958925,0.0417063,18.3738,12.7538,208.008,181.931,4.06,True,True,13.9445,True,74.4554,0.724121,10.9988
3,3,35,4.30515,5.1443,0.25,55.0171,0.734101,0.614553,185.807,20.23,0.722402,14.263,61.4042,11.9363,2.98409,39.2435,0.72471,0.233064,50.0861,6.16922,208.053,152.732,4.06,False,True,39.2435,False,74.4554,0.724121,10.9988
3,4,36,4.4,5,0.251524,40,0.765349,0.614688,185.847,20.23,0.711834,13.7513,60.5059,12.1012,3.04374,35.945,0.76198,0.230722,50.2404,6.41039,208.061,159.24,4.06,True,True,35.945,True,75.0525,0.724121,10.9988
3,4,37,4.4,7.85513,0.313914,40,0.724994,0.614198,185.699,20.23,0.896848,17.3255,76.232,9.70475,3.04646,71.8882,0.720632,0.223256,59.915,7.04868,208.096,150.868,4.06,True,True,71.8882,True,75.0802,0.724121,10.9988
3,4,38,4.4,9.35801,0.345421,40.5604,0.708418,0.614001,185.64,20.23,0.969396,18.727,82.3987,8.80515,3.04148,90.7831,0.703708,0.221208,63.526,7.29531,208.107,147.427,4.06,True,True,90.7831,True,77.7757,0.708418,10.9988
3,4,39,4.4,5,0.396003,44.6222,0.840799,0.615466,186.083,20.23,0.657233,12.6965,55.8648,11.173,4.42453,28.2917,0.833842,0.109594,21.6994,8.72083,207.984,174.873,4.08,True,True,28.2917,True,77.7757,0.708418,10.9988
3,4,40,4.4,6.47788,0.282892,40,0.740803,0.614387,185.756,20.23,0.817358,15.7899,69.4755,10.725,3.03402,54.4175,0.736854,0.228023,56.2963,6.79438,208.082,154.148,4.06,True,True,54.4175,True,77.9291,0.708418,10.9988
3,4,41,4.4,5,0.479404,40,0.862121,0.615441,186.075,20.23,0.624954,12.073,53.1211,10.6242,5.0933,24.3246,0.862485,0.0844055,16.3996,9.80054,207.975,179.3,4.08,True,True,24.3246,True,77.9291,0.708418,10.9988
3,4,42,4.4,5,0.250997,56.2543,0.745928,0.614745,185.865,20.23,0.709987,13.7157,60.3489,12.0698,3.02948,35.6659,0.736945,0.226069,45.7559,5.85689,208.039,155.182,4.06,True,True,35.6659,True,78.3,0.708418,10.9988
3,4,43,4.4,8.58101,0.328053,40,0.715922,0.614081,185.664,20.23,0.934067,18.0445,79.3957,9.25249,3.03531,81.2147,0.711453,0.223482,62.1634,7.20834,208.103,148.985,4.06,True,True,81.2147,True,78.3793,0.708418,10.9988
3,4,44,4.4,5.76835,0.266527,40,0.750226,0.614502,185.791,20.23,0.770317,14.8811,65.4769,11.3511,3.02537,45.5522,0.746559,0.231071,54.0293,6.64498,208.074,156.103,4.06,True,True,45.5522,True,78.3793,0.708418,10.9988
