strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,4,0,0,4.23486,11.8177,0.900829,43.2334,0.844868,0.615378,186.056,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,0.846869,0.0763629,21.3374,9.20472,208.018,175.748,4.08,True,True,0,True,39.3893,0.844868,59.2432
random,4,0,1,3.26133,10.0198,0.784601,46.9811,0.838567,0.615155,185.989,20.23,0.772053,20.122,65.6245,6.54947,5.13872,83.4753,0.845697,0.0824899,30.4881,10.7667,208.094,174.501,4.08,True,True,0,True,40.517,0.838567,59.2432
random,4,0,2,4.02774,12.2526,0.851477,59.0861,0.842624,0.615576,186.116,20.23,0.854965,18.0429,72.672,5.93118,5.05026,74.3239,0.8389,0.0795389,24.3804,8.5392,208.024,175.287,4.08,True,True,0,True,40.5375,0.838567,59.2432
random,4,0,3,2.74844,15.5193,0.906102,54.789,0.812692,0.614317,185.735,20.23,0.912756,28.2285,77.5843,4.99922,4.5298,194.222,0.820721,0.104188,60.343,7.90571,208.166,169.174,4.06,True,True,0,True,42.3028,0.812692,59.2432
random,4,0,4,3.54411,17.5707,0.693772,45.3358,0.750881,0.613725,185.556,20.23,1.10437,26.4867,93.8718,5.34251,3.70648,206.891,0.753165,0.149827,69.7078,7.93277,208.143,156.291,4.06,True,True,1,True,45.7367,0.750881,59.2432
random,4,0,5,2.94382,11.5816,0.583484,78.3433,0.830955,0.614796,185.88,20.23,0.930968,26.8809,79.1323,6.83259,3.98671,179.635,0.836266,0.126934,65.2193,6.05661,208.055,172.884,4.08,True,True,1,True,45.8478,0.750881,59.2432
random,4,0,6,2.51482,7.98362,0.598058,65.6468,0.860355,0.615082,185.966,20.23,0.730866,24.703,62.1236,7.78139,4.65372,119.099,0.871662,0.0996703,53.5652,11.5725,208.125,179.061,4.08,True,True,1,True,45.8478,0.750881,59.2432
random,4,0,7,4.22341,12.7602,0.428556,77.191,0.737252,0.614421,185.766,20.23,1.07811,21.6979,91.6392,7.18164,3.07773,135.54,0.729016,0.197826,61.2183,6.13258,208.057,153.39,4.06,True,True,1,True,53.395,0.737252,59.2432
random,4,0,8,2.54926,7.2764,0.397568,78.5003,0.85067,0.61383,185.588,20.23,0.783679,26.1302,66.6127,9.15463,3.63958,142.887,0.855213,0.157873,89.5079,7.65908,208.117,177.039,4.08,True,True,3,True,53.395,0.737252,59.2432
random,4,1,9,4.06425,10.0972,0.742982,41.6787,0.837453,0.615323,186.039,20.23,0.811467,16.9711,68.9747,6.83105,5.07535,62.4107,0.83695,0.0839026,23.9243,9.56735,208.027,174.213,4.08,True,True,3,True,53.5886,0.737252,59.2432
