strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,1,0,0,2.40431,10.6444,0.801802,56.368,0.831901,0.614534,185.801,20.23,0.762675,26.963,64.8273,6.0903,4.88322,148.062,0.841956,0.0921017,55.227,12.5623,208.204,173.205,4.06,True,True,1,True,23.6557,0.831901,148.062
random,1,0,1,3.09382,5.36745,0.752342,61.5257,0.905767,0.615333,186.042,20.23,0.532751,14.6369,45.2838,8.43674,6.34732,30.4782,0.93563,0.0532861,17.711,15.4518,208.011,188.41,4.08,True,True,1,True,39.2876,0.831901,30.4782
random,1,0,2,3.67606,8.73878,0.573461,79.2295,0.862595,0.615804,186.185,20.23,0.812882,18.7959,69.0949,7.9067,4.53418,76.6874,0.856625,0.0941829,28.3657,9.93137,207.963,179.388,4.08,True,True,3,True,42.369,0.831901,30.4782
random,1,0,3,4.28881,14.6639,0.610818,51.0756,0.751644,0.614833,185.891,20.23,1.07126,21.2313,91.0568,6.2096,3.79294,128.948,0.745016,0.140318,45.7631,5.96486,208.058,156.385,4.06,True,True,3,True,53.6698,0.751644,30.4782
random,1,0,4,3.30812,15.3558,0.658669,76.6919,0.78565,0.614716,185.856,20.23,1.04736,26.9112,89.0254,5.79752,3.81864,202.548,0.782326,0.134642,63.4044,6.00693,208.052,163.456,4.08,True,True,4,True,53.6698,0.751644,30.4782
random,1,0,5,3.35985,16.3684,0.645294,50.4039,0.745993,0.613503,185.489,20.23,1.08806,27.5266,92.4854,5.65023,3.64606,220.155,0.74914,0.153928,76.13,8.30509,208.155,155.282,4.08,True,True,5,True,53.9088,0.745993,30.4782
random,1,0,6,3.93566,11.7933,0.590593,70.1212,0.806175,0.615447,186.077,20.23,0.963472,20.8085,81.8952,6.94422,4.10121,111.401,0.798133,0.116288,38.4998,4.96986,208.005,167.689,4.06,True,True,5,True,54.8988,0.745993,30.4782
random,1,0,7,3.98016,16.4838,0.834358,58.8764,0.797016,0.615242,186.015,20.23,1.01845,21.75,86.5684,5.25173,4.38183,128.655,0.791285,0.104215,37.2669,5.52695,208.038,165.81,4.06,True,True,7,True,54.9015,0.745993,30.4782
random,1,0,8,2.29474,5.09456,0.680481,68.7964,0.874717,0.615694,186.151,20.23,0.5185,19.2059,44.0725,8.6509,5.88677,51.0724,0.879451,0.0631061,28.4013,21.17,208.148,182.071,4.08,True,True,7,True,55.6968,0.745993,30.4782
random,1,1,9,3.92315,8.75837,0.393479,65.5733,0.756786,0.61486,185.899,20.23,0.909346,19.7021,77.2944,8.8252,3.47253,94.2593,0.749721,0.165767,51.806,5.94492,208.043,157.444,4.08,True,True,7,True,58.3745,0.745993,30.4782
random,1,1,10,4.09468,10.6362,0.643001,40.9796,0.81387,0.615192,186,20.23,0.886403,18.4005,75.3443,7.08374,4.55486,80.1423,0.803784,0.102871,31.1363,8.5208,208.039,169.317,4.08,True,True,8,True,59.0624,0.745993,30.4782
random,1,1,11,3.45303,17.2545,0.801217,75.4208,0.804333,0.61522,186.008,20.23,1.04551,25.7362,88.868,5.15042,4.1266,184.92,0.798431,0.114777,50.2202,5.2875,208.026,167.322,4.08,True,True,8,True,59.0624,0.745993,30.4782
random,1,1,12,3.41503,8.27403,0.762345,48.467,0.857492,0.615333,186.042,20.23,0.700529,17.4361,59.545,7.19661,5.4863,56.8717,0.869287,0.0724179,22.6792,11.7665,208.064,178.413,4.08,True,True,8,True,59.4214,0.745993,30.4782
random,1,1,13,3.9107,5.83624,0.800325,46.5803,0.898735,0.615427,186.071,20.23,0.559718,12.1656,47.576,8.15183,6.52411,22.1211,0.932221,0.0523875,16.8528,11.9315,207.957,186.898,4.08,True,True,8,True,60.736,0.745993,22.1211
