seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
8,1,10,4.4,14.2611,0.487384,78.8797,0.760982,0.614806,185.883,20.23,1.10858,21.4157,94.2289,6.60741,3.22034,135.768,0.75255,0.179562,53.2248,5.56058,208.032,158.308,4.06,True,True,135.768,True,60.5968,0.710195,27.0921
8,1,11,4.4,12.0387,0.433163,46.5022,0.7051,0.61418,185.694,20.23,1.05542,20.3887,89.7103,7.45181,3.22785,117.158,0.696753,0.193418,59.0002,6.90752,208.094,146.727,4.06,True,True,117.158,True,62.618,0.7051,27.0921
8,1,12,3.53525,6.73783,0.325271,51.0046,0.770806,0.613907,185.611,20.23,0.810324,19.4831,68.8776,10.2225,3.32508,82.1377,0.775253,0.190303,65.7832,7.42876,208.105,160.408,4.08,True,True,82.1377,True,66.4919,0.7051,27.0921
8,1,13,4.4,15.857,0.463984,67.5247,0.711283,0.613891,185.606,20.23,1.16787,22.5612,99.2693,6.26027,2.90466,158.741,0.704894,0.22143,68.9784,7.10173,208.098,148.017,4.06,False,True,158.741,False,66.4919,0.7051,27.0921
8,1,14,4.4,9.65607,0.378563,43.7826,0.723093,0.614335,185.741,20.23,0.971233,18.7625,82.5548,8.54953,3.23654,91.3003,0.717575,0.195686,56.0039,6.73108,208.085,150.465,4.06,True,True,91.3003,True,67.7257,0.7051,27.0921
8,1,15,4.4,13.4665,0.916667,41.4173,0.832748,0.615361,186.051,20.23,0.879941,16.9989,74.7949,5.55415,5.0913,67.8987,0.831641,0.0823758,23.3257,9.47098,208.019,173.227,4.08,True,True,67.8987,True,68.4188,0.7051,27.0921
8,1,16,4.4,13.4154,0.459109,40,0.700898,0.613976,185.632,20.23,1.09682,21.1885,93.2294,6.94943,3.19055,131.493,0.695517,0.198739,64.1973,7.36841,208.114,145.866,4.06,True,True,131.493,True,68.969,0.700898,27.0921
8,1,17,2.91184,5,0.270026,66.9696,0.788472,0.613495,185.487,20.23,0.685982,20.0246,58.3085,11.6617,3.14897,73.4533,0.793002,0.21209,85.1783,8.32019,208.13,164.105,4.08,True,True,73.4533,True,69.3535,0.700898,27.0921
8,2,18,4.4,5,0.426369,42.7479,0.849604,0.615474,186.085,20.23,0.645485,12.4696,54.8662,10.9732,4.67865,26.8015,0.844906,0.0987428,19.4366,9.15116,207.982,176.702,4.08,True,True,26.8015,True,70.7246,0.700898,26.8015
8,2,19,1.5,5,0.323204,80,0.878584,0.608518,183.982,20.23,0.606751,34.3825,51.5738,10.3148,3.33378,191.538,0.888514,0.197592,204.004,16.6588,208.459,183.149,4.06,True,True,191.538,True,70.7246,0.700898,26.8015
8,2,20,4.4,5,0.272097,80,0.806628,0.615526,186.101,20.23,0.699148,13.5063,59.4276,11.8855,3.23401,34.0572,0.795187,0.18716,35.6541,4.70552,207.974,167.758,4.06,True,True,34.0572,True,72.3241,0.700898,26.8015
8,2,21,2.71891,5,0.424975,51.6952,0.850619,0.614772,185.873,20.23,0.623191,19.4825,52.9712,10.5942,4.50229,63.1654,0.846753,0.110398,44.7642,14.5195,208.109,177.021,4.06,True,True,63.1654,True,72.3241,0.700898,26.8015
8,2,22,3.64984,9.16762,0.350735,80,0.722204,0.614056,185.656,20.23,0.940675,21.9071,79.9574,8.72171,3.05901,120.553,0.716092,0.205278,72.3337,6.61706,208.072,150.27,4.08,True,True,120.553,True,72.3241,0.700898,26.8015
8,2,23,2.65212,5,0.916667,57.6738,0.883204,0.615357,186.05,20.23,0.452509,14.5028,38.4633,7.69265,7.0516,25.4156,0.90904,0.0436774,20.9147,17.9614,208.021,183.725,4.08,True,True,25.4156,True,72.5396,0.700898,25.4156
8,2,24,4.4,8.91957,0.916667,40,0.879599,0.615375,186.055,20.23,0.689544,13.3207,58.6112,6.57108,6.02349,32.6728,0.893479,0.0614973,16.5878,10.9141,207.969,182.929,4.08,True,True,32.6728,True,72.5396,0.700898,25.4156
8,2,25,1.5,5,0.916667,73.2505,0.882331,0.615401,186.063,20.23,0.409809,23.2225,34.8338,6.96676,6.3862,59.016,0.924142,0.0608239,46.3285,31.2154,208.374,183.855,4.06,True,True,59.016,True,72.5396,0.700898,25.4156
8,2,26,4.4,5,0.25,55.2303,0.743573,0.614713,185.855,20.23,0.71047,13.725,60.3899,12.078,3.0195,35.7386,0.734342,0.227977,46.3496,5.91096,208.042,154.694,4.06,True,True,35.7386,True,75.5571,0.700898,25.4156
8,3,27,4.04752,5,0.257806,40,0.780882,0.614444,185.773,20.23,0.707718,14.8624,60.156,12.0312,3.10171,41.7454,0.781906,0.223609,56.411,6.80032,208.078,162.484,4.06,True,True,41.7454,True,75.5571,0.700898,25.4156
8,3,28,3.48847,18.3333,0.916667,40,0.799746,0.614469,185.781,20.23,1.02323,24.932,86.9745,4.74407,4.34873,169.846,0.802862,0.112703,50.3916,6.96207,208.119,166.442,4.06,True,True,169.846,True,75.5571,0.700898,25.4156
8,3,29,3.70884,18.3333,0.53374,40,0.68227,0.612119,185.07,20.23,1.19523,27.3925,101.594,5.5415,2.95772,239.486,0.683829,0.224786,103.698,10.4024,208.216,142.06,4.06,False,True,239.486,False,75.5571,0.700898,25.4156
8,3,30,4.12356,12.647,0.422265,40,0.69663,0.613405,185.459,20.23,1.08106,22.2841,91.8898,7.26575,3.06807,143.353,0.694107,0.21439,76.1071,8.24775,208.145,145,4.06,True,True,143.353,True,76.0653,0.69663,25.4156
8,3,31,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,True,10.9945,True,77.5063,0.69663,10.9945
8,3,32,3.10959,18.3333,0.916667,40,0.811644,0.6139,185.609,20.23,1.01102,27.6361,85.9368,4.68746,4.29684,206.196,0.8184,0.11627,61.9351,7.98104,208.168,168.958,4.06,True,True,206.196,True,77.5063,0.69663,10.9945
8,3,33,3.69318,18.3333,0.916667,80,0.828777,0.615547,186.107,20.23,1.02756,23.6497,87.3425,4.76414,4.36713,153.471,0.820733,0.100086,37.7729,6.64625,207.983,172.371,4.06,True,True,153.471,True,77.5063,0.69663,10.9945
8,3,34,4.4,9.03896,0.343281,69.9534,0.744084,0.614719,185.857,20.23,0.948896,18.3309,80.6561,8.92316,3.06315,85.1445,0.735059,0.206065,53.427,5.97856,208.048,154.805,4.06,True,True,85.1445,True,77.5063,0.69663,10.9945
8,3,35,3.78847,18.3333,0.556768,40,0.690548,0.61256,185.204,20.23,1.18706,26.6334,100.9,5.50363,3.06424,224.85,0.690947,0.211366,94.1141,9.65934,208.195,143.768,4.06,True,True,224.85,True,77.735,0.690548,10.9945
8,4,36,4.4,10.4765,0.36742,40,0.698561,0.61386,185.597,20.23,1.01575,19.6225,86.3391,8.24122,3.02799,104.44,0.69386,0.221678,66.3814,7.51301,208.116,145.382,4.06,True,True,104.44,True,78.1684,0.690548,10.9945
8,4,37,2.06821,5,0.916667,40,0.976108,0.61493,185.921,20.23,0.435422,17.8951,37.0109,7.40217,6.78532,37.2347,1.04311,0.0547164,28.9602,27.8222,208.397,203.418,4.06,True,True,37.2347,True,78.1684,0.690548,10.9945
8,4,38,4.4,7.06244,0.297084,40,0.734596,0.614317,185.735,20.23,0.852552,16.4697,72.4669,10.2609,3.04835,61.7538,0.730421,0.224608,57.604,6.88799,208.088,152.86,4.06,True,True,61.7538,True,78.4337,0.690548,10.9945
8,4,39,4.4,8.91059,0.337522,40,0.714995,0.614078,185.663,20.23,0.94872,18.3276,80.6412,9.05005,3.05459,85.0974,0.71041,0.220334,62.191,7.21152,208.103,148.793,4.06,True,True,85.0974,True,78.6616,0.690548,10.9945
8,4,40,4.4,11.9878,0.399147,40,0.687738,0.613724,185.556,20.23,1.06814,20.6346,90.7923,7.57371,3.02302,121.448,0.682919,0.220565,68.984,7.70662,208.125,143.135,4.06,True,True,121.448,True,79.7291,0.687738,10.9945
8,4,41,4.4,5.47512,0.261548,40.1416,0.756406,0.614582,185.815,20.23,0.748617,14.4619,63.6324,11.6221,3.03975,41.81,0.752787,0.229767,52.3666,6.53531,208.069,157.385,4.06,True,True,41.81,True,79.7291,0.687738,10.9945
8,4,42,2.08971,5,0.916667,80,0.920871,0.615936,186.225,20.23,0.435778,17.7255,37.0411,7.40822,6.79087,36.5619,0.959154,0.0483966,23.7747,20.2809,208.036,191.574,4.08,True,True,36.5619,True,79.7291,0.687738,10.9945
8,4,43,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,10.9988,True,80.37,0.687738,10.9945
8,4,44,4.29766,12.8173,0.415742,40,0.68355,0.613509,185.491,20.23,1.09217,21.6012,92.8348,7.24295,3.0112,136.087,0.679662,0.221363,73.4871,8.04569,208.137,142.272,4.06,True,True,136.087,True,80.8992,0.68355,10.9945
