seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
8,0,0,3.08503,10.6111,0.335477,51.0564,0.705068,0.610772,184.663,20.23,1.01543,27.9776,86.3116,8.13411,2.7288,212.246,0.705006,0.259688,135.647,12.877,208.284,146.855,4.08,False,True,212.246,False,0,inf,inf
8,0,1,2.58152,13.5003,0.591985,74.4186,0.809546,0.612914,185.311,20.23,0.990785,32.623,84.2168,6.23812,3.69287,281.575,0.816124,0.149537,103.112,8.75089,208.174,168.527,4.08,False,True,281.575,False,0,inf,inf
8,0,2,2.01902,7.64185,0.550691,49.9117,0.842569,0.612441,185.168,20.23,0.716638,30.1702,60.9142,7.97113,4.38963,174.191,0.84028,0.117485,89.1148,11.3815,208.312,175.517,4.06,True,True,174.191,True,17.3104,0.842569,174.191
8,0,3,4.32365,18.0319,0.794188,65.9241,0.793158,0.615386,186.058,20.23,1.09011,21.4307,92.659,5.13862,4.08103,133.694,0.784153,0.115789,37.7796,5.03692,208.015,164.989,4.06,True,True,133.694,True,31.6154,0.793158,133.694
8,0,4,3.99086,6.20363,0.730302,62.1215,0.901964,0.615628,186.132,20.23,0.607001,12.9283,51.5951,8.31692,6.07387,27.0921,0.912111,0.0570131,15.6851,10.9208,207.969,187.581,4.08,True,True,27.0921,True,46.1927,0.793158,27.0921
8,0,5,1.67498,16.6446,0.322748,43.6075,0.455598,0.610309,184.523,20.23,1.18447,60.108,100.68,6.04879,1.95223,1142.76,0.455281,0.337458,392.335,52.3666,208.78,95.1197,4.06,False,True,1142.76,False,46.1927,0.793158,27.0921
8,0,6,2.92573,9.06873,0.864035,78.163,0.898006,0.61608,186.268,20.23,0.685009,19.9013,58.2258,6.4205,5.54753,72.4482,0.909689,0.0648544,24.1259,13.9397,208.03,186.812,4.08,True,True,72.4482,True,46.4351,0.793158,27.0921
8,0,7,3.41765,12.0088,0.438261,57.3016,0.710195,0.613081,185.361,20.23,1.03536,25.7503,88.0055,7.3284,3.21175,183.326,0.711382,0.193734,86.8599,8.77345,208.16,147.835,4.08,True,True,183.326,True,52.9991,0.710195,27.0921
8,0,8,3.56856,6.71833,0.908152,42.3789,0.881424,0.615212,186.006,20.23,0.569285,13.5599,48.3892,7.20257,6.54103,27.9518,0.924572,0.0520087,18.2006,13.1156,207.994,183.331,4.08,True,True,27.9518,True,54.9286,0.710195,27.0921
8,1,9,4.4,12.1627,0.432943,60.2094,0.727051,0.614481,185.785,20.23,1.05863,20.4507,89.9833,7.39832,3.20305,118.231,0.718374,0.190571,56.0572,6.41157,208.071,151.278,4.06,True,True,118.231,True,60.5968,0.710195,27.0921
