strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
lhs,3,0,0,1.67829,7.5444,0.660229,51.8081,0.820806,0.612183,185.09,20.23,0.640535,32.441,54.4454,7.21667,4.76465,180.012,0.815067,0.101881,91.2438,18.6557,208.401,171.057,4.04,True,True,0,True,17.9628,0.820806,180.012
lhs,3,0,1,2.21303,6.57552,0.453494,48.2486,0.85867,0.612641,185.228,20.23,0.708492,27.2124,60.2218,9.15848,4.15332,140.1,0.858145,0.13063,86.1534,10.5582,208.264,178.83,4.08,True,True,1,True,25.1485,0.820806,140.1
lhs,3,0,2,3.08382,13.1398,0.840504,72.5499,0.858784,0.615663,186.142,20.23,0.870229,23.9863,73.9694,5.62941,4.73154,133.699,0.861859,0.0901797,39.9576,10.1943,208.042,178.663,4.06,True,True,1,True,26.3001,0.820806,133.699
lhs,3,0,3,4.22411,5.44863,0.391582,65.0435,0.843794,0.615558,186.11,20.23,0.691129,13.9073,58.746,10.7818,4.22195,35.6955,0.837361,0.113003,24.3066,6.58326,207.97,175.484,4.08,True,True,2,True,46.0922,0.820806,35.6955
lhs,3,0,4,2.57388,9.82241,0.703219,43.8193,0.841784,0.61407,185.66,20.23,0.779236,25.7336,66.2351,6.74327,4.74199,137.797,0.839713,0.0991829,54.1168,13.3541,208.204,175.263,4.06,True,True,2,True,46.1771,0.820806,35.6955
lhs,3,0,5,3.44229,11.997,0.644341,79.8093,0.836768,0.61553,186.102,20.23,0.931198,22.9939,79.1519,6.59766,4.25114,131.473,0.831702,0.108078,41.7565,6.56786,207.988,174.038,4.08,True,True,2,True,46.4333,0.820806,35.6955
lhs,3,0,6,3.23522,9.07694,0.417182,59.6538,0.76237,0.613908,185.611,20.23,0.905775,23.7977,76.9909,8.48203,3.53855,136.981,0.760181,0.164826,72.2934,7.66711,208.119,158.664,4.08,True,True,2,True,54.4519,0.76237,35.6955
lhs,3,0,7,2.35973,5.1968,0.336134,57.8304,0.838471,0.612857,185.294,20.23,0.666252,23.9991,56.6314,10.8974,3.66298,102.47,0.838419,0.165022,92.5332,9.97246,208.208,174.577,4.08,True,True,3,True,54.6062,0.76237,35.6955
lhs,3,0,8,3.5425,17.3122,0.7478,52.8472,0.754165,0.614348,185.744,20.23,1.0739,25.7676,91.2818,5.27268,3.94291,190.407,0.747968,0.131593,58.9851,6.95055,208.107,156.947,4.06,True,True,3,True,55.1973,0.754165,35.6955
lhs,3,1,9,3.59999,9.41264,0.623642,56.8901,0.828114,0.615284,186.028,20.23,0.825188,19.4837,70.141,7.45178,4.64725,83.6495,0.827536,0.0962778,32.7654,7.85735,208.042,172.282,4.08,True,True,3,True,55.8405,0.754165,35.6955
lhs,3,1,10,2.67566,15.6172,0.824302,51.1323,0.804041,0.613525,185.496,20.23,0.953866,30.3023,81.0786,5.19161,4.27945,233.888,0.800132,0.116942,74.0683,8.79505,208.204,167.404,4.06,True,True,3,True,55.8405,0.754165,35.6955
lhs,3,1,11,3.91181,7.86247,0.411666,75.6326,0.80943,0.615477,186.086,20.23,0.845195,18.3653,71.8416,9.13728,3.76151,76.1241,0.800748,0.138726,39.8499,4.89441,207.986,168.35,4.08,True,True,6,True,57.0955,0.754165,35.6955
lhs,3,1,12,4.0223,6.84599,0.480873,68.0936,0.849492,0.61568,186.147,20.23,0.74982,15.8454,63.7347,9.30979,4.47683,50.2724,0.843266,0.0991952,25.0732,7.44824,207.979,176.676,4.08,True,True,7,True,57.0955,0.754165,35.6955
lhs,3,1,13,4.36662,8.48179,0.850736,63.6627,0.887723,0.615656,186.14,20.23,0.692463,13.4794,58.8594,6.9395,5.90369,33.5975,0.889891,0.0588271,16.0998,10.1165,207.979,184.628,4.08,True,True,8,True,57.4123,0.754165,33.5975
lhs,3,1,14,4.1624,15.7127,0.613117,66.1741,0.756932,0.614994,185.94,20.23,1.09884,22.4392,93.401,5.9443,3.64455,147.746,0.747659,0.146049,49.7053,5.73175,208.042,157.473,4.06,True,True,8,True,57.6443,0.754165,33.5975
lhs,3,1,15,3.68863,12.5672,0.601506,71.742,0.797668,0.615298,186.032,20.23,0.986799,22.7396,83.8779,6.67436,4.01466,136.258,0.790546,0.121858,45.6246,5.2631,208.02,165.931,4.06,True,True,9,True,57.6528,0.754165,33.5975
lhs,3,1,16,2.42729,8.19597,0.798029,62.4214,0.860111,0.61539,186.06,20.23,0.653351,22.8793,55.5348,6.77587,5.40735,91.3276,0.868879,0.0742961,37.5989,17.5801,208.177,179.055,4.06,True,True,9,True,57.6528,0.754165,33.5975
