strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
sobol,0,0,0,2.78181,11.5185,0.674016,76.9704,0.860232,0.615202,186.003,20.23,0.874512,26.7213,74.3335,6.45343,4.34971,166.744,0.867664,0.108303,57.5188,6.70942,208.054,178.975,4.08,True,True,1,True,17.0807,0.860232,166.744
sobol,0,0,1,3.41925,6.31669,0.816105,61.4382,0.909714,0.615535,186.103,20.23,0.57455,14.2829,48.8368,7.73139,6.30962,31.2989,0.938852,0.0536537,17.5833,13.0194,207.99,189.211,4.08,True,True,2,True,34.5526,0.860232,31.2989
sobol,0,0,2,3.23169,14.1472,0.626772,67.7919,0.777338,0.614491,185.788,20.23,1.02207,26.8826,86.8761,6.14086,3.84892,197.239,0.777056,0.13567,66.2594,6.74896,208.09,161.756,4.08,True,True,2,True,39.9578,0.777338,31.2989
sobol,0,0,3,2.04681,8.1726,0.53816,40.0105,0.876012,0.611563,184.902,20.23,0.756063,31.3978,64.2653,7.86351,4.23183,199.033,0.875637,0.125675,103.707,12.6396,208.348,182.516,4.06,True,True,2,True,39.9578,0.777338,31.2989
sobol,0,0,4,4.35472,13.2214,0.880342,44.9206,0.829348,0.615358,186.05,20.23,0.886277,17.2993,75.3335,5.69785,5.01606,70.8264,0.827926,0.0838381,24.1783,8.55192,208.023,172.523,4.08,True,True,4,True,48.6081,0.777338,31.2989
sobol,0,0,5,2.4583,5.75852,0.281295,67.2965,0.792294,0.611601,184.914,20.23,0.732519,25.3281,62.2641,10.8125,3.04151,125.485,0.7919,0.224701,126.793,11.4408,208.252,164.997,4.06,True,True,4,True,51.2669,0.777338,31.2989
sobol,0,0,6,3.09528,10.5697,0.56173,71.735,0.822701,0.615026,185.949,20.23,0.901087,24.7449,76.5924,7.24644,4.07054,147.336,0.825596,0.122784,56.7795,5.99506,208.055,171.167,4.08,True,True,5,True,51.2669,0.777338,31.2989
sobol,0,0,7,1.74897,9.13375,0.751153,50.3515,0.823517,0.612211,185.098,20.23,0.683035,33.1955,58.058,6.35643,4.77465,200.988,0.818589,0.100514,89.3973,17.2176,208.392,171.614,4.04,True,True,6,True,51.2669,0.777338,31.2989
sobol,0,0,8,3.83011,7.25229,0.738947,46.1865,0.871634,0.615383,186.057,20.23,0.662942,14.7124,56.3501,7.76998,5.7416,38.3188,0.883599,0.0665353,16.9491,10.8138,208.012,181.31,4.08,True,True,7,True,52.5048,0.777338,31.2989
sobol,0,1,9,2.68723,6.88419,0.912377,56.7684,0.871952,0.615025,185.949,20.23,0.556797,17.6121,47.3277,6.87485,6.27246,46.1197,0.886919,0.0554158,20.2991,17.9716,208.129,181.478,4.08,True,True,8,True,52.5048,0.777338,31.2989
sobol,0,1,10,3.49971,8.34908,0.598739,42.3396,0.835171,0.615107,185.974,20.23,0.779453,18.9312,66.2535,7.93542,4.75125,74.5957,0.829848,0.0967845,32.4298,10.2212,208.065,173.77,4.06,True,True,9,True,52.5048,0.777338,31.2989
sobol,0,1,11,2.5137,12.6454,0.728091,53.0831,0.813018,0.613527,185.496,20.23,0.886408,29.9736,75.3447,5.95828,4.33816,212.657,0.809953,0.115114,75.1788,8.98615,208.215,169.282,4.08,True,True,11,True,52.5048,0.777338,31.2989
sobol,0,1,12,4.2402,5.07876,0.441724,75.3834,0.880791,0.615908,186.216,20.23,0.641544,12.8605,54.5313,10.7371,4.74285,28.3344,0.874532,0.0858624,16.7267,9.6617,207.948,183.159,4.08,True,True,11,True,53.176,0.777338,28.3344
sobol,0,1,13,4.10451,15.2513,0.70448,63.858,0.788982,0.615286,186.028,20.23,1.04537,21.6485,88.8563,5.82613,4.10439,130.825,0.781091,0.116452,39.7493,5.22952,208.025,164.128,4.06,True,True,11,True,53.3959,0.777338,28.3344
sobol,0,1,14,2.37733,9.56277,0.45976,46.4841,0.825451,0.611233,184.803,20.23,0.888551,31.7696,75.5269,7.89801,3.63119,239.483,0.825106,0.161897,119.401,12.6294,208.311,171.95,4.06,True,True,11,True,53.3959,0.777338,28.3344
sobol,0,1,15,3.19045,7.70725,0.362594,52.0066,0.780146,0.613373,185.45,20.23,0.852813,22.7207,72.4891,9.40532,3.41031,117.561,0.784541,0.180846,77.8852,8.40925,208.146,162.384,4.08,True,True,12,True,54.4375,0.777338,28.3344
sobol,0,1,16,3.36385,11.933,0.50765,58.1626,0.74768,0.61397,185.63,20.23,0.999815,25.264,84.9842,7.12178,3.61537,170.409,0.743616,0.156052,70.4266,7.55385,208.119,155.607,4.08,True,True,12,True,57.2425,0.74768,28.3344
sobol,0,1,17,1.63668,6.16305,0.658788,70.9295,0.852701,0.614646,185.834,20.23,0.560112,29.0891,47.6095,7.725,5.08913,126.563,0.863493,0.0904383,76.7808,21.5655,208.299,177.617,4.06,True,True,12,True,57.2425,0.74768,28.3344
sobol,0,2,18,3.90563,10.9483,0.852309,65.0555,0.862361,0.615846,186.197,20.23,0.797683,17.3603,67.8031,6.19305,5.27839,64.1971,0.859217,0.0720039,21.3708,10.9278,208.018,179.386,4.08,True,True,13,True,57.3039,0.74768,28.3344
sobol,0,2,19,3.86841,12.3012,0.619341,76.1267,0.817814,0.615552,186.108,20.23,0.968513,21.281,82.3236,6.69234,4.14484,117.127,0.809336,0.112255,37.6602,5.31052,207.988,170.095,4.06,True,True,13,True,57.3089,0.74768,28.3344
sobol,0,2,20,2.87682,6.63558,0.551705,53.5897,0.844475,0.615081,185.966,20.23,0.685377,20.2505,58.2571,8.7795,4.8437,75.0536,0.856215,0.0932955,37.5609,11.7041,208.104,175.738,4.06,True,True,13,True,57.3089,0.74768,28.3344
sobol,0,2,21,2.14465,9.93029,0.749185,69.1333,0.865731,0.614789,185.878,20.23,0.741045,29.3703,62.9888,6.3431,4.75215,170.698,0.871318,0.0970473,68.8533,12.6054,208.193,180.239,4.08,True,True,16,True,57.3089,0.74768,28.3344
sobol,0,2,22,4.04473,8.06175,0.76074,74.9781,0.891997,0.615812,186.187,20.23,0.700734,14.7259,59.5624,7.38827,5.62056,40.5777,0.889816,0.0616681,15.3377,10.0277,207.979,185.517,4.08,True,True,17,True,57.3089,0.74768,28.3344
sobol,0,2,23,2.54455,10.6675,0.825651,43.2567,0.838189,0.614289,185.727,20.23,0.759587,25.3738,64.5649,6.05248,4.99724,130.592,0.832861,0.0895407,47.7818,14.9295,208.215,174.523,4.06,True,True,18,True,57.3089,0.74768,28.3344
sobol,0,2,24,3.0009,5.45261,0.684213,57.7342,0.885322,0.61519,185.999,20.23,0.559634,15.8516,47.5689,8.72406,5.96911,37.5506,0.908175,0.0608269,18.6533,15.9726,208.063,184.203,4.08,True,True,19,True,57.3089,0.74768,28.3344
sobol,0,2,25,3.55958,14.9136,0.87354,51.4976,0.80791,0.615041,185.954,20.23,0.934591,22.3173,79.4402,5.32671,4.6531,124.301,0.807276,0.0966211,38.0935,7.17686,208.075,168.106,4.06,True,True,19,True,57.3089,0.74768,28.3344
sobol,0,2,26,3.73288,8.82789,0.528095,64.6794,0.822499,0.615385,186.058,20.23,0.84323,19.2009,71.6745,8.1191,4.28766,83.0149,0.817805,0.10997,35.3907,6.29426,208.013,171.09,4.06,True,True,21,True,57.5426,0.74768,28.3344
sobol,0,3,27,3.7766,16.1011,0.795202,55.1532,0.783645,0.614983,185.937,20.23,1.02142,22.9891,86.8207,5.39223,4.28791,144.151,0.779921,0.110753,43.0376,5.79854,208.062,163.047,4.06,True,True,21,True,57.5426,0.74768,28.3344
sobol,0,3,28,2.59179,8.66811,0.37324,72.6883,0.785735,0.612039,185.046,20.23,0.881855,28.9212,74.9577,8.64752,3.2276,196.97,0.792208,0.194882,119.499,10.1343,208.214,163.601,4.08,True,True,21,True,57.5426,0.74768,28.3344
sobol,0,3,29,3.58631,6.77363,0.471058,68.2205,0.848035,0.615582,186.118,20.23,0.743049,17.6112,63.1591,9.32426,4.39226,61.5408,0.844905,0.105168,31.5132,7.61227,207.995,176.387,4.08,True,True,22,True,57.7002,0.74768,28.3344
sobol,0,3,30,1.87395,5.39794,0.841551,49.6442,0.901803,0.614672,185.842,20.23,0.470875,21.3582,40.0244,7.41474,6.23988,57.3595,0.934879,0.060794,33.3031,27.6778,208.416,187.95,4.06,True,True,23,True,57.7002,0.74768,28.3344
sobol,0,3,31,4.32396,10.1961,0.647378,53.7604,0.825905,0.615386,186.058,20.23,0.865797,17.0198,73.5928,7.21776,4.67262,66.9719,0.821661,0.0935737,25.8434,6.95632,208.012,171.798,4.08,True,True,24,True,57.8275,0.74768,28.3344
sobol,0,3,32,4.18792,13.6759,0.58217,45.443,0.750818,0.614685,185.846,20.23,1.04945,21.3002,89.2036,6.52269,3.79731,127.145,0.74213,0.142522,47.9862,6.27281,208.072,156.224,4.06,True,True,24,True,59.0964,0.74768,28.3344
sobol,0,3,33,2.29154,7.80482,0.587289,62.985,0.848987,0.61453,185.8,20.23,0.717842,26.6269,61.0166,7.81781,4.59132,135.906,0.858722,0.104623,64.7911,11.3559,208.181,176.743,4.08,True,True,24,True,59.0964,0.74768,28.3344
sobol,0,3,34,3.28511,9.25659,0.901579,78.5466,0.901633,0.615997,186.243,20.23,0.689154,17.8314,58.5781,6.32825,5.70542,58.5134,0.91394,0.0602774,18.4421,12.3186,208.004,187.543,4.08,True,True,25,True,59.0964,0.74768,28.3344
sobol,0,3,35,3.45009,17.0503,0.718675,72.2416,0.773603,0.614794,185.879,20.23,1.07483,26.4807,91.3608,5.3583,3.85088,201.265,0.768457,0.132419,60.1062,6.05846,208.057,160.954,4.08,True,True,25,True,59.0964,0.74768,28.3344
sobol,0,4,36,2.81894,11.8355,0.771571,66.8657,0.851415,0.615291,186.03,20.23,0.842433,25.4021,71.6068,6.05016,4.66813,145.158,0.860536,0.0957778,48.5999,9.62356,208.095,177.175,4.06,True,True,26,True,59.0964,0.74768,28.3344
sobol,0,4,37,4.00311,5.85703,0.391296,44.1015,0.824047,0.615202,186.003,20.23,0.722517,15.3416,61.414,10.4855,4.10294,45.4105,0.819913,0.128093,32.3935,7.93614,208.018,171.417,4.06,True,True,26,True,60.0241,0.74768,28.3344
sobol,0,4,38,4.03306,13.8686,0.756272,62.7713,0.814366,0.615435,186.073,20.23,0.965192,20.3422,82.0413,5.9156,4.4738,106.654,0.807769,0.0989702,32.7914,6.21513,208.019,169.404,4.08,True,True,26,True,60.1107,0.74768,28.3344
sobol,0,4,39,2.8482,7.97173,0.407246,45.0703,0.825808,0.61289,185.304,20.23,0.840743,25.0907,71.4631,8.96456,3.65079,141.337,0.827847,0.161768,85.1572,9.41824,208.196,171.929,4.08,True,True,26,True,60.1107,0.74768,28.3344
sobol,0,4,40,3.48561,9.86632,0.437031,50.9149,0.760139,0.613884,185.604,20.23,0.943685,23.0127,80.2132,8.13001,3.55306,133.453,0.763043,0.164519,66.9968,7.57098,208.119,158.199,4.08,True,True,27,True,60.1107,0.74768,28.3344
sobol,0,4,41,2.11603,11.2892,0.875211,72.0303,0.874259,0.615068,185.962,20.23,0.741713,29.7943,63.0456,5.58458,4.88769,175.822,0.877274,0.0911743,65.9583,14.3826,208.186,182.008,4.08,True,True,28,True,60.1107,0.74768,28.3344
sobol,0,4,42,4.19796,6.49101,0.613657,66.459,0.880285,0.615854,186.2,20.23,0.672218,13.611,57.1385,8.80271,5.40184,33.2552,0.878281,0.0686875,15.621,10.2991,207.982,183.084,4.08,True,True,29,True,60.1133,0.74768,28.3344
sobol,0,4,43,4.33367,16.3511,0.533189,73.0583,0.740456,0.614546,185.804,20.23,1.15198,22.5948,97.9182,5.98848,3.19299,157.047,0.732294,0.184015,58.741,6.11696,208.057,154.057,4.06,True,True,29,True,60.9167,0.740456,28.3344
sobol,0,4,44,2.43723,8.89189,0.632079,55.3698,0.830045,0.614215,185.704,20.23,0.761508,26.5581,64.7282,7.27946,4.6012,143.429,0.836161,0.104123,61.4934,11.3041,208.193,172.809,4.06,True,True,29,True,60.9167,0.740456,28.3344
