strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,0,0,0,3.85848,17.1701,0.654424,69.1799,0.744362,0.614755,185.868,20.23,1.11557,24.5754,94.8239,5.52262,3.61414,179.916,0.736069,0.148319,57.7437,6.09839,208.057,154.87,4.08,True,True,1,True,24.2926,0.744362,179.916
random,0,0,1,3.07651,17.4676,0.793902,40.1095,0.803202,0.613401,185.458,20.23,1.0448,28.8665,88.8081,5.08415,4.03632,232.483,0.808989,0.130406,73.6106,8.74334,208.189,167.218,4.06,True,True,1,True,24.2926,0.744362,179.916
random,0,0,2,3.98647,5.44781,0.736437,47.0262,0.898481,0.61542,186.069,20.23,0.557784,11.8931,47.4117,8.70289,6.40913,21.0682,0.92644,0.0541864,16.0381,11.6671,207.956,186.844,4.08,True,True,1,True,46.5676,0.744362,21.0682
random,0,0,3,4.00322,12.2195,0.449808,56.9075,0.703658,0.614112,185.673,20.23,1.04895,22.2722,89.1604,7.29658,3.28206,138.946,0.697067,0.18455,63.9724,7.06669,208.097,146.429,4.06,True,True,1,True,57.9087,0.703658,21.0682
random,0,0,4,1.58213,6.65711,0.697083,65.8876,0.819883,0.614001,185.639,20.23,0.570088,30.6281,48.4575,7.27906,5.07411,142.807,0.830078,0.0913591,82.299,23.0205,208.356,170.828,4.06,True,True,1,True,57.9087,0.703658,21.0682
random,0,0,5,3.28462,10.1157,0.914807,79.2334,0.897742,0.616075,186.267,20.23,0.721879,18.6809,61.3597,6.06579,5.54903,67.2715,0.90716,0.0633922,20.1645,12.3294,208.003,186.733,4.08,True,True,1,True,57.9617,0.703658,21.0682
random,0,0,6,3.48807,13.6728,0.708964,55.5569,0.789973,0.614836,185.892,20.23,0.970568,23.6515,82.4983,6.03375,4.27772,144.982,0.788328,0.112843,47.2306,6.12744,208.078,164.376,4.06,True,True,1,True,57.9617,0.703658,21.0682
random,0,0,7,2.90892,16.8598,0.872696,54.3118,0.795946,0.614146,185.683,20.23,0.979699,28.6272,83.2744,4.93922,4.31044,214.398,0.798601,0.113509,64.3774,7.66357,208.156,165.681,4.06,True,True,2,True,57.9617,0.703658,21.0682
random,0,0,8,3.15744,9.29159,0.6462,53.5164,0.829843,0.615025,185.949,20.23,0.798171,21.4872,67.8445,7.30171,4.71837,98.4068,0.835386,0.096152,38.9224,9.36178,208.089,172.681,4.06,True,True,2,True,60.7143,0.703658,21.0682
random,0,1,9,4.0418,5.78091,0.474078,46.0112,0.843892,0.615397,186.062,20.23,0.681726,14.3368,57.9467,10.0238,4.75207,37.4184,0.842316,0.095318,22.5025,9.19404,208.003,175.532,4.08,True,True,4,True,64.0206,0.703658,21.0682
random,0,1,10,2.55882,6.4066,0.669405,77.0862,0.895294,0.616136,186.285,20.23,0.610694,20.2863,51.909,8.10242,5.4238,67.1116,0.898584,0.0703861,29.9291,16.3725,208.055,186.27,4.08,True,True,7,True,64.0206,0.703658,21.0682
random,0,1,11,3.29862,18.268,0.882629,58.4018,0.784359,0.614676,185.844,20.23,1.0325,26.6058,87.7623,4.80417,4.2403,195.169,0.783945,0.11395,55.2424,6.56152,208.1,163.225,4.06,True,True,8,True,64.0206,0.703658,21.0682
random,0,1,12,3.69741,11.6323,0.602875,71.4314,0.81275,0.615441,186.075,20.23,0.944325,21.7091,80.2676,6.90041,4.16008,118.843,0.805885,0.1138,40.7539,5.21094,208.01,169.06,4.06,True,True,8,True,64.3642,0.703658,21.0682
random,0,1,13,2.7025,14.7931,0.724095,77.2824,0.83595,0.614281,185.724,20.23,0.975939,30.6956,82.9548,5.60766,4.06048,245.551,0.842517,0.123641,77.1509,6.84373,208.099,173.961,4.08,True,True,8,True,64.3642,0.703658,21.0682
