seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
7,0,0,2.07847,7.2791,0.749571,47.3726,0.849258,0.614147,185.684,20.23,0.612427,25.0455,52.0563,7.15148,5.36055,102.585,0.850385,0.0796796,47.1877,22.7192,208.311,176.91,4.06,True,True,102.585,True,30.286,0.849258,102.585
7,0,1,3.57698,12.5031,0.402879,64.9993,0.662156,0.612873,185.298,20.23,1.07126,25.4564,91.0569,7.28274,2.93406,185.377,0.659713,0.223253,93.0987,8.85837,208.16,137.835,4.08,False,True,185.377,False,30.286,0.849258,102.585
7,0,2,4.10878,10.6231,0.799605,58.6715,0.85146,0.615623,186.13,20.23,0.810437,16.7658,68.8871,6.48466,5.18517,60.8329,0.848486,0.0758252,21.6617,9.3283,208.018,177.119,4.08,True,True,60.8329,True,38.104,0.849258,60.8329
7,0,3,2.61027,15.8455,0.475068,71.2003,0.703178,0.609979,184.423,20.23,1.1217,36.5265,95.3443,6.01711,2.85854,399.633,0.706946,0.228783,166.404,13.6882,208.325,146.49,4.06,False,True,399.633,False,38.104,0.849258,60.8329
7,0,4,2.50792,9.87295,0.29837,75.0435,0.701821,0.609235,184.199,20.23,0.971126,32.914,82.5457,8.36079,2.49461,280.935,0.703946,0.291399,191.963,15.5075,208.373,146.24,4.06,False,True,280.935,False,38.104,0.849258,60.8329
7,0,5,4.00006,16.9928,0.645709,52.592,0.722455,0.614379,185.754,20.23,1.11916,23.7818,95.1285,5.59818,3.61479,169.025,0.716203,0.153473,57.873,6.75601,208.091,150.336,4.06,True,True,169.025,True,49.9502,0.722455,60.8329
7,0,6,3.10452,6.54849,0.578892,68.764,0.881535,0.615863,186.203,20.23,0.671593,18.3878,57.0854,8.71733,5.0464,60.6368,0.889917,0.0811596,27.7386,13.5869,208.031,183.386,4.08,True,True,60.6368,True,49.981,0.722455,60.6368
7,0,7,1.61238,13.6699,0.904075,41.3714,0.82078,0.609911,184.403,20.23,0.781971,41.2232,66.4675,4.86233,4.39591,354.848,0.818144,0.114631,137.919,17.7984,208.499,171.132,4.06,False,True,354.848,False,49.981,0.722455,60.6368
7,0,8,1.83974,11.5502,0.506535,51.094,0.765844,0.608806,184.069,20.23,0.92549,42.7596,78.6666,6.81083,3.44993,451.864,0.764502,0.171477,187.909,19.7518,208.495,159.674,4.06,False,True,451.864,False,49.981,0.722455,60.6368
7,1,9,4.4,11.3202,0.417308,66.846,0.744402,0.614754,185.867,20.23,1.02944,19.8869,87.5023,7.72974,3.22568,108.718,0.735279,0.185811,52.7662,5.98771,208.05,154.873,4.06,True,True,108.718,True,56.3045,0.722455,60.6368
7,1,10,2.6468,5,0.916667,40,0.829981,0.615285,186.028,20.23,0.452214,14.5225,38.4382,7.68764,7.047,25.468,0.856405,0.0452642,20.8705,20.0598,208.16,172.769,4.06,True,True,25.468,True,64.6704,0.722455,25.468
7,1,11,4.4,9.63966,0.404708,40,0.748101,0.614605,185.822,20.23,0.960244,18.5502,81.6208,8.46718,3.42674,88.2362,0.743027,0.176955,51.0648,6.49476,208.075,155.661,4.06,True,True,88.2362,True,66.3475,0.722455,25.468
7,1,12,4.4,13.4358,0.447182,79.9314,0.75501,0.614616,185.826,20.23,1.0969,21.19,93.2362,6.9394,3.10318,131.522,0.747086,0.192567,56.0292,5.72297,208.04,157.072,4.06,True,True,131.522,True,66.3475,0.722455,25.468
