strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
sobol,3,0,0,3.52828,12.1292,0.530215,55.5018,0.751364,0.614261,185.718,20.23,1.00159,24.1293,85.1348,7.01897,3.72156,155.72,0.745231,0.147775,61.9156,7.04412,208.101,156.36,4.06,True,True,0,True,30.6672,0.751364,155.72
sobol,3,0,1,2.6469,7.9843,0.799818,62.1206,0.86973,0.61558,186.117,20.23,0.650032,20.8745,55.2527,6.92017,5.53487,75.637,0.882799,0.0701027,30.6054,16.8949,208.141,181.026,4.06,True,True,0,True,44.1997,0.751364,75.637
sobol,3,0,2,1.85054,17.5358,0.343968,46.9831,0.51305,0.609867,184.39,20.23,1.20364,55.2863,102.309,5.83431,2.00682,982.425,0.512523,0.340644,365.97,43.1558,208.722,107.085,4.06,False,True,0,False,44.1997,0.751364,75.637
sobol,3,0,3,3.77428,8.38584,0.658021,70.3255,0.869138,0.615932,186.223,20.23,0.757143,17.0515,64.3572,7.6745,5.04998,58.7858,0.865341,0.0775826,21.9846,11.1332,207.998,180.778,4.08,True,True,0,True,47.1046,0.751364,58.7858
sobol,3,0,4,4.15208,15.1664,0.912279,75.1476,0.849775,0.615735,186.164,20.23,0.937976,19.2019,79.7279,5.25687,4.79573,92.3526,0.841865,0.0821657,24.6378,9.00849,207.982,176.738,4.08,True,True,0,True,48.3316,0.751364,58.7858
sobol,3,0,5,2.18178,10.97,0.43469,42.2398,0.792226,0.609086,184.153,20.23,0.960578,37.4232,81.6492,7.44292,3.23537,359.238,0.79095,0.194019,177.91,17.7125,208.437,165.129,4.06,False,True,0,False,48.3316,0.751364,58.7858
sobol,3,0,6,2.31423,14.7649,0.713216,67.4162,0.816004,0.61259,185.213,20.23,0.963595,35.3921,81.9056,5.54732,3.95644,322.312,0.824402,0.134329,108.829,10.0856,208.238,169.923,4.06,False,True,0,False,48.3316,0.751364,58.7858
sobol,3,0,7,3.1519,5.56346,0.27446,50.2847,0.791985,0.612927,185.315,20.23,0.738687,19.9208,62.7884,11.2858,3.09752,78.2785,0.793895,0.221089,86.2097,9.01936,208.161,164.861,4.08,True,True,0,True,53.0795,0.751364,58.7858
sobol,3,0,8,3.12708,17.2368,0.675361,44.5099,0.76982,0.612786,185.272,20.23,1.09231,29.691,92.8462,5.38652,3.63785,257.137,0.774768,0.156218,88.8659,9.56323,208.205,160.28,4.08,False,True,0,False,53.0795,0.751364,58.7858
sobol,3,1,9,2.51473,9.75908,0.322731,77.8866,0.73609,0.609679,184.333,20.23,0.954347,32.2577,81.1195,8.3122,2.68261,265.18,0.738767,0.260618,172.447,13.4641,208.324,153.345,4.06,False,True,0,False,53.0795,0.751364,58.7858
