strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
random,9,0,0,4.02372,8.82423,0.652099,71.1014,0.863198,0.615881,186.208,20.23,0.78754,16.6366,66.9409,7.58604,4.94685,58.2062,0.85744,0.0796335,21.3747,10.3187,207.987,179.534,4.08,True,True,0,True,35.8466,0.863198,58.2062
random,9,0,1,3.57662,17.2051,0.823596,76.7295,0.813029,0.615398,186.062,20.23,1.03673,24.6385,88.1224,5.12188,4.21836,168.06,0.805888,0.1089,44.3592,4.93866,208.007,169.116,4.08,True,True,0,True,40.5819,0.813029,58.2062
random,9,0,2,4.0603,17.1708,0.722138,62.1799,0.766082,0.615056,185.959,20.23,1.09223,22.8651,92.8392,5.4068,3.90446,152.485,0.758373,0.128953,46.4144,5.66294,208.044,159.379,4.06,True,True,4,True,46.5256,0.766082,58.2062
random,9,0,3,4.17739,6.19641,0.496754,64.2376,0.85988,0.615691,186.15,20.23,0.70146,14.273,59.6241,9.62236,4.77995,38.1597,0.855072,0.0878573,20.1626,8.59466,207.981,178.838,4.08,True,True,4,True,50.4233,0.766082,38.1597
random,9,0,4,2.59346,13.3123,0.771397,43.146,0.832975,0.613318,185.433,20.23,0.894456,29.3155,76.0287,5.71117,4.40558,205.269,0.834185,0.112971,71.0304,9.16637,208.227,173.448,4.06,True,True,6,True,50.4233,0.766082,38.1597
random,9,0,5,3.22826,12.9292,0.428312,46.7757,0.723027,0.611645,184.927,20.23,1.07345,28.2638,91.2429,7.05713,3.02265,228.986,0.724833,0.217522,113.928,11.2052,208.242,150.565,4.08,True,True,7,True,51.8639,0.723027,38.1597
random,9,0,6,3.72276,13.969,0.7835,48.7831,0.799583,0.614983,185.937,20.23,0.948945,21.6668,80.6604,5.77424,4.52411,118.96,0.796528,0.102326,38.1998,6.70251,208.067,166.367,4.06,True,True,7,True,53.8853,0.723027,38.1597
random,9,0,7,3.76792,12.2009,0.661137,63.701,0.809704,0.615331,186.042,20.23,0.940884,21.2253,79.9751,6.55484,4.33365,113.191,0.804238,0.106637,37.8538,5.90753,208.028,168.441,4.06,True,True,8,True,54.1748,0.723027,38.1597
random,9,0,8,3.34406,9.30541,0.730402,40.5867,0.842084,0.615108,185.974,20.23,0.764634,19.4356,64.9939,6.98452,5.10151,77.1292,0.840393,0.0848154,29.6292,11.54,208.085,175.225,4.08,True,True,8,True,54.8165,0.723027,38.1597
random,9,1,9,2.59394,5.72885,0.333882,76.1835,0.846089,0.613953,185.625,20.23,0.708088,23.2031,60.1875,10.506,3.50777,101.8,0.852476,0.171715,86.2677,7.71594,208.111,176.08,4.08,True,True,8,True,54.8165,0.723027,38.1597
random,9,1,10,3.24738,15.5457,0.653813,62.8756,0.757409,0.614129,185.678,20.23,1.05562,27.6308,89.7278,5.77185,3.77371,215.211,0.757535,0.141736,71.2772,7.36491,208.116,157.629,4.08,True,True,8,True,54.936,0.723027,38.1597
random,9,1,11,3.8054,13.3087,0.59021,62.2617,0.765507,0.614913,185.915,20.23,1.02424,22.8781,87.0602,6.54162,3.86093,143.156,0.759709,0.13392,50.28,5.93514,208.054,159.267,4.06,True,True,8,True,55.2899,0.723027,38.1597
random,9,1,12,3.14986,9.56035,0.695173,56.2746,0.839416,0.615206,186.004,20.23,0.787771,21.2582,66.9605,7.00398,4.86898,95.0656,0.846001,0.0896483,35.8824,9.76113,208.085,174.67,4.06,True,True,8,True,55.3383,0.723027,38.1597
random,9,1,13,3.3981,11.4636,0.748956,67.7224,0.84732,0.615636,186.134,20.23,0.855207,21.3921,72.6926,6.34114,4.74924,104.508,0.845073,0.089437,33.7908,9.03986,208.033,176.271,4.06,True,True,8,True,55.3383,0.723027,38.1597
random,9,1,14,3.6255,16.2706,0.582538,45.1634,0.727594,0.613281,185.422,20.23,1.11993,26.2569,95.1942,5.85068,3.40825,206.18,0.729269,0.174654,79.0408,8.5332,208.16,151.456,4.06,True,True,9,True,56.0914,0.723027,38.1597
