strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,4,0,0,4.23486,11.8177,0.900829,43.2334,0.844868,0.615378,186.056,20.23,0.819666,16.4519,69.6716,5.89553,5.31086,59.2432,0.846869,0.0763629,21.3374,9.20472,208.018,175.748,4.08,True,True,True,39.3893,0.844868,59.2432
heuristic,4,0,1,4.4,11.8177,0.900829,43.2334,0.846596,0.615408,186.065,20.23,0.82249,15.889,69.9116,5.91584,5.32916,55.4489,0.848166,0.0755879,20.3805,9.21701,208.009,176.1,4.08,True,True,True,40.1182,0.844868,55.4489
heuristic,4,0,2,4.4,16.4844,0.900829,43.2334,0.803246,0.615222,186.009,20.23,0.993795,19.1983,84.4726,5.12441,4.61621,97.8119,0.798412,0.0978064,30.3099,7.58283,208.036,167.104,4.08,True,True,True,46.9706,0.803246,55.4489
heuristic,4,0,3,4.4,7.15103,0.900829,43.2334,0.898599,0.615418,186.068,20.23,0.607099,11.728,51.6034,7.21621,6.50057,22.2987,0.923281,0.0533402,17.0132,11.3504,207.944,186.859,4.08,True,True,True,51.6153,0.803246,22.2987
heuristic,4,0,4,4.4,7.15103,0.916667,43.2334,0.899858,0.615435,186.073,20.23,0.601867,11.627,51.1587,7.15403,6.55786,21.7272,0.926266,0.0525417,17.1461,11.3007,207.942,187.119,4.08,True,True,True,51.6946,0.803246,21.7272
heuristic,4,0,5,4.4,7.15103,0.916667,57.2334,0.910454,0.615732,186.163,20.23,0.601921,11.628,51.1633,7.15467,6.55845,21.733,0.928965,0.0504564,17.205,10.5437,207.931,189.312,4.08,True,True,True,51.6946,0.803246,21.7272
heuristic,4,0,6,4.4,7.15103,0.916667,40,0.896976,0.615361,186.051,20.23,0.601829,11.6262,51.1554,7.15357,6.55744,21.723,0.925818,0.0528835,17.1779,11.727,207.946,186.522,4.08,True,True,True,51.7507,0.803246,21.723
heuristic,4,0,7,4.4,11.8177,0.916667,40,0.848721,0.615381,186.057,20.23,0.815742,15.7586,69.338,5.8673,5.37836,54.0953,0.851046,0.0751155,20.0195,9.68351,208.006,176.539,4.08,True,True,True,51.816,0.803246,21.723
heuristic,4,0,8,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,True,53.4499,0.803246,10.9988
heuristic,4,1,9,3.385,5,0.916667,40,0.849281,0.615465,186.082,20.23,0.466677,11.7186,39.6675,7.9335,7.27238,17.1134,0.91914,0.0412216,19.1118,14.6944,208.031,176.677,4.06,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,10,4.4,5,0.683333,40,0.894861,0.615422,186.069,20.23,0.550477,10.6342,46.7905,9.3581,6.3947,16.6233,0.922026,0.0553849,14.9035,11.4341,207.945,186.081,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,11,4.4,5,0.916667,54,0.918436,0.615673,186.145,20.23,0.479786,9.2686,40.7818,8.15637,7.47667,11.0064,0.974422,0.0412107,17.8084,10.7732,207.921,190.962,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,12,4.4,5,0.916667,54,0.918436,0.615673,186.145,20.23,0.479786,9.2686,40.7818,8.15637,7.47667,11.0064,0.974422,0.0412107,17.8084,10.7732,207.921,190.962,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,13,3.385,5,0.916667,40,0.849281,0.615465,186.082,20.23,0.466677,11.7186,39.6675,7.9335,7.27238,17.1134,0.91914,0.0412216,19.1118,14.6944,208.031,176.677,4.06,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,14,4.4,9.66667,0.916667,40,0.871397,0.615385,186.058,20.23,0.723939,13.9852,61.5348,6.36567,5.8352,37.81,0.881367,0.0650474,16.3144,10.6325,207.98,181.233,4.08,True,True,True,55.116,0.803246,10.9988
heuristic,4,1,15,3.07743,17.0295,0.568102,57.2199,0.710996,0.61203,185.044,20.23,1.13163,31.2561,96.1883,5.64832,3.20883,295.216,0.712881,0.191358,110.77,10.6258,208.228,148.049,4.08,False,True,False,55.116,0.803246,10.9988
heuristic,4,1,16,4.09243,17.0295,0.568102,57.2199,0.696663,0.614013,185.643,20.23,1.15391,23.9667,98.082,5.75953,3.272,176.993,0.688153,0.182599,66.4823,7.2127,208.105,144.979,4.06,True,True,True,64.2238,0.696663,10.9988
heuristic,4,1,17,4.09243,18.3333,0.568102,57.2199,0.680163,0.613642,185.531,20.23,1.18573,24.6276,100.787,5.49747,3.12312,192.043,0.672191,0.198204,73.2742,7.71823,208.123,141.557,4.06,True,True,True,65.3855,0.680163,10.9988
heuristic,4,2,18,4.09243,12.3629,0.568102,57.2199,0.771276,0.615011,185.945,20.23,1.00462,20.866,85.3925,6.90718,3.92398,116.801,0.765041,0.130611,43.1726,5.64669,208.042,160.458,4.06,True,True,True,67.3098,0.680163,10.9988
heuristic,4,2,19,4.09243,12.3629,0.801436,57.2199,0.831876,0.615465,186.082,20.23,0.883988,18.3605,75.139,6.07779,4.87096,79.5762,0.827754,0.0855518,26.3033,7.6163,208.024,173.05,4.08,True,True,True,67.5468,0.680163,10.9988
heuristic,4,2,20,4.09243,12.3629,0.801436,71.2199,0.850766,0.615794,186.182,20.23,0.883333,18.3469,75.0833,6.07329,4.86735,79.3995,0.843893,0.0813473,23.9715,9.71832,207.992,176.953,4.08,True,True,True,67.5468,0.680163,10.9988
heuristic,4,2,21,4.09243,12.3629,0.801436,43.2199,0.822227,0.615265,186.022,20.23,0.884316,18.3673,75.1669,6.08005,4.87277,79.6649,0.819755,0.0896772,27.5409,8.86914,208.037,171.054,4.08,True,True,True,67.7219,0.680163,10.9988
heuristic,4,2,22,4.09243,12.3629,0.801436,57.2199,0.831876,0.615465,186.082,20.23,0.883988,18.3605,75.139,6.07779,4.87096,79.5762,0.827754,0.0855518,26.3033,7.6163,208.024,173.05,4.08,True,True,True,67.7219,0.680163,10.9988
heuristic,4,2,23,4.09243,12.3629,0.801436,40,0.823932,0.615266,186.022,20.23,0.884343,18.3678,75.1691,6.08023,4.87292,79.672,0.818828,0.0905077,27.7087,9.82367,208.038,171.409,4.08,True,True,True,67.7219,0.680163,10.9988
heuristic,4,2,24,4.09243,12.3629,0.916667,43.2199,0.840219,0.615342,186.045,20.23,0.832003,17.2808,70.7203,5.72038,5.24368,66.3467,0.841876,0.0783315,23.022,9.25011,208.029,174.79,4.08,True,True,True,67.7834,0.680163,10.9988
heuristic,4,2,25,4.09243,17.0295,0.916667,43.2199,0.797014,0.615086,185.968,20.23,0.997644,20.7211,84.7998,4.97957,4.56461,114.386,0.791185,0.100703,34.4944,7.40135,208.054,165.822,4.06,True,True,True,67.7984,0.680163,10.9988
heuristic,4,2,26,4.09243,7.6962,0.916667,43.2199,0.891552,0.615292,186.03,20.23,0.625581,12.9933,53.1744,6.90917,6.33341,28.2029,0.91482,0.0558056,17.2829,11.9234,207.966,185.412,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,27,4.4,7.6962,0.916667,43.2199,0.894924,0.61538,186.056,20.23,0.629943,12.1694,53.5452,6.95735,6.37757,24.9118,0.915643,0.0551796,16.9863,11.5457,207.95,186.099,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,28,3.385,7.6962,0.916667,43.2199,0.871611,0.615066,185.962,20.23,0.613021,15.3934,52.1068,6.77045,6.20625,38.7896,0.903539,0.0575724,18.2676,12.4578,208.038,181.328,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,29,4.4,7.6962,0.683333,43.2199,0.860025,0.615415,186.067,20.23,0.71891,13.888,61.1074,7.93994,5.42562,37.0275,0.864151,0.0736957,17.2693,9.68681,207.99,178.877,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,30,2.01531,13.118,0.71991,77.7121,0.872478,0.612297,185.124,20.23,0.877378,37.0053,74.5771,5.68509,4.09275,320.836,0.874692,0.128268,119.372,9.86568,208.24,181.685,4.06,False,True,False,67.7984,0.680163,10.9988
heuristic,4,3,31,2.01531,17.7847,0.71991,77.7121,0.824991,0.609591,184.306,20.23,1.02716,43.3225,87.3082,4.90918,3.53416,514.792,0.827029,0.162685,171.929,13.2074,208.345,171.883,4.06,False,True,False,67.7984,0.680163,10.9988
heuristic,4,3,32,2.01531,8.45135,0.71991,77.7121,0.891694,0.615301,186.033,20.23,0.676576,28.536,57.5089,6.8047,4.89877,147.12,0.89281,0.0916003,66.0702,15.9888,208.155,185.61,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,33,2.01531,8.45135,0.71991,80,0.896339,0.615313,186.036,20.23,0.676169,28.5189,57.4744,6.80061,4.89583,146.855,0.896706,0.0913804,65.9018,16.3118,208.137,186.561,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,34,2.01531,8.45135,0.71991,63.7121,0.84359,0.61452,185.796,20.23,0.678796,28.6297,57.6976,6.82703,4.91485,148.573,0.85099,0.092845,66.8164,16.3705,208.248,175.676,4.06,True,True,True,67.7984,0.680163,10.9988
heuristic,4,3,35,2.01531,8.45135,0.916667,63.7121,0.837947,0.615147,185.986,20.23,0.603467,25.4525,51.2947,6.0694,5.56362,104.396,0.843599,0.0721253,46.0709,21.2141,208.274,174.522,4.06,True,True,True,67.7984,0.680163,10.9988
heuristic,4,4,36,3.03031,8.45135,0.916667,63.7121,0.891775,0.615751,186.169,20.23,0.640794,17.9742,54.4675,6.44483,5.90776,55.2827,0.911148,0.0604165,21.0661,15.623,208.077,185.558,4.08,True,True,True,67.7984,0.680163,10.9988
heuristic,4,4,37,1.5,8.45135,0.916667,63.7121,0.791051,0.613751,185.564,20.23,0.570897,32.3508,48.5263,5.74183,5.26335,159.55,0.799351,0.0850089,82.4918,28.2161,208.413,164.865,4.04,True,True,True,67.7984,0.680163,10.9988
heuristic,4,4,38,1.5,13.118,0.916667,63.7121,0.776589,0.610856,184.689,20.23,0.74569,42.2558,63.3837,4.8318,4.42915,355.549,0.783778,0.115265,143.268,16.1896,208.456,161.885,4.06,False,True,False,67.7984,0.680163,10.9988
heuristic,4,4,39,1.5,5,0.916667,63.7121,0.852095,0.614833,185.891,20.23,0.410138,23.2411,34.8617,6.97234,6.39131,59.1579,0.866956,0.0618106,44.777,30.4337,208.477,177.642,4.06,True,True,True,67.7984,0.680163,10.9988
heuristic,4,4,40,1.5,5,0.683333,63.7121,0.807368,0.614399,185.76,20.23,0.476404,26.9963,40.4944,8.09888,5.53423,92.7153,0.813361,0.0786065,64.5963,28.6179,208.404,168.259,4.04,True,True,True,67.8741,0.680163,10.9988
heuristic,4,4,41,2.515,5,0.683333,63.7121,0.878196,0.615298,186.032,20.23,0.518426,17.5214,44.0662,8.81325,6.02239,42.5003,0.88717,0.0601414,23.1091,19.9262,208.123,182.773,4.08,True,True,True,67.8741,0.680163,10.9988
heuristic,4,4,42,1.5,5,0.683333,77.7121,0.879716,0.615382,186.057,20.23,0.474206,26.8716,40.3075,8.06149,5.50869,91.4375,0.898417,0.0786972,67.6627,27.6455,208.284,183.231,4.08,True,True,True,67.8741,0.680163,10.9988
heuristic,4,4,43,1.5,5,0.683333,49.7121,0.864039,0.612999,185.337,20.23,0.47818,27.0969,40.6453,8.12906,5.55486,93.7558,0.882399,0.0777145,64.827,33.3801,208.486,180.14,4.04,True,True,True,67.8741,0.680163,10.9988
