strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,5,3,33,2.4474,5.8107,0.853731,50.8581,0.842327,0.614943,185.924,20.23,0.51108,17.7502,43.4418,7.47616,6.38263,42.9994,0.846544,0.0545594,20.6664,19.5924,208.2,175.372,4.08,True,True,True,67.0931,0.710784,11.8489
heuristic,5,3,34,2.4474,5.8107,0.853731,64.8581,0.882238,0.615248,186.017,20.23,0.510781,17.7398,43.4164,7.4718,6.3789,42.9242,0.892725,0.0538034,21.7455,20.3958,208.128,183.619,4.08,True,True,True,67.0931,0.710784,11.8489
heuristic,5,3,35,2.4474,5.8107,0.853731,40,0.86702,0.615056,185.958,20.23,0.511064,17.7496,43.4405,7.47594,6.38244,42.9955,0.892947,0.0538032,21.4654,20.8549,208.242,180.55,4.06,True,True,True,67.0931,0.710784,11.8489
heuristic,5,4,36,2.4474,10.4774,0.853731,50.8581,0.827065,0.614559,185.808,20.23,0.735292,25.5372,62.4998,5.96522,5.09269,128.049,0.831248,0.085534,47.4943,14.5623,208.217,172.209,4.06,True,True,True,67.0931,0.710784,11.8489
heuristic,5,4,37,2.4474,5,0.853731,50.8581,0.84838,0.615135,185.982,20.23,0.464427,16.1299,39.4763,7.89526,6.74043,32.2664,0.857414,0.0482911,20.953,20.8339,208.166,176.604,4.08,True,True,True,67.2827,0.710784,11.8489
heuristic,5,4,38,2.4474,5,0.916667,50.8581,0.84983,0.615251,186.018,20.23,0.447289,15.5347,38.0195,7.60391,6.97025,28.8244,0.863392,0.0443154,21.594,21.0656,208.145,176.888,4.08,True,True,True,67.3391,0.710784,11.8489
heuristic,5,4,39,2.4474,5,0.916667,64.8581,0.901478,0.615259,186.02,20.23,0.447234,15.5328,38.0149,7.60298,6.9694,28.8139,0.927101,0.0459187,21.5631,19.9911,208.032,187.537,4.08,True,True,True,67.3391,0.710784,11.8489
heuristic,5,4,40,2.4474,5,0.916667,40,0.880499,0.615183,185.997,20.23,0.447131,15.5292,38.0061,7.60122,6.96779,28.7939,0.921628,0.0459673,21.5415,22.0871,208.228,183.345,4.06,True,True,True,67.3391,0.710784,11.8489
heuristic,5,4,41,2.4474,9.66667,0.916667,50.8581,0.829703,0.614904,185.913,20.23,0.67595,23.4762,57.4557,5.9437,5.44839,99.481,0.835006,0.0748525,37.8727,15.7177,208.225,172.765,4.06,True,True,True,67.3391,0.710784,11.8489
heuristic,5,4,42,3.4624,5,0.916667,50.8581,0.893481,0.615558,186.11,20.23,0.468021,11.4897,39.7818,7.95635,7.29332,16.4986,0.966695,0.0413637,18.9866,13.7296,207.948,185.798,4.08,True,True,True,67.3711,0.710784,11.8489
heuristic,5,4,43,1.5,5,0.916667,50.8581,0.921673,0.613885,185.605,20.23,0.410326,23.2518,34.8777,6.97554,6.39425,59.2395,0.961735,0.0622699,46.8918,38.7726,208.578,192.241,4.04,True,True,True,67.3711,0.710784,11.8489
heuristic,5,4,44,2.4474,9.66667,0.916667,50.8581,0.829703,0.614904,185.913,20.23,0.67595,23.4762,57.4557,5.9437,5.44839,99.481,0.835006,0.0748525,37.8727,15.7177,208.225,172.765,4.06,True,True,True,67.3711,0.710784,11.8489
