family,target,predictor,rel_span,n,rho,p,r,q
design,e_rebound,crutch_SEA_J_per_cm3,4.445642688446959,35,0.11988795518207283,0.4888255587220639,-0.08118683088508132,0.6307426564155664
design,e_rebound,crutch_eta,0.02494481909895511,35,-0.10784313725490198,0.5390730463476826,-0.13876582474443488,0.6709967531926434
design,e_rebound,lander_eta,0.0016259523159375467,35,0.10196078431372549,0.5535723213839308,0.21202810942944172,0.6709967531926434
design,e_rebound,tierC_stroke_mm,2.056775394915675,35,0.09187675070028012,0.5932203389830508,0.2866137775269316,0.6881941617204855
design,e_rebound,mass_g,0.2786388791443238,35,-0.09159663865546218,0.6021698915054248,-0.1755781064818723,0.6881941617204855
design,e_rebound,lander_F_base_peak_N,0.011061116804804755,35,-0.07535014005602242,0.6648667566621669,-0.061810359879633986,0.738740840735741
design,e_rebound,lander_SEA_J_per_cm3,3.119876125995768,35,-0.06666666666666668,0.703814809259537,-0.15718275901621648,0.7462784755499067
design,e_rebound,nom_twist_deg,0.7081209792321774,35,-0.06614031761908282,0.7089645517724114,0.15754490321983233,0.7462784755499067
design,e_rebound,geom_cell_mass_g,0.33926011265138983,35,0.00784313725490196,0.9665516724163792,-0.13163593883648195,0.9862006899655016
design,e_rebound,crutch_F_base_peak_N,0.87989322036381,35,0.003081232492997199,0.9862006899655017,0.035288325025597436,0.9862006899655016
design,fn_hz,geom_envelope_cm3,2.0953123650499865,31,0.6157258064516129,0.0004999750012499375,0.45076531651735746,0.0103994800259987
design,fn_hz,tierC_peak_tendon_strain,1.298319826022862,31,0.590725806451613,0.0006499675016249188,0.5288790461127675,0.0103994800259987
design,fn_hz,tierC_e_rebound,0.013232835329855704,31,-0.5693548387096774,0.0009499525023748813,-0.5849569498563099,0.0103994800259987
design,fn_hz,tierB_stroke_mm,2.181037770690827,31,0.5661290322580645,0.0011499425028748563,0.6382755582608919,0.0103994800259987
design,fn_hz,tierC_peak_tendon_energy_mJ,2.073695092376502,31,0.5560483870967743,0.0012999350032498376,0.6413451534513567,0.0103994800259987
design,fn_hz,nom_R_mm,0.49274884872751123,31,0.5420015706097394,0.0032998350082495873,0.47015119303097663,0.021998900054997248
design,fn_hz,nom_cable_d_mm,0.5627139920924215,31,-0.49602084948824904,0.004949752512374382,-0.49940551555931445,0.02828430007071075
design,fn_hz,tierC_t180,0.36694983440481327,31,-0.4705645161290323,0.008949552522373882,-0.5560322603239002,0.044747762611869406
design,fn_hz,tierC_out_180_g,0.36359001089850124,31,-0.453225806451613,0.01064946752662367,-0.5523605522137812,0.047330966784994086
design,fn_hz,tierB_e_rebound,0.011708991352704014,31,0.44435483870967746,0.01184940752962352,0.3550780299836893,0.04739763011849408
design,fn_hz,tierC_in_180_g,0.0037223177083897294,31,0.4370967741935484,0.013349332533373332,0.545041885658107,0.048543027394084844
design,fn_hz,crutch_SEA_J_per_g,4.592432440705038,31,0.4185483870967743,0.019949002549872506,0.44044558984610177,0.06649667516624168
design,fn_hz,tierC_t1000,0.3710039842746253,31,-0.39233870967741935,0.0287985600719964,-0.5257390617594715,0.08385295020963238
design,fn_hz,tierC_tpu_fraction,1.7871536923631886,31,-0.3931451612903226,0.029348532573371333,-0.3862816916892261,0.08385295020963238
design,fn_hz,nom_twist_deg,0.7081209792321774,31,0.38538587034501354,0.0336483175841208,0.23568079370743533,0.08972884689098878
design,fn_hz,tierB_peak_tendon_energy_mJ,2.179788056878941,31,0.3782258064516129,0.03719814009299535,0.23911789665554634,0.09299535023248838
design,fn_hz,tierB_t180,1.0957306187649942,31,-0.36935483870967745,0.04149792510374481,-0.2962376393257716,0.0943286169024882
design,fn_hz,tierB_out_180_g,1.0924197302885574,31,-0.36935483870967745,0.04244787760611969,-0.2964697814338898,0.0943286169024882
design,fn_hz,tierB_t1000,0.9651602330746786,31,-0.3548387096774194,0.04974751262436878,-0.2958572306469463,0.1047316055249869
design,fn_hz,lander_SEA_J_per_g,3.1227598374108223,31,0.2967741935483871,0.10384480775961202,0.35668862098152354,0.20768961551922405
design,fn_hz,tierB_zeta_flex_pct,3.8736137458898576,31,-0.2842741935483871,0.12194390280485976,0.021729702513940848,0.22471603692542647
design,fn_hz,crutch_F_peak_N,0.02483935361332272,31,-0.2826612903225807,0.12359382030898455,-0.5752182895763989,0.22471603692542647
design,fn_hz,tierB_peak_tendon_strain,2.1869904393789823,31,0.2745967741935484,0.13849307534623267,0.1412661894343147,0.24085752234127422
design,fn_hz,geom_footprint_mm2,1.397060761291732,31,0.25604838709677424,0.16219189040547974,0.2822202105868846,0.27031981734246624
design,fn_hz,tierB_fn_flex_hz,1.1583828404822096,31,0.21290322580645166,0.2504374781260937,0.057373433996223064,0.40069996500174987
design,fn_hz,lander_F_peak_N,0.012950857631322296,31,-0.16612903225806452,0.36978151092445377,-0.15052206625231895,0.5688946321914673
design,fn_hz,nom_strut_d_mm,0.6475479671156641,31,0.15889291661111093,0.38718064096795163,0.15259648218503433,0.5736009495821506
design,fn_hz,nom_H_mm,0.6321630850714506,31,0.15044047427388924,0.41952902354882254,-0.09251056684977872,0.5832811807685478
design,fn_hz,lander_SEA_J_per_cm3,3.119876125995768,31,-0.14838709677419354,0.42287885605719716,-0.03212568253578503,0.5832811807685478
design,fn_hz,tierC_pulse_ms,0.0049205679741317655,31,-0.13801311186847084,0.47287635618219087,-0.14110601385835572,0.6305018082429211
design,fn_hz,tierB_fn_hz,2.672087311479835,31,-0.12620967741935485,0.4934253287335633,-0.20285269996300473,0.6366778435271785
design,fn_hz,crutch_SEA_J_per_cm3,4.445642688446959,31,0.10967741935483871,0.5524223788810559,0.12923315382214343,0.6632609545993289
design,fn_hz,lander_F_base_peak_N,0.011061116804804755,31,-0.1060483870967742,0.5613719314034298,-0.02367857544439133,0.6632609545993289
design,fn_hz,crutch_eta,0.02494481909895511,31,-0.10564516129032257,0.5637718114094296,0.060508537561897155,0.6632609545993289
design,fn_hz,lander_eta,0.0016259523159375467,31,0.08427419354838711,0.6538173091345433,0.2681317489911006,0.7425739824119906
design,fn_hz,geom_cell_mass_g,0.33926011265138983,31,-0.07822580645161291,0.6683165841707914,-0.12291566291115405,0.7425739824119906
design,fn_hz,tierC_stroke_mm,2.056775394915675,31,0.06008064516129033,0.7449627518624069,0.42661473241949105,0.8053651371485481
design,fn_hz,crutch_F_base_peak_N,0.87989322036381,31,-0.028225806451612906,0.8783060846957652,-0.0163748668118899,0.9211334305079618
design,fn_hz,mass_g,0.2786388791443238,31,-0.024193548387096777,0.8981050947452628,-0.16252042197355718,0.9211334305079618
design,fn_hz,tierB_zeta_pct,2.933460624354281,31,-0.002419354838709678,0.9911004449777511,-0.14642294470331074,0.9911004449777512
design,out_180_g,tierC_e_rebound,0.013232835329855704,35,0.5899159663865546,0.00014999250037498125,0.6563742961566735,0.00599970001499925
design,out_180_g,tierC_t180,0.36694983440481327,35,0.5815126050420167,0.0002999850007499625,0.5517980060393093,0.00599970001499925
design,out_180_g,geom_envelope_cm3,2.0953123650499865,35,-0.5532212885154062,0.0006499675016249188,-0.5229068932536886,0.007599620018999051
design,out_180_g,nom_cable_d_mm,0.5627139920924215,35,0.5628845611576654,0.0007999600019999,0.6049373351724738,0.007599620018999051
design,out_180_g,tierC_out_180_g,0.36359001089850124,35,0.5638655462184874,0.0009499525023748813,0.5477653045269967,0.007599620018999051
design,out_180_g,tierC_peak_tendon_strain,1.298319826022862,35,-0.5168067226890757,0.0015499225038748063,-0.6000780274468824,0.00942810002357025
design,out_180_g,tierC_t1000,0.3710039842746253,35,0.5249299719887955,0.0016499175041247937,0.5378756335002627,0.00942810002357025
design,out_180_g,tierC_peak_tendon_energy_mJ,2.073695092376502,35,-0.4918767507002802,0.0031498425078746064,-0.6023407310930786,0.01574921253937303
design,out_180_g,tierC_in_180_g,0.0037223177083897294,35,-0.469187675070028,0.004699765011749413,-0.5096986651549287,0.020887844496664056
design,out_180_g,tierB_zeta_flex_pct,3.8736137458898576,35,0.41400560224089633,0.014849257537123144,0.3473645948517566,0.05939703014849258
design,out_180_g,tierB_fn_flex_hz,1.1583828404822096,35,-0.36918767507002803,0.029348532573371333,-0.35317622776310137,0.10107186948344891
design,out_180_g,tierB_stroke_mm,2.181037770690827,35,-0.36414565826330536,0.03234838258087096,-0.4805344576329271,0.10107186948344891
design,out_180_g,tierC_tpu_fraction,1.7871536923631886,35,0.35630252100840343,0.032848357582120895,0.34581501612954235,0.10107186948344891
design,out_180_g,tierB_peak_tendon_strain,2.1869904393789823,35,-0.33081232492997203,0.05209739513024349,-0.2578652660751598,0.13310445588831668
design,out_180_g,tierB_t180,1.0957306187649942,35,0.32885154061624655,0.05324733763311834,0.14153446050806898,0.13310445588831668
design,out_180_g,tierB_out_180_g,1.0924197302885574,35,0.32885154061624655,0.05399730013499325,0.14122588472231534,0.13310445588831668
design,out_180_g,nom_R_mm,0.49274884872751123,35,-0.3204023438960159,0.058097095145242736,-0.33551665763281546,0.13310445588831668
design,out_180_g,tierB_e_rebound,0.011708991352704014,35,-0.3204481792717087,0.05989700514974251,-0.3066836364578112,0.13310445588831668
design,out_180_g,tierB_t1000,0.9651602330746786,35,0.27563025210084036,0.10549472526373681,0.13428818499187864,0.2199890005499725
design,out_180_g,tierB_peak_tendon_energy_mJ,2.179788056878941,35,-0.27563025210084036,0.10999450027498625,-0.2357113542454446,0.2199890005499725
design,out_180_g,lander_SEA_J_per_cm3,3.119876125995768,35,0.22997198879551825,0.18534073296335182,0.4675071272004787,0.3530299675492416
design,out_180_g,geom_cell_mass_g,0.33926011265138983,35,0.22380952380952385,0.19959002049897506,0.23119973438323915,0.35485182262626
design,out_180_g,tierC_stroke_mm,2.056775394915675,35,-0.2224089635854342,0.2040397980100995,-0.17921442773719434,0.35485182262626
design,out_180_g,lander_F_peak_N,0.012950857631322296,35,0.19327731092436976,0.2655867206639668,0.20075200009060024,0.4426445344399447
design,out_180_g,tierB_zeta_pct,2.933460624354281,35,0.18879551820728294,0.2806359682015899,0.2485951648958545,0.4490175491225439
design,out_180_g,crutch_F_base_peak_N,0.87989322036381,35,0.17338935574229694,0.31818409079546023,0.09384564001407864,0.4895139858391696
design,out_180_g,tierC_pulse_ms,0.0049205679741317655,35,0.16842751738634235,0.3409829508524574,0.2184865239590472,0.5051599271888257
design,out_180_g,nom_strut_d_mm,0.6475479671156641,35,0.15209219721549086,0.38023098845057746,0.09299665730570332,0.5431871263579678
design,out_180_g,crutch_SEA_J_per_g,4.592432440705038,35,-0.13445378151260504,0.43532823358832057,0.007288810067362347,0.5979701014949252
design,out_180_g,crutch_F_peak_N,0.02483935361332272,35,0.13193277310924373,0.44847757612119393,0.122147155757593,0.5979701014949252
design,out_180_g,nom_twist_deg,0.7081209792321774,35,-0.12410598924030147,0.4655767211639418,-0.0891781384853414,0.6007441563405701
design,out_180_g,lander_SEA_J_per_g,3.1227598374108223,35,-0.11288515406162467,0.5209239538023099,-0.012062931819732654,0.6511549422528874
design,out_180_g,crutch_SEA_J_per_cm3,4.445642688446959,35,0.09075630252100841,0.60021998900055,0.3861814242159949,0.7275393806067272
design,out_180_g,geom_footprint_mm2,1.397060761291732,35,-0.06750700280112044,0.6985650717464127,-0.04550069068680612,0.814014854812815
design,out_180_g,tierB_fn_hz,2.672087311479835,35,-0.06218487394957983,0.7227138643067846,0.04859282073562371,0.814014854812815
design,out_180_g,nom_H_mm,0.6321630850714506,35,-0.06061260362091269,0.7326133693315334,-0.08973025773621987,0.814014854812815
design,out_180_g,crutch_eta,0.02494481909895511,35,0.050140056022408966,0.7768611569421529,0.10060360117650426,0.839849899396922
design,out_180_g,lander_F_base_peak_N,0.011061116804804755,35,0.033893557422969185,0.8425078746062696,0.05412151952424009,0.8868503943223892
design,out_180_g,lander_eta,0.0016259523159375467,35,0.02296918767507003,0.8949052547372631,0.01315295812080189,0.9137543122843856
design,out_180_g,mass_g,0.2786388791443238,35,0.018207282913165267,0.9137543122843858,0.08584893699425708,0.9137543122843856
design,t180,tierC_e_rebound,0.013232835329855704,35,0.6815126050420169,4.999750012499375e-05,0.692477285067506,0.0006666333349999166
design,t180,tierC_peak_tendon_strain,1.298319826022862,35,-0.6347338935574229,4.999750012499375e-05,-0.6428098042110627,0.0006666333349999166
design,t180,nom_cable_d_mm,0.5627139920924215,35,0.7289021819942643,4.999750012499375e-05,0.6206790758218766,0.0006666333349999166
design,t180,tierC_peak_tendon_energy_mJ,2.073695092376502,35,-0.6518207282913165,9.99950002499875e-05,-0.6538678428660876,0.000999950002499875
design,t180,geom_envelope_cm3,2.0953123650499865,35,-0.565546218487395,0.0005499725013749313,-0.48817233094910384,0.00439978001099945
design,t180,tierC_in_180_g,0.0037223177083897294,35,-0.5285714285714287,0.0013499325033748313,-0.5594404638539886,0.0085710000214275
design,t180,tierC_t180,0.36694983440481327,35,0.5187675070028012,0.0014999250037498126,0.509794934774963,0.0085710000214275
design,t180,tierC_tpu_fraction,1.7871536923631886,35,0.5131652661064426,0.0017499125043747813,0.38587735451585886,0.008749562521873906
design,t180,tierB_stroke_mm,2.181037770690827,35,-0.5061624649859945,0.0023498825058747065,-0.5439831201032156,0.010443922248332028
design,t180,tierB_peak_tendon_energy_mJ,2.179788056878941,35,-0.4980392156862746,0.0030498475076246186,-0.3293695497409458,0.012181209121362113
design,t180,tierC_out_180_g,0.36359001089850124,35,0.49971988795518213,0.0033498325083745812,0.5052410438463246,0.012181209121362113
design,t180,tierB_zeta_flex_pct,3.8736137458898576,35,0.47647058823529415,0.004349782510874456,0.32761989468118513,0.01449927503624819
design,t180,tierB_peak_tendon_strain,2.1869904393789823,35,-0.44789915966386556,0.008499575021248937,-0.31118818833070344,0.025855850064639623
design,t180,tierC_t1000,0.3710039842746253,35,0.43921568627450985,0.00904954752262387,0.4892233696884955,0.025855850064639623
design,t180,tierB_e_rebound,0.011708991352704014,35,-0.415406162464986,0.014049297535123243,-0.318585037497236,0.03746479342699531
design,t180,nom_R_mm,0.49274884872751123,35,-0.3990576201515906,0.01949902504874756,-0.37939984172100644,0.048747562621868905
design,t180,lander_F_peak_N,0.012950857631322296,35,0.3669467787114846,0.028998550072496375,0.2678119716119859,0.06823188252352089
design,t180,tierB_out_180_g,1.0924197302885574,35,0.36050420168067226,0.031948402579871006,0.1966217921937803,0.07099645017749112
design,t180,tierB_t180,1.0957306187649942,35,0.36050420168067226,0.034148292585370735,0.19699178020406938,0.07189114228499101
design,t180,crutch_SEA_J_per_g,4.592432440705038,35,-0.342296918767507,0.047097645117744114,-0.080861392329022,0.09419529023548823
design,t180,tierB_t1000,0.9651602330746786,35,0.3226890756302521,0.05909704514774261,0.18670623949326678,0.1125658002814145
design,t180,tierB_fn_flex_hz,1.1583828404822096,35,-0.2812324929971989,0.10544472776361181,-0.32632955608798875,0.19171768684293058
