arm_name,print_id,metric,observed,observed_sem,predicted,predicted_sem
0_0,6lhxfy,late_avg3ms_g,78.01720,0.51461,40.28127,19.98729
0_0,6lhxfy,tavg10ms,1.12807,0.00189,1.48152,0.26031
10_0,r2d2c3,late_avg3ms_g,60.25130,0.86151,38.71354,21.20510
10_0,r2d2c3,tavg10ms,1.91396,0.00661,1.45311,0.24241
11_0,r2d2c4,late_avg3ms_g,34.19690,0.07344,42.18458,20.30872
11_0,r2d2c4,tavg10ms,1.71456,0.00147,1.46530,0.24566
12_0,r2d2c5,late_avg3ms_g,44.13540,0.40702,42.96229,22.14372
12_0,r2d2c5,tavg10ms,1.78833,0.00406,1.48178,0.26216
13_0,r2d2c6,late_avg3ms_g,16.36320,0.17716,43.41959,20.78837
13_0,r2d2c6,tavg10ms,1.40424,0.00278,1.49291,0.25408
14_0,r2d2c7,late_avg3ms_g,42.01820,0.07783,46.48385,22.97866
14_0,r2d2c7,tavg10ms,1.34505,0.00160,1.46386,0.26522
15_0,r2d2c8,late_avg3ms_g,53.72570,0.87303,39.78758,21.24456
15_0,r2d2c8,tavg10ms,1.60061,0.00165,1.48033,0.26117
16_0,r2d2c9,late_avg3ms_g,31.02610,0.17674,42.11581,19.96903
16_0,r2d2c9,tavg10ms,1.55639,0.00247,1.46555,0.24351
17_0,drran1,late_avg3ms_g,22.44640,0.28096,37.94160,18.15850
17_0,drran1,tavg10ms,1.28482,0.00063,1.47408,0.26569
26_0,2dran1,late_avg3ms_g,39.89930,0.99990,45.27373,18.47305
26_0,2dran1,tavg10ms,1.29359,0.00059,1.48068,0.26744
18_0,drran2,late_avg3ms_g,14.39090,0.12289,14.77399,5.05176
18_0,drran2,tavg10ms,1.60777,0.00103,1.48435,0.22317
27_0,2dran2,late_avg3ms_g,6.60628,0.21636,14.82415,4.92649
27_0,2dran2,tavg10ms,1.55121,0.00389,1.49068,0.22364
19_0,drran3,late_avg3ms_g,19.15390,0.31264,34.57450,18.72909
19_0,drran3,tavg10ms,1.48127,0.00325,1.48913,0.27238
28_0,2dran3,late_avg3ms_g,11.07230,0.79268,36.13021,18.63718
28_0,2dran3,tavg10ms,1.37220,0.00290,1.49633,0.27655
1_0,6nheas,late_avg3ms_g,49.86120,0.15004,50.26681,21.96074
1_0,6nheas,tavg10ms,1.69572,0.00075,1.48196,0.26245
20_0,drran4,late_avg3ms_g,38.87370,0.10421,35.92680,21.91095
20_0,drran4,tavg10ms,1.33738,0.00055,1.48724,0.25036
29_0,2dran4,late_avg3ms_g,40.88240,0.55212,34.39876,21.82870
29_0,2dran4,tavg10ms,1.45192,0.00183,1.46262,0.26771
21_0,drran5,late_avg3ms_g,13.31970,0.44549,24.83365,21.37512
21_0,drran5,tavg10ms,1.57749,0.00322,1.46609,0.26584
30_0,2dran5,late_avg3ms_g,8.64075,0.34591,32.04134,21.58262
30_0,2dran5,tavg10ms,1.53998,0.00209,1.46326,0.26474
22_0,drran6,late_avg3ms_g,22.53380,0.24192,33.51528,20.67334
22_0,drran6,tavg10ms,1.51093,0.00177,1.47514,0.24554
31_0,2dran6,late_avg3ms_g,7.93333,0.40513,32.27915,20.05923
31_0,2dran6,tavg10ms,1.46511,0.01275,1.47533,0.24498
23_0,drran7,late_avg3ms_g,48.58890,1.58499,30.82397,20.08491
23_0,drran7,tavg10ms,2.47064,0.01827,1.42986,0.22423
32_0,2dran7,late_avg3ms_g,37.13490,0.36498,32.09619,20.32802
32_0,2dran7,tavg10ms,1.57878,0.00097,1.42902,0.22473
24_0,drran8,late_avg3ms_g,35.58890,0.22203,33.28852,19.77553
24_0,drran8,tavg10ms,1.28984,0.00136,1.46582,0.24601
33_0,2dran8,late_avg3ms_g,62.23640,0.92478,35.59035,19.73207
33_0,2dran8,tavg10ms,1.34324,0.00082,1.47613,0.25396
25_0,drran9,late_avg3ms_g,13.74200,0.38200,15.71543,7.37121
25_0,drran9,tavg10ms,1.50671,0.00221,1.52761,0.23025
34_0,2dran9,late_avg3ms_g,14.22410,0.27131,9.16527,7.90128
34_0,2dran9,tavg10ms,1.54105,0.00232,1.50761,0.22689
2_0,9hhbkp,late_avg3ms_g,55.38900,0.19706,43.44832,18.33988
2_0,9hhbkp,tavg10ms,1.52470,0.00062,1.49291,0.26569
35_0,corny1,late_avg3ms_g,33.35150,1.14414,24.24569,7.29564
35_0,corny1,tavg10ms,1.31584,0.00527,1.60676,0.11375
36_0,corny2,late_avg3ms_g,23.67540,0.43591,32.02945,4.47778
36_0,corny2,tavg10ms,1.62795,0.00210,1.33493,0.09176
37_0,corny3,late_avg3ms_g,30.94420,0.66287,21.82100,15.26781
37_0,corny3,tavg10ms,1.37701,0.00336,1.47996,0.24627
38_0,corny4,late_avg3ms_g,24.72440,0.36900,27.74245,3.00748
38_0,corny4,tavg10ms,1.38998,0.00132,1.54821,0.06970
39_0,corny5,late_avg3ms_g,27.93220,0.85206,25.17306,2.73293
39_0,corny5,tavg10ms,1.55051,0.02432,1.39576,0.11677
3_0,autv5r,late_avg3ms_g,71.61620,0.19131,42.06504,20.74714
3_0,autv5r,tavg10ms,1.36777,0.00197,1.47388,0.24290
40_0,corny6,late_avg3ms_g,49.57610,2.63190,40.32692,15.63445
40_0,corny6,tavg10ms,1.26036,0.02937,1.44490,0.25710
41_0,corny7,late_avg3ms_g,39.67680,1.66046,44.04641,13.22932
41_0,corny7,tavg10ms,1.16060,0.00124,1.44249,0.24815
42_0,corny8,late_avg3ms_g,40.57170,0.08552,37.89446,14.53651
42_0,corny8,tavg10ms,1.28248,0.00247,1.43519,0.25440
43_0,corny9,late_avg3ms_g,36.47860,0.49093,41.60640,18.25604
43_0,corny9,tavg10ms,1.19382,0.00305,1.45273,0.26097
4_0,bag26v,late_avg3ms_g,40.70980,0.11849,44.77845,20.33258
4_0,bag26v,tavg10ms,1.45716,0.00137,1.47871,0.27382
5_0,bpx68c,late_avg3ms_g,49.04770,0.43048,42.76649,20.47657
5_0,bpx68c,tavg10ms,1.29730,0.00048,1.47909,0.25375
6_0,nvxsrv,late_avg3ms_g,38.26450,0.48759,46.15748,21.25471
6_0,nvxsrv,tavg10ms,1.37688,0.00107,1.49130,0.26445
