specimen,n_valid,dv_health,t180_mean,t180_sd,t1000_mean,t1000_sd,out_180_g_mean,out_180_g_sd,in_180_g_mean,in_180_g_sd,in_dv_ms_mean,in_dv_ms_sd,t_second_ms_mean,t_second_ms_sd,e_rebound_mean,e_rebound_sd,fn_hz_mean,fn_hz_sd,zeta_pct_mean,zeta_pct_sd,H_mm,R_mm,cable_d_mm,mass_g,spec,strut_d_mm,twist_deg
r2d2c1,21,healthy,0.9941502089448191,0.0020547299672482398,1.0023611455082975,0.005679477970312128,227.936356359094,4.343571324088003,229.2776534232955,4.345464795525673,5.313316582530402,0.13142452520062783,22.30315789473738,0.29935212694490304,0.020595064727466663,0.000613092592127586,,,,,65.52,27.3,3.28,19.38,03,8.08,80.0
r2d2c2,21,healthy,1.0410720834858893,0.015414273468368432,1.114236445148111,0.062486280720287446,238.20396164029995,2.2942981159303595,228.83407378115126,2.5954677885601134,5.31940670132629,0.09991519654823847,22.725263157895284,0.7710841460138748,0.020954414512238766,0.0008003930337027099,286.3424582031864,1.832433409081818,25.246417238230173,1.4934246217702993,53.91,22.46,2.7,17.96,02,10.78,40.0
r2d2c3,21,healthy,1.3336523122690263,0.011658778776069061,2.4811536672200805,0.02176349104733248,302.34911473975825,2.652113614252614,226.71065629696835,1.2160898040222803,5.307651020510293,0.029861231890863395,21.73789473684263,0.2979108544396906,0.020082227258290352,0.00027342130852738765,315.54675497692324,0.461127668075396,8.188237965769718,0.12074346533957661,48.17,20.07,4.42,18.63,06,9.64,80.0
