seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
3,0,0,26.02697692811489,71.2263485789299,67.96740770339966,6.375514090061188,3.938488021492958,0.7575711959426226,201.7712168211742,21.991941682271623,1.7165490160456385,0.7575711959426226,201.7712168211742
3,0,1,38.44653572887182,96.38768740929663,50.866167061030865,9.55341669358313,4.263436602894217,0.7043634971021578,185.81953395621,20.2763284035677,5.15533165527224,0.7043634971021578,185.81953395621
3,0,2,35.14975607395172,73.18224775604904,70.81167198717594,8.266676450148225,5.444353271275759,0.6924824708965411,207.69633866012055,22.642961126489105,5.269337959111572,0.6924824708965411,185.81953395621
3,0,3,30.259439554065466,97.55699656903744,47.855977229774,11.418406248092651,3.2656788914464414,0.7679783995464539,171.7853844253889,18.736429799731415,6.6754137933098585,0.6924824708965411,171.7853844253889
3,0,4,30.72110023815185,83.21070730686188,58.264662586152554,11.166661961004138,3.437142546288669,0.7447889560454117,173.94816308785076,18.979800759513232,6.950704277341592,0.6924824708965411,171.7853844253889
3,0,5,33.75106798950583,108.02414695732296,60.55801145732403,8.154137592762709,5.00907469028607,0.7795676261782489,200.27862613868623,21.827059471464594,6.950704277341592,0.6924824708965411,171.7853844253889
3,0,6,37.95603378210217,62.504039416089654,40.49364533275366,10.04901222512126,4.783134136348963,0.6324601959792543,189.57206891488005,20.704637447492566,8.829852525421774,0.6324601959792543,171.7853844253889
3,0,7,27.455422808416188,88.10559431090951,78.18246267735958,7.016174716874957,3.85869183531031,0.809030265770742,195.0631768298189,21.258485625770923,8.829852525421774,0.6324601959792543,171.7853844253889
3,0,8,28.006997732445598,76.15216126665473,42.87518333643675,7.563382202759385,4.495605155359954,0.7134257920960104,198.45192767001373,21.632593308837524,8.829852525421774,0.6324601959792543,171.7853844253889
3,1,9,39.05940230798688,64.0111457788748,40.0,11.984124030301485,3.143285269284515,0.5404424723924925,170.9275839438401,18.665329711796286,15.194802714219,0.5404424723924925,170.9275839438401
3,1,10,33.44265873260938,74.01136569341213,40.0,11.356301748010804,3.0,0.6468027046754398,170.55601621031408,18.616409379612822,15.277054915284062,0.5404424723924925,170.55601621031408
3,1,11,40.0,60.329028117164434,40.0,12.0,4.039383742214784,0.5187796509010459,177.0661795353412,19.348272533118973,16.148459683356947,0.5187796509010459,170.55601621031408
3,1,12,40.0,92.30639706037647,54.46228440441102,12.0,3.0,0.6874401194933915,169.9389823268269,18.540044586326196,16.25997490932035,0.5187796509010459,169.9389823268269
3,1,13,25.0,61.412993250680486,40.0,12.0,3.294981728206435,0.6894769434976565,171.1025085399749,18.677907535005165,16.25997490932035,0.5187796509010459,169.9389823268269
3,1,14,40.0,60.0,40.0,10.449327183522616,3.0,0.503116706928039,173.03159647574304,18.897204974821015,17.040623582555952,0.503116706928039,169.9389823268269
3,1,15,34.836212177327425,60.0,40.0,12.0,3.6497147880494456,0.5658201171305856,174.00532158160553,19.00952632669926,17.040623582555952,0.503116706928039,169.9389823268269
3,1,16,40.0,60.0,62.469578251453115,12.0,3.0,0.5597463941680404,171.2749684717591,18.7036056870956,17.040623582555952,0.503116706928039,169.9389823268269
3,1,17,37.7878537349152,60.0,40.0,12.0,4.772551707856115,0.6092428781536239,182.36708947413672,19.92475486076479,17.040623582555952,0.503116706928039,169.9389823268269
3,2,18,40.0,60.0,40.0,12.0,3.0,0.5072164141941127,170.20073164004285,18.584970474344043,17.22642808866647,0.503116706928039,169.9389823268269
3,2,19,32.37494120161762,60.0,40.0,12.0,3.0,0.589968645459027,169.79864072421765,18.54133496473308,17.290984123314253,0.503116706928039,169.79864072421765
3,2,20,27.916681247543153,60.0,40.0,12.0,3.0,0.6439328477619409,169.56021136395537,18.512989699062743,17.34444836721069,0.503116706928039,169.56021136395537
3,2,21,36.19097991367625,60.0,40.0,12.0,3.0,0.5469319349251879,170.00384903962959,18.564025260207636,17.35292154669382,0.503116706928039,169.56021136395537
3,2,22,25.196269705152712,60.0,40.0,12.0,3.0,0.6782432229961315,169.42290662826605,18.495012550307436,17.378999118001193,0.503116706928039,169.42290662826605
3,2,23,30.220582830250645,60.0,40.0,12.0,3.0,0.6156187238260684,169.68226405320536,18.52785181832876,17.382294221487477,0.503116706928039,169.42290662826605
3,2,24,34.29623455011932,60.0,40.0,12.0,3.0,0.5679147082803065,169.90250611196177,18.552962085750742,17.384529232047772,0.503116706928039,169.42290662826605
3,2,25,38.07017565171503,60.0,40.0,12.0,3.0,0.5269290602316734,170.10238671718477,18.574579420418896,17.386496413216445,0.503116706928039,169.42290662826605
3,2,26,40.0,76.62177534689228,80.0,12.0,3.0,0.6788884829734692,171.02774752401203,18.662744596173045,17.386496413216445,0.503116706928039,169.42290662826605
3,3,27,27.112608351865163,61.844627663246435,40.0,12.0,3.0,0.6632658665618021,169.48306241143902,18.502374349177583,17.387651900576813,0.503116706928039,169.42290662826605
3,3,28,31.295419784866496,60.00044385756526,40.0,12.0,3.0,0.6027288460627986,169.7401760068372,18.534632547929572,17.388405503637312,0.503116706928039,169.42290662826605
3,3,29,29.364143908335166,60.81956301221149,40.0,12.0,3.0,0.6304402495867194,169.6185756045215,18.51982484159426,17.389264826283803,0.503116706928039,169.42290662826605
3,3,30,33.33220106641887,60.0,40.0,12.0,3.0,0.578907640355272,169.85043216448804,18.547177598044765,17.389840816482582,0.503116706928039,169.42290662826605
3,3,31,35.24014674578995,60.0,40.0,12.0,3.0,0.5573485072164233,169.95323512639305,18.558525207387042,17.39037561326647,0.503116706928039,169.42290662826605
3,3,32,39.02686029087304,60.0,40.0,12.0,3.0,0.5170433242125406,170.15154942531768,18.579787871648907,17.39086181565808,0.503116706928039,169.42290662826605
3,3,33,25.94038320550937,64.13091499853896,40.0,12.0,3.0,0.6882481259621402,169.38774712487927,18.488824280009514,17.397187709078665,0.503116706928039,169.38774712487927
3,3,34,37.126646201523435,60.0,40.0,12.0,3.0,0.5368431377829962,170.05325213419462,18.569333348028202,17.397683417919122,0.503116706928039,169.38774712487927
3,3,35,28.894821569692862,61.107695149317635,40.0,12.0,3.0,0.6376595549045837,169.58803603672692,18.515952028657406,17.397875001571638,0.503116706928039,169.38774712487927
