strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
heuristic,1,0,0,32.677324370503854,107.52318481629676,45.76638450878535,11.691896682823463,3.7795786300262137,0.769310143175705,174.50308213110372,19.03288227199724,0.7080446892066967,True,4.230020716349868,0.769310143175705,174.50308213110372
heuristic,1,0,1,32.677324370503854,107.52318481629676,55.76638450878535,11.691896682823463,3.7795786300262137,0.7844217581554597,174.70587389001585,19.053906185298892,0.7107914206500556,True,4.230020716349868,0.769310143175705,174.50308213110372
heuristic,1,0,2,32.677324370503854,107.52318481629676,40.0,11.691896682823463,3.7795786300262137,0.7598615117260215,174.3757448904693,19.019402429140555,0.7064539940797903,True,4.648108880783462,0.7598615117260215,174.3757448904693
heuristic,1,0,3,32.677324370503854,107.52318481629676,50.0,11.691896682823463,3.7795786300262137,0.7758712224055258,174.59200183744244,19.042180005917423,0.7092130915165581,True,4.648108880783462,0.7598615117260215,174.3757448904693
heuristic,1,0,4,32.677324370503854,107.52318481629676,40.0,12.0,3.7795786300262137,0.7600391638008063,173.74299354075168,18.950437597285664,0.6956948522301467,True,4.7165275478318955,0.7598615117260215,173.74299354075168
heuristic,1,0,5,32.677324370503854,107.52318481629676,50.0,12.0,3.7795786300262137,0.7760727855565961,173.9509001807319,18.972322681391685,0.6984326836932312,True,4.7165275478318955,0.7598615117260215,173.74299354075168
heuristic,1,0,6,32.677324370503854,107.52318481629676,40.0,10.5,3.7795786300262137,0.7589471920792208,177.27371982223198,19.334950212225543,0.7519442871333071,True,4.753117047629602,0.7589471920792208,173.74299354075168
heuristic,1,0,7,32.677324370503854,107.52318481629676,40.0,12.0,4.404578630026213,0.761632571553279,177.86130521160393,19.39767643271281,0.6866097925362701,True,4.753117047629602,0.7589471920792208,173.74299354075168
heuristic,1,0,8,32.677324370503854,107.52318481629676,40.0,12.0,3.1545786300262137,0.7583788301432197,170.03675026782503,18.54235862828178,0.7037822692546454,True,5.1881146394703315,0.7583788301432197,170.03675026782503
heuristic,1,1,9,32.677324370503854,107.52318481629676,50.0,12.0,3.1545786300262137,0.7748048875351846,170.19140366123284,18.558707602863908,0.7066762151252701,True,5.1881146394703315,0.7583788301432197,170.03675026782503
