seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
8,0,0,33.198413252830505,81.0415244102478,45.12860119342804,7.658456861972809,3.8897995203733444,0.6828062797371739,191.19718867897154,20.862155644385926,4.836979116399706,0.6828062797371739,191.19718867897154
8,0,1,27.038902626372874,108.95424391143024,76.22267495840788,11.713649835437536,4.28005035687238,0.8437920443672213,177.98003927244696,19.397938121638326,5.159159763924957,0.6828062797371739,177.98003927244696
8,0,2,29.196684039197862,65.02846213057637,51.187679246068,7.256276981905103,5.063146405853331,0.6866191115155996,208.94716344203283,22.782952846990028,5.159159763924957,0.6828062797371739,177.98003927244696
8,0,3,38.98763075936586,86.68467252515256,60.09303320199251,9.013496406376362,3.110260685905814,0.6842553829532456,177.710199431761,19.395972096421247,7.317406604935634,0.6828062797371739,177.710199431761
8,0,4,36.95274820551276,69.95232556015253,72.75915272533894,10.133872278034687,3.43189664138481,0.6636193140277352,178.35331011654375,19.47395635306048,8.083134018231625,0.6636193140277352,177.710199431761
8,0,5,30.791891599074006,92.01481089927256,43.54068923741579,6.1269289422780275,5.384935405571014,0.733934707705047,220.4440545452887,24.021025660464407,8.083134018231625,0.6636193140277352,177.710199431761
8,0,6,25.441891476511955,72.68451921641827,68.57654437422752,10.575785961002111,4.6052346234209836,0.7777797325236078,185.09579579219434,20.17562591501568,8.083134018231625,0.6636193140277352,177.710199431761
8,0,7,35.235099298879504,101.00274969823658,57.79435943812132,8.770136592909694,4.2151355925016105,0.7523853587806216,188.7055789335672,20.580525649477373,8.083134018231625,0.6636193140277352,177.710199431761
8,0,8,35.37305762991309,62.58123651146889,66.25134117901325,6.496982982382178,4.5613059676252306,0.6179004903064566,212.5763858869429,23.187426475771126,8.298726348604056,0.6179004903064566,177.710199431761
8,1,9,39.383880432397255,60.0,40.0,7.999634159958183,3.0,0.5008759098589941,180.50804868497895,19.716376336334882,14.069479474015392,0.5008759098589941,177.710199431761
8,1,10,39.29118512853361,60.0,40.0,10.026502166429804,3.0,0.5091793209526759,173.95942136839741,18.999505321804097,15.861337432091915,0.5008759098589941,173.95942136839741
8,1,11,38.86389485108309,60.0,42.482071593619104,6.033284491175976,3.0,0.5004716103197397,192.10088064480033,20.9821739667718,15.871522190040523,0.5004716103197397,173.95942136839741
8,1,12,37.88283336860668,60.0,78.13764871032798,6.0,3.0,0.5993538947046804,195.92392568830945,21.392360278813502,15.871522190040523,0.5004716103197397,173.95942136839741
8,1,13,40.0,60.0,40.0,6.958053772054858,3.0,0.48890727625898256,185.72777646795052,20.287198230542735,16.239118058415876,0.48890727625898256,173.95942136839741
8,1,14,39.63143131554288,60.0,40.0,8.985982716469648,3.0,0.5021860684395829,176.90053387820825,19.32088309054986,16.264346320404346,0.48890727625898256,173.95942136839741
8,1,15,40.0,61.5319390960662,40.0,11.321115288836102,3.0,0.5145000799910217,171.26746647179155,18.702079283935426,17.216404409444927,0.48890727625898256,171.26746647179155
8,1,16,40.0,60.0,40.0,7.44289879545861,4.291329050779209,0.6350733191894589,199.31828760820162,21.76918129717479,17.216404409444927,0.48890727625898256,171.26746647179155
8,1,17,38.087376714148206,60.0,74.34944313358923,7.87281652304891,3.0,0.5934416645558072,183.68773515911727,20.060902358165148,17.216404409444927,0.48890727625898256,171.26746647179155
8,2,18,40.0,60.0,40.0,8.211672032436178,3.0,0.49530310378878534,179.694038938605,19.62715176232664,17.251095740428404,0.48890727625898256,171.26746647179155
8,2,19,40.0,60.0,40.0,10.887827156675682,3.0,0.5043092729441201,172.1228505651653,18.797077390441583,17.28413523823346,0.48890727625898256,171.26746647179155
8,2,20,26.021459525911585,60.0,40.0,12.0,3.0,0.6677720136574197,169.46352663185183,18.500501513863416,17.645637541760856,0.48890727625898256,169.46352663185183
8,2,21,40.0,60.0,40.0,7.547671855556893,3.0,0.49217949616929646,182.6075270040939,19.94610876134607,17.655383976760863,0.48890727625898256,169.46352663185183
8,2,22,40.0,60.0,40.0,12.0,3.0,0.5072164141941127,170.20073164004285,18.584970474344043,17.832884559004793,0.48890727625898256,169.46352663185183
8,2,23,29.205630097763894,60.0,40.0,12.0,3.0,0.6279765201266483,169.6280595698113,18.521355001230194,17.855674326670943,0.48890727625898256,169.46352663185183
8,2,24,40.0,60.0,40.0,9.386352454384042,3.0,0.49979806706796653,175.71481988895508,19.190613456022707,17.867694220502546,0.48890727625898256,169.46352663185183
8,2,25,25.0,92.78271214309169,40.0,12.0,3.0,0.78637585798429,169.07517686400473,18.4358981228947,17.899458179866066,0.48890727625898256,169.07517686400473
8,2,26,25.0,60.0,72.2709116598644,12.0,3.0,0.7413867226251892,170.13391707624865,18.566794822774472,17.899458179866066,0.48890727625898256,169.07517686400473
8,3,27,34.534955483742074,60.0,40.0,12.0,3.0,0.565236585361046,169.91533695003187,18.554378575454095,17.917363824099805,0.48890727625898256,169.07517686400473
8,3,28,25.0,69.83382789415049,40.0,12.0,3.0,0.7223098269362028,169.26745110208884,18.47017630237046,17.929925605077372,0.48890727625898256,169.07517686400473
8,3,29,25.0,110.0,40.0,12.0,3.0,0.8160813286946655,169.00160239174502,18.420999429263944,17.93375785443043,0.48890727625898256,169.00160239174502
8,3,30,31.867220608500748,60.0,40.0,12.0,3.0,0.5959529364578069,169.77109934689918,18.538197739363362,17.93837685938254,0.48890727625898256,169.00160239174502
8,3,31,37.219661719407874,60.0,40.0,12.0,3.0,0.5359065778436172,170.05808094869545,18.569855303065367,17.942560805232127,0.48890727625898256,169.00160239174502
8,3,32,25.0,62.92247247066373,40.0,12.0,3.0,0.6942726014727603,169.36422441181213,18.485944028914894,17.9453449639644,0.48890727625898256,169.00160239174502
8,3,33,25.0,78.30181656026762,40.0,12.0,3.0,0.7503461238709926,169.17811481694758,18.454856149298912,17.948563726564707,0.48890727625898256,169.00160239174502
8,3,34,27.623062078030692,60.0,40.0,12.0,3.0,0.6476216579468064,169.54496799315757,18.511068195901405,17.950238051390837,0.48890727625898256,169.00160239174502
8,3,35,30.538779272592972,60.0,40.0,12.0,3.0,0.6117898275571078,169.6993166032207,18.52987056028487,17.95139997659456,0.48890727625898256,169.00160239174502
