seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
5,0,0,32.204357981681824,65.86294382810593,44.95958775281906,8.077393591403961,3.5336878448724747,0.6284181177038418,185.46202409349894,20.24986641046531,7.631232977073182,0.6284181177038418,185.46202409349894
5,0,1,35.57533882558346,91.16861777380109,71.45435493439436,9.764366190880537,4.279726701322943,0.7499776485922606,185.86786236484392,20.27428857508965,7.631232977073182,0.6284181177038418,185.46202409349894
5,0,2,39.22381330281496,81.88780540600419,54.06945578753948,7.314713906496763,5.103613945655525,0.6438371156912229,209.60340178035793,22.861210915592345,7.631232977073182,0.6284181177038418,185.46202409349894
5,0,3,28.532282928936183,107.16888051480055,62.02666290104389,10.503516588360071,3.964582001324743,0.8175331741107296,178.949360540606,19.50843966735476,7.961000562149314,0.6284181177038418,178.949360540606
5,0,4,25.056271054781973,75.77967726625502,76.9590787962079,11.599581582471728,3.7638146122917533,0.8012559642516257,175.3705513626231,19.123607387740527,8.306473961195291,0.6284181177038418,175.3705513626231
5,0,5,37.09911263547838,100.88994315825403,49.13747850805521,6.53504397533834,5.45712207397446,0.7116746222512712,218.17793319169337,23.780106156421777,8.306473961195291,0.6284181177038418,175.3705513626231
5,0,6,33.012983007356524,72.27939217351377,66.44496336579323,9.335529020056129,4.718455199152231,0.6992864725319394,192.9439374313968,21.045345118407653,8.306473961195291,0.6284181177038418,175.3705513626231
5,0,7,29.11834216210991,97.36505941487849,59.968540370464325,8.77575041167438,3.2571606100536883,0.7920536182486398,178.64048036821052,19.48101169743584,8.369248166829893,0.6284181177038418,175.3705513626231
5,0,8,29.69129888806492,80.95965300686657,68.67001373320818,6.0812384840101,4.517576791811734,0.7541802121218987,212.32930168698834,23.13732634220112,8.369248166829893,0.6284181177038418,175.3705513626231
5,1,9,39.52289114748702,60.0,40.0,11.361197239390568,3.0,0.5104067516985085,171.21744525592388,18.697353074794524,16.483690220176086,0.5104067516985085,171.21744525592388
5,1,10,25.661794871053058,60.0,40.0,11.355510154125968,3.0,0.6718231637838578,170.4315328965196,18.606029699392366,16.63800005366356,0.5104067516985085,170.4315328965196
5,1,11,40.0,69.4070280000486,40.0,12.0,3.0,0.559043419764645,169.964402736704,18.554637036360003,16.871036462946986,0.5104067516985085,169.964402736704
5,1,12,40.0,60.0,40.0,9.173894958896954,3.0,0.4990492032555278,176.34283178315616,19.25958460322952,17.336118624669552,0.4990492032555278,169.964402736704
5,1,13,32.86421535972076,60.0,40.0,11.191563644899354,3.0,0.5829111579245414,171.12874597299614,18.688048040757227,17.336118624669552,0.4990492032555278,169.964402736704
