seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
6,0,0,35.34498870372772,73.91157805919647,70.84209203720093,10.040732502937317,4.897916793823242,0.6951396429584846,191.8334604630647,20.927059185143538,4.405049268752376,0.6951396429584846,191.8334604630647
6,0,1,30.81692039500922,98.7495344504714,53.8220439851284,6.034655436873436,4.145214224234223,0.7640872243767876,206.12908205313562,22.465625680354506,4.405049268752376,0.6951396429584846,191.8334604630647
6,0,2,27.68824130296707,62.9513327870518,64.75813284516335,11.311857149004936,3.123122767545283,0.7116774686620541,172.07387354648907,18.782511757224757,7.497237524345624,0.6951396429584846,172.07387354648907
6,0,3,39.892520126886666,87.78605204075575,40.531081296503544,7.869021171703935,4.831294957082719,0.6341306449159736,200.8346344456079,21.911592813380807,8.501284907238421,0.6341306449159736,172.07387354648907
6,0,4,36.72949601896107,69.85584980808198,55.273726619780064,8.251106053590775,4.296594236046076,0.6222518412635449,194.4649734631267,21.22794902540464,9.161049307850371,0.6222518412635449,172.07387354648907
6,0,5,26.634561377577484,94.99271692708135,79.50553759932518,10.806243935599923,3.5063119740225375,0.8302372751539056,174.96640275300496,19.074531946947126,9.161049307850371,0.6222518412635449,172.07387354648907
6,0,6,29.99559786170721,83.88931415043771,49.18971911072731,7.096447924152017,3.722890847828239,0.7295406947694089,192.39728205392842,20.983327190288716,9.161049307850371,0.6222518412635449,172.07387354648907
6,0,7,32.883015354163945,109.03552131727338,66.21447000652552,9.08983263373375,5.471770769916475,0.7969652762659455,199.24907665919187,21.710045922417756,9.161049307850371,0.6222518412635449,172.07387354648907
6,0,8,33.81280397530645,63.55348424054682,45.35556238144636,11.085951950401068,3.954621620476246,0.6086278269431303,178.52965756215582,19.499499817980553,11.070654135222432,0.6086278269431303,172.07387354648907
6,1,9,37.08404970245901,60.0,40.0,10.632481475066287,3.0,0.5341982010000706,172.4593172839275,18.83475857784027,15.033080330586966,0.5341982010000706,172.07387354648907
