seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
4,0,0,37.19088405370712,80.78334093093872,56.936224699020386,7.695349752902985,3.9005803614854813,0.6677944625119677,192.4543725385259,21.003735866285737,4.976803277265464,0.6677944625119677,192.4543725385259
4,0,1,28.028791560791433,99.01667329482734,79.14010111242533,11.830028973519802,4.71627071686089,0.8304795954246751,181.17810098897357,19.746763040200392,5.401787961526218,0.6677944625119677,181.17810098897357
4,0,2,29.47712407913059,62.5300448294729,40.216262973845005,7.020573819056153,5.037998093292117,0.7072166073474225,209.8019124420664,22.882249103244618,5.401787961526218,0.6677944625119677,181.17810098897357
4,0,3,35.30309969559312,91.51771160773933,63.667736910283566,9.641753531992435,3.3439247724600136,0.7380927772887322,177.41579707642157,19.35817591512858,6.932949329758891,0.6677944625119677,177.41579707642157
4,0,4,33.071207157336175,71.31691224873066,74.90822378546,9.841889401897788,3.0516552734188735,0.7088970285860121,175.2980616431709,19.133009931328257,7.709305579449037,0.6677944625119677,175.2980616431709
4,0,5,31.21129786595702,88.976078517735,51.47631015628576,6.445440765470266,5.410171185620129,0.7371323476086151,218.41384444592808,23.799540359193955,7.709305579449037,0.6677944625119677,175.2980616431709
4,0,6,26.280300226062536,78.6372984200716,67.88070287555456,10.504893427714705,4.345322937704623,0.7852802985613976,182.89384679068763,19.93940767747767,7.709305579449037,0.6677944625119677,175.2980616431709
4,0,7,39.43775256630033,107.41710592061281,45.69630924612284,8.64548234269023,4.19407546473667,0.7143576545459981,188.74715855556602,20.591311028541266,7.709305579449037,0.6677944625119677,175.2980616431709
4,0,8,38.32970246206969,65.03784758038819,65.836326405406,6.336824543774128,4.811972646974027,0.6276000012806598,217.62335204026263,23.73816012643033,7.709305579449037,0.6276000012806598,175.2980616431709
4,1,9,40.0,60.0,48.42343787860659,8.335766366625624,3.0,0.5149625502193379,179.92825545585157,19.652971294720082,13.934533663586395,0.5149625502193379,175.2980616431709
4,1,10,40.0,60.0,60.68351324119917,6.0,3.0,0.530798804364759,194.72062740138895,21.267006894297552,13.934533663586395,0.5149625502193379,175.2980616431709
4,1,11,40.0,60.0,80.0,10.167888751458491,3.0,0.5926238002417417,176.0092670588308,19.221878317275877,14.390207096351736,0.5149625502193379,175.2980616431709
4,1,12,40.0,60.0,40.0,9.771133671719056,3.0,0.5010562257992675,174.6481991689453,19.0750976631326,15.655041381751168,0.5010562257992675,174.6481991689453
4,1,13,40.0,60.0,40.0,6.766727953159216,3.0,0.48772538320469433,186.86813228058034,20.411747354153416,16.060617173436867,0.48772538320469433,174.6481991689453
4,1,14,40.0,60.0,40.0,10.22533548043865,5.5,0.7006810314374563,195.77801908639864,21.379707327338597,16.060617173436867,0.48772538320469433,174.6481991689453
4,1,15,40.0,60.0,80.0,7.8032516304841195,3.0,0.587948834675055,184.80141596082888,20.18230217609123,16.060617173436867,0.48772538320469433,174.6481991689453
4,1,16,40.0,60.0,80.0,12.0,3.0,0.5955573335170089,172.0010431470533,18.78111306916861,16.782260140849306,0.48772538320469433,172.0010431470533
4,1,17,40.0,66.58709634726563,80.0,6.0,3.0,0.622069641504417,195.53129790359597,21.346867698827523,16.782260140849306,0.48772538320469433,172.0010431470533
4,2,18,40.0,60.0,40.0,12.0,3.0,0.5072164141941127,170.20073164004285,18.584970474344043,17.665937630814398,0.48772538320469433,170.20073164004285
4,2,19,33.64027196324705,60.0,40.0,12.0,3.0,0.5753459001830169,169.86713856638877,18.549037178097233,17.763621055126183,0.48772538320469433,169.86713856638877
4,2,20,25.543207305782758,60.0,40.0,12.0,3.0,0.6738504501616018,169.4397686942701,18.497323212084712,17.846666521551033,0.48772538320469433,169.4397686942701
4,2,21,36.826103776723336,60.0,40.0,12.0,3.0,0.5401106721934538,170.03740849014983,18.567639752193227,17.852421249973485,0.48772538320469433,169.4397686942701
4,2,22,30.6950376676857,60.0,40.0,12.0,3.0,0.609891356734132,169.70778865043619,18.530858604336515,17.862613126135557,0.48772538320469433,169.4397686942701
4,2,23,40.0,71.61835261132576,40.0,12.0,3.0,0.5701195555714612,169.91607419859616,18.5482578967317,17.863247260956417,0.48772538320469433,169.4397686942701
4,2,24,25.0,110.0,40.0,12.0,3.0,0.8160813286946655,169.00160239174502,18.420999429263944,17.886069885133114,0.48772538320469433,169.00160239174502
4,2,25,25.0,91.45789701067149,40.0,10.05880947210327,3.0,0.7832117360943407,172.39590961870127,18.799118468020637,17.886069885133114,0.48772538320469433,169.00160239174502
4,2,26,40.0,80.28345793147936,40.0,12.0,3.0,0.609858568272924,169.75008046405677,18.525771197946657,17.88607372328816,0.48772538320469433,169.00160239174502
4,3,27,25.0,70.25919654104577,52.821482633859496,12.0,3.0,0.7471529496975807,169.50456522326553,18.494477989021156,17.88607372328816,0.48772538320469433,169.00160239174502
4,3,28,25.0,83.76633789885344,55.21689160104314,12.0,3.0,0.7888474661114836,169.3404960400188,18.468121641397307,17.88877730111231,0.48772538320469433,169.00160239174502
4,3,29,25.0,60.0,52.32679410206045,12.0,3.0,0.7057965439168602,169.71892478436175,18.525681071186195,17.88877730111231,0.48772538320469433,169.00160239174502
4,3,30,25.24232857724185,72.20313071652276,40.0,12.0,3.0,0.7282036349189291,169.24875347808498,18.46682944534332,17.90285969996258,0.48772538320469433,169.00160239174502
4,3,31,25.0,110.0,80.0,12.0,3.0,0.8555677010505336,169.2785177307451,18.44648085017552,17.90285969996258,0.48772538320469433,169.00160239174502
4,3,32,28.93434341180616,60.0,48.48250031589516,12.0,3.0,0.6503798236203153,169.87897056150135,18.548077798075575,17.90285969996258,0.48772538320469433,169.00160239174502
4,3,33,31.19937743394461,110.0,80.0,12.0,3.0,0.8251418154262681,169.55782472084604,18.480773898807115,17.90285969996258,0.48772538320469433,169.00160239174502
4,3,34,30.774259646729153,65.18663521614673,40.0,12.0,3.0,0.6360753893029504,169.60125969069355,18.515656861550543,17.906883837900068,0.48772538320469433,169.00160239174502
4,3,35,25.0,60.0,80.0,12.0,3.0,0.756048109308,170.2560198099224,18.577647143873577,17.906883837900068,0.48772538320469433,169.00160239174502
