print_id,batch,design,source_trial,R_print_mm,H_print_mm,twist_deg,strut_d_print_mm,cable_d_print_mm,mass_g,nom_R_mm,nom_H_mm,nom_twist_deg,nom_strut_d_mm,nom_cable_d_mm,tierC_t180,tierC_e_rebound,tierC_e_reb_mJ,tierC_in_180_g,tierC_out_180_g,tierC_pulse_ms,tierC_t1000,tierC_peak_tendon_strain,tierC_peak_tendon_energy_mJ,tierC_stroke_mm,tierC_mass_printed_g,tierC_mass_flat_model_g,tierC_mass_solid_g,tierC_tpu_fraction,tierC_v_rebound_mps,tierB_t180,tierB_t1000,tierB_in_180_g,tierB_out_180_g,tierB_e_rebound,tierB_e_reb_mJ,tierB_peak_tendon_strain,tierB_peak_tendon_energy_mJ,tierB_stroke_mm,tierB_fn_hz,tierB_zeta_pct,tierB_ringdown_r2,tierB_ringdown_dominant_frac,tierB_fn_flex_hz,tierB_zeta_flex_pct,tierB_ringdown_flex_r2,tierB_flex_dominant_frac
r2d2c1,r2d2c,trial13,13.0,27.301,65.522,80.0,8.083,3.276,19.38,25.0,60.0,80.0,7.4015,3.0,0.83920396701749,0.61261196276939,177.43728699762372,208.2144082982323,174.73435743407595,4.0600000000000005,0.8426243147869533,0.18689856107105615,111.05871271858366,9.345900542545062,19.38,17.51832317055401,27.096162012829282,0.19364406674981674,3.246843402677767,0.6081877899776862,0.6809103096037427,208.06824160022109,126.54456402338172,0.6158502025993323,178.37521267487483,0.14845008044695387,110.35133091784573,60.73181921617305,58.87296088419255,6.815461651194594,0.5574702651714236,0.5131401657407424,370.40766016872624,0.5143469182316557,0.4100740253894418,0.971532439370135
r2d2c2,r2d2c,trial12,12.0,22.463,53.912,40.0,10.782,2.696,17.96,25.0,60.0,40.0,12.0,3.0,0.8010611314687879,0.6107584189589358,163.9386812027047,208.4161066596479,166.95404221709714,4.0600000000000005,0.8010213157515961,0.2709357250087284,134.63179380570818,15.409273395065135,17.96,22.6003685936129,37.821978381016436,0.07730620605183648,3.2370196204823594,0.6631848561393392,0.6605453062061576,208.39393103165511,138.20369917153957,0.6132844142056756,164.61670432382792,0.42121995565659415,270.3391584663428,53.704447341479806,24.898894072989172,42.03622391042436,0.8646792162827074,0.6100125518102482,199.49710747517457,2.0714490006814494,0.3293923650177315,0.8123545359796281
r2d2c3,r2d2c,trial16,16.0,20.072,48.173,80.0,9.635,4.416,18.63,25.0,60.0,80.0,12.0,5.5,0.8981476554090139,0.6158540225660493,171.4732107682635,208.09159516796862,186.8969783104327,4.08,0.8999671176419963,0.10350744961053035,43.300022771419954,16.035224164057816,18.63,19.807600403492156,29.834571198182676,0.2349509866561083,3.264026319600061,0.5121342051066223,0.5694909366403859,208.11902381721788,106.58487083019709,0.6146297240952135,171.1323274062321,0.13302965421397547,87.51760903330313,45.189893181787454,26.51968509941726,32.087408365591195,0.9521879391647311,0.3239541660728171,174.18112466988657,7.332389434547417,0.5954327936571244,0.7950905271383246
r2d2c4,r2d2c,trial11,11.0,30.124,45.186,80.0,9.037,4.142,19.33,40.0,60.0,80.0,12.0,5.5,0.907682035677232,0.6127759515934714,177.0268777349201,208.338640161866,189.10524101234887,4.0600000000000005,0.9198281220652689,0.13403676410532314,122.4992894909764,12.101398988276578,19.33,18.524651697408558,27.287819859526117,0.2704549891201819,3.2477125434453984,0.32363964702507775,0.388551142838388,208.40337419285146,67.44759446260964,0.6127313658283937,177.01399720531933,0.12125674785319242,122.84316628090748,115.35799964166554,36.52366400771362,17.738796457129435,0.6972605726653582,0.782784478193474,167.1842222103406,3.0910507426057294,0.5142160109362094,0.6048165796036227
r2d2c5,r2d2c,trial18,18.0,25.057,60.137,80.0,6.014,5.513,23.47,25.0,60.0,80.0,6.0,5.5,0.9122106524122265,0.6159586222111033,216.05795992318738,207.9163735801959,189.66353079077473,4.0600000000000005,0.9145827830842971,0.0768701989810552,47.63348035150511,15.938599311728503,23.47,19.719331129455256,24.73929326994206,0.5512718931244598,3.2645806977188476,0.8731757745839862,0.9276131789697862,207.14987156320632,180.87824955717593,0.615127508468726,215.76643264657002,0.07017554210633692,52.852230167446834,53.936764583186815,247.53875684997368,1.3003395116312912,0.12129303781003775,0.6325324129704634,248.46622511050316,1.3582378790765024,0.17404615222414976,0.9939119788724242
r2d2c6,r2d2c,trial14,14.0,20.398,48.955,40.0,9.791,4.488,19.11,25.0,60.0,40.0,12.0,5.5,0.897918668763674,0.614350395591556,175.4617561960186,208.23568368442466,186.9787078830121,4.0600000000000005,0.9016498843419793,0.11051445016139204,51.57205621628193,21.089775945143316,19.11,22.01916299910759,33.48953997671383,0.2197001027385067,3.2560570966352467,0.7527058571287651,0.7507736488197854,208.38050684398976,156.84922801293183,0.6106352973824875,174.4007042932585,0.15532728968339385,114.11028894830548,35.283805109020335,22.79711932907309,26.185335857175435,0.9848247302837101,0.35206371755414806,161.86528338265828,9.71885526423853,0.8038945760757845,0.8377848360447673
r2d2c7,r2d2c,trial15,15.0,34.886,52.33,40.0,10.466,2.616,18.51,40.0,60.0,40.0,12.0,3.0,0.6125895166340473,0.6080039856004266,168.19709378427052,208.6915161997204,127.84223503441316,4.0600000000000005,0.6165930874824237,0.2607441341054857,243.2080372709966,32.98842232733465,18.51,24.29739270873738,40.463880186751126,0.08425451538500399,3.2224211236822606,0.36827465354226063,0.37144160940184606,208.6605937839138,76.84440788369324,0.6146212538170863,170.02768257841151,0.20330012884653376,164.31922117256136,149.7122419480093,21.171690382188704,13.880964409359967,0.4549651256130446,0.6456187712863445,183.80261000677194,7.85720532208216,0.6345801543862166,0.8873009266897974
r2d2c8,r2d2c,trial17,17.0,26.927,74.048,80.0,8.078,3.702,19.98,40.0,110.0,80.0,12.0,5.5,0.8324494853710995,0.6141751938474952,183.39749442591213,208.0970831459702,173.2303097720898,4.08,0.8375961918077183,0.14754821586709926,79.64310836838891,6.940436542360484,19.98,20.907669065079766,31.63983248635362,0.22755853098366371,3.2551285273917245,0.692768366956152,0.7632428627884704,207.8706024550226,144.0061778009575,0.61608219405086,183.9669395332208,0.1248492018841162,84.77802881845392,51.747709282111735,31.239888680906216,22.20304794777054,0.9184469647554112,0.7059218259938564,329.46609182819793,1.0372627881400118,0.33562303934846505,0.9866985239592052
r2d2c9,r2d2c,trial10,10.0,21.946,52.671,80.0,10.534,2.634,17.91,25.0,60.0,80.0,12.0,3.0,0.8042901083278674,0.6119564315380528,163.80295491255123,208.31767651944992,167.54784661443801,4.0600000000000005,0.8094630409328348,0.2680514554644551,119.38372517082682,11.106266261718387,17.91,19.54273187541039,32.55715377446326,0.08375112699257382,3.2433690871516796,0.5012080514123098,0.5276770670136867,208.18054442643003,104.3417650139248,0.6159024851015173,164.85919878977322,0.27139735840251267,167.2318544333882,60.58146723117573,36.00192135969746,17.63359131216774,0.8405621903622189,0.7277985972737622,150.00000000076423,2.686955296932259,0.12681472340182198,0.8787127896110098
drran1,drran,trial36,36.0,25.881,62.1145,40.0,8.2678,3.1057,19.31,25.0,60.0,40.0,7.9863,3.0,0.8350455230277726,0.6108015454386618,176.2739123207213,208.35610754820243,173.98683480361953,4.0600000000000005,0.835453542887124,0.21613759981455474,132.43145919517323,14.0502306283029,19.31,17.76579542550961,28.112834256939237,0.15901681871990989,3.2372481908249076,0.5958784174674708,0.5942945517310542,208.38847559547688,124.17419505629142,0.6136600213528347,177.0988524938899,0.254636301775508,157.30357261042676,49.99878896980788,21.73605418187664,26.298654109983243,0.9041155330834334,0.495428049833406,416.09951550866174,1.1273989784740328,0.5774500727323193,0.607890817509573
drran2,drran,trial33,33.0,23.0721,55.373,40.0,5.5373,5.0759,19.33,25.0,60.0,40.0,6.0,5.5,0.86513982373782,0.6144031674375637,177.49696951892597,208.26916873126288,180.18195192618705,4.0600000000000005,0.8669695766663955,0.08568335610498326,41.55747627767372,19.36050949122375,19.33,15.83780607792141,20.099310372589837,0.5296379727093349,3.256336787419088,0.5743167527158901,0.6115632201661196,207.94116205687874,119.42409294847525,0.6116550610170759,176.70305993739424,0.09522509612731854,78.85400898244059,35.898917897021995,247.34523456848967,1.4512207058714672,0.8331378547064505,0.9796440878938822,247.35366629515775,1.4733721522574161,0.8439415345480303,0.9997978542121041
drran3,drran,trial31,31.0,20.7352,65.0743,40.0,9.0365,4.1417,19.92,27.5354,86.4155,40.0,12.0,5.5,0.8470638162369059,0.6144421469951072,182.92622610535054,208.1265837336989,176.29649827781694,4.0600000000000005,0.8523938403259731,0.12726794903552235,51.127161650260966,8.691784490715213,19.92,23.420314961974498,35.78772939419264,0.21240629050488152,3.2565433790740683,0.46651679717495514,0.5077198567159803,208.19982298986497,97.1287145936244,0.6116577808267123,182.0972894873617,0.15346950175154803,90.33495717858884,28.20295853738307,22.802380704927444,29.41736608903232,0.9098456281963139,0.6069336050633953,203.04192584846118,7.971037464648923,0.6598709658096448,0.8273680396766525
drran4,drran,trial29,29.0,27.8189,76.502,40.0,8.3457,3.8251,19.92,40.0,110.0,40.0,12.0,5.5,0.8318783810413525,0.6127177646743192,182.41285840776146,208.24060892362886,173.2308606184538,4.08,0.8331314780614691,0.14622783705167747,86.77524887709383,10.009930690573002,19.92,24.14227184326659,36.81228879250208,0.21572682763267384,3.2474041527738913,0.478778523149776,0.5251005747489752,208.17943263354044,99.67184130644478,0.6129865306598302,182.49287301560608,0.16463988328936707,105.5861035903017,40.823092409518004,346.20129371119805,1.037072044989284,0.6753191694982723,0.44751024937433387,346.20129371119805,1.037072044989284,0.6753191694982723,0.9910536632738609
drran5,drran,trial28,28.0,23.2292,55.7501,40.0,5.575,5.1104,19.88,25.0,60.0,40.0,6.0,5.5,0.8691527706547918,0.6143630299544252,182.53539764494946,208.24596759483165,180.99755971273592,4.0600000000000005,0.870417047257837,0.08619813441737452,42.98562784206837,18.753680466082855,19.88,16.163279832751407,20.51242304247337,0.5296322094743554,3.256124058758453,0.5751902520548535,0.6120550538841548,207.91101337316323,119.58838818708978,0.6115703252295698,181.7056480626964,0.0955681643015789,81.24094390477929,36.0317771357205,250.51371071574633,1.8459443632068184,0.8038610201469885,0.9503457548378047,250.47440401421838,1.8838695863378756,0.8184087440500489,0.9993778489022371
drran6,drran,trial34,34.0,21.7241,52.1378,40.0,8.8096,4.7793,19.24,25.0,60.0,40.0,10.138,5.5,0.8820984324177276,0.6143880594254665,176.6662037541733,208.25111988375147,183.69798639869342,4.0600000000000005,0.8848828356320515,0.09721316115186941,46.314225626839956,20.366160417370182,19.24,21.491948078859423,31.417427547201672,0.2828438726372058,3.256256714954972,0.6825765971991787,0.6796402899242074,208.3810897565859,142.23605516670705,0.6110473663703382,175.70559335346115,0.12222222765194919,100.72734349473832,35.6491303689787,21.023084197245478,30.535603104832425,0.9662940565423418,0.5823216306556853,592.1201370374022,1.1844298378717686,0.5729999852460104,0.7977589143830671
drran7,drran,trial32,32.0,29.8858,60.566,40.0,8.1029,4.1093,20.06,40.0,81.0634,40.0,10.8452,5.5,0.8837522395132712,0.6114973301567305,183.32898605635208,208.35212822787375,184.13165992873968,4.0600000000000005,0.8833034523666004,0.1331447804816667,106.69087313081899,12.84829682752614,20.06,21.170863951481664,31.340946861098864,0.26247442767527684,3.2409358498306715,0.49791060719214547,0.5055113776920012,208.40340396079966,103.76626540703174,0.6130484872499223,183.7940282455569,0.14143413614824746,126.26956203875692,58.21957024718267,25.814118501483676,41.28668100585461,0.9111739525157847,0.2802343455669415,440.64145382471395,1.2075233415298163,0.03940565829805498,0.9734339621668266
drran8,drran,trial35,35.0,25.3411,60.8187,61.5445,9.0215,3.0409,19.32,25.0,60.0,61.5445,8.9001,3.0,0.794776179210832,0.611561699770893,176.58468855491267,208.3030299521553,165.55428626341347,4.0600000000000005,0.7955463612841199,0.21944323142755634,121.45889532386882,12.309191635789176,19.32,18.98350818573809,30.452867189035462,0.1386542212249986,3.241277008785733,0.4322753009781433,0.47485005385811024,208.28576625490774,90.03679229730345,0.6152318786421852,177.64443018551307,0.21352512744065788,137.93984716069593,57.186648891636175,31.18318828641181,48.84099126117954,0.7486086732545848,0.6399868195007571,484.9431295658477,0.7035490337319307,0.2722644715482855,0.7939206131199965
drran9,drran,trial30,30.0,23.0055,55.2131,40.0,5.5213,5.0612,19.34,25.0,60.0,40.0,6.0,5.5,0.8663885532799306,0.6144016271142291,177.58834890876736,208.26698727416385,180.44013380043253,4.0600000000000005,0.8682624982289869,0.08625887247035312,41.81906152122735,19.36872343263117,19.34,15.70081032969074,19.925487244151775,0.5296347518015226,3.256328623705414,0.5747672992598324,0.6119059005312653,207.9407466622528,119.51754136513605,0.6116566864098908,176.79494364090456,0.09567693326971996,78.86275318385974,35.83705742567759,248.6809582163528,1.4593347424357554,0.8306221598763996,0.9826396377214925,248.68930668470736,1.479847473348063,0.8409081747966823,0.9998264072391717
2dran1,2dran,trial36,36.0,25.881,62.1145,40.0,8.2678,3.1057,19.48,25.0,60.0,40.0,7.9863,3.0,0.8368638563129479,0.6107301939650694,177.8050070910692,208.35135054899314,174.36171468844123,4.0600000000000005,0.8372650805371923,0.2174694082121936,134.24543977993997,14.061732068717435,19.48,17.76579542550961,28.112834256939237,0.15901681871990989,3.236870028014868,0.5957613942533956,0.5941610236125654,208.38361331469807,124.14691200792497,0.6136573865641636,178.65721565383862,0.2555483717541883,159.49354815075918,50.05859138850968,21.631730182962887,25.47980196697025,0.9047608654028281,0.5158309094505344,410.9360932206615,1.0677125120971747,0.6164739982862553,0.6441415781255716
2dran2,2dran,trial33,33.0,23.0721,55.373,40.0,5.5373,5.0759,19.65,25.0,60.0,40.0,6.0,5.5,0.869108394326574,0.6143797867448363,180.42849066803205,208.25345159994458,180.99482293299474,4.0600000000000005,0.8707170026847028,0.0867234007851326,42.714333109925406,19.03517614234949,19.65,15.83780607792141,20.099310372589837,0.5296379727093349,3.2562128697476322,0.5752557519417272,0.6121823874721332,207.9232151275526,119.60902546434177,0.6116117398052786,179.61558219972324,0.09599730619914072,80.23420986284205,35.89803213318167,250.03845101558093,1.6843621680586542,0.8317461198616891,0.9709154829876175,250.03172951537914,1.7125512089206707,0.8443372811744031,0.9996385582984278
2dran3,2dran,trial31,31.0,20.7352,65.0743,40.0,9.0365,4.1417,20.15,27.5354,86.4155,40.0,12.0,5.5,0.8494272472481331,0.614417072732598,185.03077502921545,208.1166410407433,176.77994550576642,4.0600000000000005,0.8548808477446591,0.12835503838818063,52.12805860861363,8.316752122021043,20.15,23.420314961974498,35.78772939419264,0.21240629050488152,3.2564104854827693,0.4664308538192287,0.5071057676899204,208.19344058655176,97.1078442523482,0.6116358207902148,184.19320520036624,0.15432327118611253,91.27382199639115,28.189783503385918,22.906591183891987,29.711258724325496,0.9088539426540353,0.7006469870269053,205.50628670341314,8.372616772795242,0.7535754719570329,0.7619724844188267
2dran4,2dran,trial29,29.0,27.8189,76.502,40.0,8.3457,3.8251,20.19,40.0,110.0,40.0,12.0,5.5,0.835047592186878,0.6126444404065203,184.86319652311812,208.23108675133855,173.88286761016215,4.08,0.836374607793496,0.14767540893928766,88.75492332338084,10.01065869020143,20.19,24.14227184326659,36.81228879250208,0.21572682763267384,3.2470155341545577,0.48079825247068303,0.5274282055347529,208.16681031036455,100.08623861961944,0.6129828318954674,184.9653049047456,0.16563783684636962,106.87607486750208,40.828057949953326,20.000000000000004,25.58843566095414,0.8531994214478996,0.42905367283726453,346.60148732859744,1.0864108772765786,0.6694211803362194,0.9906528267783374
2dran5,2dran,trial28,28.0,23.2292,55.7501,40.0,5.575,5.1104,20.22,25.0,60.0,40.0,6.0,5.5,0.8733716112576287,0.6143375796767283,185.6495394632943,208.22935391461388,181.86160633954134,4.0600000000000005,0.8744512200042552,0.08728637773149034,44.25815832451543,18.43045031001806,20.22,16.163279832751407,20.51242304247337,0.5296322094743554,3.25598917228666,0.5761257452090659,0.6126595398539744,207.89209043313068,119.77198552385794,0.6115259555443575,184.79988164878586,0.09636830251102704,82.70418186980415,36.031299728436956,251.0398206766038,2.5513627825205227,0.8362351186282251,0.8620977878708055,250.89439573229504,2.6267669066224637,0.8584184818376117,0.9981603137630445
2dran6,2dran,trial34,34.0,21.7241,52.1378,40.0,8.8096,4.7793,19.54,25.0,60.0,40.0,10.138,5.5,0.8859953598706694,0.6143599813097617,179.41267458714157,208.23685542636915,184.49688766182248,4.0600000000000005,0.8886574318969258,0.09830701617832566,47.47836066250135,20.16637889315207,19.54,21.491948078859423,31.417427547201672,0.2828438726372058,3.2561079009417364,0.6827579493605558,0.68004068906571,208.37400039254138,142.2690052080672,0.6110117256654106,178.4348773369466,0.12280471671540266,102.21535985924761,35.66942704246609,21.03720350774289,30.467759629260964,0.9677684656920936,0.582961267674315,150.00000000000003,9.889906578749166,0.41781322529824727,0.35502269461843694
2dran7,2dran,trial32,32.0,29.8858,60.566,40.0,8.1029,4.1093,20.32,40.0,81.0634,40.0,10.8452,5.5,0.8871867004492939,0.6114069466606131,185.67768593841862,208.34354534295542,184.83962255272448,4.0600000000000005,0.8868094211365649,0.13437522715373942,108.96834708123785,12.851182242773735,20.32,21.170863951481664,31.340946861098864,0.26247442767527684,3.2404568173012493,0.49845857403372773,0.5060518886738803,208.39479104039378,103.87617037805134,0.6130362973425894,186.1725021420354,0.14194299582646824,127.8757992017549,58.280751001898125,25.225559594584073,37.532301943815746,0.9270972890772505,0.3032969894638023,494.26754227182454,1.367580160981952,0.02163200125959397,0.9725851350710023
2dran8,2dran,trial35,35.0,25.3411,60.8187,61.5445,9.0215,3.0409,19.51,25.0,60.0,61.5445,8.9001,3.0,0.7963605355842195,0.611486585226309,178.299385298759,208.29763414885304,165.88001549170642,4.0600000000000005,0.7971863409585818,0.22094501418636556,123.32357451355197,12.33020668610707,19.51,18.98350818573809,30.452867189035462,0.1386542212249986,3.240878901699438,0.43311193536795567,0.4763934146640829,208.28086907276412,90.20893030422465,0.6152360567564837,179.3926692483618,0.2151827384985855,139.36203605091018,57.2466749824116,25.47850945106415,33.892535451148305,0.9410929999562306,0.2636759944470372,485.31767011191533,0.6780144135401276,0.31314265048388845,0.8075234903689219
2dran9,2dran,trial30,30.0,23.0055,55.2131,40.0,5.5213,5.0612,19.65,25.0,60.0,40.0,6.0,5.5,0.8702498247539696,0.6143787804363534,180.42819513955826,208.25179374411462,181.23108701051558,4.0600000000000005,0.8719197151696477,0.08727036191000749,42.94345134739069,19.05355456440666,19.65,15.70081032969074,19.925487244151775,0.5296347518015226,3.2562075363126732,0.5756813296976242,0.6125044255008062,207.9231294067489,119.69746361176838,0.611614351525669,179.61634919886325,0.09643920381514287,80.21710007687224,35.8371271092978,249.82258634320675,1.816849948801784,0.8567168034564101,0.9635009903218676,249.8180059104431,1.8500189049387044,0.8706319475372825,0.9996188541536631
corny1,corny,trial42,42.0,17.6507,77.6629,40.0,8.4723,3.8831,20.2,25.0,110.0,40.0,12.0,5.5,0.7858635461640301,0.6150619273193232,185.68458733086493,208.0439682586457,163.49417065377622,4.0600000000000005,0.7801484216628626,0.13953440395700878,38.609099301283486,6.052365112204957,20.2,23.403036848292356,35.907050243065044,0.20609781269279132,3.259828214792413,0.6031955985758813,0.6241092939260026,208.02917471685467,125.48228256457975,0.6126423571559041,184.95412936011937,0.16333914552864112,55.386226449244475,20.33234582585271,29.493953558476157,26.498950594046384,0.9458103281904784,0.31228203572635177,481.72119780977675,1.451930169660178,0.514927043292862,0.5624944025094324
corny2,corny,trial38,38.0,18.2584,80.337,40.0,7.9765,4.0168,20.21,25.0,110.0,40.0,10.9217,5.5,0.7870214303640447,0.6150902607834491,185.78506838108618,208.04365811988265,163.73481739167835,4.0600000000000005,0.780011678714375,0.13023917727042433,37.356971131305954,6.034668462805967,20.21,22.84463594590779,34.3293029525614,0.23861250280829369,3.25997838215228,0.6285325964944887,0.6703634401365532,208.02784287214854,130.75228022357902,0.6129620098762475,185.14224038406516,0.14801364838484687,50.88072338024378,20.51539299319362,28.96566252370036,29.697722709944337,0.7015234955531455,0.799826653279643,442.6505901910179,3.6869017084833438,0.6481081321422444,0.5883161386871497
