strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
lhs,5,0,0,35.4979,64.4334,61.6496,7.11903,5.01014,0.643977,212.009,23.1255,0.98817,True,1.18446,0.643977,212.009
lhs,5,0,1,38.1736,77.4882,67.7275,7.32521,3.97228,0.666848,197.004,21.4963,0.987528,True,4.20522,0.643977,197.004
lhs,5,0,2,37.6448,106.897,66.1834,11.671,3.90988,0.766394,176.206,19.2219,0.709832,True,6.32192,0.643977,176.206
lhs,5,0,3,30.0649,87.2328,65.0078,10.5539,3.62078,0.771703,176.788,19.2842,0.810835,True,6.32192,0.643977,176.206
lhs,5,0,4,39.7685,95.7341,76.8004,6.65596,3.78617,0.735532,198.56,21.6568,0.988779,True,6.32192,0.643977,176.206
lhs,5,0,5,28.3875,69.4065,47.8939,10.188,3.90149,0.700449,180.153,19.6599,0.869387,True,7.43316,0.643977,176.206
lhs,5,0,6,38.8719,94.7206,70.5518,10.4272,4.37477,0.734743,184.366,20.115,0.77322,True,7.43316,0.643977,176.206
lhs,5,0,7,33.1979,71.3803,75.2039,11.9752,4.54871,0.7173,181.578,19.8133,0.781304,True,7.43316,0.643977,176.206
lhs,5,0,8,25.2298,88.057,71.9605,7.9467,5.16668,0.816317,203.323,22.147,0.891828,True,7.43316,0.643977,176.206
lhs,5,1,9,26.4554,75.9634,60.8487,7.66424,3.28242,0.760577,184.102,20.0794,1.02295,True,7.43316,0.643977,176.206
lhs,5,1,10,31.2142,100.493,58.4801,9.67483,4.70837,0.78296,188.848,20.5873,0.78668,True,7.43316,0.643977,176.206
lhs,5,1,11,39.1931,109.228,47.511,9.37643,3.09206,0.725175,175.39,19.1319,0.808318,True,7.71256,0.643977,175.39
lhs,5,1,12,34.2982,78.8002,57.5312,6.89318,3.54812,0.685796,192.897,21.0486,1.03705,True,7.77273,0.643977,175.39
lhs,5,1,13,32.2116,91.062,79.5817,6.70025,3.75041,0.784838,196.694,21.4428,1.01426,True,7.77273,0.643977,175.39
lhs,5,1,14,36.504,63.0584,44.0217,8.88112,3.02691,0.563191,177.361,19.3716,0.959402,True,12.4599,0.563191,175.39
lhs,5,1,15,29.6079,96.1227,53.6404,6.03186,3.19772,0.770344,192.493,20.9878,1.07705,True,12.4599,0.563191,175.39
lhs,5,1,16,31.3696,79.6561,40.6653,6.24112,3.24448,0.681158,191.825,20.9303,1.10133,True,12.4599,0.563191,175.39
lhs,5,1,17,30.4339,66.5038,76.2199,9.66651,4.91526,0.72436,193.79,21.1294,0.884446,True,12.4599,0.563191,175.39
lhs,5,2,18,33.9036,61.4792,68.9737,9.11211,3.41744,0.641389,181.806,19.853,0.97016,True,12.4599,0.563191,175.39
lhs,5,2,19,25.7551,97.7455,49.8253,7.43248,3.41156,0.801276,185.646,20.2375,0.958889,True,12.4599,0.563191,175.39
lhs,5,2,20,37.1425,69.96,43.178,10.0788,4.78763,0.600212,189.168,20.653,0.824575,True,12.4599,0.563191,175.39
lhs,5,2,21,36.8784,73.1205,45.4375,9.85594,4.50842,0.621809,187.483,20.469,0.835936,True,12.4599,0.563191,175.39
lhs,5,2,22,27.3137,68.2538,74.4414,6.46747,3.67072,0.747427,198.14,21.6024,1.1301,True,12.4599,0.563191,175.39
lhs,5,2,23,25.8633,92.0976,56.1328,11.4242,5.03701,0.803345,184.466,20.1021,0.737991,True,12.4599,0.563191,175.39
lhs,5,2,24,27.9755,105.365,54.6737,11.6002,5.45875,0.810226,186.871,20.3621,0.693251,True,12.4599,0.563191,175.39
lhs,5,2,25,35.1094,102.359,68.1214,11.0504,4.2496,0.776201,180.38,19.6737,0.738083,True,12.4599,0.563191,175.39
lhs,5,2,26,36.2337,82.0152,46.4293,8.6328,5.42716,0.663439,202.561,22.0892,0.83861,True,12.4599,0.563191,175.39
lhs,5,3,27,38.6595,82.7765,63.4599,9.27508,4.43289,0.681197,190.256,20.7625,0.846324,True,12.4599,0.563191,175.39
lhs,5,3,28,31.9097,85.444,52.4608,8.00984,4.08502,0.725517,191.437,20.8796,0.922756,True,12.4599,0.563191,175.39
lhs,5,3,29,32.6222,60.9144,50.1956,10.7949,4.81451,0.620004,187.139,20.4275,0.837037,True,12.4599,0.563191,175.39
lhs,5,3,30,26.8729,89.5481,59.4056,10.9473,4.28512,0.794622,180.394,19.6672,0.776524,True,12.4599,0.563191,175.39
lhs,5,3,31,29.5623,108.551,41.6334,11.2538,5.09492,0.787687,185.006,20.1638,0.701079,True,12.4599,0.563191,175.39
lhs,5,3,32,34.9916,74.5043,72.7882,8.40033,5.31045,0.703014,205.284,22.3796,0.888338,True,12.4599,0.563191,175.39
lhs,5,3,33,28.948,99.4958,62.7869,7.7308,4.16332,0.799116,193.345,21.0734,0.904629,True,12.4599,0.563191,175.39
lhs,5,3,34,33.5197,84.0661,78.6765,8.16827,4.61483,0.759149,198.037,21.5887,0.905109,True,12.4599,0.563191,175.39
lhs,5,3,35,27.5186,104.036,51.7295,8.78976,5.28842,0.80301,198.263,21.5987,0.801412,True,12.4599,0.563191,175.39
