strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
sobol,2,0,0,31.8347,65.6395,61.6478,6.65135,5.33353,0.700781,218.673,23.8401,1.00194,True,0,0.700781,218.673
sobol,2,0,1,35.1214,104.83,58.729,10.8464,4.20569,0.766912,180.336,19.6698,0.738516,True,3.74195,0.700781,180.336
sobol,2,0,2,36.4509,80.1489,79.7342,8.85648,3.54507,0.723691,183.448,20.0194,0.917014,True,5.20473,0.700781,180.336
sobol,2,0,3,26.609,90.9462,40.4851,10.053,4.58518,0.77171,185.421,20.2106,0.798017,True,5.20473,0.700781,180.336
sobol,2,0,4,28.6193,77.9984,50.7167,9.33542,4.45249,0.733225,188.341,20.5371,0.86876,True,5.20473,0.700781,180.336
sobol,2,0,5,38.4686,92.3231,69.0235,8.13895,3.01215,0.721902,179.912,19.6309,0.932481,True,5.46743,0.700781,179.912
sobol,2,0,6,33.0891,67.7763,47.5495,11.5406,3.75778,0.643043,175.73,19.1902,0.807193,True,9.35651,0.643043,175.73
sobol,2,0,7,29.8097,103.464,72.0357,7.34553,5.11039,0.811059,207.124,22.5632,0.875588,True,9.35651,0.643043,175.73
sobol,2,0,8,29.2859,82.6606,47.1286,7.55021,3.96205,0.730162,192.29,20.9694,0.966817,True,9.35651,0.643043,175.73
sobol,2,1,9,33.5101,87.6108,72.6232,9.54283,5.41218,0.759045,197.762,21.5545,0.803945,True,9.35651,0.643043,175.73
sobol,2,1,10,39.9372,63.1158,53.9605,6.75131,4.83256,0.639109,213.237,23.2729,1.00104,True,9.37246,0.639109,175.73
sobol,2,1,11,27.2828,108.178,65.6339,11.7425,3.45063,0.829877,172.322,18.7857,0.718467,True,9.50299,0.639109,172.322
sobol,2,1,12,25.0158,70.349,75.5481,11.0539,3.24215,0.783029,173.053,18.8768,0.85853,True,9.62842,0.639109,172.322
sobol,2,1,13,37.6776,100.165,44.8171,6.06271,4.37977,0.692891,209.375,22.8307,0.971943,True,9.62842,0.639109,172.322
sobol,2,1,14,35.7551,75.438,63.636,10.255,4.89389,0.682366,190.333,20.7673,0.815724,True,9.62842,0.639109,172.322
sobol,2,1,15,31.5382,95.61,56.5742,8.26234,3.82447,0.764456,186.846,20.3762,0.892253,True,9.62842,0.639109,172.322
sobol,2,1,16,30.9889,73.0096,73.7936,11.4345,4.66525,0.739775,183.648,20.0315,0.795969,True,9.62842,0.639109,172.322
sobol,2,1,17,36.1434,96.6727,45.7921,7.19111,3.61551,0.706927,190.398,20.7723,0.950908,True,9.62842,0.639109,172.322
sobol,2,2,18,37.3045,71.2165,66.9536,9.13966,4.12921,0.652219,188.736,20.6031,0.900595,True,9.62842,0.639109,172.322
sobol,2,2,19,25.5802,97.5412,52.7872,7.89772,5.24746,0.805029,203.581,22.1766,0.860455,True,9.62842,0.639109,172.322
sobol,2,2,20,27.7737,60.4661,43.4925,8.68017,5.03909,0.675733,198.262,21.624,0.936395,True,9.62842,0.639109,172.322
sobol,2,2,21,39.4906,109.068,76.7262,9.92211,3.67685,0.773924,179.54,19.5836,0.780823,True,9.62842,0.639109,172.322
sobol,2,2,22,33.9425,83.7463,55.4085,6.38532,3.0968,0.701662,189.638,20.6931,1.08508,True,9.62842,0.639109,172.322
sobol,2,2,23,28.7808,85.1564,64.9677,10.6287,4.52755,0.7776,183.948,20.0559,0.79491,True,9.62842,0.639109,172.322
sobol,2,2,24,30.3737,68.2532,59.8949,10.4576,3.38036,0.696775,175.774,19.1876,0.875408,True,9.62842,0.639109,172.322
sobol,2,2,25,32.7157,101.231,60.3159,8.51331,4.75235,0.77401,195.476,21.3087,0.833076,True,9.62842,0.639109,172.322
sobol,2,2,26,38.8572,75.9605,41.8094,11.1588,5.4984,0.616383,190.559,20.7986,0.747577,True,10.3252,0.616383,172.322
sobol,2,3,27,28.0704,92.9953,78.5564,6.21296,4.03837,0.813017,203.672,22.1917,1.0315,True,10.3252,0.616383,172.322
sobol,2,3,28,26.1038,80.844,67.704,7.02434,3.90557,0.785813,195.531,21.3125,1.02407,True,10.3252,0.616383,172.322
sobol,2,3,29,36.8832,88.8825,51.8897,11.9701,4.96505,0.701867,183.209,19.9918,0.713133,True,10.3252,0.616383,172.322
sobol,2,3,30,34.675,63.3804,70.8649,7.72546,4.30486,0.645293,199.614,21.7783,1.00582,True,10.3252,0.616383,172.322
sobol,2,3,31,32.3258,105.33,48.8863,9.66979,3.15733,0.769478,174.852,19.0695,0.809127,True,10.3371,0.616383,172.322
sobol,2,3,32,32.2532,78.8806,54.561,10.5356,5.16784,0.711536,190.267,20.7485,0.790407,True,10.3371,0.616383,172.322
sobol,2,3,33,34.5988,90.0686,65.0628,6.48131,3.70796,0.734162,197.819,21.5737,1.02539,True,10.3371,0.616383,172.322
sobol,2,3,34,36.9534,65.3448,46.5576,9.83627,3.04732,0.579811,174.821,19.092,0.898097,True,12.4253,0.579811,172.322
sobol,2,3,35,26.1776,104.145,73.2237,8.78055,4.41946,0.83748,189.905,20.6925,0.834264,True,12.4253,0.579811,172.322
