strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
heuristic,5,0,0,3.83451,15.7725,0.59355,51.4321,0.834673,0.615114,185.976,20.23,1.10449,24.4833,93.8816,5.95222,3.53294,176.796,True,True,0.00166125,0.834673,185.976,0.615114
heuristic,5,0,1,4.4,15.7725,0.59355,51.4321,0.853249,0.615357,186.049,20.23,1.11419,21.5241,94.7061,6.00449,3.56397,137.841,True,True,0.00166125,0.834673,185.976,0.615114
heuristic,5,0,2,2.81951,15.7725,0.59355,51.4321,0.775194,0.614564,185.81,20.23,1.07788,32.495,91.6199,5.80882,3.44783,303.929,False,True,0.00166125,0.834673,185.976,0.615114
heuristic,5,0,3,3.83451,15.7725,0.59355,65.4321,0.843909,0.615208,186.004,20.23,1.10278,24.4454,93.7361,5.94299,3.52747,175.975,True,True,0.00166125,0.834673,185.976,0.615114
heuristic,5,0,4,3.83451,15.7725,0.59355,40,0.826861,0.615092,185.97,20.23,1.1055,24.5059,93.9679,5.95769,3.53619,177.284,True,True,0.00190405,0.826861,185.97,0.615092
heuristic,5,0,5,3.83451,15.7725,0.826884,40,0.832295,0.615307,186.035,20.23,0.995115,22.0588,84.5848,5.36279,4.4344,129.303,True,True,0.00190405,0.826861,185.97,0.615092
heuristic,5,0,6,3.83451,15.7725,0.360217,40,0.820935,0.61577,186.174,20.23,1.20336,26.6751,102.286,6.48507,2.33603,228.654,False,True,0.00190405,0.826861,185.97,0.615092
heuristic,5,0,7,3.83451,18.3333,0.59355,40,0.824391,0.615219,186.008,20.23,1.17252,25.9915,99.6645,5.43624,3.22668,211.52,True,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,0,8,3.83451,18.3333,0.59355,54,0.834566,0.61526,186.02,20.23,1.17119,25.9618,99.5508,5.43004,3.223,210.797,True,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,1,9,3.83451,18.3333,0.826884,40,0.829727,0.615122,185.978,20.23,1.075,23.8297,91.3753,4.98411,4.12128,163.011,True,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,1,10,3.83451,18.3333,0.360217,40,0.819507,0.615914,186.218,20.23,1.26415,28.0225,107.453,5.86105,2.11125,265.082,False,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,1,11,4.4,18.3333,0.59355,40,0.844704,0.615412,186.066,20.23,1.18158,22.8261,100.435,5.47825,3.25162,164.397,True,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,1,12,2.81951,18.3333,0.59355,40,0.760632,0.614813,185.885,20.23,1.14761,34.5971,97.5468,5.32074,3.15813,366.811,False,True,0.00198014,0.824391,185.97,0.615092
heuristic,5,1,13,3.83451,13.6667,0.59355,40,0.829358,0.615084,185.967,20.23,1.0382,23.0139,88.247,6.4571,3.83261,146.835,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,1,14,3.83451,18.3333,0.59355,47,0.829524,0.615233,186.012,20.23,1.17192,25.9782,99.6135,5.43346,3.22503,211.196,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,1,15,4.39761,13.6983,0.40634,57.3979,0.855052,0.615612,186.127,20.23,1.12598,21.7637,95.7081,6.98688,2.83905,142.417,False,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,1,16,4.39761,13.6983,0.639673,57.3979,0.85836,0.615478,186.086,20.23,1.0279,19.8679,87.3713,6.37828,4.08001,108.348,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,1,17,4.39761,13.6983,0.639673,71.3979,0.865219,0.61554,186.105,20.23,1.02665,19.8438,87.2651,6.37053,4.07506,107.954,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,2,18,4.39761,13.6983,0.639673,43.3979,0.851045,0.615462,186.081,20.23,1.02878,19.8849,87.4461,6.38374,4.08351,108.627,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,2,19,4.4,13.6983,0.639673,43.3979,0.851113,0.615463,186.082,20.23,1.02882,19.8748,87.4493,6.38398,4.08366,108.521,True,True,0.00198065,0.824391,185.967,0.615084
heuristic,5,2,20,3.38261,13.6983,0.639673,43.3979,0.8118,0.614806,185.883,20.23,1.00809,25.3317,85.6873,6.25534,4.00138,172.741,True,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,21,3.38261,18.3333,0.639673,43.3979,0.805713,0.614927,185.92,20.23,1.14288,28.7188,97.1446,5.2988,3.3895,251.711,False,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,22,3.38261,9.03159,0.639673,43.3979,0.819958,0.615542,186.106,20.23,0.793993,19.9519,67.4894,7.4726,4.78002,84.402,True,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,23,3.38261,13.6983,0.873007,43.3979,0.817638,0.615308,186.035,20.23,0.886182,22.2684,75.3255,5.49891,4.80059,117.347,True,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,24,3.38261,13.6983,0.40634,43.3979,0.803901,0.615285,186.028,20.23,1.1141,27.9956,94.6983,6.91316,2.8091,233.17,False,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,25,4.39761,13.6983,0.639673,43.3979,0.851045,0.615462,186.081,20.23,1.02878,19.8849,87.4461,6.38374,4.08351,108.627,True,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,2,26,2.36761,13.6983,0.639673,43.3979,0.727413,0.613884,185.604,20.23,0.971818,34.8894,82.6045,6.0303,3.85742,315.894,False,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,3,27,3.38261,13.6983,0.639673,57.3979,0.821437,0.614851,185.897,20.23,1.00669,25.2967,85.569,6.24671,3.99585,172.026,True,True,0.00239189,0.8118,185.883,0.614806
heuristic,5,3,28,3.38261,13.6983,0.639673,40,0.809399,0.614804,185.882,20.23,1.00833,25.3378,85.708,6.25686,4.00235,172.866,True,True,0.00246695,0.809399,185.882,0.614804
heuristic,5,3,29,3.38261,18.3333,0.639673,40,0.802976,0.61492,185.918,20.23,1.14316,28.7259,97.1685,5.3001,3.39033,251.897,False,True,0.00246695,0.809399,185.882,0.614804
heuristic,5,3,30,2.63797,11.5736,0.701126,42.4321,0.764637,0.614266,185.72,20.23,0.861822,27.7694,73.2549,6.32946,4.43775,177.467,True,True,0.0039311,0.764637,185.72,0.614266
heuristic,5,3,31,2.63797,11.5736,0.701126,56.4321,0.775099,0.61431,185.733,20.23,0.860527,27.7276,73.1448,6.31995,4.43108,176.668,True,True,0.0039311,0.764637,185.72,0.614266
heuristic,5,3,32,2.63797,11.5736,0.701126,40,0.762769,0.614265,185.719,20.23,0.861974,27.7743,73.2678,6.33058,4.43853,177.561,True,True,0.00399058,0.762769,185.719,0.614265
heuristic,5,3,33,2.63797,16.2403,0.701126,40,0.751253,0.614175,185.692,20.23,1.03566,33.3708,88.0313,5.42054,3.80049,307.979,False,True,0.00399058,0.762769,185.719,0.614265
heuristic,5,3,34,2.63797,6.90697,0.701126,40,0.77762,0.615832,186.193,20.23,0.632467,20.3792,53.7597,7.78339,5.45714,70.1421,True,True,0.00399058,0.762769,185.719,0.614265
heuristic,5,3,35,3.65297,11.5736,0.701126,40,0.82746,0.615398,186.062,20.23,0.891442,20.7427,75.7726,6.547,4.59027,102.422,True,True,0.00399058,0.762769,185.719,0.614265
heuristic,5,4,36,1.62297,11.5736,0.701126,40,0.609102,0.612902,185.307,20.23,0.803744,42.0945,68.3183,5.90292,4.13869,380.31,False,True,0.00399058,0.762769,185.719,0.614265
