strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
sobol,7,0,0,33.6889,97.0142,79.2751,10.1738,4.02146,0.791683,181.595,19.8039,0.794666,True,2.7303,0.791683,181.595
sobol,7,0,1,30.8118,75.811,56.4034,6.69625,4.6007,0.705675,207.791,22.653,1.00958,True,3.54747,0.705675,181.595
sobol,7,0,2,27.0338,104.168,60.4583,11.7731,5.29397,0.82114,185.1,20.1692,0.695095,True,3.54747,0.705675,181.595
sobol,7,0,3,37.528,62.9932,42.7014,8.10807,3.32801,0.546657,183.583,20.0544,0.993562,True,10.9898,0.546657,181.595
sobol,7,0,4,38.1552,103.045,51.6673,8.89541,3.02578,0.724096,176.417,19.2458,0.851616,True,11.8701,0.546657,176.417
sobol,7,0,5,26.4048,69.5862,73.914,10.9726,4.97097,0.770112,187.275,20.4117,0.824018,True,11.8701,0.546657,176.417
sobol,7,0,6,30.0675,85.736,47.9841,7.49532,4.2584,0.732931,196.175,21.3892,0.946444,True,11.8701,0.546657,176.417
sobol,7,0,7,34.435,81.6219,65.116,9.38496,3.739,0.717306,182.362,19.9005,0.873306,True,11.8784,0.546657,176.417
sobol,7,0,8,36.1417,109.936,45.8427,10.7636,4.82353,0.749869,185.147,20.1915,0.714457,True,11.8784,0.546657,176.417
sobol,7,1,9,29.2986,63.6836,68.557,8.3583,4.11125,0.701649,191.818,20.9242,0.989552,True,11.8784,0.546657,176.417
sobol,7,1,10,25.5184,91.2594,54.5056,9.36287,3.5544,0.799735,179.099,19.5272,0.860097,True,11.8784,0.546657,176.417
sobol,7,1,11,39.9788,75.1343,72.4127,6.77011,5.37996,0.655033,219.93,23.9778,0.94516,True,11.8784,0.546657,176.417
sobol,7,1,12,36.8907,90.9171,63.2149,6.06186,5.03613,0.711517,219.438,23.9171,0.962566,True,11.8784,0.546657,176.417
sobol,7,1,13,28.6084,82.5061,41.1257,10.055,3.27284,0.72991,174.758,19.0673,0.847094,True,12.1078,0.546657,174.758
sobol,7,1,14,32.2694,97.8748,77.052,7.66177,3.81054,0.795289,190.532,20.7734,0.927438,True,12.1078,0.546657,174.758
sobol,7,1,15,33.169,68.7126,59.7699,11.4674,4.49962,0.673843,182.233,19.8915,0.800063,True,12.1674,0.546657,174.758
sobol,7,1,16,32.8794,99.2251,69.4197,7.19826,3.42721,0.780286,188.428,20.5486,0.966472,True,12.1674,0.546657,174.758
sobol,7,1,17,31.622,67.3529,47.4892,9.66797,5.19538,0.656024,194.804,21.2482,0.854013,True,12.1674,0.546657,174.758
sobol,7,2,18,27.8432,89.5821,70.9351,8.79834,4.65776,0.800504,193.068,21.0403,0.861913,True,12.1674,0.546657,174.758
sobol,7,2,19,36.7179,83.8322,53.4943,11.0806,3.9638,0.686063,178.406,19.4751,0.776363,True,12.3129,0.546657,174.758
sobol,7,2,20,39.22,93.0461,42.1477,11.8767,3.63981,0.672308,173.657,18.9543,0.722233,True,12.7818,0.546657,173.657
sobol,7,2,21,25.3393,73.3321,64.7032,7.99489,4.35698,0.770108,194.848,21.2352,0.969929,True,12.7818,0.546657,173.657
sobol,7,2,22,29.0026,108.159,58.1323,10.4758,4.9139,0.811533,186.813,20.3595,0.736321,True,12.7818,0.546657,173.657
sobol,7,2,23,35.5006,65.4461,76.1981,6.40651,3.08345,0.65329,192.453,21.0079,1.16667,True,12.7818,0.546657,173.657
sobol,7,2,24,35.083,87.1445,55.3819,7.73531,5.43764,0.707277,208.984,22.7819,0.870384,True,12.7818,0.546657,173.657
sobol,7,2,25,30.3574,80.2227,77.7873,11.3828,3.49733,0.77144,174.373,19.0228,0.802228,True,12.7818,0.546657,173.657
sobol,7,2,26,26.5772,101.67,44.3378,6.3354,4.20982,0.789441,203.248,22.145,0.981442,True,12.7818,0.546657,173.657
sobol,7,3,27,38.9198,70.97,61.3111,9.79535,4.72435,0.625001,191.61,20.9172,0.843853,True,12.7818,0.546657,173.657
sobol,7,3,28,37.7068,105.921,73.0508,9.08416,4.44195,0.772229,190.078,20.7278,0.804857,True,12.7818,0.546657,173.657
sobol,7,3,29,27.7921,61.2553,50.0204,7.03632,3.8676,0.663967,195.893,21.3701,1.08991,True,12.7818,0.546657,173.657
sobol,7,3,30,31.4534,95.3006,66.5948,10.6833,3.17426,0.781663,173.048,18.8736,0.79191,True,12.8346,0.546657,173.048
sobol,7,3,31,33.9853,77.5397,48.9965,8.44795,5.13533,0.672335,200.907,21.9079,0.875422,True,12.8346,0.546657,173.048
sobol,7,3,32,34.284,104.925,54.0324,6.53011,3.76617,0.755629,196.882,21.4665,0.973368,True,12.8346,0.546657,173.048
sobol,7,3,33,31.1542,62.2369,71.627,10.3417,4.299,0.68653,185.265,20.2177,0.884828,True,12.8346,0.546657,173.048
sobol,7,3,34,27.3762,96.2583,45.0757,7.94193,4.99262,0.778306,200.562,21.8523,0.867409,True,12.8346,0.546657,173.048
sobol,7,3,35,38.1231,76.5687,68.1025,11.941,3.07307,0.673516,171.128,18.6774,0.783565,True,13.2741,0.546657,171.128
