strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,3,0,0,2.26781,15.0039,0.54924,52.8159,0.717053,0.614399,185.76,20.23,1.05236,39.4436,89.4507,5.96182,3.27447,437.206,False,True,0,inf,inf,inf
lhs,3,0,1,4.39393,17.6124,0.731792,43.4136,0.849483,0.615363,186.051,20.23,1.10708,21.4163,94.1019,5.34293,3.90992,135.593,True,True,0.00119376,0.849483,186.051,0.615363
lhs,3,0,2,3.64377,6.7441,0.792352,49.3185,0.844554,0.616671,186.447,20.23,0.611207,14.2579,51.9526,7.70341,6.10381,33.1794,True,True,0.00133847,0.844554,186.051,0.615363
lhs,3,0,3,2.89003,5.41873,0.520551,60.4833,0.808606,0.615745,186.167,20.23,0.617089,18.1495,52.4525,9.67987,5.03886,54.2808,True,True,0.00243151,0.808606,186.051,0.615363
lhs,3,0,4,1.9328,15.7708,0.876723,48.6287,0.674632,0.6132,185.398,20.23,0.890312,39.1539,75.6765,4.79852,4.20697,364.469,False,True,0.00243151,0.808606,186.051,0.615363
lhs,3,0,5,1.75768,8.26712,0.690024,63.7209,0.676055,0.613146,185.381,20.23,0.667254,32.2678,56.7166,6.8605,4.73391,185.524,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,0,6,2.53809,12.234,0.805981,74.8682,0.781974,0.614495,185.789,20.23,0.830144,27.8013,70.5623,5.76771,4.64866,171.338,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,0,7,2.98027,15.4572,0.377789,76.3637,0.804947,0.615689,186.15,20.23,1.16261,33.1587,98.8219,6.39326,2.4153,341.349,False,True,0.0069822,0.676055,185.381,0.613146
lhs,3,0,8,3.90632,15.0944,0.67656,50.9955,0.839402,0.615165,185.991,20.23,1.04939,22.8344,89.1984,5.90938,3.99805,146.112,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,9,2.83412,11.0024,0.831894,74.4723,0.807841,0.615132,185.982,20.23,0.78008,23.3959,66.3068,6.02655,5.01345,114.022,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,10,2.2843,13.1014,0.713959,56.1599,0.734067,0.613713,185.553,20.23,0.90048,33.5074,76.5408,5.84217,4.17107,269.975,False,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,11,3.21238,8.92335,0.740689,57.6868,0.821934,0.615872,186.205,20.23,0.737395,19.5116,62.6786,7.02411,5.20268,74.9641,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,12,4.1519,17.9203,0.894745,79.8699,0.864051,0.615559,186.111,20.23,1.03692,21.2285,88.1386,4.91836,4.40068,124.782,True,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,13,1.84166,16.469,0.429687,58.4219,0.647332,0.615039,185.954,20.23,1.12724,52.0269,95.8158,5.81793,2.49989,814.785,False,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,14,1.78602,17.0297,0.403883,69.1585,0.649858,0.615203,186.003,20.23,1.14305,54.3998,97.1589,5.70525,2.30425,903.29,False,True,0.0069822,0.676055,185.381,0.613146
lhs,3,1,15,3.09949,8.63056,0.327745,71.496,0.814792,0.61514,185.984,20.23,0.912851,25.0339,77.5924,8.99042,2.94656,152.766,False,True,0.0069822,0.676055,185.381,0.613146
