strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,1,0,0,2.30479,6.19986,0.781198,41.8234,0.753896,0.615901,186.214,20.23,0.551914,20.3544,46.9127,7.56674,5.91112,61.0601,True,True,0.00405223,0.753896,186.214,0.615901
lhs,1,0,1,2.83324,16.4301,0.385886,69.8585,0.788553,0.615617,186.128,20.23,1.18425,35.5286,100.661,6.12661,2.36417,399.179,False,True,0.00405223,0.753896,186.214,0.615901
lhs,1,0,2,3.20458,7.9548,0.653652,47.5217,0.815871,0.61583,186.193,20.23,0.72561,19.2465,61.6769,7.75342,5.06804,71.7752,True,True,0.00405736,0.753896,186.193,0.61583
lhs,1,0,3,2.89653,17.8034,0.808471,60.9302,0.792898,0.614437,185.772,20.23,1.0394,30.5016,88.3486,4.96245,4.012,258.222,False,True,0.00405736,0.753896,186.193,0.61583
lhs,1,0,4,3.29581,7.25093,0.484023,74.4335,0.833573,0.615269,186.023,20.23,0.761402,19.6368,64.7192,8.92564,4.32022,78.4018,True,True,0.00408817,0.753896,186.023,0.615269
lhs,1,0,5,2.74053,8.47247,0.82059,77.3505,0.808061,0.615677,186.146,20.23,0.667945,20.7169,56.7754,6.70116,5.4989,76.5526,True,True,0.00409264,0.753896,186.023,0.615269
lhs,1,0,6,2.08247,10.4149,0.256797,65.5317,0.703028,0.615391,186.06,20.23,1.00268,40.9262,85.2276,8.18326,2.10143,448.47,False,True,0.00409264,0.753896,186.023,0.615269
lhs,1,0,7,3.80965,16.5645,0.360873,60.3415,0.835789,0.615862,186.202,20.23,1.21943,27.2078,103.652,6.25749,2.25816,241.053,False,True,0.00409264,0.753896,186.023,0.615269
lhs,1,0,8,3.52204,15.1402,0.670548,70.2957,0.835904,0.615039,185.954,20.23,1.04248,25.1588,88.6104,5.85264,3.92448,176.204,True,True,0.00410468,0.753896,185.954,0.615039
lhs,1,1,9,2.20634,17.5841,0.865417,68.389,0.73227,0.613807,185.581,20.23,0.96998,37.3689,82.4483,4.68879,4.05776,361.703,False,True,0.00410468,0.753896,185.954,0.615039
lhs,1,1,10,2.03867,12.7474,0.493068,53.991,0.686689,0.614255,185.716,20.23,0.990703,41.3062,84.2098,6.60605,3.25723,451.382,False,True,0.00410468,0.753896,185.954,0.615039
lhs,1,1,11,4.34587,14.3305,0.612802,78.4418,0.867065,0.615519,186.099,20.23,1.05773,20.6879,89.9072,6.27382,3.84461,120.887,True,True,0.00410468,0.753896,185.954,0.615039
lhs,1,1,12,1.94158,5.34974,0.699136,58.8559,0.72177,0.615102,185.973,20.23,0.515787,22.5805,43.8419,8.19514,5.72952,70.2275,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,1,13,3.8721,9.7993,0.69161,52.372,0.844416,0.615931,186.223,20.23,0.817354,17.9425,69.4751,7.0898,4.90338,70.266,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,1,14,2.99155,10.6707,0.874051,72.4694,0.817787,0.615523,186.1,20.23,0.753701,21.4152,64.0646,6.00377,5.2476,92.3019,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,1,15,1.54678,14.1831,0.447841,41.1379,0.561896,0.614627,185.829,20.23,1.03699,56.9856,88.1444,6.21475,2.78322,899.237,False,True,0.00515636,0.72177,185.954,0.615039
lhs,1,1,16,1.83282,15.5831,0.469034,54.5428,0.64292,0.614778,185.874,20.23,1.08398,50.2714,92.1383,5.91269,2.77325,731.528,False,True,0.00515636,0.72177,185.954,0.615039
lhs,1,1,17,4.15479,11.5293,0.64777,44.9047,0.847047,0.615572,186.115,20.23,0.926662,18.958,78.7662,6.83184,4.42546,88.9351,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,18,4.2779,16.134,0.74497,76.4227,0.864779,0.615518,186.098,20.23,1.05718,21.0057,89.8604,5.56962,4.1492,124.564,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,19,2.68104,12.4314,0.400714,79.2129,0.787833,0.615255,186.019,20.23,1.04178,33.0285,88.551,7.12318,2.85436,303.474,False,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,20,3.64855,13.8161,0.890466,51.3674,0.834335,0.615568,186.113,20.23,0.889266,20.7171,75.5876,5.47097,4.87171,101.92,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,21,3.95976,17.1296,0.726659,57.6315,0.844476,0.615183,185.997,20.23,1.0875,23.3441,92.4372,5.39636,3.92131,158.253,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,22,3.92471,11.4247,0.506425,77.1746,0.855297,0.615348,186.047,20.23,0.987599,21.3891,83.9459,7.34778,3.7211,120.652,True,True,0.00515636,0.72177,185.954,0.615039
lhs,1,2,23,3.47224,11.2205,0.423889,50.2923,0.818294,0.615007,185.944,20.23,1.01146,24.7604,85.9741,7.66224,3.24794,165.59,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,2,24,3.10429,9.55314,0.851771,71.3553,0.824869,0.615872,186.205,20.23,0.717378,19.6429,60.9771,6.38294,5.43681,73.9142,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,2,25,3.3912,13.4648,0.340855,62.5492,0.81969,0.615645,186.137,20.23,1.12882,28.2939,95.95,7.12598,2.42892,241.312,False,True,0.00515975,0.72177,185.944,0.615007
lhs,1,2,26,4.09,14.6765,0.28639,63.8255,0.848325,0.616042,186.257,20.23,1.19621,24.86,101.678,6.92792,1.98409,197.415,False,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,27,3.56247,9.07608,0.794343,53.2683,0.836091,0.616468,186.386,20.23,0.730269,17.4241,62.0728,6.83916,5.43264,59.2041,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,28,4.2545,9.21833,0.565587,66.5523,0.861114,0.615724,186.161,20.23,0.854088,17.0637,72.5975,7.87534,4.45419,66.4076,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,29,4.05353,5.17158,0.314222,73.3725,0.858861,0.615519,186.099,20.23,0.696525,14.6057,59.2046,11.4481,3.59724,39.6779,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,30,3.71776,6.52898,0.328126,45.8978,0.831259,0.615083,185.967,20.23,0.796961,18.2211,67.7417,10.3755,3.40449,70.6571,True,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,31,2.95333,12.2985,0.278004,43.3749,0.771753,0.615654,186.139,20.23,1.10987,31.9433,94.339,7.6708,2.13251,302.413,False,True,0.00515975,0.72177,185.944,0.615007
lhs,1,3,32,1.67504,6.09211,0.541659,46.5985,0.6511,0.612921,185.313,20.23,0.611446,31.0278,51.9729,8.53119,4.62099,157.192,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,3,33,1.95294,6.84454,0.712354,40.214,0.700226,0.614224,185.707,20.23,0.598487,26.0487,50.8714,7.4324,5.2945,108.441,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,3,34,1.78375,15.6911,0.580524,61.7775,0.647724,0.614304,185.731,20.23,1.02302,48.7492,86.9563,5.54178,3.21714,649.211,False,True,0.00785602,0.6511,185.313,0.612921
lhs,1,3,35,2.65503,11.9664,0.602403,49.6598,0.766622,0.614151,185.685,20.23,0.932911,29.8669,79.2975,6.62669,3.99193,222.223,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,36,2.4985,18.1007,0.764148,68.65,0.763732,0.614287,185.726,20.23,1.04726,35.6283,89.0172,4.91788,3.75799,354.987,False,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,37,2.43279,8.80769,0.828297,58.3097,0.768705,0.615152,185.988,20.23,0.671052,23.4461,57.0394,6.4761,5.36413,98.5066,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,38,3.34986,8.0083,0.529638,64.2368,0.829809,0.615264,186.021,20.23,0.788261,20.0015,67.0022,8.3666,4.43126,84.2099,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,39,1.74567,17.3282,0.305824,74.8078,0.644142,0.61541,186.066,20.23,1.18563,57.7305,100.779,5.81589,1.77864,1055.19,False,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,40,1.60375,14.7853,0.433329,55.3834,0.593232,0.614769,185.872,20.23,1.05994,56.1776,90.0949,6.09355,2.64052,893.257,False,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,41,3.14195,5.79734,0.377473,66.7192,0.821428,0.614991,185.939,20.23,0.70911,19.1838,60.2744,10.3969,3.92455,69.6868,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,42,2.26037,10.0405,0.549877,48.5691,0.725467,0.613704,185.55,20.23,0.855999,32.1894,72.7599,7.24662,3.98475,236.847,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,43,2.55421,7.55378,0.629533,56.4411,0.776755,0.614869,185.902,20.23,0.695381,23.1411,59.1074,7.82487,4.92602,99.4397,True,True,0.00785602,0.6511,185.313,0.612921
lhs,1,4,44,2.40114,13.1501,0.902273,44.1907,0.745441,0.614112,185.673,20.23,0.816611,28.9078,69.4119,5.27845,4.7626,182.228,True,True,0.00785602,0.6511,185.313,0.612921
