specimen,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,feasible,issues,crutch_F_peak_N,crutch_SEA_J_per_g,crutch_eta,lander_F_peak_N,lander_SEA_J_per_g,lander_eta
99,35.37344991695136,67.9944736789912,60.44917892664671,10.090687237679958,5.440251288935542,1,,737.4672564776748,0.0009287927270594807,0.9611566893056914,4725.875752039743,0.0056743221346612195,0.7335522589239282
100,33.57881722506136,92.2524159681052,72.69968491047621,9.73508733138442,5.162031300831586,1,,738.5606787475382,0.00038215771401658673,0.9554844420223971,4714.524445909145,0.0012255391164317773,0.7324692745772403
101,28.946089358069003,60.72244652546942,47.083659805357456,8.92417462170124,3.695473498199135,1,,736.9155626578585,0.0008810587112162618,0.9746572743824076,4751.7667303379385,0.0044860683586204365,0.7333943731838415
102,27.05075786449015,106.46101919934154,65.96158266067505,10.969953641295433,3.0495130685158074,1,,738.0431802257409,0.0005190515521713389,0.9381448856996406,4663.260984992446,0.0012961302637894737,0.732744564303208
103,39.285476729273796,74.73573800176382,54.09516014158726,7.302606727927923,4.555281470064074,1,,736.7304208743545,0.0005969761466240847,0.9792375663938465,4763.155811275321,0.003580690852123998,0.7329264907308993
104,38.817974724806845,88.48095232620835,68.12589082866907,8.299300655722618,3.5879350402392447,1,,737.2730106093472,0.0004834202210992474,0.9711321135592583,4749.858288689607,0.0017521253525780388,0.7324573074445527
105,28.450266285799444,70.79217158257961,51.26190673559904,9.035583760589361,4.625039067585021,1,,737.5259668043029,0.0004838963109163419,0.9697917005854457,4735.32924771354,0.0024105487817837673,0.7329253909949422
106,30.34786555916071,102.39658168517053,70.52805252373219,6.96773749217391,5.229078358504921,1,,737.5188686954937,9.637106406719536e-05,0.9760424665648013,4764.341947968107,0.0004774106459163069,0.73284100532974
107,33.11271038837731,84.90311269648373,49.91447180509567,10.753837063908577,4.231184371281415,1,,738.3539220197384,0.0007026913609573693,0.9497261676698203,4697.94538843215,0.0017333710534538766,0.7324381940559589
108,34.90780743770301,107.32543458230793,57.01849043369293,11.882878426462412,3.884671388193965,1,,738.7755784787785,0.0006892416201597359,0.9239694884341063,4636.428915018371,0.0009072973181881589,0.7325348058420804
109,32.03995605930686,76.57517827115953,62.652549520134926,6.577004514634609,4.8824793212115765,1,,736.7803129704872,0.0003003858894271696,0.9829872709542705,4777.798588815633,0.0016050415594434206,0.7324416726916082
110,26.494446801953018,96.43714524805546,44.30375259369612,10.13237028568983,4.278173895552754,1,,738.1362328396705,0.00047476802590950455,0.9508533352000113,4697.367534690244,0.0008203577950546593,0.7326555113934197
111,36.75914846826345,65.491575691849,76.187560595572,7.964202795177698,3.2411553263664246,1,,736.4963673824395,0.0009781273465113171,0.9791593711679311,4768.383582484437,0.005205435344307511,0.732982656794661
112,36.45337978377938,95.28467030264437,50.1154175773263,11.10625297576189,5.368977607693523,1,,739.1550991077221,0.0005829231472308239,0.9392079127139397,4675.753784183773,0.0013707236123771229,0.7326693062489881
113,26.071455692872405,63.56091442517936,69.48237907141447,7.365527618676424,4.02319274796173,1,,736.7873119501805,0.00046183314403241846,0.9821211384311239,4763.944652928141,0.002548711640048865,0.7332469840950679
114,31.792781096883118,109.29872546344995,48.728802874684334,9.434863585978746,3.41873894399032,1,,737.7828404789844,0.00043683328008946976,0.9533938046850017,4710.034497490209,0.0006955122721844058,0.7324835277753143
115,34.54341016244143,77.770282831043,71.84551924467087,8.650181092321873,4.725608806591481,1,,737.3620766257262,0.0005026266961867341,0.9702461075732154,4745.035953900767,0.0024853861118976496,0.7324804629729941
116,32.60183488484472,102.03241979703307,63.803377747535706,7.518230717629194,4.447379575110972,1,,737.5902653955155,0.00017792674261436666,0.97237896553939,4758.354254395118,0.0006402202339968046,0.7325290388724046
117,29.719825075007975,82.19826448708773,55.667428746819496,9.828548312187195,3.1405760971829295,1,,737.6988214748942,0.0006201940710227667,0.9607835233976199,4722.265315003272,0.0013147952097334334,0.7324270337434169
118,27.88079717196524,91.24101865105331,77.37741630524397,6.27164563536644,3.7447625743225217,1,,736.8236790084957,0.000142325316020368,0.9831119305240171,4781.996156388839,0.0006084413842892889,0.732473926324244
119,38.13134029507637,71.21155158616602,42.9918647184968,11.438397478312254,5.090480453334749,1,,737.5599006596548,0.0012364837777582027,0.9486169605029489,4700.921753956772,0.006596944695332357,0.7324757087500702
120,39.53265892807394,104.488395890221,79.54172141849995,10.441430300474167,4.146475202403963,1,,738.380177788348,0.0005843047111782285,0.9440269968665169,4687.358650585376,0.0010801339746532523,0.732665259022896
121,27.415147959254682,73.54130101390183,40.158614218235016,8.205925416201353,5.336009894497693,1,,737.5141755826523,0.0002986514171629067,0.9739258987827479,4752.061358548786,0.0016887651303698697,0.7324642177534768
122,29.25186511129141,93.40403260663152,61.63174841552973,11.784712236374617,4.690197917632759,1,,738.6575720964454,0.0007090212151106626,0.9334461912299941,4655.369916577414,0.0011467019752223855,0.7325254187283012
123,34.001801209524274,62.65224948525429,58.49823784083128,6.4993908405303955,3.539578185416758,1,,736.3909286893236,0.0007437781381385157,0.9859849127197788,4780.936392866043,0.0038797839974020363,0.7329432534446383
124,35.94292621128261,85.06961077451706,45.934614948928356,6.857896942645311,3.193074445705861,1,,736.7018290230426,0.0003667477345017174,0.9814153037782947,4772.732746788689,0.0013708092898640839,0.7326575791526524
125,31.3252723030746,67.57461683824658,74.04888693243265,10.664457477629185,4.343627793248743,1,,737.701769485404,0.0009424256478836021,0.9589848012615599,4712.124953589024,0.004535220715669367,0.7337781507308186
126,25.605355533771217,99.18131706304848,52.907164096832275,8.62012381106615,4.989173039328307,1,,738.1584815500125,0.0001948573599519715,0.9637066248549421,4735.0688042826405,0.0005702832880364181,0.732483900190619
127,37.85514846909791,81.49100988171995,67.27168716490269,9.288977969437838,3.7997053279541433,1,,737.4485327703507,0.00066912760048845,0.9656293813336869,4734.018102405211,0.0028918096823995617,0.7324817100250551
128,37.80503395013511,96.81172258220613,45.073666386306286,8.701728779822588,5.125082248821855,1,,738.0511652221122,0.000308060398824406,0.9637355835734268,4732.103594217297,0.0011672672996586812,0.7327003414829572
129,25.68752756342292,65.25727947242558,74.43986479192972,9.394844390451908,3.661962069571018,1,,737.3512492902511,0.000650386622491585,0.9702175297358403,4733.87455725977,0.0026768019637170484,0.7332307459313724
130,31.217465507797897,107.79767254367471,53.60896348953247,7.314530499279499,3.018861209973693,1,,737.2641622951863,0.00023073145723371923,0.9732032632801003,4762.664933565192,0.00046500415474686336,0.7324719400061556
131,35.96740596462041,76.04791767895222,66.72491706907749,11.14535253122449,4.520895753055811,1,,738.0397683274075,0.0009535210789871657,0.9503797660453225,4690.9677428398445,0.004354788451831871,0.7333152957211552
132,33.924206593073905,103.72955970466137,78.83963592350483,11.492873579263687,4.867398901376873,1,,738.7158471410461,0.0006397569697625719,0.9306604234535533,4653.855854452874,0.000986472874684011,0.7325127863396125
133,29.30655704345554,83.72301602736115,40.70322901010513,6.228700887411833,3.365430742967874,1,,736.6245312119077,0.00022089764960302804,0.9847976222478784,4780.666313031025,0.000913379543754869,0.7326746586165124
134,27.39341501146555,89.52095423825085,62.49176237732172,9.774620275944471,4.0087995254434645,1,,738.0256059840899,0.0004775261186540601,0.957322465811343,4711.851134125923,0.000995501573443134,0.732687568524313
135,39.64321252889931,69.7097238060087,58.10575317591429,7.560264050960541,5.4718527239747345,1,,736.795833562441,0.0007036576919828106,0.9773424332287195,4762.413831440349,0.004549361725625589,0.7332074337380258
136,38.239612258039415,105.91549136675894,64.6609503030777,6.541597466915846,3.9219638747163117,1,,737.003151261748,0.0001820944369764129,0.9791442841888013,4776.318243886808,0.0006635929667511721,0.7326616776739802
