specimen,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,feasible,issues,crutch_F_peak_N,crutch_SEA_J_per_g,crutch_eta,lander_F_peak_N,lander_SEA_J_per_g,lander_eta
137,27.857683808542788,75.14078523032367,55.277385488152504,11.730962812900543,4.916333886329085,1,,738.6543518440228,0.0007755955995321302,0.9441293511309548,4681.890396895363,0.0021440647847458883,0.7324422752494549
138,29.76857320405543,91.9998612627387,76.67288940399885,8.163165360689163,4.309703022707254,1,,737.6897605703737,0.0002471678137053118,0.970079750407707,4745.540476031405,0.0008782446200545326,0.7326893865815448
139,32.519197687506676,61.029841881245375,43.53892091661692,10.49609650298953,3.276418610010296,1,,736.7824566479052,0.0013596781124043942,0.9651085611852894,4739.079647655805,0.005656789860568564,0.7335077821913635
140,34.561946112662554,86.66832013055682,50.81965837627649,9.328258998692036,3.55464843288064,1,,737.7134383476229,0.000550473528257342,0.963281118076854,4730.815804968358,0.0014969428793054752,0.7324405573735794
141,31.67993172071874,69.00401305407286,68.93316756933928,8.569302845746279,4.587866460904479,1,,737.14710994059,0.0006082209113093799,0.9734085651926094,4741.713310329003,0.003364059449670353,0.7334161705879082
142,26.151346084661782,97.55660871975124,47.87029571831226,10.624631244689226,5.194763459265232,1,,738.6791955862029,0.0004193175008888603,0.9444882425215654,4683.6697645629265,0.0008069598008946662,0.7325236670484635
143,36.40188484918326,80.08761339820921,72.23405569791794,6.909632183611393,4.2004604283720255,1,,736.7510604725504,0.00040049100220891285,0.9811368903378253,4772.542489007008,0.001956219270327669,0.7324666183801832
144,36.79921339266002,100.31716929748654,56.47028982639313,10.05140620842576,4.4139443705789745,1,,738.50101270091,0.0005096993424008419,0.9495997972085973,4700.353049338835,0.0010704630625616933,0.7324969292130468
145,26.431507747620344,80.50746381282806,63.35577942430973,7.857695482671261,3.1035508303903043,1,,737.1371425422994,0.0003441200962266536,0.9760694781208595,4755.899608212366,0.0010408757383218279,0.7326609812424488
146,32.13585409801453,86.30311488173902,44.69280403107405,11.426885716617107,3.710300642531365,1,,738.079079403605,0.0008169007088715982,0.9428681047481756,4677.284762427878,0.0015242162445930816,0.7326570437614962
147,34.90070149768144,66.2980976421386,75.32853845506907,6.0954686142504215,5.059904818888754,1,,736.5472094680825,0.00045260881601971536,0.986103843599299,4775.032016761021,0.00283124699010073,0.7332492557022288
148,33.180226855911314,93.97249025292695,67.73590479046106,7.260400101542473,5.406417201273143,1,,737.4473026358601,0.00016544892319117827,0.9755542736466787,4764.450714373206,0.0008373870745904881,0.7324800123541392
149,30.312378047965467,62.22426070831716,52.11942207068205,11.023703064769506,4.056899079121649,1,,737.4734516490215,0.0012029826917134613,0.9589983554293156,4722.577832544295,0.005537854109380775,0.7335416293593803
150,28.460119031369686,104.76389214396477,71.07596702873707,8.96693467721343,3.450416593812406,1,,737.6489422062259,0.0003818251105390168,0.9597845739166417,4724.067398441868,0.0006075059004992326,0.7324870372581226
151,38.72482349164784,73.21097584441304,49.20908659696579,9.680421128869057,4.7607246758416295,1,,737.2634304439575,0.000907277076680527,0.9637587498520507,4725.501849916629,0.005603613308176596,0.7335919116187732
152,39.187297276221216,89.8851104453206,73.24515800923109,10.699360962957144,3.2268527867272496,1,,737.5933844197043,0.0007446670000165136,0.9500919413604514,4696.389678882161,0.002027460837919686,0.7325803434960744
153,27.054652557708323,72.4145901761949,46.38071600347757,7.010682240128517,4.380996494553983,1,,736.8831673867892,0.00029003857185686075,0.981954882326368,4768.970244411695,0.001561358744640027,0.7326728981724704
154,28.90923568047583,100.96947596408427,65.56915521621704,9.089511796832085,5.024512537755072,1,,738.4035850677033,0.00025513883415362017,0.9587398911787756,4722.684964217681,0.0006717076980828496,0.7324877349845841
155,33.64403769373894,83.30364244990051,54.955116882920265,8.257267322391272,3.831158231012523,1,,737.3017928700873,0.00042527374845774353,0.9724001226860303,4749.959463783279,0.00156049859114207,0.7326361356673
156,35.364977810531855,108.95013007335365,41.903495863080025,7.912655107676983,4.10937881981954,1,,737.7654317735047,0.00023645310257007496,0.9675680498369278,4743.26766635456,0.0006281386287423507,0.732816344505895
157,30.732247149571776,77.97858537174761,77.53679186105728,10.172389481216669,5.302647072356194,1,,738.3390974603358,0.0004898156614299848,0.9572028456122403,4713.846030481651,0.0020510932743228977,0.7324265623253713
158,25.026505631394684,94.8384260199964,59.26692221313715,6.628001634031534,4.659397759940475,1,,737.2028270442767,8.359451442604e-05,0.980082852822893,4771.785504707625,0.0004311880523322298,0.7327460170484736
159,37.26122192572802,64.06219307333231,61.149967424571514,11.843778870999813,3.5053395102731884,1,,736.8522958610201,0.0017211623137645565,0.9513714790696062,4720.762769185652,0.00644758659679072,0.7325391207336087
160,37.64537791721523,107.06463017500937,77.25217029452324,9.64566184580326,5.431624531745911,1,,738.9077507239043,0.00032841819460072065,0.9502944771811234,4704.531733766989,0.000865425099231624,0.7325916531289446
161,25.403212290257215,76.87890137545764,42.88758061826229,8.81419825181365,3.9636172372847795,1,,737.6036512620014,0.00037460415511661037,0.9698488817520651,4740.7298168066945,0.0013525969547054741,0.7326242632443887
162,31.051398548297584,95.98026242107153,63.91214456409216,10.895176615566015,3.3177730552852154,1,,738.0190962018586,0.0006537808270149975,0.9435411397958189,4680.711866958494,0.0009565367731201517,0.7325434026028051
163,35.69132820237428,65.98984537646174,55.79795826226473,7.201419398188591,4.824685810133815,1,,736.6714907836389,0.0006791858211655107,0.9809883488635204,4768.415687886186,0.004146843327016141,0.7331388947046186
164,33.735053413547575,88.78753049299121,48.51782161742449,6.060664985328913,4.546512909699231,1,,736.7194659091224,0.00019254628978975205,0.9841752683928716,4786.2433479284755,0.0009346539150408464,0.7324575209145997
165,28.993030725978315,70.54032575339079,71.6512655839324,11.27419649809599,3.0396671355701983,1,,737.5166549598325,0.0009713489825289266,0.9540820525571934,4698.410985852828,0.002581733611813897,0.7331069956197803
166,27.19785090535879,102.89924423210323,50.29527120292187,7.729124687612057,3.68516829283908,1,,737.4620719106309,0.00021896980084683417,0.9709129609744377,4753.413871901693,0.0005017278474392919,0.7324861143159456
167,39.33792372234166,84.45672624744475,69.67846408486366,9.99247271195054,5.153109202627093,1,,738.1044487497855,0.0006264196187205949,0.9564245294532944,4712.3324066965,0.002997728441206942,0.7326320859592307
168,38.8681331789121,92.73242539726198,53.08945920318365,11.995787166059017,4.240727792028338,1,,738.3070823011926,0.0008878564970049263,0.931971715545633,4656.1461944013345,0.002017568120761232,0.7326619439090948
169,28.610635087825358,60.19837995059788,67.47509647160769,6.663497630506754,5.239985254127532,1,,736.8276162889138,0.0004238940073189378,0.9847371240636721,4772.973022119452,0.0028587757506616466,0.7331368410192168
170,30.403504157438874,106.7464760877192,45.726075023412704,10.230630610138178,4.635484939906746,1,,738.3506045654833,0.0004509305343607953,0.9448402352175231,4685.67964554187,0.0007297992715787844,0.7325230759466208
171,33.2639105618,74.40774388611317,73.86195741593838,8.041906826198101,3.5973220546729863,1,,736.9279329188103,0.0005555894115453213,0.976447557927054,4752.356849045281,0.00248390077751144,0.7328664492652874
172,35.21973529830575,98.29031698405743,61.747839376330376,8.409231271594763,3.250838277861476,1,,737.5600689893288,0.0003802952942611359,0.9671900076306217,4739.0909934289675,0.0008586639732264799,0.7326964573934464
173,32.46232292614877,79.25729596987367,58.631208688020706,9.125055000185966,4.2889341823756695,1,,737.633881859629,0.0005028150775068913,0.9668070168838515,4735.393365154419,0.0019655970935365595,0.7324557460108007
174,26.815545302815735,87.49892328865826,79.42379970103502,7.068879023194313,4.8930908758193254,1,,737.3030865175526,0.00013255099073321557,0.9785663390131961,4765.414087050164,0.0007116369972816737,0.7326974252727474
175,37.17603764962405,68.27059051953256,40.05677159875631,10.828659888356924,3.8938997983932495,1,,736.9076393432017,0.0013205713374040081,0.9583615200296643,4722.387477860806,0.006318038663137417,0.7335902585479904
176,36.48574742488563,85.57207364588976,66.1680057272315,7.59580010175705,4.735148669686168,1,,737.1423691438307,0.00034233192919274155,0.9755415065117395,4757.333681100502,0.0016118835338413237,0.7326827533050582
177,26.242407765239477,67.1280307136476,54.28428340703249,9.92657707259059,3.429642244707793,1,,737.4964793104249,0.0007401234402053785,0.9660764659052322,4724.144457952652,0.0024954038148235404,0.7332906373093652
178,31.830626535229385,99.48771343566477,72.51584514975548,6.358004104346037,4.033642215188593,1,,736.953450723248,0.00013791405713142678,0.9811861492890205,4780.64715231318,0.0005688160076128491,0.7324800138211915
179,34.705191482789814,81.23898225836456,46.88171945512295,11.551074653863907,5.3783681797795,1,,738.8726623994662,0.000766295319836971,0.9417044076195303,4677.407920865809,0.002612380328479516,0.7326301221869252
180,32.89585749153048,104.03170677833259,59.933941289782524,11.180844236165285,5.100166962482035,1,,738.7591879681823,0.0005576278628915919,0.9343862904016734,4660.082154438425,0.000931469900174371,0.732706477439834
181,30.152660771273077,74.0397644136101,60.5476076900959,7.466534502804279,3.755526456050575,1,,736.8677880347335,0.00041066269128732047,0.9797056021364903,4766.727473165974,0.0018724897549851946,0.7324765516249395
182,28.183988071978092,93.143415953964,41.39867801219225,9.5241032615304,3.1511840568855405,1,,737.6721377177537,0.0005028618335333497,0.958962461177246,4713.175735083454,0.0008388092493517825,0.73273399427061
183,38.55869618244469,62.956160344183445,78.26259549707174,8.75997706130147,4.4566044276580215,1,,736.710037314092,0.0012876521724610242,0.972680487966022,4763.47710535062,0.007101834271597056,0.7330824643602253
184,39.96962723787874,101.70098947361112,44.192868918180466,6.756935812532902,3.5309526389464736,1,,736.9486788301122,0.00025458178164701337,0.9787511751135715,4771.076784965477,0.0008534635464368513,0.7326925953097729
185,27.712387652136385,82.47418165206909,76.05922482907772,10.589820463210344,4.680208896286786,1,,738.4727233887754,0.000541240575316654,0.9521775024796617,4701.332754153333,0.0014312117192195987,0.7324448624167722
186,29.683328131213784,90.7150477077812,57.14219179004431,8.510373640805483,5.32586685102433,1,,738.1197017999007,0.00020180363234176642,0.9668561653203307,4740.801923643432,0.0009067614884335891,0.7324851612073368
187,34.30818371474743,71.68355313129723,62.758302576839924,9.199692495167255,4.137391016818583,1,,737.2359234712303,0.0007491703591059113,0.9689730732901107,4733.157345131631,0.004026382494883293,0.7334615878998342
188,36.11798228695989,95.57032090611756,70.35153705626726,10.343355786055326,3.790935556869954,1,,738.1494372619351,0.0006195056190829146,0.9495453738433924,4697.442733400368,0.0012064995374733108,0.7325067003777532
189,31.3608284201473,63.23311402462423,49.71497293561697,8.128401786088943,4.979325932916254,1,,736.9538463829134,0.0006932089196336644,0.9768416570570534,4754.860422519833,0.004208242187396078,0.7334700566785264
190,25.771272596903145,109.77892264723778,68.33963803946972,11.671989262104034,4.333323761355132,1,,737.6912192162022,0.0005473901518817328,0.9280982852964978,4638.917068664128,0.0008890874074078456,0.7326362407917546
191,37.896214122883976,77.24640401080251,51.45347133278847,6.413078170269728,3.1841535582207143,1,,736.4494932669727,0.0004938828870832796,0.9848198126469453,4779.58853488281,0.0022651169564510596,0.7325474811448008
192,38.05234735365957,102.22070574760437,69.23812840133905,10.513976980000734,3.946493942756206,1,,738.2374228759529,0.0006065138948071063,0.9444318313194318,4684.75254474938,0.0010829786643239453,0.7326936711779691
193,25.934587107039988,84.75016163662076,51.10185693949461,6.8209074810147285,5.448461728636175,1,,737.233033447247,0.00011477461421941034,0.9803179454459481,4773.839502050419,0.0006718612439278637,0.7324649203426745
194,31.464561903849244,88.30431428737938,71.95305593311787,9.27617559581995,4.802918270695955,1,,738.1703543297854,0.0003572248522408162,0.9616456023930992,4724.986079045053,0.0012431499639831,0.7326652758431551
195,36.214706152677536,70.63845693133771,47.56657749414444,8.44539900496602,3.3398648486472666,1,,736.7575309532173,0.000812949134600863,0.9753722429477045,4754.129664547828,0.004369341340284204,0.733127831922457
196,34.14220878854394,96.66338636539876,55.61878681182861,8.097878158092499,3.06136791780591,1,,737.3956030214115,0.0003572761166803815,0.9702079828525377,4749.041891431336,0.0008293862787151211,0.7324822472887065
197,29.524362599477172,65.69181782193482,64.9848309904337,10.362004738301039,4.524487873539329,1,,737.6356070666485,0.0008368514781243376,0.9620193881702348,4718.302943919396,0.004177269363734975,0.733752183161077
198,27.611171645112336,107.55243929103017,43.2162831351161,6.441131126135588,5.170299254357815,1,,737.3342201542616,5.781372482419522e-05,0.978797033008352,4772.671782237944,0.0003026837734870057,0.7327335630398623
199,39.86123017501086,76.77618250250816,76.33268658071756,11.655441910028458,3.668264338746667,1,,737.2746783345866,0.001199146255613794,0.9469054754739343,4687.812891815061,0.006574392161388554,0.7336368703438034
200,38.46102784387767,87.9815680347383,41.04709215462208,9.861791264265776,5.256803223863244,1,,738.2958299460818,0.0005195703499242237,0.9561422732545101,4716.852326137524,0.0021219992093048823,0.732425617810022
201,28.07936755940318,68.17188639193773,79.16105717420578,7.672472029924393,4.223585568368435,1,,736.9546157034583,0.0004467994569571709,0.9792865509645674,4762.418860672567,0.0023432819403039445,0.7327413117931413
202,29.99023351352662,98.96828251890838,57.785536386072636,11.615223705768585,3.6193949189037085,1,,738.4961294084038,0.0006924005600924716,0.9328175771747683,4655.116914596311,0.000938778968075811,0.7325137582764902
203,32.740668510086834,78.96328912116587,62.14913617819548,6.2823380045592785,4.613698173314333,1,,736.6857975498534,0.0002787793154425977,0.9843013676814418,4777.541535875061,0.001428856600790526,0.7326789780144136
204,34.81270151678473,106.2592399213463,74.74236410111189,7.450175978243351,4.266928075347096,1,,737.5575387038604,0.00019068335532576242,0.9719868645503938,4754.239368863457,0.000622710433421755,0.7327898500806168
205,31.930898069404066,74.51103421859443,45.35832408815622,11.209086019545794,3.2725582872517407,1,,737.5970167346806,0.000950868744255445,0.9525559720114044,4695.472572120331,0.0028252191616589353,0.7329005375341237
206,26.40231754630804,92.04987291246653,66.44149601459503,8.778803396970034,3.8770150714553893,1,,737.7581994754779,0.0003349912824426482,0.9652994691199768,4734.69901008663,0.0007823923522533968,0.7324995532314481
207,36.652609603479505,60.49698045477271,53.307668939232826,9.493757016956806,4.910299856681377,1,,736.9248057894737,0.001422177214357797,0.9678102756923161,4755.669259501852,0.007457696324514343,0.7332305232886087
208,37.01700059231371,93.25109262950718,77.82219476997852,6.7267998196184635,3.4074741574004292,1,,736.8120824785274,0.00028274950815372483,0.9805815291328718,4774.754877262624,0.0010181953558475272,0.7324954099463281
209,26.649498851038516,62.476362651214004,42.20525234937668,11.92055594176054,4.756992503069341,1,,738.1221384181956,0.0010439481461864588,0.9494761999206633,4694.063370955984,0.004225505692839946,0.7326593903424471
210,32.353882947936654,104.33469362556934,60.849453546106815,7.976319931447506,5.3613021010532975,1,,738.111275431794,0.00014823207318342605,0.9674317229217592,4744.852191010019,0.0006026535965816357,0.7326066119147312
211,35.11847637593746,73.3646504022181,58.98271810263395,10.30778319016099,4.050994391553104,1,,737.5809030555504,0.0009003484131061722,0.9600455222556818,4713.089769950766,0.00445441654858499,0.7333851175460021
212,33.427296597510576,99.38157046213746,46.702613048255444,9.142851367592812,3.7725067040883005,1,,737.9894832961733,0.00041869584379364283,0.9596857081743912,4721.449923430698,0.0008642334739991401,0.7327000040146625
213,30.5597089137882,81.71723954379559,73.58854297548532,8.379503007978201,5.0829006168060005,1,,737.6419951588399,0.0002927773958819498,0.9708289637412059,4747.256857916005,0.0014338744950487938,0.7324595151920043
214,28.707401868887246,85.27062795124948,54.61293041706085,10.811317171901464,4.478858345653862,1,,738.4188583980407,0.0006163508880173875,0.9486679769870829,4693.249748665822,0.001351098546522124,0.7324694521398267
215,38.971909577958286,67.80160878784955,65.24850107729435,7.09778456389904,3.129254392813891,1,,736.3852634421402,0.0008576665169406265,0.9829860439856334,4778.370902835915,0.004645910916014741,0.7328970495534906
216,39.438238171860576,109.47612727992237,52.443742491304874,8.891528215259314,4.702071956824511,1,,738.3500685384474,0.000317027088044257,0.9579373259736025,4721.756062270731,0.0008188108920214707,0.732745785456209
217,27.305403854697943,77.92170801199973,68.07686876505613,9.580252334475517,3.508803480770439,1,,737.7216680495164,0.0005642250399104335,0.9641089889137294,4727.545733612923,0.0014860652283279045,0.7325124107894695
218,29.15996443014592,95.46283422037959,48.86935956776142,7.126377001404762,4.154762122314423,1,,737.2854393282602,0.00016131301588730987,0.9768997520662701,4766.921521099755,0.0006292314222275372,0.732493089233177
219,33.89503472018987,63.71310319751501,70.75285106897354,10.958667632192373,5.30881999945268,1,,737.5329835264348,0.0012063221219671878,0.9559617164450422,4721.815864234705,0.00671096996276882,0.7323501732403128
220,35.58666477445513,91.01630341261625,63.63875865936279,11.303279422223568,4.96204065810889,1,,738.8920692817962,0.0006882114763443648,0.9397906818015086,4675.357956798115,0.0016088364165852435,0.7326630785458728
221,30.953687294386327,71.00978357717395,56.77446760237217,6.043499652296305,3.8078965777531266,1,,736.4648694919266,0.00037617314226904273,0.9869398118909855,4782.006174280096,0.0018542943157052508,0.7327480136401678
222,25.24795178323984,101.80694096721709,75.02556543797255,9.962933275848627,3.162204666994512,1,,737.2513114457751,0.0004816011535926326,0.9526018638919563,4697.229575006674,0.0008985811296016042,0.7327380142098489
223,37.48287913389504,81.99573437683284,44.41106144338846,7.74710988253355,4.355558750219643,1,,737.0168779106623,0.0004503244134189808,0.9757746202533254,4758.286786088219,0.0022079916560082073,0.7326409122095382
224,37.39827213343233,89.03659110888839,58.29039268195629,6.945089623332024,3.6402422138489783,1,,736.822454202193,0.00033068168205067965,0.9799192976699271,4769.490984088567,0.0013007548967446624,0.7326877978288407
225,25.155917019583285,69.80975944548845,61.423370987176895,10.776507820934057,5.147088211495429,1,,738.5240992198231,0.0005326209658407657,0.95491654471155,4703.94979539437,0.0022365140279736384,0.732688049470529
226,30.80408022738993,103.04988044314086,40.38003522902727,8.32057523354888,4.503686627838761,1,,737.9846285187672,0.00022856875327422697,0.9653707864704814,4736.435828050993,0.0006397200420037058,0.732717063611736
227,35.44427804648876,84.01836202479899,79.76337905973196,9.014286294579506,3.035746090579778,1,,737.3495808387144,0.0005807678795908171,0.9673927435608339,4737.875467775246,0.001686151888669799,0.7324430653143883
228,33.51728739216924,108.28357161022723,67.17077102512121,10.155041042715311,3.3825731109827757,1,,737.970417386666,0.0005174987547370842,0.9459498675585882,4688.170189802974,0.0007201196322229008,0.7327022125433106
229,28.77501799724996,75.94634088687599,52.80662763863802,7.941554926335812,4.850580777972937,1,,737.3199623774462,0.00030965893260233367,0.9755359689187545,4757.263403478806,0.001629828365169299,0.7324381329473278
230,26.979843792505562,97.49294225126505,74.14355203509331,11.861580960452557,5.493639336898923,1,,739.130624763282,0.0005680004220190279,0.9293351964333848,4646.543488997032,0.0009386732398198309,0.7325383734981212
231,39.12012755405158,64.96039977297187,46.02919600903988,6.598279092460871,3.9867268055677414,1,,736.4286067983065,0.0008459844510269951,0.9844215428051714,4782.706099738599,0.004681650654513279,0.7328979028538697
232,38.64646705798805,98.23647797107697,71.34936112910509,7.782647363841534,4.9383590668439865,1,,737.5360743205756,0.0002532013800050131,0.9712002863331419,4754.601756664541,0.001056683385345969,0.7324792762151956
233,28.38917275890708,79.79245888069272,48.2325666770339,10.11489150300622,3.900262938812375,1,,738.0207896879607,0.0006069232456456338,0.9584025650871756,4715.788845129166,0.001552773582568752,0.732424673516427
234,30.182080077938735,87.15287473984063,69.96252052485943,6.172804299741983,3.2933224104344845,1,,736.6363162082573,0.00020864771234230147,0.9845214973632728,4781.093086068086,0.0008169870311416265,0.7326822396687063
235,33.042232622392476,68.90416740439832,50.595932751894,11.361481927335262,4.292513115331531,1,,737.7936840495158,0.0011179461298868193,0.9523851819071598,4699.662036969143,0.005122313491205308,0.7337165907835457
236,34.968758025206625,91.31845011375844,42.54434332251549,10.994157906621695,4.571029417682439,1,,738.6452855603045,0.0006765036344941271,0.943495666186617,4680.367788610694,0.0014986487021976184,0.7327088881956813
237,32.21160666551441,61.326531590893865,76.93012557923794,7.278379574418068,3.5717715830542147,1,,736.520976121756,0.0008237876555220385,0.9828874651966524,4772.18356504044,0.0043608274254466305,0.7331901864786761
238,26.56478140503168,105.4294023104012,56.118760369718075,9.709509775042534,4.178368490654975,1,,737.9705321845071,0.00040369009112625374,0.9519200020933583,4703.683488821999,0.0006268209620217829,0.7325107472473777
239,36.92507711239159,75.24217054247856,64.25418306142092,8.94977506622672,5.216531152371317,1,,737.33944800111,0.000629809418495178,0.9681417411362988,4732.212681634372,0.003739847316582985,0.7331945021330383
240,36.26771008130163,105.06802107207477,49.393708892166615,11.807451635599136,3.0865896558389068,1,,738.5149429385929,0.0006349471512019095,0.9271294359024455,4645.448488662894,0.0009064959160416988,0.7324962070002742
241,26.02463869843632,72.53395178355277,70.00751670449972,6.476628553122282,4.431229789741337,1,,736.7257409165236,0.00023259549983472593,0.984697102090207,4775.525899473004,0.0012854221443437976,0.7326718870222665
242,31.612833524122834,94.08131478354335,51.79625503718853,10.420247297734022,5.0376699743792415,1,,738.7447655642317,0.0004648946839009318,0.9479216549625175,4692.801152796982,0.0010994135703143468,0.7326885506110851
243,34.487208873033524,61.7425587400794,68.65969732403755,8.227131307125092,3.7322493800893426,1,,736.6231302623049,0.0010511152367588738,0.9778119694731197,4765.658043777984,0.005665338315925983,0.7331981808696324
244,32.64856616035104,86.00357364863157,75.77440962195396,8.597361523658037,4.079048092942685,1,,737.6067670556688,0.0003912096257549709,0.9687782130840411,4742.894661744841,0.0013630711980317364,0.7324739685721483
245,29.905580496415496,66.9705287925899,43.89052711427212,9.311717368662357,5.384554294403642,1,,737.5587205924367,0.0006003855811986179,0.9680088877071621,4727.8969611956945,0.0034707334737471692,0.7336664147603356
246,27.936912518925965,100.21293693222106,63.05943991988897,6.87910283356905,4.777771681081504,1,,737.3895779171797,9.685103148066814e-05,0.9772596253853773,4770.261833675436,0.0004517816372804973,0.732565284656572
247,38.31137381028384,80.98458032123744,57.42577005177736,10.64327447488904,3.4330453439615667,1,,737.4925145180416,0.0008831746657695964,0.9548881103605207,4701.784892175702,0.003560373432836498,0.7329919252727628
248,39.71889357082546,94.7290285397321,60.26525191962719,9.458999164402485,4.398262695875019,1,,738.1087700221497,0.0005015794208572994,0.958356118601392,4722.098651263882,0.0015548076957795861,0.7325097429326356
249,27.461400013417006,64.54332358203828,59.62913766503334,8.626068402081728,3.2098726923577487,1,,736.933836822492,0.000677455243184038,0.9759643712504407,4747.189667325728,0.0029224530903865084,0.7334508111088025
250,29.432377847842872,108.64542968571186,78.56615621596575,11.080561000853777,3.8530880487523973,1,,738.5640911949474,0.0005686596187553748,0.934027020372973,4657.388042364236,0.0007613689132517537,0.7327171615392818
251,34.057437335141,78.65503648295999,41.67983528226614,7.391196705400944,5.002258475404233,1,,737.0539198638606,0.0003638951852966679,0.9778981019809159,4763.134189504338,0.001882911600630839,0.732642344764124
252,35.896531217731535,101.07427978888154,53.960560224950314,6.247532945126295,5.280803085304797,1,,737.0245605074335,0.0001274485926544543,0.9810339677598053,4780.846356479497,0.0006332498481539144,0.7325130057492515
253,31.139180599711835,82.82709889113903,65.82644689828157,11.462533056735992,4.131547051481903,1,,738.311120283304,0.0008236267873752895,0.9437886630481597,4681.571551603054,0.0017477774544460178,0.7324319377981985
254,25.549576245248318,90.18522462807596,47.22207948565483,7.543899804353714,3.487987478263676,1,,737.2611856302667,0.00022824377218887872,0.9754824956811056,4758.312149748846,0.0006649366528924732,0.7326896638959058
255,37.67477889545262,71.74273048527539,72.8383257240057,9.802856337279081,4.676463684998453,1,,737.276570868587,0.0009373546874411036,0.9635224863717337,4725.714245351743,0.005617091915987892,0.7336179226610344
256,37.7009057905525,90.16506764106452,61.519274935126305,6.587590618059039,5.480234424583614,1,,736.9746656512744,0.0002298496700803149,0.9803624051912265,4777.6851218429265,0.0011641921276782084,0.7324586645298359
257,25.58291571214795,71.89192296005785,58.38613912463188,11.872270965948701,4.012379326857626,1,,738.1273136212882,0.0009457873092797401,0.9461623766743336,4681.876621691899,0.002096627189995171,0.732551545274065
258,31.113337124697864,101.1510138772428,79.82022035866976,7.92793714441359,3.3666862240061164,1,,737.4890152571804,0.0002850016050594722,0.9699764911828052,4748.331080287169,0.0006385455030552732,0.7326907173723398
259,35.862793889828026,82.68255595117807,40.436719320714474,10.168660355731845,4.873751324601471,1,,738.2135851643386,0.0006138057375228306,0.9559453390638404,4713.838115788736,0.002425294514416699,0.7324057240594941
260,34.0251279482618,108.81371278315783,52.707071267068386,9.000804143026471,4.5171299944631755,1,,738.2715824299855,0.00031247161210828884,0.9571304803617753,4719.683143001299,0.0006796488167465298,0.7326810815784507
261,29.407051927410066,78.65087216719985,67.07135278731585,8.334055876359344,3.010131427552551,1,,737.182914105712,0.00046533072081549916,0.9736521358004172,4747.5847722201015,0.0013901277573817165,0.7326664277167408
262,27.494336143136024,94.60511551238596,45.96870198845863,10.765954976901412,3.656091261189431,1,,738.0553734204913,0.0006237700328616686,0.9455492378422506,4685.062695720404,0.00092084099486822,0.7325004890857868
263,39.74370718933642,64.63758665136993,74.08319644629955,6.955640958622098,5.12387922918424,1,,736.6131407524708,0.0008055580763970348,0.9814993729626845,4775.119589884072,0.004853196487683311,0.7331862539743178
264,38.34419102873653,100.06229382939637,48.137892968952656,8.9369813259691,4.191811596509069,1,,738.0293383697918,0.0003982502002245211,0.9612813848737636,4726.099567433732,0.001062771128241623,0.7326969286856452
265,27.961845048703253,81.00638463161886,71.25482585281134,9.722304867580533,5.190916824620217,1,,738.3877128157756,0.0003503221130930617,0.9598032204168878,4719.161748401555,0.0014321327471473605,0.7326296849475832
266,29.873152198269963,86.14665850996971,50.540321692824364,7.268515901640058,4.586878129746765,1,,737.211762037278,0.00020411239573717464,0.9777475934456606,4767.268805615133,0.0009889373516867098,0.7324603017442286
267,32.62335915118456,66.89543755725026,69.90704759955406,11.004022931680083,3.5485628615133464,1,,737.3210258401475,0.001159676369734864,0.9580572901744828,4716.815948351485,0.004979372527988143,0.7335180493915872
268,34.46147536858916,94.08401655033231,77.03091219067574,11.351571315899491,3.2799171628430486,1,,738.0413047116559,0.0007297458531749763,0.9395496362896836,4672.847733921413,0.0011952674043781376,0.732485754949311
269,31.578986225649714,61.57591104507446,42.64497272670269,6.182713581249118,4.3181658973917365,1,,736.4455187268959,0.0005483281083387062,0.9870114193686295,4781.899475198387,0.003177039362660979,0.7329826330317659
270,26.05087556410581,104.97231184504926,64.31590732187033,10.102050824090838,4.922471919097006,1,,738.2811735384761,0.00037266808224791664,0.9474675989658449,4690.057163074882,0.0006477171537339955,0.7327095901249167
271,36.30093957763165,72.65951958484948,56.180327124893665,7.7954867128282785,3.9234338207170367,1,,736.7795322078935,0.0006496566644846941,0.9777934609124675,4758.288419690464,0.003653288854426611,0.7330195390829115
272,36.89970470033586,105.3893075697124,70.1034252718091,10.653094617649913,4.764361693058163,1,,738.7414148797392,0.0005420635635954774,0.9401531529165057,4676.394798856278,0.0009629980724055947,0.7327129928919998
273,26.532432679086924,75.42330514639616,49.489450715482235,6.869284043088555,3.458702922333032,1,,736.7564579151889,0.0002803363241615611,0.9828740561541495,4770.946081563633,0.001262783557544703,0.7326641473203798
274,32.236345182172954,91.3752583693713,68.71654354035854,9.324466863647103,4.063156130257994,1,,738.045427286348,0.0004390817553354405,0.9607436679266366,4725.948550880997,0.0011307785177588456,0.7324634404240645
275,35.0016262056306,61.213942700996995,51.85293421149254,8.58461338095367,5.407729898113757,1,,736.9523860334166,0.0009866209778793095,0.9733233752572588,4758.203968994979,0.0058045552092874,0.7333590350090491
276,33.07561142835766,87.33785309828818,43.79096582531929,8.240016968920827,5.051117802038789,1,,737.6429539692738,0.00027857777953446206,0.97033555975099,4744.554492610544,0.0012837526058872585,0.7326974115730235
277,30.20825346466154,68.87092198245227,75.67499630153179,10.40736030600965,3.7066302374005318,1,,737.5909412378052,0.0008873909249773789,0.9614479772816171,4715.677192656038,0.003501088499175853,0.7334214946079568
