strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
heuristic,3,0,0,1.74838,8.15747,0.784183,63.2865,0.679492,0.613435,185.468,20.23,0.623029,30.2894,52.9574,6.49189,5.09083,152.636,True,True,0.00680875,0.679492,185.468,0.613435
heuristic,3,0,1,1.74838,8.15747,0.784183,77.2865,0.690649,0.613682,185.543,20.23,0.621158,30.1985,52.7985,6.4724,5.07555,151.266,True,True,0.00680875,0.679492,185.468,0.613435
heuristic,3,0,2,1.74838,8.15747,0.784183,49.2865,0.669132,0.613294,185.426,20.23,0.624354,30.3538,53.0701,6.5057,5.10166,153.613,True,True,0.00717727,0.669132,185.426,0.613294
heuristic,3,0,3,1.74838,12.8241,0.784183,49.2865,0.645687,0.61293,185.316,20.23,0.819408,39.8366,69.6497,5.43114,4.25901,347.244,False,True,0.00717727,0.669132,185.426,0.613294
heuristic,3,0,4,1.74838,5,0.784183,49.2865,0.733853,0.61502,185.948,20.23,0.459511,22.3398,39.0585,7.81169,6.1258,61.2382,True,True,0.00717727,0.669132,185.426,0.613294
heuristic,3,0,5,2.76338,8.15747,0.784183,49.2865,0.792081,0.615865,186.203,20.23,0.66906,20.5799,56.8701,6.97154,5.46696,75.6694,True,True,0.00717727,0.669132,185.426,0.613294
heuristic,3,0,6,1.5,8.15747,0.784183,49.2865,0.616172,0.612561,185.204,20.23,0.606719,34.3807,51.5711,6.32195,4.95756,191.508,True,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,0,7,1.5,8.15747,0.916667,49.2865,0.623181,0.612915,185.311,20.23,0.559086,31.6815,47.5223,5.82561,5.34015,149.851,True,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,0,8,1.5,8.15747,0.55085,49.2865,0.597579,0.61276,185.264,20.23,0.711716,40.3306,60.4959,7.416,4.0851,309.132,False,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,1,9,1.5,12.8241,0.784183,49.2865,0.588683,0.6128,185.277,20.23,0.797082,45.168,67.752,5.28316,4.14296,434.243,False,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,1,10,1.5,5,0.784183,49.2865,0.715189,0.614063,185.658,20.23,0.446419,25.2971,37.9456,7.58912,5.95126,76.2871,True,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,1,11,2.515,8.15747,0.784183,49.2865,0.771558,0.615401,186.063,20.23,0.660855,22.335,56.1726,6.88603,5.39991,88.0336,True,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,1,12,1.5,8.15747,0.916667,49.2865,0.623181,0.612915,185.311,20.23,0.559086,31.6815,47.5223,5.82561,5.34015,149.851,True,True,0.00911023,0.616172,185.204,0.612561
heuristic,3,1,13,1.5,8.15747,0.55085,49.2865,0.597579,0.61276,185.264,20.23,0.711716,40.3306,60.4959,7.416,4.0851,309.132,False,True,0.00911023,0.616172,185.204,0.612561
