seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
9,0,0,32.9967,71.602,72.8357,6.13131,5.43264,19.8504,0.742574,182.19,19.8504,4.42279,0.742574,182.19
9,0,1,30.9504,89.4813,42.5786,10.1776,3.36147,20.4101,0.775361,187.541,20.4101,4.42279,0.742574,182.19
9,0,2,25.6434,74.1184,66.1398,8.4783,3.82853,20.62,0.801146,189.387,20.62,4.42279,0.742574,182.19
9,0,3,38.5382,104.896,55.9264,11.2055,4.33601,20.0403,0.774558,184.068,20.0403,4.42279,0.742574,182.19
9,0,4,37.917,79.397,45.8153,11.774,4.67688,19.9673,0.704115,183.124,19.9673,5.54962,0.704115,182.19
9,0,5,27.9014,100.386,76.1825,7.54687,4.1688,20.2932,0.842599,186.574,20.2932,5.54962,0.704115,182.19
9,0,6,30.5636,63.2224,52.5553,9.6208,3.06331,20.512,0.702454,188.264,20.512,5.58976,0.702454,182.19
9,0,7,35.4892,97.0915,62.9663,7.07448,5.13266,20.1484,0.785238,184.996,20.1484,5.58976,0.702454,182.19
9,0,8,34.4129,78.3006,50.5615,8.1397,3.55026,20.0607,0.723221,184.113,20.0607,5.58976,0.702454,182.19
9,1,9,36.3643,60,40.3216,12,4.08054,19.773,0.626496,181.237,19.773,8.18239,0.626496,181.237
9,1,10,37.9816,60,40,6,5.5,19.773,0.619871,181.071,19.773,8.4336,0.619871,181.071
9,1,11,38.516,60,59.335,12,3,19.773,0.616787,181.524,19.773,8.52889,0.616787,181.071
9,1,12,33.8399,60,40,12,5.5,19.773,0.6642,181.231,19.773,8.52889,0.616787,181.071
9,1,13,37.0586,60,40,12,3,20.1407,0.608365,184.878,20.1407,8.7609,0.608365,181.071
9,1,14,40,60,73.3945,12,5.5,19.773,0.635986,181.152,19.773,8.7609,0.608365,181.071
9,1,15,34.2186,60,40,12,3,19.773,0.635283,181.517,19.773,8.7609,0.608365,181.071
9,1,16,35.1755,60,40,12,5.5,20.1849,0.653025,184.938,20.1849,8.7609,0.608365,181.071
9,1,17,37.9028,60,40,6,3,19.773,0.58916,181.359,19.773,9.38764,0.58916,181.071
9,2,18,40,60,40,6,4.66523,19.773,0.592388,181.019,19.773,9.41104,0.58916,181.019
9,2,19,40,60,40,6,3.54432,19.773,0.577011,181.203,19.773,9.79083,0.577011,181.019
9,2,20,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,9.7919,0.577011,181.015
9,2,21,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.053,0.568604,181.015
9,2,22,40,60,40,12,5.5,19.773,0.606267,181.068,19.773,10.053,0.568604,181.015
9,2,23,40,60,40,6,3.28212,19.773,0.573007,181.277,19.773,10.0534,0.568604,181.015
9,2,24,40,60,40,6,4.10127,19.773,0.585169,181.082,19.773,10.0542,0.568604,181.015
9,2,25,40,60,40,6,5.07532,19.773,0.596922,181.006,19.773,10.0569,0.568604,181.006
9,2,26,40,60,40,6,4.38153,19.773,0.588883,181.043,19.773,10.0571,0.568604,181.006
9,3,27,40,60,40,6,4.86789,19.773,0.594723,181.009,19.773,10.0571,0.568604,181.006
9,3,28,40,60,40,6,3.82001,19.773,0.581157,181.136,19.773,10.0574,0.568604,181.006
9,3,29,40,60,40,6,4.97097,19.773,0.595855,181.006,19.773,10.0574,0.568604,181.006
9,3,30,40,60,40,6,4.76602,19.773,0.593568,181.013,19.773,10.0574,0.568604,181.006
9,3,31,40,60,40,6,5.28464,19.773,0.599059,181.007,19.773,10.0574,0.568604,181.006
9,3,32,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
9,3,33,40,60,40,7.67825,5.5,19.773,0.602689,181.026,19.773,10.0574,0.568604,181.006
9,3,34,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
9,3,35,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0574,0.568604,181.006
9,4,36,40,60,40,6,3.13847,19.773,0.570747,181.32,19.773,10.0575,0.568604,181.006
9,4,37,40,60,40,6,3.41018,19.773,0.574964,181.24,19.773,10.0575,0.568604,181.006
9,4,38,40,60,40,6,3.67856,19.773,0.579061,181.169,19.773,10.0576,0.568604,181.006
9,4,39,40,60,40,6,3.95598,19.773,0.583138,181.108,19.773,10.0577,0.568604,181.006
9,4,40,40,60,40,6,4.23541,19.773,0.587012,181.061,19.773,10.0577,0.568604,181.006
9,4,41,40,60,40,6,4.51483,19.773,0.590568,181.03,19.773,10.0577,0.568604,181.006
9,4,42,40,60,40,6,3.06858,19.773,0.56969,181.342,19.773,10.0578,0.568604,181.006
9,4,43,40,60,40,6,3.20958,19.773,0.571866,181.298,19.773,10.0578,0.568604,181.006
9,4,44,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0578,0.568604,181.006
