strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
lhs,3,0,0,32.0476,62.4489,40.2208,6.56964,4.03513,0.613652,201.437,21.9814,1.08578,True,4.03533,0.613652,201.437
lhs,3,0,1,38.9862,103.779,52.0447,8.2109,3.26988,0.719297,181.38,19.7902,0.881105,True,7.02118,0.613652,181.38
lhs,3,0,2,27.7537,80.1156,63.966,8.56887,3.71265,0.767804,184.639,20.1355,0.932967,True,7.02118,0.613652,181.38
lhs,3,0,3,37.5182,94.3275,69.2794,10.384,4.64634,0.741483,186.747,20.3704,0.770234,True,7.02118,0.613652,181.38
lhs,3,0,4,27.0827,104.481,71.8907,8.94767,3.63252,0.831602,181.432,19.7765,0.847125,True,7.02118,0.613652,181.38
lhs,3,0,5,39.7562,73.2343,59.1408,10.8283,4.82591,0.626906,187.839,20.5082,0.790642,True,8.27752,0.613652,181.38
lhs,3,0,6,34.8441,93.2071,41.4883,7.67809,3.61061,0.701368,187.257,20.431,0.929439,True,8.28794,0.613652,181.38
lhs,3,0,7,33.4875,85.9748,45.8425,10.0463,3.54037,0.704756,177.313,19.351,0.826033,True,9.03801,0.613652,177.313
lhs,3,0,8,27.1542,102.142,61.4636,11.6967,3.87302,0.818014,175.183,19.0992,0.726006,True,9.14485,0.613652,175.183
lhs,3,1,9,35.5172,65.7243,76.553,6.35837,5.12542,0.667962,221.311,24.1234,1.02632,True,9.14485,0.613652,175.183
lhs,3,1,10,33.1335,61.1856,77.0017,8.45134,4.25895,0.669645,194.792,21.2523,0.984254,True,9.14485,0.613652,175.183
lhs,3,1,11,36.9686,78.6642,58.4448,7.39785,4.37523,0.662566,200.542,21.878,0.956496,True,9.14485,0.613652,175.183
lhs,3,1,12,29.9249,88.1294,43.6086,10.5722,3.90826,0.741162,178.38,19.4594,0.79415,True,9.14485,0.613652,175.183
lhs,3,1,13,29.0809,64.3737,48.7011,6.67261,4.41502,0.660484,205.726,22.4344,1.06485,True,9.14485,0.613652,175.183
lhs,3,1,14,30.9971,66.9853,79.1255,11.3683,5.28791,0.732144,189.867,20.7015,0.805211,True,9.14485,0.613652,175.183
lhs,3,1,15,30.2628,100.16,49.785,8.79769,5.44037,0.773392,200.103,21.8035,0.800918,True,9.14485,0.613652,175.183
lhs,3,1,16,34.1139,95.6989,66.1191,9.02509,3.00241,0.760747,176.064,19.2051,0.874271,True,9.21637,0.613652,175.183
lhs,3,1,17,37.2049,84.7032,57.1722,11.2157,3.82973,0.692329,177.172,19.3398,0.772808,True,9.35484,0.613652,175.183
lhs,3,2,18,25.55,71.9885,47.1226,7.22174,4.96742,0.735383,206.528,22.5078,0.983463,True,9.35484,0.613652,175.183
lhs,3,2,19,28.1154,91.174,78.6687,7.91747,4.1024,0.812951,192.146,20.942,0.925271,True,9.35484,0.613652,175.183
lhs,3,2,20,38.133,98.1441,60.251,9.93439,5.35975,0.730093,194.747,21.2359,0.756193,True,9.35484,0.613652,175.183
lhs,3,2,21,39.3634,106.937,52.5097,8.10188,4.77913,0.723823,198.542,21.6505,0.827074,True,9.35484,0.613652,175.183
lhs,3,2,22,34.2044,81.6764,55.1679,6.942,5.39717,0.696132,215.157,23.4541,0.925262,True,9.35484,0.613652,175.183
lhs,3,2,23,36.2111,77.2962,70.0873,6.07285,3.29556,0.684434,196.759,21.4695,1.12617,True,9.35484,0.613652,175.183
lhs,3,2,24,32.522,86.6082,74.7289,7.03114,3.42916,0.761146,190.294,20.7551,1.01958,True,9.35484,0.613652,175.183
lhs,3,2,25,26.5609,109.331,68.5081,7.62304,4.69642,0.834449,199.587,21.742,0.867992,True,9.35484,0.613652,175.183
lhs,3,2,26,31.5342,100.807,72.6862,9.31593,4.21928,0.800926,186.197,20.2996,0.818395,True,9.35484,0.613652,175.183
lhs,3,3,27,26.0876,68.7408,56.5687,9.47184,4.56163,0.737484,189.227,20.6287,0.896547,True,9.35484,0.613652,175.183
lhs,3,3,28,36.4981,75.7426,74.0746,10.3005,5.15751,0.700585,193.316,21.0856,0.810073,True,9.35484,0.613652,175.183
lhs,3,3,29,30.7317,63.9624,65.2446,11.11,4.16492,0.686865,180.878,19.7427,0.845321,True,9.39288,0.613652,175.183
lhs,3,3,30,25.1932,73.9765,43.1933,6.26414,3.37027,0.732068,193.13,21.0593,1.13237,True,9.39288,0.613652,175.183
lhs,3,3,31,35.048,82.2225,67.6182,9.74378,4.46658,0.720204,188.098,20.5199,0.833961,True,9.39288,0.613652,175.183
lhs,3,3,32,29.5612,89.7385,54.2512,11.872,3.07378,0.764934,170.062,18.5493,0.755448,True,9.96833,0.613652,170.062
lhs,3,3,33,38.5257,108.599,45.4842,9.59738,4.8856,0.726043,190.791,20.8084,0.755683,True,9.96833,0.613652,170.062
lhs,3,3,34,32.4013,96.5706,50.6608,10.9558,3.15945,0.75302,172.134,18.7763,0.770778,True,10.0237,0.613652,170.062
lhs,3,3,35,28.6216,70.5946,62.483,11.5841,5.02889,0.733241,185.452,20.2212,0.788352,True,10.0237,0.613652,170.062
