seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
5,0,0,32.2044,65.8629,44.9596,8.07739,3.53369,20.274,0.691509,185.939,20.274,5.2268,0.691509,185.939
5,0,1,38.5874,90.6941,67.8686,9.95784,5.16783,20.1667,0.755126,185.063,20.1667,5.34388,0.691509,185.063
5,0,2,34.997,72.9245,53.2523,6.60568,4.76983,19.8852,0.710369,182.325,19.8852,5.87182,0.691509,182.325
5,0,3,28.255,97.7072,78.9396,11.4766,3.92168,20.6779,0.839025,190.145,20.6779,5.87182,0.691509,182.325
5,0,4,25.8769,79.4523,64.0368,10.9734,4.01102,20.3874,0.811758,187.308,20.3874,5.87182,0.691509,182.325
5,0,5,33.6662,103.893,48.1567,6.85105,4.37562,20.0515,0.794885,184.173,20.0515,5.87182,0.691509,182.325
5,0,6,38.0441,72.4392,72.9251,9.49862,5.22757,19.9984,0.704917,183.371,19.9984,5.88583,0.691509,182.325
5,0,7,28.9584,96.8314,59.9016,8.37257,3.14894,20.5629,0.817704,189.065,20.5629,5.88583,0.691509,182.325
5,0,8,30.5805,76.5387,72.2264,7.47742,5.00342,20.5764,0.777105,188.921,20.5764,5.88583,0.691509,182.325
5,1,9,37.7467,60,40,7.92013,3.2344,19.773,0.596914,181.335,19.773,9.07621,0.596914,181.335
5,1,10,37.9355,60,40,12,5.5,19.773,0.625187,181.11,19.773,9.1355,0.596914,181.11
5,1,11,38.584,60,74.5639,6,3,19.773,0.622749,181.417,19.773,9.1355,0.596914,181.11
5,1,12,40,60,40,12,3,19.773,0.578936,181.51,19.773,9.69129,0.578936,181.11
5,1,13,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,9.72415,0.578936,181.015
5,1,14,34.3628,60,40,12,3,19.773,0.63382,181.517,19.773,9.72415,0.578936,181.015
5,1,15,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0477,0.568604,181.015
5,1,16,40,60,78.6967,6,5.5,19.773,0.634679,181.143,19.773,10.0477,0.568604,181.015
5,1,17,37.306,60,66.383,12,3,19.773,0.636567,181.545,19.773,10.0477,0.568604,181.015
5,2,18,40,60,40,6,4.26382,19.773,0.587399,181.057,19.773,10.0517,0.568604,181.015
5,2,19,40,60,40,6,4.86959,19.773,0.594713,181.009,19.773,10.0537,0.568604,181.009
5,2,20,40,60,40,6,3.66047,19.773,0.578774,181.173,19.773,10.0553,0.568604,181.009
5,2,21,40,60,40,6,3.96225,19.773,0.58325,181.106,19.773,10.0556,0.568604,181.009
5,2,22,40,60,40,6,4.56608,19.773,0.591221,181.025,19.773,10.0557,0.568604,181.009
5,2,23,40,60,40,6,4.41483,19.773,0.589338,181.039,19.773,10.0557,0.568604,181.009
5,2,24,40,60,40,6,5.17566,19.773,0.597953,181.006,19.773,10.0567,0.568604,181.006
5,2,25,40,60,40,6,3.35541,19.773,0.574121,181.255,19.773,10.0572,0.568604,181.006
5,2,26,40,60,40,6,5.33279,19.773,0.59948,181.009,19.773,10.0572,0.568604,181.006
5,3,27,40,60,40,6,3.1802,19.773,0.571424,181.307,19.773,10.0573,0.568604,181.006
5,3,28,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,29,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,30,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,31,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,32,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,33,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,34,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,3,35,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0573,0.568604,181.006
5,4,36,40,60,40,6,3.50398,19.773,0.576414,181.214,19.773,10.0574,0.568604,181.006
5,4,37,40,60,40,6,3.80644,19.773,0.580972,181.139,19.773,10.0575,0.568604,181.006
5,4,38,40,60,40,6,4.10675,19.773,0.585276,181.081,19.773,10.0575,0.568604,181.006
5,4,39,40,60,40,6,3.08911,19.773,0.570013,181.336,19.773,10.0576,0.568604,181.006
5,4,40,40,60,40,6,3.88293,19.773,0.582057,181.123,19.773,10.0576,0.568604,181.006
5,4,41,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0576,0.568604,181.006
5,4,42,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0576,0.568604,181.006
5,4,43,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0576,0.568604,181.006
5,4,44,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0576,0.568604,181.006
