seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,mass_printed_g,t180,e_reb_mJ,mass_g,hv,best_t180,best_e_reb_mJ
0,0,0,32.1266,89.6262,59.7792,7.88311,5.39023,19.8491,0.789693,182.315,19.8491,2.98575,0.789693,182.315
0,0,1,34.4455,82.9194,74.5953,11.6102,3.28602,20.3706,0.762807,187.215,20.3706,3.66353,0.762807,182.315
0,0,2,37.5594,104.04,45.279,7.01868,3.93777,20.609,0.766249,189.255,20.609,3.66353,0.762807,182.315
0,0,3,25.8671,60.6926,60.3466,9.47902,4.34325,20.0876,0.75569,184.365,20.0876,3.93986,0.75569,182.315
0,0,4,28.0329,102.79,75.9509,9.95937,4.68823,19.9184,0.845959,183.148,19.9184,3.93986,0.75569,182.315
0,0,5,38.7896,71.3057,50.9233,6.56033,3.67704,20.3247,0.658575,186.347,20.3247,6.47233,0.658575,182.315
0,0,6,34.1542,93.9408,68.9509,10.963,3.54789,20.5433,0.78875,188.805,20.5433,6.47233,0.658575,182.315
0,0,7,29.0246,75.4676,44.1748,8.54941,5.04655,20.137,0.765854,184.897,20.137,6.47233,0.658575,182.315
0,0,8,29.9137,108.932,65.5584,6.00171,3.04962,20.0358,0.833857,184.292,20.0358,6.47233,0.658575,182.315
0,1,9,40,60,43.2536,6,4.55251,19.773,0.594467,181.025,19.773,9.24353,0.594467,181.025
0,1,10,40,60,80,6,5.5,19.773,0.63644,181.153,19.773,9.24353,0.594467,181.025
0,1,11,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0468,0.568604,181.025
0,1,12,40,60,40,12,5.5,19.773,0.606267,181.068,19.773,10.0468,0.568604,181.025
0,1,13,40,60,80,6,3,19.773,0.615908,181.442,19.773,10.0468,0.568604,181.025
0,1,14,40,60,40,6,5.5,20.0494,0.602242,183.529,20.0494,10.0468,0.568604,181.025
0,1,15,40,71.8849,40,6,5.5,19.773,0.656286,181.154,19.773,10.0468,0.568604,181.025
0,1,16,40,60,40,12,3,19.773,0.578936,181.51,19.773,10.0468,0.568604,181.025
0,1,17,40,60,40,6,3,20.1103,0.56986,184.448,20.1103,10.0468,0.568604,181.025
0,2,18,40,60,40,6,5.5,19.773,0.601059,181.015,19.773,10.0498,0.568604,181.015
0,2,19,40,60,40,6,3.95931,19.773,0.583169,181.107,19.773,10.0527,0.568604,181.015
0,2,20,40,60,40,6,4.99985,19.773,0.59616,181.006,19.773,10.0553,0.568604,181.006
0,2,21,40,60,40,6,3.52706,19.773,0.576748,181.208,19.773,10.0563,0.568604,181.006
0,2,22,40,60,40,6,4.37587,19.773,0.588823,181.044,19.773,10.0567,0.568604,181.006
0,2,23,40,60,60.4224,6,5.5,19.773,0.619338,181.047,19.773,10.0567,0.568604,181.006
0,2,24,40,60,40,6,3.28133,19.773,0.572991,181.277,19.773,10.057,0.568604,181.006
0,2,25,40,60,40,6,4.16915,19.773,0.586105,181.071,19.773,10.0571,0.568604,181.006
0,2,26,40,60,40,12,4.6347,19.773,0.597827,181.126,19.773,10.0571,0.568604,181.006
0,3,27,40,60,40,6,4.68095,19.773,0.592593,181.017,19.773,10.0572,0.568604,181.006
0,3,28,40,60,40,6,4.83851,19.773,0.594389,181.01,19.773,10.0572,0.568604,181.006
0,3,29,40,60,40,6,4.7593,19.773,0.593499,181.013,19.773,10.0572,0.568604,181.006
0,3,30,40,60,40,6,4.91869,19.773,0.595248,181.008,19.773,10.0572,0.568604,181.006
0,3,31,40,60,40,6,4.52691,19.773,0.590747,181.028,19.773,10.0572,0.568604,181.006
0,3,32,40,60,40,6,3.74113,19.773,0.579975,181.154,19.773,10.0574,0.568604,181.006
0,3,33,40,60,40,6,4.60353,19.773,0.591689,181.022,19.773,10.0574,0.568604,181.006
0,3,34,40,60,40,6,4.87849,19.773,0.594844,181.009,19.773,10.0574,0.568604,181.006
0,3,35,40,60,40,6,3.84967,19.773,0.581608,181.129,19.773,10.0574,0.568604,181.006
0,4,36,40,60,40,6,4.06141,19.773,0.584654,181.088,19.773,10.0574,0.568604,181.006
0,4,37,40,60,40,6,3.13816,19.773,0.570744,181.32,19.773,10.0575,0.568604,181.006
0,4,38,40,60,40,6,3.40187,19.773,0.574866,181.242,19.773,10.0576,0.568604,181.006
0,4,39,40,60,40,6,3.63203,19.773,0.578342,181.181,19.773,10.0577,0.568604,181.006
0,4,40,40,60,40,6,3.06853,19.773,0.569689,181.342,19.773,10.0577,0.568604,181.006
0,4,41,40,60,40,6,3,19.773,0.568604,181.364,19.773,10.0577,0.568604,181.006
0,4,42,40,60,40,6,3.34106,19.773,0.573891,181.26,19.773,10.0577,0.568604,181.006
0,4,43,40,60,40,6,4.44918,19.773,0.589748,181.036,19.773,10.0577,0.568604,181.006
0,4,44,40,60,40,6,4.00971,19.773,0.583922,181.097,19.773,10.0577,0.568604,181.006
