strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
random,2,0,0,2.25868,8.97988,0.792817,43.6766,0.737993,0.614522,185.797,20.23,0.686706,25.8426,58.37,6.50009,5.15338,122.465,True,True,0.00473876,0.737993,185.797,0.614522
random,2,0,1,3.24029,14.7141,0.375267,42.2059,0.791975,0.61549,186.09,20.23,1.15798,30.3764,98.4283,6.68937,2.5103,285.326,False,True,0.00473876,0.737993,185.797,0.614522
random,2,0,2,2.29741,13.7658,0.624844,46.0025,0.720109,0.613884,185.604,20.23,0.977438,36.1634,83.0823,6.03542,3.7712,341.348,False,True,0.00473876,0.737993,185.797,0.614522
random,2,0,3,2.75463,13.924,0.531856,65.3274,0.783649,0.614666,185.841,20.23,1.0429,32.1809,88.6465,6.36647,3.38605,288.409,False,True,0.00473876,0.737993,185.797,0.614522
random,2,0,4,4.30556,14.1075,0.511083,47.4901,0.847958,0.615337,186.044,20.23,1.09651,21.6471,93.203,6.60661,3.37653,137.208,True,True,0.00473876,0.737993,185.797,0.614522
random,2,0,5,2.50329,11.8142,0.84414,71.0226,0.77711,0.614534,185.801,20.23,0.795112,26.9983,67.5845,5.72061,4.829,154.764,True,True,0.00473876,0.737993,185.797,0.614522
random,2,0,6,2.42263,17.3229,0.56394,67.7504,0.75086,0.61484,185.893,20.23,1.1142,39.0926,94.7068,5.46715,3.08314,454.696,False,True,0.00473876,0.737993,185.797,0.614522
random,2,0,7,1.8109,6.39391,0.384605,75.378,0.687926,0.613701,185.549,20.23,0.700782,32.8933,59.5665,9.31613,3.58303,202.473,True,True,0.00648062,0.687926,185.549,0.613701
random,2,0,8,3.47145,16.3232,0.679624,56.2617,0.823186,0.614881,185.906,20.23,1.07399,26.2971,91.289,5.59261,3.80087,198.327,True,True,0.00648062,0.687926,185.549,0.613701
random,2,1,9,2.99808,12.9126,0.824745,57.5274,0.804296,0.614903,185.912,20.23,0.867137,24.5846,73.7066,5.70812,4.70775,139.954,True,True,0.00648062,0.687926,185.549,0.613701
