strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
heuristic,5,0,0,37.075,100.397,60.613,7.71481,3.13483,0.73959,182.344,19.8932,0.93139,True,4.4935,0.73959,182.344
heuristic,5,0,1,40,100.397,60.613,7.71481,3.13483,0.717503,182.654,19.9298,0.92735,True,5.25856,0.717503,182.344
heuristic,5,0,2,40,110,60.613,7.71481,3.13483,0.742221,182.297,19.8862,0.904197,True,5.26446,0.717503,182.297
heuristic,5,0,3,40,82.897,60.613,7.71481,3.13483,0.658689,183.541,20.0363,0.975192,True,7.2495,0.658689,182.297
heuristic,5,0,4,40,82.897,60.613,9.81481,3.13483,0.664093,175.797,19.1893,0.852386,True,8.65038,0.658689,175.797
heuristic,5,0,5,40,82.897,74.613,9.81481,3.13483,0.691212,176.29,19.2404,0.861952,True,8.65038,0.658689,175.797
heuristic,5,0,6,40,82.897,46.613,9.81481,3.13483,0.63292,175.2,19.1254,0.8425,True,9.90207,0.63292,175.2
heuristic,5,0,7,40,82.897,46.613,9.81481,4.00983,0.63535,182.887,19.9692,0.821161,True,9.90207,0.63292,175.2
heuristic,5,0,8,40,82.897,46.613,9.81481,3,0.632419,174.102,19.0035,0.845493,True,10.1819,0.632419,174.102
heuristic,5,1,9,40,82.897,60.613,9.81481,3,0.663722,174.661,19.0634,0.855534,True,10.1819,0.632419,174.102
heuristic,5,1,10,40,82.897,40,9.81481,3,0.617216,173.819,18.9726,0.84084,True,10.9095,0.617216,173.819
heuristic,5,1,11,40,82.897,40,11.9148,3,0.620617,169.83,18.5333,0.748139,True,11.8971,0.617216,169.83
heuristic,5,1,12,34.7855,71.7255,57.3979,11.8451,5.24419,0.667854,186.853,20.3887,0.757652,True,11.8971,0.617216,169.83
heuristic,5,1,13,34.7855,71.7255,57.3979,11.8451,5.5,0.668131,188.908,20.6092,0.752113,True,11.8971,0.617216,169.83
heuristic,5,1,14,34.7855,71.7255,57.3979,11.8451,4.36919,0.666849,179.972,19.6483,0.775681,True,11.8971,0.617216,169.83
heuristic,5,1,15,34.7855,71.7255,57.3979,12,4.36919,0.667163,179.545,19.6019,0.770086,True,11.8971,0.617216,169.83
heuristic,5,1,16,34.7855,71.7255,71.3979,12,4.36919,0.695147,180.192,19.6682,0.778637,True,11.8971,0.617216,169.83
heuristic,5,1,17,34.7855,71.7255,43.3979,12,4.36919,0.637608,178.777,19.5215,0.761463,True,11.8971,0.617216,169.83
heuristic,5,2,18,40,71.7255,43.3979,12,4.36919,0.58461,179.199,19.575,0.749897,True,13.1391,0.58461,169.83
heuristic,5,2,19,40,89.2255,43.3979,12,4.36919,0.657981,178.549,19.4934,0.713289,True,13.1391,0.58461,169.83
heuristic,5,2,20,40,60,43.3979,12,4.36919,0.547456,179.805,19.6476,0.777097,True,14.5319,0.547456,169.83
heuristic,5,2,21,34.75,60,43.3979,12,4.36919,0.577572,179.326,19.59,0.792187,True,14.5353,0.547456,169.83
heuristic,5,2,22,40,60,43.3979,12,5.24419,0.637042,186.624,20.3877,0.759041,True,14.5353,0.547456,169.83
heuristic,5,2,23,40,60,43.3979,12,3.49419,0.517273,173.524,18.9566,0.793226,True,16.2723,0.517273,169.83
heuristic,5,2,24,25.912,87.7798,50.8581,11.2779,3.16054,0.784563,171.351,18.6878,0.786304,True,16.2723,0.517273,169.83
heuristic,5,2,25,25.912,105.28,50.8581,11.2779,3.16054,0.816857,171.171,18.6606,0.744505,True,16.2723,0.517273,169.83
heuristic,5,2,26,25.912,70.2798,50.8581,11.2779,3.16054,0.734688,171.661,18.7319,0.838028,True,16.2723,0.517273,169.83
heuristic,5,3,27,25.912,70.2798,50.8581,12,3.16054,0.735092,170.442,18.599,0.807076,True,16.2723,0.517273,169.83
heuristic,5,3,28,25.912,70.2798,64.8581,12,3.16054,0.758609,170.714,18.6261,0.813366,True,16.2723,0.517273,169.83
heuristic,5,3,29,25.912,70.2798,40,12,3.16054,0.714774,170.202,18.5739,0.802096,True,16.2723,0.517273,169.83
heuristic,5,3,30,25.912,70.2798,40,12,4.03554,0.719528,175.706,19.1707,0.788507,True,16.2723,0.517273,169.83
heuristic,5,3,31,25.912,70.2798,40,12,3,0.713847,169.298,18.4745,0.804317,True,16.3544,0.517273,169.298
heuristic,5,3,32,31.162,70.2798,40,12,3,0.655578,169.527,18.5044,0.793179,True,16.3721,0.517273,169.298
heuristic,5,3,33,31.162,87.7798,40,12,3,0.720115,169.302,18.469,0.748651,True,16.3721,0.517273,169.298
heuristic,5,3,34,31.162,60,40,12,3,0.604309,169.733,18.5338,0.82336,True,16.4373,0.517273,169.298
heuristic,5,3,35,36.412,60,40,12,3,0.544551,170.016,18.5653,0.808132,True,16.6469,0.517273,169.298
