strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
lhs,7,0,0,2.10416,15.6971,0.297768,73.5776,0.70926,0.615606,186.125,20.23,1.17049,47.2832,99.4915,6.3382,1.88731,698.796,False,True,0,inf,inf,inf
lhs,7,0,1,2.31843,7.11154,0.264737,63.27,0.741306,0.614911,185.915,20.23,0.830184,30.4368,70.5656,9.9227,2.6269,205.372,False,True,0,inf,inf,inf
lhs,7,0,2,4.1553,17.6021,0.823288,53.0858,0.849256,0.615368,186.053,20.23,1.06464,21.7781,90.4946,5.14113,4.23263,134.838,True,True,0.00120058,0.849256,186.053,0.615368
lhs,7,0,3,3.61024,10.7941,0.746229,79.508,0.84973,0.615639,186.135,20.23,0.831096,19.5674,70.6431,6.54464,4.8838,84.9743,True,True,0.00120058,0.849256,186.053,0.615368
lhs,7,0,4,3.88473,14.5429,0.359301,66.6765,0.844037,0.615796,186.182,20.23,1.16335,25.4547,98.8848,6.79952,2.44307,201.287,False,True,0.00120058,0.849256,186.053,0.615368
lhs,7,0,5,3.67724,13.8414,0.907592,65.7387,0.843282,0.615592,186.12,20.23,0.882695,20.4037,75.0291,5.42062,4.91971,98.1288,True,True,0.00138237,0.843282,186.053,0.615368
lhs,7,0,6,1.69103,12.2548,0.465315,40.9625,0.603382,0.614264,185.719,20.23,0.969451,48.7296,82.4033,6.72414,3.12885,614.723,False,True,0.00138237,0.843282,186.053,0.615368
lhs,7,0,7,3.39278,8.69952,0.879676,76.2244,0.843129,0.616298,186.334,20.23,0.674231,16.8916,57.3097,6.58768,5.79502,51.3714,True,True,0.00138692,0.843129,186.053,0.615368
lhs,7,0,8,4.39924,18.2763,0.669377,74.4883,0.865268,0.61551,186.096,20.23,1.14681,22.1582,97.4792,5.33363,3.57021,150.359,True,True,0.00138692,0.843129,186.053,0.615368
lhs,7,1,9,3.86063,5.29519,0.84511,52.3071,0.88134,0.616519,186.401,20.23,0.51197,11.2721,43.5174,8.2183,6.94537,17.371,True,True,0.00138692,0.843129,186.053,0.615368
lhs,7,1,10,3.54498,7.40583,0.346151,57.9136,0.830881,0.615016,185.946,20.23,0.84525,20.2671,71.8463,9.70132,3.35812,92.712,True,True,0.00178413,0.830881,185.946,0.615016
lhs,7,1,11,4.29433,5.9654,0.485682,43.9634,0.853346,0.616495,186.394,20.23,0.692819,13.7133,58.8896,9.87186,4.79458,34.7917,True,True,0.00178413,0.830881,185.946,0.615016
lhs,7,1,12,3.14283,13.0381,0.555759,78.5794,0.822677,0.614956,185.928,20.23,1.01035,27.3255,85.8795,6.5868,3.66067,201.454,True,True,0.00204241,0.822677,185.928,0.614956
lhs,7,1,13,3.23618,15.2555,0.57114,49.6443,0.803693,0.614807,185.883,20.23,1.08569,28.5163,92.284,6.04922,3.45495,235.756,True,True,0.00264489,0.803693,185.883,0.614807
lhs,7,1,14,3.0585,12.8876,0.798463,55.4756,0.806359,0.614907,185.914,20.23,0.880951,24.4828,74.8808,5.81031,4.63932,141.008,True,True,0.00264489,0.803693,185.883,0.614807
lhs,7,1,15,1.97656,17.848,0.328867,56.7549,0.665834,0.615426,186.071,20.23,1.21717,52.3429,103.459,5.79668,1.90634,890.501,False,True,0.00264489,0.803693,185.883,0.614807
lhs,7,1,16,1.7294,9.07717,0.599593,47.0252,0.645411,0.612913,185.311,20.23,0.751514,36.9368,63.8786,7.03729,4.21951,273.795,False,True,0.00264489,0.803693,185.883,0.614807
lhs,7,1,17,2.9843,16.4919,0.506715,64.6218,0.797609,0.615146,185.986,20.23,1.14021,32.476,96.918,5.87672,2.97782,321.129,False,True,0.00264489,0.803693,185.883,0.614807
lhs,7,2,18,3.957,9.24823,0.662865,42.8044,0.842388,0.616045,186.258,20.23,0.805191,17.2962,68.4412,7.40047,4.90551,64.3236,True,True,0.00264489,0.803693,185.883,0.614807
lhs,7,2,19,1.56799,15.9914,0.730449,50.5374,0.59109,0.613605,185.52,20.23,0.941231,51.0236,80.0046,5.00297,3.65441,654.346,False,True,0.00264489,0.803693,185.883,0.614807
lhs,7,2,20,2.0676,5.31766,0.893669,69.1728,0.757458,0.61584,186.195,20.23,0.459048,18.8717,39.0191,7.33764,6.55743,43.6565,True,True,0.00404047,0.757458,185.883,0.614807
lhs,7,2,21,2.73192,11.3284,0.700819,45.8877,0.776203,0.614447,185.774,20.23,0.85458,26.5891,72.6393,6.41213,4.49374,161.335,True,True,0.00410925,0.757458,185.774,0.614447
lhs,7,2,22,1.53796,6.70682,0.649436,77.4434,0.648722,0.613104,185.368,20.23,0.585331,32.3501,49.7531,7.41829,4.81771,163.576,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,2,23,3.2743,8.39329,0.763746,48.221,0.821332,0.616358,186.352,20.23,0.702907,18.2473,59.7471,7.11843,5.43667,62.4975,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,2,24,2.72282,14.9638,0.842143,51.4463,0.77635,0.614306,185.732,20.23,0.924131,28.8492,78.5511,5.24941,4.42075,205.385,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,2,25,4.01545,5.694,0.451063,59.9789,0.853544,0.616099,186.274,20.23,0.683561,14.4698,58.1027,10.2042,4.60274,38.2182,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,2,26,2.53931,6.97209,0.419033,67.8367,0.777033,0.614294,185.728,20.23,0.756806,25.3331,64.3285,9.22658,3.86624,129.697,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,3,27,3.34598,17.2906,0.283107,65.8585,0.817204,0.616016,186.249,20.23,1.25502,31.882,106.677,6.16962,1.74667,340.652,False,True,0.00789092,0.648722,185.368,0.613104
lhs,7,3,28,1.94138,7.98269,0.279553,40.2196,0.654915,0.614764,185.87,20.23,0.877229,38.4081,74.5645,9.34077,2.61124,345.563,False,True,0.00789092,0.648722,185.368,0.613104
lhs,7,3,29,2.34999,7.92244,0.717868,53.4975,0.756606,0.614796,185.88,20.23,0.669698,24.2232,56.9243,7.1852,5.15802,104.933,True,True,0.00789092,0.648722,185.368,0.613104
lhs,7,3,30,3.75464,12.5175,0.860474,59.0996,0.843202,0.615788,186.18,20.23,0.855747,19.373,72.7385,5.81095,5.00017,85.7645,True,True,0.00789092,0.648722,185.368,0.613104
