strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
random,9,0,0,4.02372,8.82423,0.652099,71.1014,0.858391,0.615962,186.233,20.23,0.78754,16.6366,66.9409,7.58604,4.94685,58.2062,True,True,0.000902661,0.858391,186.233,0.615962
random,9,0,1,3.57662,17.2051,0.823596,76.7295,0.842955,0.615175,185.995,20.23,1.03673,24.6385,88.1224,5.12188,4.21836,168.06,True,True,0.00140247,0.842955,185.995,0.615175
random,9,0,2,1.5771,10.83,0.573296,42.6062,0.594144,0.613306,185.429,20.23,0.83837,45.185,71.2615,6.58002,3.7723,457.081,False,True,0.00140247,0.842955,185.995,0.615175
random,9,0,3,1.51632,16.075,0.905535,71.3844,0.61107,0.613119,185.373,20.23,0.846127,47.4313,71.9208,4.47409,4.05144,508.316,False,True,0.00140247,0.842955,185.995,0.615175
random,9,0,4,2.41525,14.4044,0.449454,69.6299,0.752055,0.615022,185.948,20.23,1.0823,38.0894,91.9955,6.3866,2.87048,419.3,False,True,0.00140247,0.842955,185.995,0.615175
random,9,0,5,2.31127,15.4345,0.908494,79.4495,0.760939,0.614087,185.666,20.23,0.885711,32.5732,75.2855,4.87772,4.43138,250.947,False,True,0.00140247,0.842955,185.995,0.615175
random,9,0,6,4.0603,17.1708,0.722138,62.1799,0.850417,0.615259,186.02,20.23,1.09223,22.8651,92.8392,5.4068,3.90446,152.485,True,True,0.00140247,0.842955,185.995,0.615175
random,9,0,7,4.17739,6.19641,0.496754,64.2376,0.859714,0.616221,186.311,20.23,0.70146,14.273,59.6241,9.62236,4.77995,38.1597,True,True,0.00140247,0.842955,185.995,0.615175
random,9,0,8,2.88542,15.5714,0.380058,42.4901,0.76486,0.615456,186.079,20.23,1.17403,34.5853,99.7929,6.40871,2.43568,375,False,True,0.00140247,0.842955,185.995,0.615175
random,9,1,9,1.8669,17.8371,0.338516,49.0439,0.634012,0.61533,186.041,20.23,1.21255,55.2072,103.067,5.77822,1.95602,986.868,False,True,0.00140247,0.842955,185.995,0.615175
random,9,1,10,2.59346,13.3123,0.771397,43.146,0.759244,0.614134,185.68,20.23,0.894456,29.3155,76.0287,5.71117,4.40558,205.269,True,True,0.00411935,0.759244,185.68,0.614134
random,9,1,11,4.20059,15.1706,0.463976,47.5733,0.843077,0.615463,186.082,20.23,1.14836,23.2373,97.6103,6.4342,2.98531,165.583,False,True,0.00411935,0.759244,185.68,0.614134
random,9,1,12,3.22826,12.9292,0.428312,46.7757,0.799255,0.615053,185.958,20.23,1.07345,28.2638,91.2429,7.05713,3.02265,228.986,True,True,0.00411935,0.759244,185.68,0.614134
random,9,1,13,3.72276,13.969,0.7835,48.7831,0.834112,0.615329,186.041,20.23,0.948945,21.6668,80.6604,5.77424,4.52411,118.96,True,True,0.00411935,0.759244,185.68,0.614134
random,9,1,14,3.5973,5.99473,0.254892,47.1774,0.82496,0.615131,185.981,20.23,0.784219,18.5302,66.6586,11.1195,2.83428,71.9058,False,True,0.00411935,0.759244,185.68,0.614134
random,9,1,15,3.76792,12.2009,0.661137,63.701,0.844013,0.615321,186.039,20.23,0.940884,21.2253,79.9751,6.55484,4.33365,113.191,True,True,0.00411935,0.759244,185.68,0.614134
random,9,1,16,3.34406,9.30541,0.730402,40.5867,0.817867,0.615884,186.209,20.23,0.764634,19.4356,64.9939,6.98452,5.10151,77.1292,True,True,0.00411935,0.759244,185.68,0.614134
random,9,1,17,2.59394,5.72885,0.333882,76.1835,0.788862,0.614545,185.804,20.23,0.708088,23.2031,60.1875,10.506,3.50777,101.8,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,18,3.24738,15.5457,0.653813,62.8756,0.81648,0.614786,185.877,20.23,1.05562,27.6308,89.7278,5.77185,3.77371,215.211,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,19,3.8054,13.3087,0.59021,62.2617,0.842565,0.615145,185.985,20.23,1.02424,22.8781,87.0602,6.54162,3.86093,143.156,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,20,3.14986,9.56035,0.695173,56.2746,0.815719,0.615353,186.048,20.23,0.787771,21.2582,66.9605,7.00398,4.86898,95.0656,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,21,3.3981,11.4636,0.748956,67.7224,0.833178,0.61536,186.051,20.23,0.855207,21.3921,72.6926,6.34114,4.74924,104.508,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,22,1.61439,15.4287,0.847792,53.2412,0.6142,0.613056,185.354,20.23,0.866118,45.6023,73.62,4.77161,4.04534,480.971,False,True,0.00411935,0.759244,185.68,0.614134
random,9,2,23,3.6255,16.2706,0.582538,45.1634,0.820406,0.615037,185.953,20.23,1.11993,26.2569,95.1942,5.85068,3.40825,206.18,True,True,0.00411935,0.759244,185.68,0.614134
random,9,2,24,3.62123,16.1825,0.457689,48.7421,0.820063,0.615405,186.064,20.23,1.17089,27.4838,99.5254,6.15018,2.81487,236.178,False,True,0.00411935,0.759244,185.68,0.614134
random,9,2,25,3.72332,11.8823,0.260013,47.8256,0.823009,0.615872,186.205,20.23,1.10887,25.3146,94.2543,7.93232,2.06251,189.755,False,True,0.00411935,0.759244,185.68,0.614134
random,9,2,26,2.13029,12.7549,0.622688,60.6821,0.71474,0.613743,185.562,20.23,0.927608,37.0121,78.8467,6.18167,3.84925,339.33,False,True,0.00411935,0.759244,185.68,0.614134
random,9,3,27,2.48905,10.2319,0.583601,62.7542,0.765063,0.61409,185.667,20.23,0.85378,29.1562,72.5713,7.09266,4.13928,193.81,True,True,0.00412477,0.759244,185.667,0.61409
random,9,3,28,3.1386,14.5394,0.912786,69.9529,0.820459,0.615099,185.971,20.23,0.889846,24.099,75.6369,5.20222,4.74851,138,True,True,0.00412477,0.759244,185.667,0.61409
random,9,3,29,2.9226,18.0269,0.333402,78.1074,0.79994,0.615937,186.225,20.23,1.24123,36.0994,105.504,5.85261,1.95127,431.937,False,True,0.00412477,0.759244,185.667,0.61409
random,9,3,30,2.95267,11.4452,0.81606,64.352,0.807896,0.615095,185.97,20.23,0.810368,23.3285,68.8813,6.01837,4.91135,117.767,True,True,0.00412477,0.759244,185.667,0.61409
random,9,3,31,3.88264,9.91902,0.619079,65.9534,0.85051,0.615579,186.117,20.23,0.85785,18.7803,72.9173,7.35126,4.55101,80.7955,True,True,0.00412477,0.759244,185.667,0.61409
random,9,3,32,2.18511,15.1845,0.353672,45.3267,0.687527,0.615325,186.04,20.23,1.15316,44.8575,98.0188,6.4552,2.28302,619.626,False,True,0.00412477,0.759244,185.667,0.61409
random,9,3,33,2.28176,15.799,0.567013,41.4009,0.705301,0.61441,185.763,20.23,1.07122,39.9051,91.0539,5.76327,3.26785,455.518,False,True,0.00412477,0.759244,185.667,0.61409
random,9,3,34,2.0735,12.5137,0.290585,52.6436,0.681483,0.615339,186.044,20.23,1.08451,44.4577,92.183,7.36654,2.14061,572.394,False,True,0.00412477,0.759244,185.667,0.61409
random,9,3,35,2.1134,14.1936,0.3467,54.8162,0.69042,0.615264,186.022,20.23,1.11763,44.9505,94.9986,6.69308,2.32049,603.027,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,36,2.80338,17.0193,0.519337,45.4396,0.763769,0.614966,185.931,20.23,1.14756,34.7945,97.5422,5.73126,2.97646,370.991,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,37,2.72244,9.95286,0.628456,44.9999,0.775684,0.614455,185.777,20.23,0.827995,25.8516,70.3796,7.07129,4.444,147.766,True,True,0.00412477,0.759244,185.667,0.61409
random,9,4,38,2.72472,13.7207,0.523408,77.8506,0.79212,0.614867,185.901,20.23,1.03506,32.2898,87.9804,6.41222,3.35621,288.181,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,39,2.55471,16.6392,0.472191,55.9917,0.750027,0.615095,185.97,20.23,1.14813,38.2005,97.591,5.86511,2.76945,447.401,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,40,3.54437,12.1841,0.871138,75.4323,0.844717,0.61566,186.141,20.23,0.832055,19.9541,70.7247,5.80469,5.05668,88.4677,True,True,0.00412477,0.759244,185.667,0.61409
random,9,4,41,2.32518,9.30876,0.680134,71.7102,0.76079,0.614267,185.72,20.23,0.752075,27.4931,63.9264,6.86733,4.67071,151.801,True,True,0.00412477,0.759244,185.667,0.61409
random,9,4,42,1.82456,17.082,0.486298,45.7267,0.627361,0.614847,185.895,20.23,1.12059,52.2047,95.2505,5.57609,2.71164,815.522,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,43,2.26937,15.6452,0.420603,44.7034,0.700975,0.615109,185.975,20.23,1.1381,42.628,96.7387,6.18328,2.60071,552.255,False,True,0.00412477,0.759244,185.667,0.61409
random,9,4,44,3.23165,17.1705,0.458857,60.4267,0.808468,0.615435,186.073,20.23,1.18592,31.1926,100.803,5.87072,2.69382,308.125,False,True,0.00412477,0.759244,185.667,0.61409
