seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
8,0,0,3.08503,10.6111,0.335477,51.0564,0.793785,0.615194,186,20.23,1.01543,27.9776,86.3116,8.13411,2.7288,212.246,False,0,inf,inf,inf
8,0,1,2.58152,13.5003,0.591985,74.4186,0.778563,0.614461,185.779,20.23,0.990785,32.623,84.2168,6.23812,3.69287,281.575,False,0,inf,inf,inf
8,0,2,2.01902,7.64185,0.550691,49.9117,0.704356,0.613426,185.466,20.23,0.716638,30.1702,60.9142,7.97113,4.38963,174.191,True,0.00600009,0.704356,185.466,0.613426
8,0,3,4.32365,18.0319,0.794188,65.9241,0.860243,0.615439,186.074,20.23,1.09011,21.4307,92.659,5.13862,4.08103,133.694,True,0.00600009,0.704356,185.466,0.613426
8,0,4,3.99086,6.20363,0.730302,62.1215,0.860209,0.616659,186.443,20.23,0.607001,12.9283,51.5951,8.31692,6.07387,27.0921,True,0.00600009,0.704356,185.466,0.613426
8,0,5,1.67498,16.6446,0.322748,43.6075,0.585612,0.615187,185.998,20.23,1.18447,60.108,100.68,6.04879,1.95223,1142.76,False,0.00600009,0.704356,185.466,0.613426
8,0,6,2.92573,9.06873,0.864035,78.163,0.820355,0.61584,186.196,20.23,0.685009,19.9013,58.2258,6.4205,5.54753,72.4482,True,0.00600009,0.704356,185.466,0.613426
8,0,7,3.41765,12.0088,0.438261,57.3016,0.820231,0.615047,185.956,20.23,1.03536,25.7503,88.0055,7.3284,3.21175,183.326,True,0.00600009,0.704356,185.466,0.613426
8,0,8,3.56856,6.71833,0.908152,42.3789,0.850069,0.616577,186.419,20.23,0.569285,13.5599,48.3892,7.20257,6.54103,27.9518,True,0.00600009,0.704356,185.466,0.613426
8,1,9,1.5,6.25253,0.567414,41.9813,0.60838,0.612531,185.195,20.23,0.599499,33.9716,50.9574,8.14988,4.62435,184.752,True,0.00937926,0.60838,185.195,0.612531
8,1,10,1.5,7.09453,0.514548,50.4308,0.603888,0.612688,185.243,20.23,0.6712,38.0347,57.052,8.04169,4.13783,259.287,False,0.00937926,0.60838,185.195,0.612531
8,1,11,1.57681,6.81529,0.623374,48.3742,0.632149,0.612711,185.25,20.23,0.61118,32.9464,51.9503,7.62261,4.75174,177.155,True,0.00937926,0.60838,185.195,0.612531
8,1,12,1.5,7.84425,0.65306,40,0.600144,0.612453,185.172,20.23,0.648125,36.7271,55.0906,7.02306,4.58647,233.454,True,0.00967764,0.600144,185.172,0.612453
8,1,13,1.5,6.86183,0.483423,40,0.591867,0.612773,185.268,20.23,0.676912,38.3583,57.5375,8.38516,4.05358,265.963,False,0.00967764,0.600144,185.172,0.612453
8,1,14,1.5,5,0.578711,52.2892,0.631014,0.613037,185.348,20.23,0.515157,29.1922,43.7883,8.75766,5.06816,117.231,True,0.00967764,0.600144,185.172,0.612453
