seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
8,1,15,1.5,6.97402,0.721263,46.543,0.618308,0.612695,185.245,20.23,0.574282,32.5426,48.8139,6.99939,5.0484,162.405,True,0.00967764,0.600144,185.172,0.612453
8,1,16,1.5,6.25111,0.434143,54.5266,0.607204,0.6129,185.307,20.23,0.657951,37.2839,55.9259,8.94656,3.88408,244.234,True,0.00967764,0.600144,185.172,0.612453
8,1,17,1.62474,5.08989,0.445627,40,0.634724,0.61283,185.286,20.23,0.586922,30.7055,49.8884,9.80146,4.3678,147.768,True,0.00967764,0.600144,185.172,0.612453
8,2,18,1.5,6.94487,0.534359,40,0.596654,0.612586,185.212,20.23,0.656021,37.1745,55.7618,8.0292,4.29048,242.09,True,0.00979435,0.596654,185.172,0.612453
8,2,19,1.5,6.67551,0.485693,40,0.593862,0.612718,185.252,20.23,0.664483,37.654,56.481,8.46093,4.10941,251.579,False,0.00979435,0.596654,185.172,0.612453
8,2,20,1.5,8.55816,0.741416,40,0.601724,0.612424,185.163,20.23,0.643446,36.462,54.6929,6.39074,4.7382,228.434,True,0.00980284,0.596654,185.163,0.612424
8,2,21,1.5,7.29496,0.594162,40,0.599438,0.612495,185.184,20.23,0.646725,36.6477,54.9716,7.53556,4.47735,231.944,True,0.0098029,0.596654,185.163,0.612424
8,2,22,1.5,7.65228,0.679525,40,0.603784,0.612459,185.173,20.23,0.62663,35.509,53.2636,6.96048,4.72982,210.988,True,0.0098029,0.596654,185.163,0.612424
8,2,23,1.5,10.1208,0.837086,40,0.598239,0.612383,185.15,20.23,0.670252,37.9809,56.9714,5.62912,4.71206,258.189,False,0.0098029,0.596654,185.163,0.612424
8,2,24,1.5,11.5496,0.56681,80,0.615802,0.613822,185.585,20.23,0.849754,48.1527,72.2291,6.25381,3.54472,526.143,False,0.0098029,0.596654,185.163,0.612424
8,2,25,1.5,7.59003,0.598198,40,0.597303,0.612509,185.189,20.23,0.660652,37.4369,56.1554,7.39857,4.42581,247.253,True,0.00980306,0.596654,185.163,0.612424
8,2,26,1.5,8.50183,0.771393,40,0.604272,0.612444,185.169,20.23,0.628296,35.6035,53.4052,6.28161,4.84559,212.676,True,0.00980306,0.596654,185.163,0.612424
8,3,27,1.5,8.69587,0.717976,40,0.599012,0.612423,185.163,20.23,0.660033,37.4019,56.1028,6.45166,4.63214,246.559,True,0.00980323,0.596654,185.163,0.612423
8,3,28,1.5,8.19318,0.662295,40,0.598201,0.612455,185.172,20.23,0.661289,37.4731,56.2096,6.86053,4.54369,247.97,True,0.00980328,0.596654,185.163,0.612423
8,3,29,1.5,9.3293,0.781587,40,0.599418,0.6124,185.155,20.23,0.660631,37.4358,56.1537,6.01906,4.70442,247.23,True,0.00981021,0.596654,185.155,0.6124
8,3,30,1.5,7.87671,0.629786,40,0.597845,0.612479,185.179,20.23,0.660575,37.4326,56.1488,7.12847,4.48941,247.166,True,0.00981022,0.596654,185.155,0.6124
8,3,31,1.5,8.36177,0.683769,40,0.598735,0.612441,185.168,20.23,0.659651,37.3802,56.0703,6.70556,4.58505,246.131,True,0.00981023,0.596654,185.155,0.6124
8,3,32,1.5,9.18375,0.759378,41.6323,0.600353,0.612409,185.158,20.23,0.663703,37.6098,56.4147,6.14289,4.66477,250.694,False,0.00981023,0.596654,185.155,0.6124
8,3,33,1.5,8.94332,0.736567,40,0.598688,0.612417,185.161,20.23,0.663114,37.5765,56.3647,6.30244,4.64217,250.028,False,0.00981023,0.596654,185.155,0.6124
8,3,34,1.5,11.249,0.916667,40,0.59681,0.612364,185.145,20.23,0.681203,38.6015,57.9022,5.14731,4.71837,271.052,False,0.00981023,0.596654,185.155,0.6124
8,3,35,1.5,10.6848,0.916667,40,0.599933,0.612375,185.148,20.23,0.660236,37.4134,56.1201,5.25234,4.81465,246.787,True,0.00981727,0.596654,185.148,0.612375
8,4,36,1.5,10.007,0.845259,40,0.599459,0.612384,185.151,20.23,0.662298,37.5302,56.2954,5.6256,4.75508,249.106,True,0.00981728,0.596654,185.148,0.612375
8,4,37,1.5,7.93794,0.632907,40,0.597673,0.612477,185.179,20.23,0.662229,37.5263,56.2895,7.0912,4.48807,249.028,True,0.00981729,0.596654,185.148,0.612375
8,4,38,1.5,7.29713,0.563197,40,0.596414,0.612555,185.203,20.23,0.661751,37.4992,56.2488,7.70835,4.34132,248.489,True,0.00982533,0.596414,185.148,0.612375
8,4,39,1.5,7.13793,0.544876,40,0.595989,0.612583,185.211,20.23,0.661863,37.5056,56.2584,7.88161,4.2945,248.616,True,0.00983954,0.595989,185.148,0.612375
8,4,40,1.5,10.7383,0.916667,40,0.599626,0.612372,185.147,20.23,0.662246,37.5273,56.2909,5.24209,4.80525,249.048,True,0.00984032,0.595989,185.147,0.612372
8,4,41,1.5,7.5452,0.590348,40,0.596941,0.61252,185.192,20.23,0.662041,37.5157,56.2735,7.45819,4.40293,248.817,True,0.00984034,0.595989,185.147,0.612372
8,4,42,1.5,8.53747,0.696742,40,0.598463,0.612436,185.166,20.23,0.662149,37.5218,56.2826,6.59243,4.59322,248.938,True,0.00984034,0.595989,185.147,0.612372
8,4,43,1.5,10.4782,0.889783,40,0.599486,0.612375,185.148,20.23,0.662921,37.5655,56.3483,5.3777,4.78498,249.81,True,0.00984034,0.595989,185.147,0.612372
8,4,44,1.5,9.39646,0.78383,40,0.599126,0.612399,185.155,20.23,0.662566,37.5454,56.3181,5.99354,4.69792,249.409,True,0.00984035,0.595989,185.147,0.612372
