strategy,seed,round,trial,R_mm,H_mm,twist_deg,strut_d_mm,cable_d_mm,t180,e_reb_mJ,mass_g,print_scale,ok,hv,best_t180,best_e_reb_mJ
random,8,0,0,29.9046,109.364,52.7484,10.7313,5.17474,0.801137,187.898,20.4777,0.717372,True,1.9703,0.801137,187.898
random,8,0,1,30.8663,81.8941,54.91,6.64172,4.19741,0.722647,202.52,22.0802,1.01552,True,3.12976,0.722647,187.898
random,8,0,2,28.6203,72.8573,47.3893,7.16319,5.03457,0.70548,208.276,22.704,0.971519,True,3.28453,0.70548,187.898
random,8,0,3,31.3448,72.796,63.6361,9.62563,4.61715,0.712586,189.997,20.7231,0.866638,True,4.45135,0.70548,187.898
random,8,0,4,38.6703,67.5103,54.8555,7.70772,3.04196,0.586292,182.971,19.9812,1.0266,True,9.67419,0.586292,182.971
random,8,0,5,27.7233,79.7334,55.7324,9.70037,4.13067,0.756185,183.738,20.0371,0.859052,True,9.67419,0.586292,182.971
random,8,0,6,34.11,71.153,45.3595,7.97574,3.24027,0.633121,182.578,19.9353,0.99264,True,9.76658,0.586292,182.578
random,8,0,7,30.4876,83.009,68.7595,11.2021,3.12959,0.761998,171.97,18.7606,0.804416,True,10.8928,0.586292,171.97
random,8,0,8,39.3414,96.0051,79.5509,6.71266,3.93755,0.746985,200.184,21.8304,0.977806,True,10.8928,0.586292,171.97
random,8,1,9,32.5338,97.3612,52.4412,8.69943,3.6904,0.754928,183.304,19.9939,0.86527,True,10.8928,0.586292,171.97
random,8,1,10,31.7375,85.4987,62.6011,10.2251,3.60455,0.749323,177.743,19.3923,0.827797,True,10.9541,0.586292,171.97
random,8,1,11,34.4574,64.5073,64.4417,8.75423,3.33714,0.640516,181.944,19.8678,0.977195,True,11.0232,0.586292,171.97
random,8,1,12,28.8504,63.2437,54.8929,8.42268,4.22196,0.677002,191.825,20.9261,0.9756,True,11.0232,0.586292,171.97
random,8,1,13,26.0479,95.7841,52.7573,7.69082,5.22841,0.798002,204.987,22.3305,0.874829,True,11.0232,0.586292,171.97
random,8,1,14,34.0167,92.9337,61.2569,7.29718,3.37716,0.743617,187.407,20.4439,0.975074,True,11.0232,0.586292,171.97
random,8,1,15,27.7622,77.0342,46.8024,8.8667,5.41842,0.732558,200.081,21.8061,0.861533,True,11.0232,0.586292,171.97
random,8,1,16,36.0936,75.5471,52.2583,10.6927,5.43622,0.657883,192.572,21.0086,0.777598,True,11.0232,0.586292,171.97
random,8,1,17,34.217,72.8324,57.9762,6.94615,4.08552,0.662099,200.209,21.8419,1.02447,True,11.0232,0.586292,171.97
random,8,2,18,38.3562,70.134,57.6693,9.79343,5.37062,0.618981,197.627,21.5659,0.824444,True,11.0232,0.586292,171.97
random,8,2,19,34.4412,82.1533,66.1326,7.76771,3.24762,0.716818,184.157,20.0965,0.983395,True,11.0232,0.586292,171.97
random,8,2,20,37.4859,83.3314,77.0708,7.12691,3.03258,0.714692,185.665,20.261,1.03656,True,11.0232,0.586292,171.97
random,8,2,21,32.7231,95.6606,79.5877,9.82692,3.23012,0.792324,175.843,19.1766,0.833057,True,11.0232,0.586292,171.97
random,8,2,22,33.3784,79.3102,47.3944,10.9148,4.78587,0.689694,185.186,20.2053,0.778971,True,11.0232,0.586292,171.97
random,8,2,23,37.1275,90.5106,67.9057,10.1199,3.63459,0.729411,178.825,19.5143,0.814528,True,11.0852,0.586292,171.97
random,8,2,24,33.3975,103.626,54.7929,6.99976,3.05491,0.763068,184.334,20.1051,0.978686,True,11.0852,0.586292,171.97
random,8,2,25,26.1851,81.775,40.789,10.0713,4.81022,0.753028,187.561,20.4434,0.816381,True,11.0852,0.586292,171.97
random,8,2,26,39.0215,97.1448,57.0688,10.6592,4.89675,0.716471,187.374,20.4419,0.74129,True,11.0852,0.586292,171.97
random,8,3,27,25.9838,61.3357,47.7574,11.6925,3.95221,0.695317,176.43,19.2554,0.834626,True,11.3376,0.586292,171.97
random,8,3,28,37.2685,78.2298,65.9924,8.23955,5.05258,0.679056,203.23,22.1631,0.887304,True,11.3376,0.586292,171.97
random,8,3,29,32.7325,107.237,72.4912,11.8813,3.82877,0.805929,174.906,19.073,0.70823,True,11.3376,0.586292,171.97
random,8,3,30,29.1549,92.3472,68.1853,8.55615,3.3789,0.792411,180.991,19.7373,0.906054,True,11.3376,0.586292,171.97
random,8,3,31,28.736,109.938,52.2538,7.99362,4.28527,0.804916,192.464,20.9757,0.857722,True,11.3376,0.586292,171.97
random,8,3,32,26.746,67.5342,71.7264,8.95145,3.54676,0.750409,182.122,19.8665,0.967655,True,11.3376,0.586292,171.97
random,8,3,33,38.5939,73.3646,67.4314,10.1743,3.237,0.651779,176.295,19.2484,0.866621,True,11.5926,0.586292,171.97
random,8,3,34,26.1613,98.6427,45.4366,7.17376,5.18028,0.790338,208.042,22.6636,0.893253,True,11.5926,0.586292,171.97
random,8,3,35,33.2626,104.72,75.4733,10.3793,3.21588,0.800019,174.077,18.9817,0.783549,True,11.5926,0.586292,171.97
