specimen,meas_zeta_pct,cable_zeta_fit,converged,sim_zeta_pct_at_fit,sim_fn_hz_at_fit,sim_t180_at_fit,sim_e_rebound_at_fit,meas_t180,meas_e_rebound,sim_t180_base,sim_e_rebound_base
6lhxfy,10.146626604741746,0.020955523052223982,True,9.98692571963436,44.423920553112474,0.7577032257006434,0.6151739849252081,0.8930777877843858,0.0503762215482448,0.7576702328263232,0.6151741204553189
6nheas,19.309100372688224,0.0794229205979837,True,19.322143800451666,44.172161696826386,0.658537936317674,0.612936036453948,0.9970082901461372,0.0402459500191387,0.6549527238364539,0.6127857773865927
9hhbkp,11.213840199194124,0.0025740321123335352,True,11.268403285533223,66.80269024494312,0.7910137511380093,0.6142632018731404,1.0183360091957676,0.021501191564831,0.7916287012170006,0.6143279599260867
autv5r,6.380085566114936,0.001,False,10.43071707777292,96.27863149376061,0.7513906833407386,0.614162191027982,1.0404303364999212,0.0268095680946958,0.752253612889714,0.6141816986773456
bpx68c,16.72640738125103,0.05087754263640694,True,16.696287274792525,59.77388848561357,0.7856683169946465,0.6145919862239977,1.011071663223434,0.0204417509682657,0.7846501788233232,0.6145421551043926
nvxsrv,31.04212539503506,2.0,False,29.736596518534952,22.52326301842987,0.879690685812105,0.6159407444951622,1.0275491969473938,0.02656356443883,0.8465318567591988,0.6151772099386589
