strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
sobol,6,0,0,4.30148,8.78692,0.880991,50.4778,0.860274,0.616696,186.454,20.23,0.695132,13.7362,59.0862,6.72434,5.92408,35.0245,True,True,0.000825405,0.860274,186.454,0.616696
sobol,6,0,1,2.66747,12.1909,0.500259,62.8478,0.775269,0.614499,185.79,20.23,0.992019,31.6111,84.3216,6.91675,3.46017,264.708,False,True,0.000825405,0.860274,186.454,0.616696
sobol,6,0,2,2.20302,5.76624,0.639925,45.8021,0.741603,0.615139,185.984,20.23,0.574567,22.1687,48.8382,8.46968,5.41996,75.4036,True,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,3,3.47453,15.629,0.270657,78.1379,0.83222,0.616099,186.274,20.23,1.21597,29.7472,103.357,6.61318,1.7899,287.331,False,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,4,3.24497,7.16774,0.497252,73.5004,0.831005,0.61528,186.026,20.23,0.749104,19.6223,63.6739,8.88339,4.41729,77.0217,True,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,5,1.61661,17.2517,0.782923,41.1437,0.591452,0.613601,185.519,20.23,0.957965,50.369,81.427,4.71995,3.69535,648.999,False,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,6,2.44356,10.8133,0.398501,67.5452,0.756714,0.614748,185.866,20.23,0.972203,33.8184,82.6372,7.64216,3.04541,296.914,False,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,7,3.70942,14.0219,0.696164,55.2325,0.835759,0.61515,185.987,20.23,0.996816,22.8417,84.7294,6.04267,4.20669,138.88,True,True,0.00453437,0.741603,185.984,0.615139
sobol,6,0,8,3.92484,6.42382,0.369991,43.5386,0.839176,0.615356,186.049,20.23,0.772873,16.7381,65.6942,10.2267,3.78377,57.8214,True,True,0.00453437,0.741603,185.984,0.615139
sobol,6,1,9,2.29647,16.3517,0.740296,71.1833,0.7451,0.61408,185.663,20.23,0.999255,36.9858,84.9366,5.19437,3.84537,365.018,False,True,0.00453437,0.741603,185.984,0.615139
sobol,6,1,10,1.85467,9.86106,0.442426,57.5838,0.664838,0.613943,185.622,20.23,0.882139,40.4286,74.9818,7.60383,3.36413,385.02,False,True,0.00453437,0.741603,185.984,0.615139
sobol,6,1,11,3.12054,13.3302,0.822121,65.2724,0.816313,0.615009,185.944,20.23,0.887966,24.1872,75.4771,5.66212,4.65495,138.719,True,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,12,3.62161,11.3798,0.590317,60.5942,0.836217,0.615141,185.984,20.23,0.939211,22.0435,79.8329,7.01534,4.14128,121.869,True,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,13,1.98761,14.6274,0.29422,52.9654,0.664514,0.615396,186.061,20.23,1.15069,49.2091,97.8087,6.6867,1.96736,744.078,False,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,14,2.79191,8.15074,0.847263,75.9188,0.811921,0.61595,186.229,20.23,0.644158,19.6114,54.7534,6.7176,5.69157,66.1576,True,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,15,4.06341,18.2737,0.560027,48.2559,0.838641,0.615388,186.059,20.23,1.18814,24.854,100.992,5.52662,3.09505,195.987,True,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,16,4.20313,7.54454,0.718387,69.7195,0.864195,0.616588,186.422,20.23,0.692336,14.0011,58.8485,7.80015,5.60353,36.2419,True,True,0.00454374,0.741603,185.944,0.615009
sobol,6,1,17,2.93708,17.6301,0.337339,57.3459,0.78268,0.61578,186.177,20.23,1.23961,35.8748,105.367,5.97655,2.01612,426.024,False,True,0.00454374,0.741603,185.944,0.615009
