strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,hv,best_t180,best_e_reb_mJ,best_e_rebound
sobol,4,0,0,4.0905,6.41005,0.309267,45.2211,0.843363,0.615266,186.022,20.23,0.800176,16.6275,68.015,10.6107,3.28154,59.0759,True,True,0.00138583,0.843363,186.022,0.615266
sobol,4,0,1,2.3533,14.4502,0.702714,73.7158,0.756003,0.614096,185.668,20.23,0.958612,34.6246,81.482,5.63883,3.96249,306.889,False,True,0.00138583,0.843363,186.022,0.615266
sobol,4,0,2,1.85972,9.7572,0.490711,55.4823,0.667264,0.613599,185.518,20.23,0.851643,38.9249,72.3896,7.4191,3.64064,344.574,False,True,0.00138583,0.843363,186.022,0.615266
sobol,4,0,3,3.49657,17.7713,0.852818,63.396,0.83091,0.615003,185.943,20.23,1.03834,25.2415,88.2588,4.96638,4.23542,176.66,True,True,0.00178394,0.83091,185.943,0.615003
sobol,4,0,4,3.00673,10.9025,0.634264,65.9184,0.80948,0.614783,185.876,20.23,0.876744,24.7855,74.5232,6.83543,4.33546,143.825,True,True,0.00246608,0.80948,185.876,0.614783
sobol,4,0,5,1.98696,16.6244,0.355746,53.016,0.664157,0.615325,186.04,20.23,1.17877,50.4265,100.195,6.02701,2.14408,800.417,False,True,0.00246608,0.80948,185.876,0.614783
sobol,4,0,6,2.93223,7.55693,0.815455,76.1894,0.821762,0.616143,186.287,20.23,0.630204,18.2684,53.5673,7.08851,5.78036,56.1634,True,True,0.00246608,0.80948,185.876,0.614783
sobol,4,0,7,3.87395,13.3049,0.505777,42.6864,0.830666,0.61513,185.981,20.23,1.06507,23.3691,90.5308,6.80434,3.44148,155.321,True,True,0.00246608,0.80948,185.876,0.614783
sobol,4,0,8,3.81005,8.44357,0.765223,51.8533,0.844857,0.61662,186.431,20.23,0.715693,15.9667,60.8339,7.20476,5.51325,48.722,True,True,0.00246608,0.80948,185.876,0.614783
sobol,4,1,9,2.63376,17.3173,0.580211,69.6006,0.774601,0.614878,185.905,20.23,1.11541,35.9979,94.81,5.47486,3.17657,385.975,False,True,0.00246608,0.80948,185.876,0.614783
sobol,4,1,10,2.04974,5.12245,0.623579,41.5041,0.7218,0.615039,185.953,20.23,0.534325,22.1577,45.4176,8.86639,5.52889,70.0528,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,11,3.30657,13.9702,0.386411,79.8521,0.828239,0.615674,186.145,20.23,1.12042,28.802,95.2355,6.81706,2.63419,248.195,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,12,3.4288,7.10216,0.418173,72.3968,0.837058,0.615178,185.995,20.23,0.785839,19.481,66.7963,9.40507,3.93295,79.6386,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,13,1.5649,11.992,0.904964,49.0596,0.616489,0.612491,185.183,20.23,0.718525,39.0278,61.0747,5.09293,4.60892,292.253,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,14,2.41938,10.4217,0.276619,62.0575,0.744317,0.615389,186.059,20.23,1.01017,35.4903,85.8644,8.239,2.27907,339.767,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,15,4.38682,15.3376,0.711399,59.3013,0.858938,0.615479,186.086,20.23,1.05074,20.3594,89.3131,5.82314,4.14257,116.304,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,16,4.30123,10.3642,0.544805,77.2688,0.866555,0.61562,186.129,20.23,0.924349,18.2668,78.5697,7.5809,4.13012,82.3625,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,1,17,2.50508,15.4488,0.776378,43.775,0.745735,0.613924,185.616,20.23,0.966212,32.7846,82.1281,5.31613,4.12733,277.32,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,18,1.63786,7.01698,0.405196,67.0271,0.642868,0.613488,185.485,20.23,0.723935,37.5701,61.5344,8.76937,3.55331,272.868,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,19,3.35595,12.1277,0.584776,54.1144,0.818593,0.614835,185.892,20.23,0.971298,24.6012,82.5603,6.80758,3.98091,156.976,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,20,3.20949,5.6634,0.886638,56.5721,0.850762,0.616526,186.403,20.23,0.511134,13.5368,43.4464,7.67144,6.80179,25.0115,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,21,2.14671,13.483,0.456843,64.4741,0.713491,0.614707,185.853,20.23,1.03693,41.0578,88.139,6.53706,2.98641,466.776,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,22,2.74063,9.0089,0.746956,46.3206,0.785006,0.615256,186.019,20.23,0.725986,22.5162,61.7088,6.84976,5.11647,98.2853,True,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,23,3.70306,16.8024,0.264987,74.8233,0.839707,0.616144,186.287,20.23,1.25146,28.7261,106.374,6.3309,1.67761,275.765,False,True,0.00518291,0.7218,185.876,0.614783
sobol,4,2,24,3.94696,8.3306,0.672345,60.6564,0.851966,0.616307,186.337,20.23,0.751467,16.1833,63.8747,7.66748,5.1552,52.5548,True,True,0.00518291,0.7218,185.876,0.614783
